,Hoy,SD_Angle,SD_Position
0,8.0,7.0,-0.04
1,9.0,16.0,-0.02
2,10.0,59.0,-0.13
3,11.0,13.0,0.13
4,12.0,3.0,0.0
5,13.0,64.0,0.1
6,14.0,2.0,0.12
7,15.0,49.0,-0.02
8,16.0,58.0,-0.0
9,32.0,73.0,-0.05
10,33.0,42.0,0.12
11,34.0,46.0,0.1
12,35.0,44.0,-0.14
13,36.0,38.0,-0.08
14,37.0,8.0,0.11
15,38.0,36.0,0.11
16,39.0,1.0,0.02
17,40.0,36.0,0.04
18,56.0,77.0,-0.09
19,57.0,14.0,-0.13
20,58.0,11.0,-0.13
21,59.0,29.0,-0.01
22,60.0,69.0,0.13
23,61.0,49.0,-0.11
24,62.0,21.0,0.13
25,63.0,34.0,-0.0
26,64.0,24.0,0.03
27,65.0,41.0,-0.03
28,80.0,46.0,-0.1
29,81.0,9.0,0.0
30,82.0,25.0,-0.13
31,83.0,64.0,0.13
32,84.0,66.0,0.08
33,85.0,43.0,0.11
34,86.0,31.0,-0.01
35,87.0,34.0,-0.04
36,88.0,35.0,-0.03
37,89.0,13.0,-0.02
38,104.0,18.0,0.03
39,105.0,23.0,-0.01
40,106.0,0.0,-0.05
41,107.0,86.0,0.08
42,108.0,30.0,0.0
43,109.0,14.0,-0.14
44,110.0,13.0,-0.13
45,111.0,57.0,0.01
46,112.0,40.0,-0.03
47,113.0,7.0,-0.01
48,128.0,55.0,0.01
49,129.0,13.0,0.12
50,130.0,42.0,-0.07
51,131.0,84.0,-0.01
52,132.0,38.0,0.1
53,133.0,35.0,0.1
54,134.0,44.0,0.1
55,135.0,59.0,-0.12
56,136.0,20.0,-0.03
57,137.0,6.0,0.09
58,152.0,47.0,-0.02
59,153.0,16.0,0.03
60,154.0,35.0,0.12
61,155.0,41.0,-0.03
62,156.0,62.0,-0.12
63,157.0,17.0,0.12
64,158.0,4.0,-0.03
65,159.0,41.0,0.01
66,160.0,56.0,0.01
67,161.0,13.0,-0.0
68,176.0,20.0,-0.07
69,177.0,0.0,0.04
70,178.0,7.0,-0.13
71,179.0,22.0,0.02
72,180.0,77.0,0.12
73,181.0,54.0,-0.11
74,182.0,89.0,0.04
75,183.0,32.0,0.02
76,184.0,14.0,-0.04
77,185.0,26.0,-0.03
78,200.0,31.0,-0.03
79,201.0,35.0,-0.03
80,202.0,54.0,-0.09
81,203.0,16.0,0.13
82,204.0,2.0,0.1
83,205.0,74.0,-0.09
84,206.0,23.0,0.01
85,207.0,13.0,-0.02
86,208.0,55.0,0.01
87,209.0,5.0,0.08
88,224.0,6.0,-0.03
89,225.0,9.0,-0.07
90,226.0,4.0,0.03
91,227.0,48.0,-0.09
92,228.0,10.0,-0.14
93,229.0,0.0,0.14
94,230.0,6.0,-0.13
95,231.0,56.0,-0.11
96,232.0,49.0,0.01
97,233.0,54.0,-0.03
98,248.0,20.0,-0.05
99,249.0,63.0,-0.1
100,250.0,28.0,0.13
101,251.0,89.0,0.09
102,252.0,29.0,0.1
103,253.0,36.0,0.01
104,254.0,0.0,0.14
105,255.0,36.0,-0.02
106,256.0,0.0,-0.09
107,257.0,25.0,-0.03
108,272.0,0.0,-0.06
109,273.0,72.0,-0.14
110,274.0,68.0,0.11
111,275.0,34.0,-0.03
112,276.0,78.0,0.07
113,277.0,59.0,-0.09
114,278.0,11.0,-0.07
115,279.0,14.0,0.03
116,280.0,59.0,0.0
117,281.0,62.0,-0.03
118,296.0,61.0,-0.01
119,297.0,17.0,0.01
120,298.0,11.0,-0.05
121,299.0,28.0,0.13
122,300.0,67.0,0.12
123,301.0,88.0,-0.0
124,302.0,24.0,0.12
125,303.0,90.0,-0.09
126,304.0,27.0,-0.1
127,305.0,0.0,0.1
128,320.0,75.0,-0.05
129,321.0,90.0,-0.06
130,322.0,31.0,-0.05
131,323.0,24.0,-0.01
132,324.0,25.0,-0.02
133,325.0,84.0,0.1
134,326.0,57.0,0.14
135,327.0,38.0,-0.11
136,328.0,28.0,0.03
137,329.0,26.0,-0.03
138,344.0,12.0,-0.03
139,345.0,37.0,0.01
140,346.0,39.0,-0.0
141,347.0,68.0,0.08
142,348.0,90.0,-0.01
143,349.0,70.0,-0.14
144,350.0,84.0,-0.03
145,351.0,68.0,-0.06
146,352.0,70.0,-0.1
147,353.0,31.0,0.04
148,368.0,41.0,-0.03
149,369.0,44.0,-0.11
150,370.0,34.0,-0.08
151,371.0,10.0,0.11
152,372.0,61.0,-0.14
153,373.0,86.0,-0.0
154,374.0,30.0,0.0
155,375.0,44.0,-0.05
156,376.0,24.0,-0.01
157,377.0,86.0,0.09
158,392.0,0.0,0.12
159,393.0,83.0,-0.04
160,394.0,7.0,-0.04
161,395.0,39.0,0.1
162,396.0,74.0,0.04
163,397.0,19.0,0.1
164,398.0,61.0,-0.1
165,399.0,57.0,-0.14
166,400.0,0.0,-0.0
167,401.0,68.0,-0.01
168,416.0,0.0,0.04
169,417.0,27.0,0.01
170,418.0,70.0,0.11
171,419.0,10.0,-0.11
172,420.0,90.0,-0.1
173,421.0,30.0,0.09
174,422.0,54.0,-0.07
175,423.0,74.0,-0.13
176,424.0,5.0,0.02
177,425.0,82.0,-0.07
178,440.0,4.0,-0.03
179,441.0,30.0,0.02
180,442.0,6.0,-0.11
181,443.0,2.0,0.14
182,444.0,54.0,0.12
183,445.0,90.0,-0.08
184,446.0,27.0,0.01
185,447.0,48.0,-0.14
186,448.0,36.0,-0.09
187,449.0,18.0,0.12
188,464.0,49.0,-0.01
189,465.0,90.0,-0.12
190,466.0,84.0,-0.14
191,467.0,34.0,0.08
192,468.0,84.0,-0.09
193,469.0,81.0,0.08
194,470.0,9.0,-0.01
195,471.0,3.0,-0.06
196,472.0,23.0,-0.02
197,473.0,12.0,-0.04
198,488.0,84.0,-0.13
199,489.0,47.0,-0.14
200,490.0,43.0,-0.08
201,491.0,24.0,-0.14
202,492.0,46.0,0.14
203,493.0,80.0,-0.11
204,494.0,33.0,-0.14
205,495.0,85.0,-0.09
206,496.0,55.0,-0.14
207,497.0,33.0,-0.07
208,512.0,41.0,-0.13
209,513.0,4.0,0.13
210,514.0,89.0,-0.07
211,515.0,6.0,-0.11
212,516.0,60.0,0.12
213,517.0,25.0,0.0
214,518.0,34.0,0.11
215,519.0,0.0,0.01
216,520.0,67.0,-0.03
217,521.0,17.0,0.14
218,536.0,36.0,0.0
219,537.0,6.0,-0.0
220,538.0,50.0,-0.08
221,539.0,9.0,-0.14
222,540.0,63.0,0.12
223,541.0,90.0,-0.0
224,542.0,76.0,-0.1
225,543.0,34.0,0.13
226,544.0,64.0,-0.11
227,545.0,71.0,-0.08
228,560.0,34.0,0.01
229,561.0,28.0,0.0
230,562.0,69.0,-0.06
231,563.0,55.0,0.12
232,564.0,22.0,0.08
233,565.0,63.0,0.09
234,566.0,89.0,0.09
235,567.0,72.0,-0.05
236,568.0,36.0,-0.03
237,569.0,19.0,0.12
238,584.0,38.0,-0.1
239,585.0,70.0,-0.1
240,586.0,74.0,0.1
241,587.0,9.0,0.12
242,588.0,39.0,0.09
243,589.0,20.0,-0.06
244,590.0,35.0,-0.01
245,591.0,38.0,-0.14
246,592.0,56.0,-0.05
247,593.0,44.0,0.07
248,608.0,37.0,0.0
249,609.0,49.0,-0.07
250,610.0,44.0,-0.13
251,611.0,78.0,0.07
252,612.0,28.0,0.12
253,613.0,46.0,0.07
254,614.0,34.0,0.12
255,615.0,43.0,-0.04
256,616.0,55.0,-0.02
257,617.0,84.0,0.08
258,632.0,36.0,0.04
259,633.0,30.0,0.04
260,634.0,48.0,0.12
261,635.0,4.0,-0.09
262,636.0,65.0,0.13
263,637.0,85.0,0.08
264,638.0,49.0,0.09
265,639.0,46.0,0.01
266,640.0,8.0,0.01
267,641.0,47.0,0.11
268,656.0,32.0,-0.09
269,657.0,23.0,-0.11
270,658.0,45.0,-0.01
271,659.0,79.0,0.1
