,Hoy,SD_Angle,SD_Position
0,4349.0,76.0,0.02
1,4350.0,18.0,-0.01
2,4351.0,28.0,-0.12
3,4352.0,22.0,-0.06
4,4353.0,60.0,-0.07
5,4354.0,48.0,0.12
6,4355.0,90.0,0.06
7,4356.0,40.0,0.09
8,4357.0,84.0,0.09
9,4358.0,37.0,-0.0
10,4359.0,13.0,-0.08
11,4360.0,51.0,0.14
12,4361.0,12.0,-0.0
13,4362.0,77.0,0.0
14,4363.0,0.0,-0.04
15,4373.0,34.0,-0.04
16,4374.0,52.0,0.06
17,4375.0,58.0,0.03
18,4376.0,69.0,-0.14
19,4377.0,0.0,-0.01
20,4378.0,82.0,-0.13
21,4379.0,32.0,0.11
22,4380.0,27.0,-0.06
23,4381.0,47.0,0.0
24,4382.0,25.0,-0.11
25,4383.0,64.0,-0.1
26,4384.0,23.0,-0.05
27,4385.0,62.0,0.02
28,4386.0,75.0,0.06
29,4387.0,3.0,0.04
30,4397.0,63.0,-0.01
31,4398.0,24.0,-0.03
32,4399.0,66.0,-0.12
33,4400.0,31.0,-0.11
34,4401.0,52.0,-0.14
35,4402.0,56.0,-0.05
36,4403.0,57.0,0.13
37,4404.0,31.0,0.14
38,4405.0,24.0,-0.03
39,4406.0,37.0,-0.03
40,4407.0,44.0,-0.0
41,4408.0,38.0,-0.01
42,4409.0,12.0,0.06
43,4410.0,11.0,-0.01
44,4411.0,0.0,-0.03
45,4421.0,31.0,-0.05
46,4422.0,6.0,0.01
47,4423.0,76.0,-0.05
48,4424.0,80.0,-0.08
49,4425.0,24.0,0.12
50,4426.0,0.0,-0.02
51,4427.0,26.0,-0.06
52,4428.0,69.0,0.12
53,4429.0,89.0,0.08
54,4430.0,47.0,-0.06
55,4431.0,24.0,0.12
56,4432.0,36.0,0.03
57,4433.0,56.0,-0.11
58,4434.0,18.0,0.03
59,4435.0,0.0,-0.05
60,4445.0,87.0,-0.0
61,4446.0,80.0,0.05
62,4447.0,28.0,-0.04
63,4448.0,29.0,-0.03
64,4449.0,58.0,-0.05
65,4450.0,46.0,-0.01
66,4451.0,1.0,-0.01
67,4452.0,64.0,-0.09
68,4453.0,23.0,-0.02
69,4454.0,6.0,0.04
70,4455.0,28.0,0.03
71,4456.0,39.0,0.03
72,4457.0,17.0,-0.04
73,4458.0,31.0,0.06
74,4459.0,0.0,-0.14
75,4469.0,26.0,-0.0
76,4470.0,1.0,0.03
77,4471.0,28.0,0.01
78,4472.0,62.0,-0.03
79,4473.0,33.0,-0.04
80,4474.0,21.0,0.09
81,4475.0,11.0,0.13
82,4476.0,75.0,0.11
83,4477.0,14.0,0.12
84,4478.0,9.0,0.13
85,4479.0,19.0,-0.07
86,4480.0,1.0,0.03
87,4481.0,64.0,-0.04
88,4482.0,8.0,0.08
89,4483.0,0.0,0.09
90,4493.0,59.0,-0.02
91,4494.0,36.0,0.01
92,4495.0,43.0,-0.07
93,4496.0,57.0,-0.08
94,4497.0,22.0,-0.14
95,4498.0,22.0,-0.11
96,4499.0,53.0,-0.06
97,4500.0,60.0,-0.06
98,4501.0,6.0,-0.02
99,4502.0,50.0,0.12
100,4503.0,30.0,-0.14
101,4504.0,13.0,-0.12
102,4505.0,26.0,0.03
103,4506.0,12.0,0.03
104,4507.0,4.0,0.01
105,4517.0,30.0,0.01
106,4518.0,55.0,-0.03
107,4519.0,7.0,-0.07
108,4520.0,34.0,-0.01
109,4521.0,6.0,-0.12
110,4522.0,6.0,0.11
111,4523.0,43.0,0.12
112,4524.0,41.0,-0.04
113,4525.0,63.0,0.08
114,4526.0,49.0,-0.09
115,4527.0,51.0,0.0
116,4528.0,46.0,-0.14
117,4529.0,18.0,-0.06
118,4530.0,68.0,-0.04
119,4531.0,0.0,-0.1
120,4541.0,3.0,-0.08
121,4542.0,54.0,0.02
122,4543.0,40.0,-0.13
123,4544.0,6.0,-0.09
124,4545.0,6.0,0.01
125,4546.0,14.0,0.11
126,4547.0,26.0,0.1
127,4548.0,76.0,-0.13
128,4549.0,27.0,-0.05
129,4550.0,17.0,0.01
130,4551.0,18.0,-0.07
131,4552.0,69.0,-0.1
132,4553.0,28.0,0.04
133,4554.0,43.0,0.08
134,4555.0,0.0,0.02
135,4565.0,88.0,0.02
136,4566.0,20.0,0.05
137,4567.0,15.0,-0.06
138,4568.0,56.0,0.04
139,4569.0,35.0,0.01
140,4570.0,76.0,0.14
141,4571.0,66.0,-0.12
142,4572.0,86.0,-0.1
143,4573.0,90.0,-0.14
144,4574.0,77.0,0.12
145,4575.0,66.0,0.14
146,4576.0,26.0,0.02
147,4577.0,23.0,-0.04
148,4578.0,90.0,0.05
149,4579.0,10.0,-0.14
150,4589.0,63.0,0.01
151,4590.0,52.0,0.03
152,4591.0,55.0,-0.02
153,4592.0,32.0,-0.06
154,4593.0,37.0,0.02
155,4594.0,65.0,0.12
156,4595.0,8.0,-0.03
157,4596.0,27.0,-0.03
158,4597.0,64.0,-0.05
159,4598.0,39.0,-0.07
160,4599.0,6.0,-0.01
161,4600.0,0.0,-0.02
162,4601.0,0.0,-0.04
163,4602.0,30.0,0.06
164,4603.0,0.0,-0.13
165,4613.0,53.0,-0.01
166,4614.0,23.0,0.07
167,4615.0,42.0,-0.08
168,4616.0,83.0,-0.1
169,4617.0,36.0,0.01
170,4618.0,31.0,-0.07
171,4619.0,58.0,0.11
172,4620.0,8.0,-0.11
173,4621.0,60.0,0.09
174,4622.0,31.0,-0.12
175,4623.0,9.0,-0.06
176,4624.0,48.0,0.13
177,4625.0,27.0,-0.03
178,4626.0,3.0,-0.06
179,4627.0,8.0,0.13
180,4637.0,51.0,-0.05
181,4638.0,47.0,-0.06
182,4639.0,30.0,-0.03
183,4640.0,60.0,0.04
184,4641.0,35.0,0.02
185,4642.0,52.0,-0.11
186,4643.0,22.0,0.12
187,4644.0,20.0,-0.02
188,4645.0,83.0,-0.13
189,4646.0,19.0,-0.06
190,4647.0,11.0,0.02
191,4648.0,76.0,-0.08
192,4649.0,78.0,-0.07
193,4650.0,73.0,0.03
194,4651.0,0.0,0.08
195,4661.0,38.0,0.01
196,4662.0,47.0,-0.01
197,4663.0,46.0,0.04
198,4664.0,25.0,-0.13
199,4665.0,13.0,-0.04
200,4666.0,74.0,0.12
201,4667.0,6.0,-0.01
202,4668.0,17.0,-0.07
203,4669.0,34.0,-0.13
204,4670.0,58.0,0.09
205,4671.0,76.0,0.13
206,4672.0,20.0,-0.05
207,4673.0,3.0,-0.05
208,4674.0,11.0,0.06
209,4675.0,0.0,-0.12
210,4686.0,80.0,0.02
211,4687.0,34.0,0.02
212,4688.0,32.0,-0.01
213,4689.0,38.0,-0.13
214,4690.0,40.0,-0.03
215,4691.0,57.0,0.11
216,4692.0,0.0,0.1
217,4693.0,61.0,-0.01
218,4694.0,45.0,0.12
219,4695.0,50.0,-0.01
220,4696.0,9.0,-0.1
221,4697.0,6.0,-0.1
222,4698.0,14.0,0.03
223,4699.0,0.0,0.03
224,4710.0,19.0,-0.06
225,4711.0,5.0,-0.09
226,4712.0,65.0,-0.03
227,4713.0,13.0,0.12
228,4714.0,46.0,-0.1
229,4715.0,12.0,-0.01
230,4716.0,43.0,-0.13
231,4717.0,12.0,-0.04
232,4718.0,40.0,0.14
233,4719.0,4.0,-0.04
234,4720.0,62.0,-0.05
235,4721.0,9.0,-0.08
236,4722.0,90.0,0.07
237,4723.0,0.0,-0.05
238,4734.0,74.0,0.1
239,4735.0,13.0,0.05
240,4736.0,39.0,-0.06
241,4737.0,8.0,-0.01
242,4738.0,30.0,0.13
243,4739.0,35.0,0.1
244,4740.0,21.0,-0.01
245,4741.0,45.0,-0.14
246,4742.0,9.0,0.12
247,4743.0,45.0,0.01
248,4744.0,31.0,0.02
249,4745.0,63.0,-0.09
250,4746.0,38.0,-0.04
251,4747.0,0.0,-0.14
252,4758.0,29.0,-0.07
253,4759.0,64.0,-0.02
254,4760.0,7.0,-0.1
255,4761.0,59.0,0.12
256,4762.0,57.0,-0.13
257,4763.0,0.0,-0.01
258,4764.0,87.0,0.12
259,4765.0,27.0,-0.03
260,4766.0,89.0,0.11
261,4767.0,61.0,-0.13
262,4768.0,48.0,0.01
263,4769.0,66.0,-0.04
264,4770.0,44.0,0.07
265,4771.0,0.0,0.14
266,4782.0,55.0,-0.0
267,4783.0,8.0,-0.08
268,4784.0,24.0,-0.09
269,4785.0,33.0,0.01
270,4786.0,86.0,0.11
271,4787.0,84.0,0.08
272,4788.0,51.0,-0.12
273,4789.0,80.0,-0.09
274,4790.0,87.0,0.08
275,4791.0,39.0,0.1
276,4792.0,52.0,0.01
277,4793.0,61.0,0.0
278,4794.0,15.0,0.08
279,4795.0,0.0,0.02
280,4806.0,0.0,0.05
281,4807.0,73.0,0.02
282,4808.0,16.0,0.04
283,4809.0,47.0,-0.14
284,4810.0,42.0,-0.08
285,4811.0,48.0,-0.13
286,4812.0,45.0,-0.12
287,4813.0,50.0,0.12
288,4814.0,0.0,0.13
289,4815.0,16.0,-0.12
290,4816.0,50.0,-0.02
291,4817.0,39.0,-0.07
292,4818.0,16.0,-0.03
293,4819.0,14.0,-0.08
294,4830.0,81.0,-0.02
295,4831.0,44.0,-0.05
296,4832.0,33.0,-0.08
297,4833.0,60.0,-0.02
298,4834.0,12.0,-0.05
299,4835.0,37.0,0.14
300,4836.0,15.0,-0.11
301,4837.0,67.0,-0.12
302,4838.0,42.0,-0.14
303,4839.0,0.0,-0.02
304,4840.0,1.0,-0.03
305,4841.0,72.0,-0.0
306,4842.0,32.0,-0.07
307,4843.0,0.0,-0.09
308,4854.0,40.0,0.06
309,4855.0,62.0,-0.01
310,4856.0,88.0,-0.13
311,4857.0,15.0,-0.03
312,4858.0,0.0,0.05
313,4859.0,65.0,-0.03
314,4860.0,49.0,0.1
315,4861.0,54.0,-0.03
316,4862.0,65.0,-0.11
317,4863.0,25.0,0.14
318,4864.0,67.0,-0.05
319,4865.0,61.0,-0.11
320,4866.0,53.0,0.04
321,4867.0,12.0,0.14
322,4878.0,0.0,0.04
323,4879.0,48.0,-0.09
324,4880.0,67.0,-0.01
325,4881.0,46.0,-0.08
326,4882.0,64.0,-0.05
327,4883.0,40.0,-0.05
328,4884.0,90.0,-0.07
329,4885.0,21.0,0.02
330,4886.0,17.0,0.12
331,4887.0,51.0,-0.01
332,4888.0,50.0,-0.13
333,4889.0,3.0,-0.01
334,4890.0,38.0,0.07
335,4891.0,5.0,-0.07
336,4902.0,84.0,0.02
337,4903.0,29.0,-0.01
338,4904.0,72.0,-0.02
339,4905.0,69.0,-0.09
340,4906.0,10.0,0.01
341,4907.0,14.0,0.1
342,4908.0,0.0,0.11
343,4909.0,4.0,0.13
344,4910.0,9.0,-0.14
345,4911.0,39.0,-0.01
346,4912.0,51.0,-0.09
347,4913.0,82.0,-0.02
348,4914.0,80.0,0.11
349,4915.0,14.0,0.04
350,4926.0,86.0,-0.03
351,4927.0,51.0,0.05
352,4928.0,45.0,0.03
353,4929.0,86.0,0.14
354,4930.0,18.0,-0.02
355,4931.0,24.0,0.12
356,4932.0,14.0,0.11
357,4933.0,12.0,-0.04
358,4934.0,31.0,-0.04
359,4935.0,13.0,0.02
360,4936.0,22.0,-0.03
361,4937.0,80.0,0.06
362,4938.0,47.0,-0.01
363,4939.0,17.0,0.1
364,4950.0,75.0,0.0
365,4951.0,87.0,-0.08
366,4952.0,68.0,-0.06
367,4953.0,67.0,-0.13
368,4954.0,76.0,-0.12
369,4955.0,70.0,0.13
370,4956.0,19.0,0.12
371,4957.0,61.0,-0.05
372,4958.0,49.0,0.0
373,4959.0,12.0,0.02
374,4960.0,69.0,0.0
375,4961.0,26.0,0.07
376,4962.0,47.0,0.09
377,4963.0,0.0,0.0
378,4974.0,0.0,0.03
379,4975.0,63.0,0.02
380,4976.0,60.0,-0.02
381,4977.0,27.0,-0.07
382,4978.0,27.0,-0.09
383,4979.0,28.0,-0.13
384,4980.0,72.0,0.1
385,4981.0,90.0,0.09
386,4982.0,11.0,0.14
387,4983.0,52.0,-0.14
388,4984.0,70.0,-0.04
389,4985.0,0.0,-0.01
390,4986.0,61.0,0.09
391,4987.0,0.0,0.03
392,4998.0,24.0,-0.05
393,4999.0,20.0,-0.02
394,5000.0,13.0,-0.07
395,5001.0,4.0,-0.14
396,5002.0,50.0,-0.13
397,5003.0,54.0,0.12
398,5004.0,16.0,-0.12
399,5005.0,5.0,0.11
400,5006.0,41.0,0.13
401,5007.0,26.0,-0.08
402,5008.0,24.0,-0.07
403,5009.0,3.0,-0.1
404,5010.0,39.0,0.0
405,5011.0,0.0,0.0
406,5022.0,88.0,0.0
407,5023.0,55.0,-0.05
408,5024.0,67.0,0.0
409,5025.0,79.0,-0.14
410,5026.0,90.0,0.1
411,5027.0,12.0,-0.12
412,5028.0,25.0,0.12
413,5029.0,25.0,-0.04
414,5030.0,61.0,-0.05
415,5031.0,37.0,-0.05
416,5032.0,30.0,-0.12
417,5033.0,0.0,-0.04
418,5034.0,55.0,-0.05
419,5035.0,21.0,0.06
420,5046.0,40.0,-0.03
421,5047.0,47.0,0.06
422,5048.0,39.0,0.04
423,5049.0,29.0,-0.09
424,5050.0,41.0,0.11
425,5051.0,31.0,-0.04
426,5052.0,12.0,-0.07
427,5053.0,69.0,0.08
428,5054.0,12.0,0.13
429,5055.0,47.0,0.13
430,5056.0,3.0,-0.02
431,5057.0,22.0,0.04
432,5058.0,12.0,-0.01
433,5059.0,8.0,0.09
434,5070.0,57.0,-0.04
435,5071.0,62.0,0.04
436,5072.0,54.0,-0.14
437,5073.0,4.0,0.03
438,5074.0,12.0,-0.1
439,5075.0,25.0,-0.14
440,5076.0,35.0,-0.04
441,5077.0,89.0,0.05
442,5078.0,46.0,0.14
443,5079.0,0.0,0.13
444,5080.0,90.0,-0.09
445,5081.0,20.0,-0.11
446,5082.0,47.0,0.11
447,5083.0,5.0,0.03
448,5094.0,17.0,-0.01
449,5095.0,26.0,-0.12
450,5096.0,6.0,-0.13
451,5097.0,7.0,-0.13
452,5098.0,17.0,0.1
453,5099.0,53.0,0.11
454,5100.0,34.0,0.11
455,5101.0,68.0,0.11
456,5102.0,90.0,0.14
457,5103.0,85.0,-0.11
458,5104.0,31.0,-0.02
459,5105.0,13.0,0.0
460,5106.0,37.0,0.1
461,5107.0,0.0,0.07
462,5118.0,89.0,-0.02
463,5119.0,66.0,0.04
464,5120.0,16.0,-0.13
465,5121.0,10.0,-0.09
466,5122.0,65.0,0.14
467,5123.0,23.0,-0.01
468,5124.0,80.0,0.07
469,5125.0,24.0,-0.07
470,5126.0,27.0,-0.11
471,5127.0,20.0,0.14
472,5128.0,83.0,-0.04
473,5129.0,55.0,0.02
474,5130.0,0.0,0.1
475,5131.0,2.0,0.04
476,5142.0,36.0,0.02
477,5143.0,37.0,0.01
478,5144.0,43.0,-0.01
479,5145.0,5.0,-0.14
480,5146.0,56.0,-0.02
481,5147.0,78.0,-0.11
482,5148.0,84.0,-0.12
483,5149.0,21.0,0.06
484,5150.0,12.0,0.02
485,5151.0,43.0,-0.14
486,5152.0,10.0,-0.11
487,5153.0,39.0,0.04
488,5154.0,56.0,0.04
489,5155.0,0.0,0.06
490,5166.0,51.0,-0.02
491,5167.0,14.0,-0.08
492,5168.0,46.0,-0.11
493,5169.0,82.0,0.11
494,5170.0,44.0,0.12
495,5171.0,20.0,-0.14
496,5172.0,47.0,-0.14
497,5173.0,61.0,0.11
498,5174.0,36.0,0.13
499,5175.0,68.0,0.14
500,5176.0,64.0,-0.09
501,5177.0,37.0,-0.08
502,5178.0,10.0,0.11
503,5179.0,0.0,0.05
504,5190.0,75.0,0.06
505,5191.0,37.0,-0.13
506,5192.0,52.0,-0.0
507,5193.0,1.0,-0.04
508,5194.0,72.0,-0.08
509,5195.0,34.0,-0.05
510,5196.0,34.0,0.1
511,5197.0,30.0,0.0
512,5198.0,62.0,-0.14
513,5199.0,75.0,0.13
514,5200.0,14.0,-0.05
515,5201.0,71.0,-0.03
516,5202.0,11.0,-0.04
517,5203.0,5.0,-0.14
518,5214.0,63.0,0.05
519,5215.0,17.0,0.07
520,5216.0,50.0,-0.06
521,5217.0,10.0,0.02
522,5218.0,10.0,0.0
523,5219.0,11.0,-0.02
524,5220.0,28.0,-0.05
525,5221.0,25.0,-0.0
526,5222.0,73.0,0.12
527,5223.0,57.0,0.0
528,5224.0,86.0,-0.09
529,5225.0,23.0,-0.02
530,5226.0,23.0,0.11
531,5227.0,10.0,-0.09
532,5238.0,0.0,0.01
533,5239.0,61.0,0.03
534,5240.0,57.0,-0.01
535,5241.0,50.0,-0.09
536,5242.0,14.0,0.0
537,5243.0,17.0,-0.01
538,5244.0,5.0,-0.0
539,5245.0,7.0,0.13
540,5246.0,35.0,-0.04
541,5247.0,51.0,-0.02
542,5248.0,56.0,-0.0
543,5249.0,13.0,0.02
544,5250.0,14.0,-0.04
545,5251.0,1.0,-0.05
546,5262.0,0.0,0.02
547,5263.0,23.0,-0.06
548,5264.0,42.0,-0.02
549,5265.0,7.0,-0.09
550,5266.0,35.0,-0.04
551,5267.0,69.0,-0.11
552,5268.0,18.0,0.13
553,5269.0,81.0,0.09
554,5270.0,16.0,-0.14
555,5271.0,7.0,0.11
556,5272.0,67.0,-0.05
557,5273.0,30.0,-0.01
558,5274.0,42.0,0.04
559,5275.0,1.0,-0.02
560,5286.0,89.0,0.06
561,5287.0,4.0,-0.11
562,5288.0,34.0,-0.03
563,5289.0,6.0,0.14
564,5290.0,14.0,0.12
565,5291.0,24.0,0.0
566,5292.0,67.0,0.12
567,5293.0,48.0,-0.07
568,5294.0,37.0,-0.06
569,5295.0,15.0,0.01
570,5296.0,0.0,-0.05
571,5297.0,1.0,-0.02
572,5298.0,38.0,-0.05
573,5299.0,0.0,0.14
574,5310.0,45.0,-0.02
575,5311.0,80.0,0.06
576,5312.0,22.0,-0.12
577,5313.0,56.0,-0.04
578,5314.0,51.0,0.11
579,5315.0,59.0,0.1
580,5316.0,38.0,-0.14
581,5317.0,55.0,0.1
582,5318.0,30.0,-0.13
583,5319.0,15.0,0.14
584,5320.0,31.0,0.02
585,5321.0,60.0,-0.03
586,5322.0,40.0,0.08
587,5323.0,0.0,0.14
588,5334.0,0.0,0.03
589,5335.0,16.0,-0.03
590,5336.0,6.0,-0.05
591,5337.0,3.0,-0.06
592,5338.0,73.0,-0.08
593,5339.0,53.0,-0.03
594,5340.0,19.0,-0.01
595,5341.0,78.0,0.11
596,5342.0,51.0,0.13
597,5343.0,85.0,0.12
598,5344.0,19.0,-0.05
599,5345.0,35.0,-0.08
600,5346.0,80.0,-0.04
601,5347.0,2.0,-0.11
602,5358.0,6.0,0.05
603,5359.0,14.0,0.01
604,5360.0,56.0,-0.03
605,5361.0,0.0,-0.06
606,5362.0,11.0,-0.13
607,5363.0,15.0,-0.08
608,5364.0,42.0,0.12
609,5365.0,27.0,-0.12
610,5366.0,20.0,-0.02
611,5367.0,44.0,-0.01
612,5368.0,25.0,-0.08
613,5369.0,18.0,-0.04
614,5370.0,51.0,-0.05
615,5371.0,0.0,-0.01
616,5382.0,72.0,0.09
617,5383.0,28.0,-0.03
618,5384.0,50.0,-0.03
619,5385.0,50.0,0.01
620,5386.0,0.0,0.02
621,5387.0,47.0,-0.01
622,5388.0,3.0,0.11
623,5389.0,60.0,-0.04
624,5390.0,41.0,-0.0
625,5391.0,76.0,-0.07
626,5392.0,71.0,-0.11
627,5393.0,78.0,0.05
628,5394.0,11.0,-0.02
629,5395.0,17.0,0.11
630,5406.0,1.0,-0.03
631,5407.0,63.0,-0.06
632,5408.0,0.0,0.05
633,5409.0,37.0,-0.02
634,5410.0,23.0,-0.07
635,5411.0,55.0,-0.07
636,5412.0,56.0,0.11
637,5413.0,7.0,0.11
638,5414.0,5.0,-0.1
639,5415.0,1.0,-0.13
640,5416.0,24.0,-0.04
641,5417.0,41.0,-0.03
642,5418.0,16.0,-0.02
643,5419.0,3.0,-0.05
644,5430.0,60.0,-0.03
645,5431.0,78.0,0.0
646,5432.0,83.0,-0.05
647,5433.0,52.0,-0.01
648,5434.0,10.0,-0.05
649,5435.0,10.0,0.09
650,5436.0,0.0,0.13
651,5437.0,5.0,0.11
652,5438.0,64.0,0.13
653,5439.0,3.0,-0.14
654,5440.0,52.0,-0.08
655,5441.0,76.0,-0.01
656,5442.0,30.0,-0.04
657,5443.0,0.0,-0.03
658,5454.0,39.0,0.01
659,5455.0,4.0,-0.11
660,5456.0,7.0,-0.08
661,5457.0,0.0,-0.14
662,5458.0,43.0,-0.14
663,5459.0,9.0,0.0
664,5460.0,64.0,0.1
665,5461.0,23.0,-0.0
666,5462.0,24.0,-0.03
667,5463.0,2.0,-0.12
668,5464.0,25.0,-0.04
669,5465.0,8.0,-0.07
670,5466.0,14.0,0.11
671,5467.0,0.0,0.0
672,5478.0,62.0,0.04
673,5479.0,20.0,0.02
674,5480.0,27.0,-0.09
675,5481.0,2.0,-0.12
676,5482.0,54.0,-0.09
677,5483.0,63.0,0.11
678,5484.0,10.0,0.01
679,5485.0,26.0,-0.11
680,5486.0,43.0,-0.06
681,5487.0,10.0,0.01
682,5488.0,36.0,0.02
683,5489.0,31.0,-0.0
684,5490.0,0.0,0.13
685,5491.0,0.0,0.09
686,5502.0,42.0,-0.0
687,5503.0,0.0,0.05
688,5504.0,0.0,-0.01
689,5505.0,35.0,-0.04
690,5506.0,61.0,0.14
691,5507.0,64.0,0.11
692,5508.0,31.0,0.1
693,5509.0,70.0,0.12
694,5510.0,11.0,0.01
695,5511.0,58.0,-0.01
696,5512.0,64.0,-0.09
697,5513.0,21.0,0.03
698,5514.0,0.0,0.11
699,5515.0,0.0,-0.1
700,5526.0,25.0,0.05
701,5527.0,64.0,0.06
702,5528.0,8.0,-0.13
703,5529.0,0.0,-0.02
704,5530.0,14.0,-0.08
705,5531.0,41.0,-0.13
706,5532.0,49.0,0.12
707,5533.0,33.0,-0.04
708,5534.0,26.0,-0.04
709,5535.0,37.0,0.12
710,5536.0,28.0,-0.14
711,5537.0,38.0,-0.05
712,5538.0,90.0,0.02
713,5539.0,0.0,-0.08
714,5550.0,82.0,0.05
715,5551.0,18.0,0.04
716,5552.0,54.0,-0.09
717,5553.0,7.0,0.14
718,5554.0,1.0,-0.04
719,5555.0,52.0,-0.11
720,5556.0,55.0,-0.05
721,5557.0,0.0,-0.0
722,5558.0,11.0,-0.07
723,5559.0,38.0,-0.04
724,5560.0,60.0,0.02
725,5561.0,40.0,-0.12
726,5562.0,9.0,0.11
727,5563.0,0.0,0.08
728,5574.0,66.0,0.01
729,5575.0,13.0,0.01
730,5576.0,54.0,-0.07
731,5577.0,20.0,-0.04
732,5578.0,90.0,0.09
733,5579.0,64.0,0.11
734,5580.0,77.0,-0.09
