4.574,0.174,,
4.752,-0.018,,
1.763,0.236,,
1.959,0.422,,
2.187,0.591,,
2.468,0.732,,
2.813,0.826,,
3.204,0.852,,
3.586,0.804,,
3.911,0.693,,
4.174,0.542,,
4.391,0.366,,
4.58,0.178,,
4.758,-0.015,,
1.759,0.242,,
1.955,0.428,,
2.183,0.598,,
2.465,0.739,,
2.812,0.833,,
3.207,0.859,,
3.591,0.81,,
3.917,0.698,,
4.18,0.546,,
4.397,0.37,,
4.586,0.182,,
4.764,-0.011,,
1.755,0.248,,
1.95,0.433,,
2.18,0.604,,
2.462,0.746,,
2.812,0.84,,
3.209,0.866,,
3.596,0.816,,
3.923,0.704,,
4.186,0.551,,
4.403,0.374,,
4.592,0.186,,
4.77,-0.007,,
1.75,0.253,,
1.946,0.439,,
2.176,0.61,,
2.46,0.753,,
2.811,0.847,,
3.212,0.873,,
3.601,0.822,,
3.93,0.709,,
4.193,0.555,,
4.409,0.378,,
4.598,0.189,,
4.776,-0.004,,
1.746,0.259,,
1.942,0.445,,
2.172,0.616,,
2.457,0.759,,
2.811,0.854,,
3.214,0.879,,
3.606,0.828,,
3.936,0.714,,
4.199,0.559,,
4.415,0.382,,
4.604,0.193,,
4.782,0,,
1.742,0.265,,
1.938,0.451,,
2.168,0.623,,
2.454,0.766,,
2.81,0.861,,
3.217,0.886,,
3.611,0.834,,
3.942,0.719,,
4.206,0.564,,
4.422,0.386,,
4.61,0.197,,
4.788,0.004,,
1.738,0.27,,
1.934,0.457,,
2.164,0.629,,
2.451,0.772,,
2.81,0.868,,
3.22,0.893,,
3.617,0.84,,
3.948,0.724,,
4.212,0.568,,
4.428,0.39,,
4.616,0.2,,
4.793,0.007,,
1.733,0.276,,
1.93,0.463,,
2.161,0.635,,
2.448,0.779,,
2.809,0.875,,
3.223,0.9,,
3.622,0.846,,
3.955,0.729,,
