Hoy,f1,f2,calculated_azimuth
8.0,0.28844586098503155,-0.06530894923472515,-0.18003903017720901
9.0,0.2673496897970532,-0.027521011046720275,0.0
10.0,0.1336113630745983,-0.0319687786569999,0.0
11.0,0.14846686037241208,-0.034491739875544616,0.0
12.0,0.14698375714997297,-0.046407252570013074,0.0
13.0,0.18221404386627682,-0.0043698528758723725,0.0
14.0,0.113164888710239,-0.07459221395283569,0.0
15.0,0.08311519433061643,-0.08910547021775882,0.0
16.0,0.0,-0.2442503165153071,0.0
17.0,0.0,-1.1893434436120922,0.22134075421832833
32.0,0.23939283324904154,-0.052504429306412366,-0.19759136548920786
33.0,0.5229349531594809,-0.01661114491120423,0.0
34.0,0.7160499465544812,0.016966159412568925,0.0
35.0,0.5614986166348401,-0.051779334879373494,0.0
36.0,0.7266792856092298,0.019016384549855818,0.0
37.0,0.6936102509969264,0.015806134866789494,0.0
38.0,0.7434542235185868,0.020249069403217537,0.0
39.0,0.9905921072429968,0.043428123869780656,0.0
40.0,1.2465231629375169,0.06718067437537234,0.0
41.0,3.1954816245376576,0.25432533512197536,0.23040044421753558
56.0,0.5035529320865254,-0.020158249473149037,-0.2149097376984468
57.0,0.47407138907263435,-0.007373472423799161,0.0
58.0,0.6415291920338728,-0.06486779782820024,0.0
59.0,0.29933241563096663,-0.024542344970979964,0.0
60.0,0.4809773685840126,-0.039838734673656555,0.0
61.0,0.5101608497476922,-0.04371997994502097,0.0
62.0,0.6087615927380785,-0.05809645716797332,0.0
63.0,0.6595027231490835,-0.06744187527413481,0.0
64.0,0.7689953857205643,-0.08556573567346777,0.0
65.0,2.005229843596788,0.1636370733175292,0.24023310797318675
80.0,0.4823957877722359,-0.022747979344384453,-0.2320450017365676
81.0,0.5314864990692969,-0.0018222349030453805,0.0
82.0,0.5252312792472896,-0.0014628663015587365,0.0
83.0,0.3053612656221838,-0.029294518469722943,0.0
84.0,0.43597022062379576,-0.03388104802751405,0.0
85.0,0.7692089697228519,0.02313822212895423,0.0
86.0,0.7629406295320995,0.02216333243345482,0.0
87.0,0.7614425777026963,-0.08077082526626413,0.0
88.0,0.35580541620636635,-0.10029803881688848,0.0
89.0,0.76109159145836,-0.4506390904094707,0.25074839414942085
104.0,0.4807629393282258,-0.022946080662837702,-0.24903342554168262
105.0,0.8515161914565618,0.029107050548529044,0.0
106.0,0.3220431176865867,-0.040234545449608076,0.0
107.0,0.4583464962489139,-0.007233447241196046,0.0
108.0,0.5932473145783261,-0.005985907055185959,0.0
109.0,0.45843119601230536,-0.022500835425553034,0.0
110.0,0.5896757623344524,-0.006797079841234951,0.0
111.0,0.8261752618302741,0.027593238164562786,0.0
112.0,0.5188307219964451,-0.0030818954196621187,0.0
113.0,1.5816202828618378,0.09843127317934924,0.2618645850850392
128.0,0.498485690452685,-0.020773207655778253,-0.26590162178318444
129.0,0.7547981190880677,0.0197658998678717,0.0
130.0,0.4610110178752472,-0.041069095900294485,0.0
131.0,0.48696376434488087,-0.04184800907726408,0.0
132.0,0.5581528194246945,-0.049840648970569314,0.0
133.0,0.5668098797222494,-0.05099464027722192,0.0
134.0,0.5702136963148343,-0.05283602417116203,0.0
135.0,0.6463470286733173,-0.06550045423842982,0.0
136.0,0.7949619163111868,-0.0887548586261275,0.0
137.0,2.6822070075212903,0.20480421984272906,0.2735088683979763
152.0,0.46180671668709417,-0.04937885160063282,-0.28266957649231195
153.0,0.28144353107375747,-0.03860240493964104,0.0
154.0,0.28146278401255287,-0.02150365628731767,0.0
155.0,0.2872134369594655,-0.01399397599260467,0.0
156.0,0.13065303108355675,-0.06774450651223095,0.0
157.0,0.292087667777458,-0.011653631437594503,0.0
158.0,0.3073529184569799,-0.03045339010435239,0.0
159.0,0.05328640961057707,-0.12748697349233254,0.0
160.0,0.0,-0.2909375690260023,0.0
161.0,0.6725305555188861,-0.37757083467374025,0.2856170551179886
176.0,0.4711015484835613,-0.02411817691706042,-0.2993525891421509
177.0,0.4870561783344106,-0.0060939258354385795,0.0
178.0,0.36563648918947583,-0.03487096028431063,0.0
179.0,0.4348713594925932,-0.025698651561285226,0.0
180.0,0.5347599141188653,-0.013105065541701395,0.0
181.0,0.7086985895767384,0.017355939046368243,0.0
182.0,0.8928589410019887,0.03479091945968251,0.0
183.0,0.7363662613666571,0.01897532794534286,0.0
184.0,0.8478341181959554,0.028773446756990825,0.0
185.0,2.7116463670121855,0.20769198317739165,0.29813297326567767
200.0,0.5790042171629628,0.0016096630401896406,-0.3159625597155422
201.0,0.4329536092107849,-0.04100525023802742,0.0
202.0,0.2968455148003698,-0.03365520078609453,0.0
203.0,0.3057647850272022,-0.028620620349708692,0.0
204.0,0.31215752363438765,-0.02738568507309777,0.0
205.0,0.3175374579771231,-0.03170211396984461,0.0
206.0,0.32319273544774335,-0.04262166138296651,0.0
207.0,0.33629827728479955,-0.06546338687368705,0.0
208.0,0.3883995030665662,-0.12494525762356981,0.0
209.0,1.6859066905885236,-0.21012313216424483,0.3110077018625881
224.0,0.417741632622055,-0.04352545109853371,-0.3325088682058812
225.0,0.062210515584775194,-0.08906166743824905,0.0
226.0,0.1343992365929465,-0.03306012514549805,0.0
227.0,0.16209279047685543,-0.02120612532079971,0.0
228.0,0.20381064533078835,0.017042433044464525,0.0
229.0,0.18277901808561137,-0.00791189459665364,0.0
230.0,0.13817572572114883,-0.04988134121909636,0.0
231.0,0.10795034321448149,-0.06500088584881643,0.0
232.0,0.0,-0.2810653341025657,0.0
233.0,0.0,-0.884468591106713,0.3241987551244119
248.0,0.4931093515154717,-0.021404262468253984,-0.348998991069406
249.0,0.4719511395151399,-0.04605990136622335,0.0
250.0,0.4632278840554958,-0.04116037595451479,0.0
251.0,0.4601053837547959,-0.03806382314570136,0.0
252.0,0.47327920649373767,-0.03837919363830704,0.0
253.0,0.5362996642723978,-0.04663056578639085,0.0
254.0,0.5321784614649198,-0.04744625770386079,0.0
255.0,0.5932017377425876,-0.05810041534069855,0.0
256.0,0.7690130394088082,-0.08491681497075818,0.0
257.0,2.3600192538682405,0.17378256377219448,0.3376692842707403
272.0,0.5564309719005156,-0.0005498433636104971,-0.36543894294750245
273.0,0.607129988712057,0.00554589747004431,0.0
274.0,0.5534059544038543,0.0013396063625510102,0.0
275.0,0.46501448009742263,-0.02194855663138081,0.0
276.0,0.471465494086486,-0.020785287083831813,0.0
277.0,0.434194623793952,-0.02533873088760717,0.0
278.0,0.666438850528892,0.012998424976493277,0.0
279.0,0.6710910716159321,0.0026268678447089813,0.0
280.0,0.8627814827872662,0.03031165989442791,0.0
281.0,2.8423444623066736,0.26633678384708764,0.35138733449587045
296.0,0.4397037361761647,-0.0279264698272777,-0.3818335993880293
297.0,0.4131698295134235,-0.02997652148577383,0.0
298.0,0.35918822265272937,-0.035598578893104235,0.0
299.0,0.5145514914745093,-0.01586564314025631,0.0
300.0,0.430964914056112,-0.025724684723516966,0.0
301.0,0.43091286014681107,-0.025718435214452877,0.0
302.0,0.4469977658387155,-0.024100713532605688,0.0
303.0,0.46390121039869775,-0.02271850252293179,0.0
304.0,0.7883936519665051,0.023148512587653353,0.0
305.0,1.811745004581904,0.14016579041079538,0.36532517485227656
320.0,0.3016506588378723,-0.0448209412269503,-0.39818693672396144
321.0,0.23733913116482847,-0.05149434154107192,0.0
322.0,0.3069268459078389,-0.04198268876965995,0.0
323.0,0.22245260714890902,-0.051614759058361756,0.0
324.0,0.42050591391854886,-0.02698460998587809,0.0
325.0,0.194743564541982,-0.05461411554347864,0.0
326.0,0.44693832884464263,-0.02408336569106406,0.0
327.0,0.26889193448198107,-0.04657164882140474,0.0
328.0,0.5575741311457091,-0.012193470238257752,0.0
329.0,1.0757535803967468,0.05006981986666652,0.3794587064526729
344.0,0.25839446284187545,-0.05010672666159204,-0.41450221315139757
345.0,0.2112263800096308,-0.03267385364204173,0.0
346.0,0.45297396563189124,-0.008319666108177151,0.0
347.0,0.3162162983938014,-0.04011446743679292,0.0
348.0,0.3933778926166968,-0.012982630512446285,0.0
349.0,0.32726676624253564,-0.019354058475377443,0.0
350.0,0.414041035581377,-0.028086193793055946,0.0
351.0,0.6814727647466094,0.003974702672753586,0.0
352.0,0.7686682775917574,0.02129458956231539,0.0
353.0,1.0293405309196189,0.044412573346502886,0.39376694719455463
368.0,0.4305391531052558,-0.029015990482588995,-0.4307821073432798
369.0,0.595240117793366,-0.007642014561293847,-0.09687532641426166
370.0,0.5287533893889235,-0.014786966893729665,0.0
371.0,0.5846835446102199,0.0051422786067905416,0.0
372.0,0.5223995615095932,-0.014463608036767911,0.0
373.0,0.5117553143996006,-0.015747788901114716,0.0
374.0,0.6046270321382006,-0.004722949279480963,0.0
375.0,0.6417933945802115,-0.0008570515087955484,0.0
376.0,0.8373216277979789,0.02211475836866246,0.0
377.0,1.768892473316029,0.13499647943327825,0.40823158738407006
392.0,0.29736155724520197,-0.04531075591432748,-0.44702882591663773
393.0,0.32465865122840853,-0.04075920088885612,-0.15083054947777086
394.0,0.25024782019979985,-0.04887165770386896,0.0
395.0,0.4444588964545847,-0.02437049527989292,0.0
396.0,0.37641807122624826,-0.02516396719522162,0.0
397.0,0.5499561461997968,-0.04788847750900442,0.0
398.0,0.5588955951446879,-0.05038429400259011,0.0
399.0,0.550893103500534,-0.051947238186000826,0.0
400.0,0.7157110327911688,-0.0773143672999059,0.06070544430002078
401.0,1.3587340979745086,-0.16635977530956808,0.42283660892371344
402.0,0.0,-0.061795832042486724,0.6046414152557222
416.0,0.40901282783583137,-0.031625578249844216,-0.4632441877318634
417.0,0.5367068931110904,-0.0011761462955059698,-0.19127586239608796
418.0,0.45292764903711785,-0.039374447248912404,0.0
419.0,0.711176606773075,0.017408228740131287,0.0
420.0,0.47630365124653856,-0.03819776851835499,0.0
421.0,0.5212949700852776,-0.04402129758895838,0.0
422.0,0.5300006580240315,-0.04648125575118488,0.0
423.0,0.6255552003141637,-0.061651031209002956,0.0
424.0,0.7587109333745234,-0.08285751510943899,0.12506346346129904
425.0,1.8691884408076314,0.12653404516055258,0.437567960277069
426.0,0.0,-0.08949280674219907,0.6157926007552237
440.0,0.4478595220305864,-0.026854351430290843,-0.4794296907378559
441.0,0.5503213466244925,-0.013093822973893103,-0.22559566648443408
442.0,0.7286579195107477,0.00974797298523233,0.0
443.0,0.34818563300176675,-0.036114659594390634,0.0
444.0,0.6198220802495927,0.00899469749193895,0.0
445.0,0.49444939698105633,-0.04038967068939709,0.0
446.0,0.5047897871362415,-0.04305958923996126,0.0
447.0,0.31826466570040196,-0.04625422514129232,0.0
448.0,0.33870908375316633,-0.07996937563054483,0.16764509735721544
449.0,0.552940937515899,-0.27506700534053424,0.4524132796794609
450.0,0.0,-0.0591814105817417,0.6271999325374882
464.0,0.35294889617173253,-0.03846068013616812,-0.49558656551377567
465.0,0.36720620748753985,-0.031802830689945896,-0.25626046920522505
466.0,0.290494190074703,-0.025364258593665274,0.0
467.0,0.15025785364976613,-0.04092624960177111,0.0
468.0,0.1631571703027574,-0.037420768112275626,0.0
469.0,0.15849308471857998,-0.04372563650281196,0.0
470.0,0.13179646624289848,-0.06503958262116766,0.0
471.0,0.07543578671852136,-0.11119788403098835,0.0
472.0,0.3138779660121399,-0.059269182418244575,0.20267562406504913
473.0,0.49650474365217134,-0.2286909699583888,0.4673616596779926
474.0,0.03305220284421834,0.0030775537891555085,0.6388494085858984
488.0,0.4214137229737975,-0.030060963400080555,-0.5117158185622461
489.0,0.23054402301094046,-0.05221341108423576,-0.2844524638714816
490.0,0.5148063692951453,-0.01639553331832584,0.0
491.0,0.521344084806248,-0.014863668425119079,0.0
492.0,0.3801888365958599,-0.014108839179524001,0.0
493.0,0.3129059014538533,-0.03996109019255874,0.0
494.0,0.5501945243102382,-0.011246183514316888,0.0
495.0,0.29132487048386635,-0.043626972918836014,0.0
496.0,0.6271643304494546,-0.0034749838866854274,0.23357797917243772
497.0,0.8673109058144992,0.02473896798472136,0.4824034468484224
498.0,0.0,-0.0864399231731283,0.650727724544848
512.0,0.37663020665337466,-0.03552750704232295,-0.5278182676292325
513.0,0.28495085065092696,-0.02543033676915112,-0.3108429908928674
514.0,0.3201538196924758,-0.021015540466117758,0.0
515.0,0.608799548640356,0.007611087387576022,0.0
516.0,0.7832041014940034,0.024863173813424573,0.0
517.0,0.17400629308694304,-0.056939765518296145,0.0
518.0,0.20200546033088015,-0.03160841736874309,0.0
519.0,0.49870476963555005,-0.018202736697396353,0.0
520.0,0.9122346285011171,0.03536898446512435,0.2618183772851288
521.0,2.5928544302834124,0.1965787807937571,0.4975300713283808
522.0,0.029844510552067355,-0.05242916520964874,0.6628222589991988
536.0,0.34650934788645743,-0.03353472375537056,-0.5438945707637597
537.0,0.250435669743311,-0.009505416418004488,-0.3358548735750926
538.0,0.2613707575849457,-0.000501651241928712,0.0
539.0,0.17174367318403982,-0.017851453506143443,0.0
540.0,0.18996554856945408,-0.008285722360320385,0.0
541.0,0.1845201029922363,-0.015671857371494475,0.0
542.0,0.15601645451151053,-0.03920938409515524,0.0
543.0,0.10367994951172532,-0.08065024892619596,0.0
544.0,0.0,-0.17956993116526093,0.2881807607723035
545.0,0.0,-0.5890053028483859,0.5127339015609929
546.0,0.12684803403107403,0.04974623174663492,0.6751210542729238
560.0,0.24105945241818277,-0.02312027026916354,-0.5599452504205331
561.0,0.10746882974688332,-0.04222574540425465,-0.3597737313346592
562.0,0.16304800677616826,-0.006952742739682139,0.0
563.0,0.1922613088726044,0.0055309245826789515,0.0
564.0,0.20608089002938268,0.009840022937726485,0.0
565.0,0.20181711675084313,0.0037968417969171456,0.0
566.0,0.17904708126272528,-0.013010020923388608,0.0
567.0,0.1313208241153675,-0.04902103607408371,0.0
568.0,0.03213977788489519,-0.13704496630022053,0.3131400409998397
569.0,0.0,-0.49953989987611225,0.5280081203283924
570.0,0.1336235020867843,0.044748020354391745,0.687612793854885
584.0,0.39059671235622473,-0.016386776297763365,-0.5759707136057148
585.0,0.40763977613992936,-0.0367226118510794,-0.38280254125017166
586.0,0.2682540183117294,-0.005227112278114791,0.0
587.0,0.16102528918409437,-0.03210637704519014,0.0
588.0,0.30871241976174163,-0.01789439031335581,0.0
589.0,0.5278517820480138,-0.04409653416941603,0.0
590.0,0.5705561901760214,-0.05099634911223611,0.0
591.0,0.3594223495119093,-0.025854509151104557,0.0
592.0,0.5744972455350663,0.0028266889522796587,0.3370082931299727
593.0,1.099382162214855,0.05327625515937894,0.543346618759065
594.0,0.18152660522171526,-0.0604563095706796,0.7002867773951165
608.0,0.4079352185643328,-0.014690677478628417,-0.5919712688403216
609.0,0.7056682012284989,0.015312357353685281,-0.40509121408068616
610.0,0.34724901566111066,-0.024785542423645945,-0.04756082030284148
611.0,0.28515336583510564,-0.04365042561507487,0.0
612.0,0.6711602946172012,0.0141545014652898,0.0
613.0,0.47960022631104465,-0.03763211087487257,0.0
614.0,0.32267352218259054,-0.03396534126866027,0.0
615.0,0.4866628522511244,-0.04244998661207996,0.0
