Hoy Azimuth Altitude Hor_Angle Ver_Angle
4409 284.922722 27.906638 28.727435 0.0
4410 289.11518 14.689984 15.507029 0.0
4411 294.153622 2.049848 2.246337 0.0
4422 66.265709 2.857743 3.121257 0.0
4423 71.244373 15.579065 16.406904 0.0
4424 75.401893 28.820053 29.621039 0.0
4425 78.983226 42.314076 42.845041 0.0
4426 82.130235 55.970143 56.221159 0.0
4427 84.840551 69.72692 69.802417 0.0
4428 85.921225 83.535371 83.55159 0.0
4429 273.904488 82.620328 82.637249 0.0
4430 275.289861 68.812776 68.895067 0.0
4431 278.03343 55.059892 55.324692 0.0
4432 281.205494 41.409989 41.957717 0.0
4433 284.816479 27.925345 28.734623 0.0
4434 289.016696 14.701397 15.510266 0.0
4435 294.057421 2.052386 2.247413 0.0
4446 66.332087 2.788495 3.044108 0.0
4447 71.319887 15.512275 16.330035 0.0
4448 75.490673 28.758669 29.548686 0.0
4449 79.094053 42.257868 42.778037 0.0
4450 82.282876 55.918951 56.160483 0.0
4451 85.095998 69.68087 69.749179 0.0
4452 86.737844 83.496483 83.506913 0.0
4453 273.190248 82.661454 82.672701 0.0
4454 275.028043 68.846909 68.921131 0.0
4455 277.864508 55.088317 55.342013 0.0
4456 281.074145 41.432453 41.967356 0.0
4457 284.703291 27.941169 28.738157 0.0
4458 288.912129 14.709527 15.509519 0.0
4459 293.955658 2.051422 2.244573 0.0
4470 66.405003 2.717942 2.965458 0.0
4471 71.402243 15.444562 16.251676 0.0
4472 75.586974 28.696821 29.475178 0.0
4473 79.213727 42.201584 42.71023 0.0
4474 82.447029 55.867996 56.099518 0.0
4475 85.369443 69.635252 69.696307 0.0
4476 87.60242 83.457524 83.463205 0.0
4477 272.41646 82.700108 82.706518 0.0
4478 274.747478 68.8789 68.945011 0.0
4479 277.684232 55.11441 55.356498 0.0
4480 280.934406 41.452298 41.973703 0.0
4481 284.583227 27.954033 28.738018 0.0
4482 288.801545 14.714309 15.504825 0.0
4483 293.848397 2.046909 2.237825 0.0
4494 66.484448 2.646168 2.885448 0.0
4495 71.491417 15.375999 16.171878 0.0
4496 75.69076 28.634573 29.40052 0.0
4497 79.342191 42.145273 42.641742 0.0
4498 82.622601 55.817307 56.038298 0.0
4499 85.660697 69.590052 69.643749 0.0
4500 88.513893 83.418299 83.420509 0.0
4501 271.58319 82.735936 82.738691 0.0
4502 274.448283 68.908592 68.966567 0.0
4503 277.492694 55.138055 55.368177 0.0
4504 280.786355 41.46943 41.97676 0.0
4505 284.456356 27.96386 28.734211 0.0
4506 288.68501 14.71568 15.496076 0.0
4507 293.735703 2.038802 2.226997 0.0
4518 66.570412 2.573259 2.804153 0.0
4519 71.587387 15.306659 16.0908 0.0
4520 75.801991 28.571987 29.324798 0.0
4521 79.479385 42.088982 42.572575 0.0
4522 82.809495 55.76691 55.976999 0.0
4523 85.969568 69.545252 69.591665 0.0
4524 89.471159 83.378596 83.378896 0.0
4525 270.690758 82.768565 82.769108 0.0
4526 274.130604 68.935822 68.985739 0.0
4527 277.289996 55.159136 55.376876 0.0
4528 280.630075 41.483759 41.97645 0.0
4529 284.322752 27.970573 28.726558 0.0
4530 288.562593 14.713579 15.483223 0.0
4531 293.617644 2.027058 2.212162 0.0
4542 66.662883 2.499301 2.721652 0.0
4543 71.690126 15.23661 16.008509 0.0
4544 75.920626 28.509119 29.248157 0.0
4545 79.625247 42.032756 42.502815 0.0
4546 83.007614 55.716826 55.915636 0.0
4547 86.295862 69.500829 69.540109 0.0
4548 90.473055 83.338195 83.338401 89.944738
4549 269.739771 82.797607 82.797699 89.967139
4550 273.794608 68.960424 69.002513 0.0
4551 277.076251 55.177537 55.382612 0.0
4552 280.465655 41.495191 41.972644 0.0
4553 284.182494 27.9741 28.715121 0.0
4554 288.434365 14.707946 15.466307 0.0
4555 293.494287 2.011641 2.193338 0.0
4566 66.761844 2.424378 2.638152 0.0
4567 71.799602 15.165922 15.925049 0.0
4568 76.046619 28.446029 29.170624 0.0
4569 79.779713 41.976634 42.432623 0.0
4570 83.216857 55.667071 55.854258 0.0
4571 86.639383 69.456752 69.489136 0.0
4572 91.518354 83.296863 83.299201 89.821565
4573 268.731151 82.82266 82.824412 89.840211
4574 273.44049 68.982232 69.016809 0.0
4575 276.851581 55.19314 55.385385 0.0
4576 280.29319 41.503636 41.965429 0.0
4577 284.035662 27.974367 28.699878 0.0
4578 288.300401 14.698725 15.445206 0.0
4579 293.365703 1.992515 2.170355 0.0
4590 66.867279 2.348575 2.553662 0.0
4591 71.915785 15.094661 15.84062 0.0
4592 76.179924 28.382769 29.092343 0.0
4593 79.942715 41.920656 42.362085 0.0
4594 83.437122 55.61766 55.793026 0.0
4595 86.999934 69.412984 69.43881 0.0
4596 92.605744 83.254355 83.261289 89.691911
4597 267.666168 82.843313 82.849179 89.707059
4598 273.068474 69.001074 69.028541 0.0
4599 276.616117 55.205829 55.385006 0.0
4600 280.112779 41.509004 41.954678 0.0
4601 283.882339 27.971303 28.680686 0.0
4602 288.160776 14.685861 15.419978 0.0
4603 293.231963 1.969651 2.143287 0.0
4614 66.979167 2.271975 2.468329 0.0
4615 72.03864 15.022894 15.755191 0.0
4616 76.320491 28.319393 29.013319 0.0
4617 80.114184 41.864857 42.291199 0.0
4618 83.668303 55.568601 55.731923 0.0
4619 87.377316 69.369484 69.389281 0.0
4620 93.733827 83.210421 83.224722 89.555773
4621 266.546468 82.859143 82.871999 89.567624
4622 272.678809 69.016781 69.037721 0.0
4623 276.37 55.215488 55.381569 0.0
4624 279.924527 41.511206 41.940358 0.0
4625 283.722615 27.96484 28.657627 0.0
4626 288.015568 14.669301 15.390561 0.0
4627 293.093138 1.943023 2.112157 0.0
4638 67.097483 2.194663 2.382286 0.0
4639 72.16813 14.950684 15.668959 0.0
4640 76.468269 28.25595 28.933746 0.0
4641 80.294049 41.809268 42.22005 0.0
4642 83.910296 55.5199 55.671076 0.0
4643 87.771327 69.326203 69.340526 0.0
4644 94.901101 83.1648 83.18955 89.413267
4645 265.374093 82.869725 82.892737 89.421961
4646 272.271775 69.029177 69.044243 0.0
4647 276.113384 55.221999 55.37495 0.0
4648 279.728545 41.510155 41.922384 0.0
4649 283.556579 27.954909 28.630581 0.0
4650 287.864857 14.648993 15.356881 0.0
4651 292.949302 1.912607 2.076858 0.0
4662 67.222204 2.11672 2.295554 0.0
4663 72.304214 14.878094 15.58191 0.0
4664 76.623204 28.192489 28.853629 0.0
4665 80.482236 41.753918 42.148759 0.0
4666 84.162991 55.471557 55.610534 0.0
4667 88.18176 69.28309 69.292632 0.0
4668 96.105959 83.117225 83.15587 89.264389
4669 264.151499 82.874629 82.911351 89.270184
4670 271.847681 69.038091 69.048045 0.0
4671 275.846429 55.225248 55.365116 0.0
4672 279.524949 41.505765 41.900796 0.0
4673 283.384325 27.941445 28.599561 0.0
4674 287.708725 14.624892 15.318952 0.0
4675 292.800529 1.878387 2.037468 0.0
4686 67.3533 2.038228 2.208331 0.0
4687 72.446852 14.805185 15.494209 0.0
4688 76.78524 28.129055 28.77308 0.0
4689 80.67867 41.698834 42.077364 0.0
4690 84.426277 55.423571 55.550342 0.0
4691 88.608407 69.240084 69.245705 0.0
4692 97.346679 83.067424 83.123811 89.109256
4693 262.881563 82.87343 82.927828 89.112348
4694 271.406866 69.043347 69.049096 0.0
4695 275.569309 55.22512 55.35202 0.0
4696 279.313858 41.497952 41.875598 0.0
4697 283.20595 27.924386 28.564519 0.0
4698 287.547254 14.59695 15.276759 0.0
4699 292.646894 1.84035 1.994008 0.0
4710 67.490742 1.959267 2.120695 0.0
4711 72.596 14.732015 15.40593 0.0
4712 76.954318 28.06569 28.692212 0.0
4713 80.883272 41.644039 42.005989 0.0
4714 84.700043 55.375935 55.490644 0.0
4715 89.051056 69.197123 69.199745 0.0
4716 98.621419 83.015121 83.093295 88.947806
4717 261.567579 82.865707 82.942039 88.948506
4718 270.949699 69.044771 69.047408 0.0
4719 275.282205 55.221501 55.335647 0.0
4720 279.095398 41.486633 41.846668 0.0
4721 283.021553 27.90367 28.525443 0.0
4722 287.380531 14.565125 15.230258 0.0
4723 292.488474 1.798487 1.946375 0.0
4734 67.634495 1.879917 2.032721 0.0
4735 72.75161 14.658641 15.31718 0.0
4736 77.130377 28.002436 28.610977 0.0
4737 81.095963 41.589552 41.934672 0.0
4738 84.984174 55.328637 55.431405 0.0
4739 89.50949 69.154138 69.154838 0.0
4740 99.928218 82.960036 83.06444 88.78027
4741 260.213253 82.851049 82.954042 88.778654
4742 270.476581 69.042192 69.042853 0.0
4743 274.985309 55.214279 55.315934 0.0
4744 278.8697 41.471728 41.814007 0.0
4745 282.831236 27.879239 28.482392 0.0
4746 287.208642 14.529376 15.179493 0.0
4747 292.325345 1.752795 1.894711 0.0
4758 67.784525 1.800255 1.944486 0.0
4759 72.913634 14.585118 15.227957 0.0
4760 77.313356 27.939331 28.52954 0.0
4761 81.316663 41.535389 41.863495 0.0
4762 85.278554 55.281666 55.372786 0.0
4763 89.983487 69.111055 69.111035 0.0
4764 101.26499 82.901891 83.037291 88.60653
4765 258.822673 82.829061 82.963715 88.602903
4766 269.987942 69.035435 69.035464 89.995398
4767 274.678824 55.203345 55.29293 0.0
4768 278.636898 41.453158 41.777618 0.0
4769 282.635105 27.851036 28.435198 0.0
4770 287.031675 14.489667 15.124436 0.0
4771 292.157584 1.703276 1.838978 0.0
4782 67.940794 1.720358 1.856125 0.0
4783 73.082021 14.511499 15.1384 0.0
4784 77.50319 27.876409 28.44801 0.0
4785 81.545287 41.481566 41.792454 0.0
4786 85.583065 55.235001 55.314814 0.0
4787 90.472822 69.067795 69.068443 89.819158
4788 102.629535 82.840407 83.011902 88.426759
4789 257.40028 82.799367 82.970995 88.421365
4790 269.484243 69.024333 69.025115 89.802292
4791 274.362961 55.18859 55.26649 0.0
4792 278.397133 41.430847 41.737454 0.0
4793 282.433267 27.819009 28.383972 0.0
4794 286.84972 14.445963 15.065116 0.0
4795 291.985268 1.649938 1.779258 0.0
4806 68.103262 1.640301 1.767776 0.0
4807 73.256718 14.437836 15.048574 0.0
4808 77.699813 27.813705 28.366395 0.0
4809 81.78175 41.428092 41.721711 0.0
4810 85.897586 55.188622 55.257489 0.0
4811 90.977261 69.024275 69.027074 89.62539
4812 104.019536 82.775307 82.988324 88.241011
4813 255.950816 82.761613 82.975938 88.233976
4814 268.965974 69.008717 69.011816 89.603259
4815 274.037941 55.169908 55.236629 0.0
4816 278.150548 41.404723 41.69348 0.0
4817 282.225832 27.783107 28.328674 0.0
4818 286.662867 14.398231 15.001447 0.0
4819 291.808478 1.592796 1.715511 0.0
4830 68.271884 1.560158 1.679446 0.0
4831 73.43767 14.364177 14.958589 0.0
4832 77.903155 27.751248 28.284802 0.0
4833 82.025966 41.374976 41.65126 0.0
4834 86.221996 55.142503 55.20095 0.0
4835 91.496566 68.980407 68.986945 89.42501
4836 105.432572 82.706319 82.966598 88.04934
4837 254.479275 82.715473 82.97841 88.040958
4838 268.433655 68.988422 68.995568 89.398468
4839 273.703994 55.147196 55.203382 0.0
4840 277.897292 41.374714 41.645695 0.0
4841 282.012911 27.743281 28.269262 0.0
4842 286.471209 14.346444 14.933459 0.0
4843 291.62729 1.531868 1.647818 0.0
4854 68.446618 1.480002 1.591214 0.0
4855 73.62482 14.290569 14.868526 0.0
4856 78.113148 27.689066 28.203235 0.0
4857 82.277846 41.32222 41.581223 0.0
4858 86.556171 55.096616 55.145197 0.0
4859 92.030493 68.9361 68.948177 89.218201
4860 106.866125 82.633177 82.946796 87.85175
4861 252.990832 82.660651 82.978408 87.842248
4862 267.887835 68.963288 68.976349 89.187902
4863 273.361359 55.120353 55.166604 0.0
4864 277.637517 41.340753 41.594097 0.0
4865 281.794619 27.699487 28.205719 0.0
4866 286.274838 14.290574 14.861239 0.0
4867 291.441783 1.467182 1.576202 0.0
4878 68.627415 1.399901 1.503208 0.0
4879 73.818109 14.217056 14.778347 0.0
4880 78.329719 27.627185 28.121805 0.0
4881 82.5373 41.269828 41.511595 0.0
4882 86.899984 55.050928 55.090321 0.0
4883 92.578787 68.891256 68.910787 89.0049
4884 108.317595 82.555621 82.92889 87.648404
4885 251.490772 82.596886 82.975926 87.638012
4886 267.329089 68.933158 68.954063 88.971667
4887 273.010284 55.089282 55.126389 0.0
4888 277.371378 41.302774 41.538648 0.0
4889 281.571072 27.651683 28.13811 0.0
4890 286.073848 14.230601 14.784674 0.0
4891 291.252038 1.398772 1.500807 0.0
4902 68.814226 1.319924 1.415563 0.0
4903 74.017475 14.143682 14.688218 0.0
4904 78.552795 27.565627 28.040591 0.0
4905 82.804237 41.217798 41.442453 0.0
4906 87.253307 55.005403 55.036351 0.0
4907 93.14119 68.845777 68.874766 88.785289
4908 109.784314 82.473402 82.912999 87.439363
4909 249.984417 82.523952 82.970841 87.428241
4910 266.758019 68.89788 68.928689 88.749744
4911 272.651023 55.053888 55.082671 0.0
4912 277.099037 41.260715 41.479384 0.0
4913 281.342388 27.599829 28.066391 0.0
4914 285.868334 14.166504 14.703878 0.0
4915 291.058132 1.326677 1.421592 0.0
4926 69.006999 1.240138 1.328286 0.0
4927 74.222855 14.070486 14.598186 0.0
4928 78.7823 27.504413 27.959623 0.0
4929 83.078562 41.166124 41.373871 0.0
4930 87.616008 54.960001 54.983316 0.0
4931 93.717432 68.799559 68.840207 88.559368
4932 111.263564 82.386281 82.899117 87.224624
4933 248.477041 82.441662 82.963202 87.213043
4934 266.17525 68.857307 68.900224 88.522298
4935 272.283841 55.014081 55.035451 0.0
4936 276.820655 41.214518 41.416307 0.0
4937 281.108686 27.543891 27.990625 0.0
4938 285.65839 14.098267 14.618796 0.0
4939 290.860145 1.250947 1.338639 0.0
4950 69.20568 1.160606 1.24145 0.0
4951 74.434184 13.997505 14.508359 0.0
4952 79.018157 27.443559 27.878984 0.0
4953 83.36018 41.1148 41.30593 0.0
4954 87.987956 54.914681 54.931309 0.0
4955 94.307237 68.752493 68.807176 88.32726
4956 112.752592 82.294031 82.887288 87.004352
4957 246.973801 82.349868 82.953 86.992465
4958 265.581431 68.811299 68.868732 88.289369
4959 271.909008 54.969774 54.984708 0.0
4960 276.5364 41.164128 41.349335 0.0
4961 280.870087 27.483836 27.910743 0.0
4962 285.444114 14.025877 14.529441 0.0
4963 290.658155 1.171638 1.252154 0.0
4974 69.410213 1.081391 1.155179 0.0
4975 74.651395 13.924776 14.418696 0.0
4976 79.260287 27.38308 27.798701 0.0
4977 83.648995 41.063815 41.23858 0.0
4978 88.369014 54.869396 54.880308 0.0
4979 94.910317 68.704471 68.775649 88.089025
4980 114.248635 82.196438 82.87751 86.778549
4981 245.479662 82.248459 82.940112 86.766671
4982 264.977231 68.759721 68.834031 88.050996
4983 271.526801 54.920883 54.930442 0.0
4984 276.246441 41.109493 41.278583 0.0
4985 280.626714 27.419635 27.826804 0.0
4986 285.225601 13.949324 14.43593 0.0
4987 290.452242 1.088817 1.162031 0.0
4998 69.620539 1.002553 1.069484 0.0
4999 74.874421 13.852332 14.329289 0.0
5000 79.508611 27.322988 27.7188 0.0
5001 83.944909 41.013155 41.171937 0.0
5002 88.759045 54.824097 54.830439 0.0
5003 95.526376 68.655379 68.745713 87.844785
5004 115.748938 82.093303 82.869893 86.547325
5005 243.999327 82.137367 82.924642 86.535592
5006 264.363337 68.702445 68.796276 87.80722
5007 271.137504 54.86733 54.872666 0.0
5008 275.950948 41.050564 41.203972 0.0
5009 280.378689 27.351261 27.738795 0.0
5010 285.002948 13.868603 14.338174 0.0
5011 290.242484 1.002557 1.068538 0.0
5022 69.836597 0.924148 0.984489 0.0
5023 75.103189 13.780203 14.240283 0.0
5024 79.763047 27.263293 27.639416 0.0
5025 84.247821 40.962805 41.106038 0.0
5026 89.157909 54.778733 54.781666 0.0
5027 96.155108 68.6051 68.717365 87.594542
5028 117.250775 81.984443 82.864373 86.310735
5029 242.537189 82.016558 82.90646 86.299386
5030 263.740454 68.639352 68.755296 87.558196
5031 270.741405 54.809041 54.811311 0.0
5032 275.650097 40.987297 41.125499 0.0
5033 280.126138 27.278694 27.646773 0.0
5034 284.776252 13.78371 14.236246 0.0
5035 290.028959 0.912944 0.971691 0.0
5046 70.058327 0.846232 0.9002 0.0
5047 75.337628 13.708418 14.151624 0.0
5048 80.023511 27.204001 27.560519 0.0
5049 84.55763 40.912746 41.040913 0.0
5050 89.565461 54.733248 54.734048 0.0
5051 96.796195 68.553517 68.690637 87.338419
5052 118.751469 81.869691 82.861001 86.068947
5053 241.097276 81.886038 82.885619 86.058103
5054 263.109299 68.570329 68.711214 87.303966
5055 270.3388 54.745946 54.746422 0.0
5056 275.344064 40.919652 41.043234 0.0
5057 279.869185 27.201914 27.550747 0.0
5058 284.54561 13.694646 14.130216 0.0
5059 289.811745 0.820072 0.871628 0.0
5070 70.285661 0.768856 0.816742 0.0
5071 75.577664 13.637002 14.063413 0.0
5072 80.289918 27.145116 27.482189 0.0
5073 84.874233 40.862954 40.976597 0.0
5074 89.981556 54.687584 54.687594 0.0
5075 97.449309 68.500508 68.665583 87.076543
5076 120.248412 81.748897 82.859828 85.821956
5077 239.683224 81.745844 82.862051 85.811903
5078 262.470599 68.495272 68.663965 87.044497
5079 269.929987 54.67798 54.677976 89.950423
5080 275.033027 40.847591 40.95714 0.0
5081 279.607957 27.120907 27.450671 0.0
5082 284.311118 13.601415 14.020081 0.0
5083 289.590918 0.724046 0.768552 0.0
5094 70.518536 0.692072 0.734117 0.0
5095 75.823222 13.56598 13.97565 0.0
5096 80.562182 27.08664 27.404428 0.0
5097 85.197525 40.813407 40.913125 0.0
5098 90.406045 54.641681 54.642384 89.71189
5099 98.114111 68.445951 68.642191 86.808907
5100 121.739087 81.621928 82.860785 85.56987
5101 238.298248 81.596047 82.835795 85.56071
5102 261.825092 68.414086 68.613509 86.780015
5103 269.515269 54.605083 54.606051 89.655602
5104 274.717166 40.771083 40.867213 0.0
5105 279.34258 27.035661 27.34663 0.0
5106 284.072873 13.504024 13.905883 0.0
5107 289.366555 0.624984 0.662477 0.0
5118 70.75688 0.615927 0.652388 0.0
5119 76.074225 13.495372 13.888438 0.0
5120 80.840216 27.028572 27.327361 0.0
5121 85.5274 40.764076 40.850526 0.0
5122 90.838776 54.595476 54.598395 89.403854
5123 98.79025 68.389723 68.620483 86.535766
5124 123.221079 81.488671 82.864053 85.312748
5125 236.945133 81.436745 82.806847 85.304687
5126 261.17352 68.326685 68.559961 86.510487
5127 269.094951 54.527201 54.530575 89.355161
5128 274.396661 40.690099 40.773563 0.0
5129 279.07318 26.946168 27.238657 0.0
5130 283.830973 13.402484 13.787618 0.0
5131 289.138732 0.523015 0.5536 0.0
5142 71.000625 0.540464 0.571618 0.0
5143 76.330593 13.425198 13.801802 0.0
5144 81.12393 26.970908 27.250912 0.0
5145 85.863749 40.714932 40.788834 0.0
5146 91.279594 54.548903 54.55567 89.089096
5147 99.477362 68.331697 68.600544 86.257058
5148 124.692095 81.349028 82.869441 85.05075
5149 235.626233 81.268064 82.77513 85.04393
5150 260.516626 68.232991 68.503186 86.235946
5151 268.669342 54.444284 54.451558 89.049043
5152 274.071694 40.604615 40.676146 0.0
5153 278.799884 26.852425 27.126781 0.0
5154 283.585512 13.296809 13.665425 0.0
5155 288.907525 0.418281 0.442117 0.0
5166 71.249698 0.465727 0.491805 0.0
5167 76.592248 13.355474 13.715743 0.0
5168 81.413235 26.913643 27.175182 0.0
5169 86.206464 40.665942 40.728083 0.0
5170 91.728341 54.501894 54.514222 88.76762
5171 100.175074 68.271748 68.582333 85.972965
5172 126.149979 81.202919 82.877124 84.783872
5173 234.343477 81.090152 82.740695 84.778428
5174 259.855155 68.132936 68.443264 85.956544
5175 268.238753 54.356288 54.369087 88.737472
5176 273.742448 40.514609 40.575037 0.0
5177 278.52282 26.75443 27.011008 0.0
5178 283.336588 13.187019 13.539199 0.0
5179 288.673007 0.310938 0.328223 0.0
5190 71.504024 0.391754 0.41307 0.0
5191 76.859106 13.286212 13.630345 0.0
5192 81.708037 26.856766 27.10022 0.0
5193 86.555432 40.617072 40.668258 0.0
5194 92.184855 54.454378 54.474108 88.439713
5195 100.882997 68.209748 68.565795 85.683553
5196 127.592714 81.050284 82.887041 84.512283
5197 233.098384 80.903174 82.703528 84.508395
5198 259.189847 68.026463 68.380166 85.672313
5199 267.803493 54.263175 54.283123 88.420317
5200 273.409106 40.420068 40.470187 0.0
5201 278.242114 26.652189 26.891392 0.0
5202 283.084295 13.073133 13.409178 0.0
5203 288.435251 0.201155 0.212048 0.0
5214 71.763528 0.318582 0.335413 0.0
5215 77.131085 13.217426 13.545575 0.0
5216 82.008244 26.800268 27.025972 0.0
5217 86.910542 40.568284 40.60948 0.0
5218 92.648972 54.406284 54.435277 88.105311
5219 101.600734 68.145571 68.55107 85.388948
5220 129.018441 80.891078 82.899246 84.236032
5221 231.89209 80.707316 82.663602 84.233803
5222 258.521437 67.913525 68.313917 85.38328
5223 267.363875 54.164912 54.193672 88.09766
5224 273.07185 40.320979 40.361627 0.0
5225 277.957892 26.545707 26.76804 0.0
5226 282.828728 12.955176 13.275256 0.0
5227 288.194331 0.089118 0.093784 0.0
5238 72.028132 0.246245 0.25889 0.0
5239 77.4081 13.149124 13.461516 0.0
5240 82.313762 26.744135 26.952487 0.0
5241 87.271678 40.519539 40.551614 0.0
5242 93.120522 54.357536 54.397803 87.764632
5243 102.327872 68.079089 68.538117 85.089267
5244 130.425455 80.725272 82.913621 83.95517
5245 230.725371 80.502774 82.62098 83.954766
5246 257.850649 67.794081 68.244529 85.089606
5247 266.920211 54.061471 54.100821 87.769651
5248 272.730864 40.217336 40.249431 0.0
5249 277.67028 26.434997 26.640825 0.0
5250 282.56998 12.833178 13.137511 0.0
5262 72.297756 0.174774 0.183438 0.0
5263 77.690066 13.081313 13.378223 0.0
5264 82.624494 26.68835 26.879839 0.0
5265 87.638724 40.470795 40.494811 0.0
5266 93.599334 54.308059 54.361668 87.417829
5267 103.063989 68.010175 68.526884 84.784518
5268 131.812217 80.552853 82.930329 83.669855
5269 229.598672 80.289759 82.575625 83.671363
5270 257.178196 67.668106 68.172014 84.791302
5271 266.472811 53.952832 54.004528 87.436228
5272 272.386329 40.109135 40.133665 0.0
5273 277.379403 26.320072 26.509927 0.0
5274 282.308146 12.707171 12.996061 0.0
5286 72.57232 0.104198 0.109235 0.0
5287 77.976895 13.013997 13.295619 0.0
5288 82.940344 26.632896 26.807998 0.0
5289 88.011562 40.422008 40.439024 0.0
5290 94.085232 54.257775 54.326863 87.064976
5291 103.80865 67.938705 68.517477 84.474951
5292 133.177349 80.373825 82.94921 83.38015
5293 228.512147 80.068486 82.5276 83.383649
5294 256.504777 67.53558 68.096459 84.488411
5295 266.021983 53.83898 53.904795 87.097536
5296 272.038426 39.99638 40.01424 0.0
5297 277.085386 26.200952 26.375374 0.0
5298 282.043316 12.577188 12.850957 0.0
5310 72.851741 0.034543 0.036157 0.0
5311 78.268499 12.947178 13.213827 0.0
5312 83.261213 26.577753 26.737012 0.0
5313 88.390073 40.373132 40.384324 0.0
5314 94.578036 54.206605 54.293421 86.706162
5315 104.561408 67.864551 68.509837 84.160619
5316 134.519636 80.188204 82.970363 83.086146
5317 227.465681 79.839181 82.476809 83.0917
5318 255.831075 67.396496 68.017756 84.181075
5319 265.568034 53.719904 53.801708 86.753514
5320 271.687337 39.879075 39.89127 0.0
5321 276.788351 26.077659 26.237163 0.0
5322 281.775582 12.44327 12.702187 0.0
5335 78.564787 12.880856 13.132743 0.0
5336 83.587002 26.522897 26.66685 0.0
5337 88.774134 40.324119 40.330581 0.0
5338 95.077562 54.154468 54.261351 86.341608
5339 105.321807 67.787592 68.50391 83.841528
5340 135.838021 79.996019 82.993795 82.787898
5341 226.458934 79.602072 82.423371 82.795631
5342 255.15775 67.250856 67.93598 83.869257
5343 265.111267 53.595602 53.695267 86.404236
5344 271.333239 39.757232 39.764857 0.0
5345 276.488422 25.950219 26.095371 0.0
5346 281.505035 12.305458 12.549837 0.0
5359 78.86567 12.815028 13.052516 0.0
5360 83.91761 26.468303 26.597586 0.0
5361 89.163624 40.274919 40.27794 0.0
5362 95.583625 54.101283 54.230632 85.971393
5363 106.089377 67.707706 68.499786 83.517923
5364 137.131603 79.797314 83.019384 82.485619
5365 225.491364 79.357389 82.367253 82.495577
5366 254.485445 67.098671 67.851149 83.553102
5367 264.651983 53.466075 53.585588 86.049785
5368 270.97631 39.630866 39.634951 0.0
5369 276.185719 25.818663 25.950046 0.0
5370 281.231763 12.163799 12.394027 0.0
5383 79.171053 12.74969 12.973085 0.0
5384 84.252934 26.413946 26.529136 0.0
5385 89.558415 40.22548 40.226315 0.0
5386 96.096032 54.046965 54.201261 85.595606
5387 106.86364 67.624773 68.497444 83.189866
5388 138.399629 79.592143 83.047201 82.179255
5389 224.562264 79.105364 82.308444 82.191465
5390 253.814776 66.939963 67.763327 83.232647
5391 264.190476 53.331332 53.472557 85.690223
5392 270.616725 39.499997 39.501615 0.0
5393 275.880363 25.683022 25.801288 0.0
5394 280.955854 12.01834 12.234809 0.0
5407 79.480846 12.684835 12.89447 0.0
5408 84.592872 26.359796 26.461624 0.0
5409 89.958382 40.17575 40.17574 0.0
5410 96.614588 53.991433 54.173218 85.214536
5411 107.644109 67.538677 68.496814 82.85748
5412 139.641486 79.380568 83.077233 81.869008
5413 223.670785 78.846231 82.247046 81.883511
5414 253.146336 66.774762 67.672508 82.908029
5415 263.727037 53.191387 53.356276 85.325496
5416 270.254658 39.364648 39.364958 0.0
5417 275.57247 25.543336 25.649116 0.0
5418 280.677395 11.869134 12.072173 0.0
5431 79.794951 12.620454 12.816691 0.0
5432 84.937319 26.305821 26.39489 0.0
5433 90.363397 40.125674 40.126239 89.568822
5434 97.139095 53.934602 54.146579 84.828208
5435 108.430286 67.449303 68.497931 82.520886
5436 140.856697 79.162665 83.109431 81.554875
5437 222.815968 78.580219 82.183024 81.57173
5438 252.480691 66.603109 67.57871 82.579206
5439 263.261952 53.04626 53.236835 84.955818
5440 269.890279 39.224849 39.224882 89.865632
5441 275.262159 25.399644 25.493551 0.0
5442 280.39647 11.716238 11.906272 0.0
5455 80.113275 12.556534 12.739701 0.0
5456 85.286169 26.25199 26.329083 0.0
5457 90.773327 40.075195 40.077766 89.080914
5458 97.669347 53.876386 54.121198 84.436837
5459 109.221666 67.35654 68.500756 82.180138
5460 142.044908 78.938517 83.143797 81.237072
5461 221.99676 78.307558 82.116428 81.25623
5462 251.818378 66.425052 67.481992 82.246277
5463 262.7955 52.895977 53.114266 84.581054
5464 269.523756 39.080631 39.081572 89.413623
5465 274.949544 25.251992 25.334662 0.0
5466 280.113164 11.559709 11.737128 0.0
5479 80.43572 12.493064 12.663504 0.0
5480 85.639315 26.198268 26.264144 0.0
5481 91.188041 40.024255 40.030315 88.585782
5482 98.205139 53.816702 54.097165 84.040514
5483 110.017736 67.260282 68.505314 81.835433
5484 143.205878 78.708213 83.180333 80.915584
5485 221.212042 78.028474 82.047229 80.937089
5486 251.159907 66.240649 67.382402 81.909376
5487 262.327953 52.740569 52.988485 84.201338
5488 269.155255 38.932033 38.935089 88.954492
5489 274.634739 25.100427 25.17257 0.0
5490 279.827559 11.39961 11.564856 0.0
5503 80.762188 12.430027 12.588177 0.0
5504 85.99665 26.144619 26.200017 0.0
5505 91.607405 39.972796 39.983906 88.083465
5506 98.746259 53.755463 54.074433 83.639403
5507 110.817979 67.160425 68.511568 81.486883
5508 144.339477 78.471852 83.218987 80.59057
5509 220.460643 77.74319 81.975528 80.614348
5510 250.505755 66.049966 67.279922 81.568466
5511 261.859578 52.580073 52.859728 83.81676
5512 268.784939 38.779095 38.785376 88.488092
5513 274.317853 24.945001 25.007318 0.0
