Hoy Azimuth Altitude Hor_Angle Ver_Angle
2266 109.350297 51.100853 52.718215 75.031963
2267 125.018002 63.48289 67.773631 74.022667
2268 157.876888 72.396784 83.186198 73.620822
2269 207.618619 71.693979 81.280505 73.662183
2270 237.604083 62.095163 65.907712 74.159685
2271 252.122206 49.524602 50.918782 75.320437
2272 260.923991 36.062759 36.406922 77.777609
2273 267.504405 22.30519 22.324286 83.941217
2274 273.274759 8.525415 8.539151 0.0
2287 87.252362 10.350851 10.362487 0.0
2288 93.029787 24.15624 24.186154 83.278734
2289 99.720057 37.914615 38.31692 77.76959
2290 108.873726 51.344195 52.878681 75.492888
2291 124.470173 63.781309 67.902863 74.425523
2292 157.653399 72.775892 83.277564 74.000776
2293 208.352299 72.003661 81.230204 74.045749
2294 238.335924 62.272524 65.897256 74.574777
2295 252.689403 49.637569 50.942755 75.807511
2296 261.388311 36.147675 36.457628 78.4158
2297 267.912234 22.3799 22.393294 84.943996
2298 273.655956 8.600373 8.617662 0.0
2311 86.922846 10.554235 10.569117 0.0
2312 92.674372 24.360759 24.384253 84.116598
2313 99.316847 38.128915 38.499017 78.345764
2314 108.393983 51.583878 53.037421 75.950526
2315 123.912544 64.075698 68.03045 74.825986
2316 157.419356 73.152674 83.367566 74.378706
2317 209.105108 72.309272 81.180998 74.427547
2318 239.07188 62.445642 65.887444 74.988077
2319 253.255958 49.74777 50.967136 76.292546
2320 261.851028 36.230965 36.508625 79.051191
2321 268.31823 22.453809 22.46249 85.938008
2322 274.035176 8.675185 8.69643 0.0
2335 86.594332 10.75569 10.774294 0.0
2336 92.319369 24.562798 24.580541 84.939979
2337 98.913024 38.340129 38.679289 78.916162
2338 107.911178 51.819777 53.194228 76.404638
2339 123.345036 64.365887 68.156309 75.223906
2340 157.174002 73.526992 83.456056 74.754649
2341 209.877299 72.610678 81.132924 74.80752
2342 239.811553 62.614516 65.878506 75.399575
2343 253.821621 49.855255 50.992056 76.775465
2344 262.311975 36.312682 36.559907 79.683192
2345 268.722261 22.526965 22.53199 86.922655
2346 274.412302 8.749887 8.775464 0.0
2359 86.266881 10.955108 10.97785 0.0
2360 91.964856 24.762254 24.775069 85.748943
2361 98.50869 38.548153 38.857566 79.480544
2362 107.425428 52.051769 53.349155 76.855226
2363 122.767589 64.651706 68.280335 75.619295
2364 156.916532 73.898709 83.542994 75.128459
2365 210.669105 72.907746 81.086044 75.185487
2366 240.554537 62.779156 65.870304 75.809013
2367 254.386144 49.960075 51.01747 77.256029
2368 262.770987 36.39288 36.611528 80.311623
2369 269.124197 22.599416 22.601802 87.897041
2370 274.787217 8.824514 8.854935 0.0
2383 85.940557 11.15238 11.179723 0.0
2384 91.610916 24.959025 24.967702 86.543532
2385 98.103953 38.752884 39.033917 80.038902
2386 106.936862 52.279736 53.502031 77.302146
2387 122.180162 64.932989 68.402446 76.011943
2388 156.646088 74.267685 83.628339 75.499973
2389 211.480741 73.200345 81.040393 75.561391
2390 241.300415 62.939573 65.863017 76.216349
2391 254.949282 50.062286 51.043499 77.734103
2392 263.227902 36.471617 36.663539 80.936213
2393 269.523908 22.671209 22.671891 88.860454
2394 275.159806 8.899102 8.934731 0.0
2407 85.615425 11.347399 11.379819 0.0
2408 91.257633 25.153013 25.158315 87.323839
2409 97.698925 38.95422 39.208088 80.591169
2410 106.445619 52.503561 53.652871 77.745315
2411 121.582738 65.209569 68.522668 76.401881
2412 156.36176 74.633776 83.712 75.869227
2413 212.312399 73.488347 80.996093 75.93516
2414 242.048764 63.095788 65.856666 76.621412
2415 255.510788 50.161944 51.070108 78.20943
2416 263.682555 36.548946 36.71604 81.556608
2417 269.921267 22.74239 22.742394 89.81222
2418 275.529952 8.973683 9.014967 0.0
2431 85.291549 11.540064 11.578076 0.0
2432 90.905094 25.344122 25.346901 88.08984
2433 97.293722 39.152066 39.380186 81.137261
2434 105.951852 52.723133 53.801526 78.184764
2435 120.975324 65.481285 68.640895 76.788944
2436 156.062579 74.996841 83.793998 76.236074
2437 213.164246 73.771624 80.953064 76.306622
2438 242.799151 63.247823 65.851322 77.024096
2439 256.070419 50.259108 51.097418 78.681943
2440 264.134788 36.624926 36.769004 82.172519
2441 270.316146 22.813006 22.813329 0.0
2442 275.897541 9.048291 9.095643 0.0
2455 84.969 11.730272 11.7744 0.0
2456 90.553389 25.532258 25.533279 88.841664
2457 96.888468 39.346329 39.549954 81.677036
2458 105.45572 52.938346 53.947988 78.620245
2459 120.357954 65.747975 68.75701 77.173116
2460 155.747516 75.35673 83.874119 76.600366
2461 214.036417 74.050052 80.911485 76.675703
2462 243.55114 63.395711 65.846981 77.424337
2463 256.627933 50.353841 51.125466 79.151341
2464 264.584441 36.699613 36.822516 82.783577
2465 270.70842 22.883103 22.884651 0.0
2466 276.26246 9.122957 9.176817 0.0
2479 84.647844 11.917926 11.968589 0.0
2480 90.20261 25.717332 25.717495 89.579333
2481 96.483289 39.536918 39.717461 82.210596
2482 104.957398 53.149094 54.09213 79.051819
2483 119.730689 66.009482 68.871016 77.554295
2484 155.415476 75.713297 83.952442 76.962068
2485 214.929017 74.323511 80.871401 77.042357
2486 244.304287 63.539487 65.843714 77.821901
2487 257.18309 50.446207 51.154246 79.617537
2488 265.031357 36.773066 36.876549 83.389594
2489 271.097963 22.952725 22.956475 0.0
2490 276.624597 9.197712 9.258479 0.0
2503 84.328154 12.10293 12.160726 0.0
2504 89.852852 25.899255 25.899337 0.0
2505 96.078317 39.723747 39.882613 82.737661
2506 104.457069 53.355279 54.233955 79.4793
2507 119.093623 66.265653 68.982829 77.932333
2508 155.065293 76.066388 84.028877 77.321155
2509 215.842113 74.591882 80.8328 77.406424
2510 245.058142 63.679194 65.841518 78.216664
2511 257.735653 50.536271 51.183851 80.08036
2512 265.47538 36.845341 36.9312 83.990218
2513 271.484652 23.021918 23.028839 0.0
2514 276.983839 9.272583 9.340706 0.0
2527 84.010002 12.28519 12.350576 0.0
2528 89.504213 26.077944 26.078774 0.0
2529 95.673689 39.906734 40.045268 83.258302
2530 103.95493 53.556807 54.373346 79.902738
2531 118.446878 66.516337 69.092405 78.307225
2532 154.695731 76.415849 84.103389 77.677435
2533 216.775731 74.855052 80.795737 77.767757
2534 245.812254 63.814878 65.840512 78.608598
2535 258.285386 50.6241 51.214272 80.539505
2536 265.916357 36.916496 36.986443 84.58517
2537 271.868364 23.090725 23.101707 0.0
2538 277.340076 9.347598 9.423478 0.0
2551 83.693462 12.464617 12.538127 0.0
2552 89.156792 26.253317 26.255799 0.0
2553 95.269545 40.0858 40.205375 83.772531
2554 103.451186 53.753588 54.510267 80.321917
2555 117.790611 66.761389 69.199726 78.678856
2556 154.305473 76.76152 84.175935 78.030857
2557 217.729851 75.11291 80.760267 78.126375
2558 246.566167 63.946592 65.840722 78.997502
2559 258.832056 50.709764 51.24554 80.994968
2560 266.354135 36.986591 37.042375 85.1741
2561 272.248977 23.159188 23.17514 0.0
2562 277.693198 9.422784 9.506794 0.0
2575 83.378609 12.641122 12.72328 0.0
2576 88.810693 26.425296 26.430248 0.0
2577 94.866033 40.26087 40.362955 84.280181
2578 102.946058 53.945537 54.644627 80.736866
2579 117.125015 67.000667 69.304595 79.047139
2580 153.893121 77.10324 84.246426 78.381353
2581 218.704406 75.365351 80.726388 78.482072
2582 247.319421 64.074395 65.842167 79.38326
2583 259.375434 50.793334 51.277747 81.446431
2584 266.788563 37.055682 37.099001 85.756926
2585 272.626372 23.22735 23.2492 0.0
2586 278.043096 9.498164 9.590779 0.0
2599 83.065522 12.81462 12.905881 0.0
2600 88.466021 26.593805 26.602011 0.0
2601 94.463303 40.431872 40.517792 84.781341
2602 102.439773 54.132574 54.776434 81.147509
2603 116.450319 67.234036 69.407186 79.412068
2604 153.457193 77.440842 84.314818 78.728759
2605 219.699274 75.612274 80.694253 78.834787
2606 248.071559 64.198349 65.844838 79.765767
2607 259.915292 50.874881 51.310886 81.893877
2608 267.219493 37.123827 37.15634 86.333106
2609 273.000428 23.295252 23.323795 0.0
2610 278.389662 9.573763 9.675363 0.0
2623 82.754277 12.98503 13.085953 0.0
2624 88.122883 26.758773 26.771127 0.0
2625 94.06151 40.598741 40.669953 85.275868
2626 101.932572 54.314626 54.905535 81.553751
2627 115.76679 67.461365 69.507225 79.773482
2628 152.996114 77.774154 84.381132 79.073104
2629 220.714274 75.853585 80.66382 79.184391
2630 248.822119 64.318522 65.848838 80.144893
2631 260.451405 50.954479 51.344996 82.336927
2632 267.646777 37.191083 37.214363 86.902665
2633 273.371028 23.362933 23.399071 0.0
2634 278.732789 9.6496 9.760604 0.0
2646 76.949804 0.0214 0.021938 0.0
2647 82.444957 13.152273 13.263398 0.0
2648 87.781389 26.920132 26.937482 0.0
2649 93.660813 40.761414 40.819329 85.76376
2650 101.424708 54.491623 55.032017 81.955527
2651 115.074734 67.682529 69.604863 80.131362
2652 152.508217 78.103002 84.445224 79.414203
2653 221.749166 76.089194 80.635081 79.530833
2654 249.570641 64.434988 65.854186 80.520458
2655 260.983552 51.032201 51.380071 82.775636
2656 268.070271 37.257507 37.273168 87.465074
2657 273.738054 23.430431 23.474958 0.0
2658 279.072372 9.725695 9.84648 0.0
2670 76.658016 0.168633 0.173299 0.0
2671 82.137643 13.316273 13.438067 0.0
2672 87.441652 27.077817 27.100961 0.0
2673 93.261378 40.919831 40.965785 86.245044
2674 100.916441 54.663502 55.155659 82.352792
2675 114.3745 67.897412 69.699902 80.485559
2676 151.991736 78.427204 84.507162 79.75206
2677 222.80364 76.31902 80.608149 79.874014
2678 250.316666 64.547822 65.860904 80.892341
2679 261.511515 51.108123 51.416157 83.209615
2680 268.489831 37.323155 37.332771 88.020275
2681 274.101392 23.497784 23.551571 0.0
2682 279.408305 9.802067 9.933066 0.0
2694 76.368534 0.315347 0.324498 0.0
2695 81.832419 13.476957 13.609927 0.0
2696 87.103786 27.231766 27.261576 0.0
2697 92.863371 41.07394 41.109382 86.719576
2698 100.408043 54.830206 55.276533 82.745423
2699 113.666474 68.105903 69.792415 80.836104
2700 151.444808 78.746572 84.566908 80.086477
2701 223.877319 76.542986 80.583072 80.21377
2702 251.059738 64.657107 65.86896 81.260545
2703 262.035079 51.18232 51.453321 83.638865
2704 268.905315 37.388082 37.393144 88.568024
2705 274.460926 23.565027 23.628819 0.0
2706 279.740484 9.878731 10.020293 0.0
2718 76.081421 0.461248 0.475188 0.0
2719 81.529369 13.634254 13.778915 0.0
2720 86.767909 27.381921 27.41921 0.0
2721 92.466965 41.22369 41.250061 87.187469
2722 99.899797 54.991683 55.394543 83.133456
2723 112.951089 68.307898 69.882277 81.182795
2724 150.865464 79.060915 84.624361 80.417472
2725 224.969748 76.761026 80.559795 80.550001
2726 251.799402 64.762928 65.878481 81.624765
2727 262.554032 51.254868 51.491484 84.063133
2728 269.316584 37.452344 37.454294 89.107895
2729 274.816543 23.632195 23.706737 0.0
2730 280.068808 9.955701 10.108263 0.0
2742 75.796742 0.60606 0.625196 0.0
2743 81.228581 13.788099 13.944953 0.0
2744 86.43414 27.528229 27.573794 0.0
2745 92.072335 41.369037 41.387594 87.648652
2746 99.391994 55.147887 55.509645 83.516748
2747 112.228815 68.503302 69.969507 81.525664
2748 150.251635 79.370031 84.679495 80.744917
2749 226.080397 76.97308 80.538384 80.882674
2750 252.535208 64.865375 65.889434 81.985
2751 263.068165 51.325843 51.53073 84.482332
2752 269.7235 37.515993 37.516327 89.63985
2753 275.168132 23.69932 23.785341 0.0
2754 280.393174 10.03299 10.196858 0.0
2766 75.514559 0.749527 0.774113 0.0
2767 80.930141 13.938428 14.107903 0.0
2768 86.102599 27.67064 27.725209 0.0
2769 91.67966 41.50994 41.522162 88.103081
2770 98.884934 55.29878 55.621809 83.895353
2771 111.50017 68.692031 70.053976 81.864508
2772 149.601148 79.673715 84.732317 81.068706
2773 227.208655 77.179097 80.518831 81.211621
2774 253.266709 64.964539 65.90179 82.341129
2775 263.577273 51.395321 51.571124 84.896242
2776 270.125925 37.579083 37.57917 0.0
2777 275.515581 23.766434 23.864637 0.0
2778 280.713483 10.110608 10.28618 0.0
2790 75.234939 0.891406 0.921821 0.0
2791 80.634141 14.08518 14.267754 0.0
2792 85.773409 27.809105 27.87354 0.0
2793 91.289122 41.646362 41.653579 88.550781
2794 98.378927 55.444328 55.731003 84.269053
2795 110.76571 68.874005 70.135811 82.199417
2796 148.911729 79.971752 84.782788 81.388749
2797 228.353826 77.379037 80.501263 81.536749
2798 253.993463 65.060518 65.915675 82.692905
2799 264.081156 51.46338 51.612554 85.304683
2800 270.523727 37.641664 37.642804 0.0
2801 275.858781 23.833565 23.944662 0.0
2802 281.029635 10.188563 10.376156 0.0
2814 74.957948 1.031473 1.068084 0.0
2815 80.340669 14.2283 14.424424 0.0
2816 85.446695 27.943582 28.018638 0.0
2817 90.900907 41.778274 41.781785 88.991784
2818 97.874288 55.584505 55.837165 84.637916
2819 110.026034 69.049158 70.214849 82.530197
2820 148.181012 80.263919 84.830868 81.704955
2821 229.515128 77.572868 80.485548 81.857996
2822 254.715035 65.15341 65.930983 83.040381
2823 264.579613 51.530094 51.655084 85.707581
2824 270.916772 37.703788 37.707315 0.0
2825 276.197624 23.900743 24.025375 0.0
2826 281.341532 10.266862 10.466862 0.0
2838 74.683656 1.169518 1.212602 0.0
2839 80.049819 14.367733 14.577843 0.0
2840 85.122584 28.074033 28.160431 0.0
2841 90.515203 41.905647 41.906788 89.425951
2842 97.371342 55.719291 55.940245 85.001846
2843 109.281783 69.217432 70.291083 82.856867
2844 147.406539 80.549986 84.876573 82.017291
2845 230.691695 77.760571 80.471824 82.175275
2846 255.430995 65.243318 65.947865 83.383256
2847 265.072451 51.595539 51.698763 86.104698
2848 271.304929 37.765502 37.772685 0.0
2849 276.532002 23.967992 24.106789 0.0
2850 281.649078 10.345508 10.55826 0.0
2862 74.412131 1.305345 1.355195 0.0
2863 79.761684 14.503429 14.727982 0.0
2864 84.801204 28.200422 28.298872 0.0
2865 90.1322 42.028461 42.028565 89.853316
2866 96.870419 55.848671 56.040272 85.360705
2867 108.533636 69.378778 70.364494 83.179224
2868 146.58578 80.829712 84.919805 82.325664
2869 231.88257 77.942134 80.460083 82.488474
2870 256.14092 65.330345 65.966186 83.721592
2871 265.559479 51.659791 51.74354 86.49595
2872 271.68807 37.826855 37.838883 0.0
2873 276.86181 24.035336 24.188909 0.0
2874 281.952176 10.424504 10.650288 0.0
2886 74.143443 1.438775 1.49568 0.0
2887 79.476358 14.635343 14.874698 0.0
2888 84.482683 28.322717 28.433965 0.0
2889 89.752092 42.146697 42.146968 0.0
2890 96.371855 55.972639 56.137086 85.714542
2891 107.78231 69.533162 70.435133 83.497309
2892 145.716141 81.10285 84.960636 82.629923
2893 233.086709 78.117561 80.450273 82.797429
2894 256.844393 65.414597 65.986074 84.055139
2895 266.040508 51.722924 51.789498 86.881107
2896 272.066067 37.887892 37.905926 0.0
2897 277.186944 24.102797 24.271719 0.0
2898 282.250735 10.503849 10.742999 0.0
2910 73.877664 1.569641 1.633867 0.0
2911 79.193936 14.76343 15.018031 0.0
2912 84.167154 28.440891 28.565632 0.0
2913 89.375073 42.260345 42.262011 0.0
2914 95.875994 56.091195 56.230841 86.063289
2915 107.028559 69.680557 70.50283 83.810962
2916 144.79499 81.369141 84.999019 82.930025
2917 234.302984 78.286864 80.442456 83.102094
2918 257.541008 65.496183 66.007448 84.383835
2919 266.515354 51.785011 51.836542 87.26016
2920 272.438796 37.948657 37.973829 0.0
2921 277.507301 24.170397 24.355204 0.0
2922 282.54466 10.583541 10.836327 0.0
2934 73.614866 1.697787 1.769635 0.0
2935 78.914516 14.887651 15.157779 0.0
2936 83.854746 28.554921 28.693773 0.0
2937 89.001339 42.369396 42.373743 0.0
2938 95.383179 56.204344 56.321342 86.406853
2939 106.273169 69.820948 70.567689 84.120224
2940 143.819684 81.628318 85.034968 83.225933
2941 235.530179 78.450072 80.436645 83.402369
2942 258.230363 65.575212 66.030359 84.707549
2943 266.983836 51.846125 51.884675 87.632877
2944 272.806131 38.009193 38.042562 0.0
2945 277.822778 24.238151 24.439295 0.0
2946 282.83386 10.663577 10.930303 0.0
2958 73.355123 1.823073 1.90273 0.0
2959 78.638194 15.00797 15.294021 0.0
2960 83.545594 28.664786 28.818361 0.0
2961 88.631088 42.473848 42.482014 0.0
2962 94.893762 56.312098 56.408583 86.745224
2963 105.516959 69.954334 70.629632 84.424886
2964 142.787602 81.880105 85.06839 83.517507
2965 236.766998 78.607221 80.432827 83.698192
2966 258.912067 65.651796 66.054803 85.026161
2967 267.445776 51.906336 51.933972 87.999182
2968 273.167952 38.069539 38.11206 0.0
2969 278.133276 24.306076 24.524078 0.0
2970 283.118246 10.743948 11.024861 0.0
2982 73.098509 1.945368 2.033143 0.0
2983 78.365069 15.124354 15.42668 0.0
2984 83.239831 28.770473 28.939421 0.0
2985 88.26452 42.573702 42.586793 0.0
2986 94.408094 56.414478 56.492638 87.078326
2987 104.760775 70.080722 70.688723 84.724974
2988 141.696189 82.124217 85.099342 83.804631
2989 238.012065 78.758365 80.431027 83.98941
2990 259.585738 65.726046 66.080727 85.339605
2991 267.901001 51.965716 51.984391 88.358848
2992 273.524139 38.129735 38.182418 0.0
2993 278.438696 24.374187 24.609479 0.0
2994 283.397728 10.824647 11.120039 0.0
3006 72.8451 2.064554 2.160563 0.0
3007 78.09524 15.236775 15.555663 0.0
3008 82.93759 28.871968 29.056849 0.0
3009 87.901832 42.668966 42.688131 0.0
3010 93.92653 56.511509 56.573467 87.406005
3011 104.005485 70.200136 70.744828 85.020397
3012 140.543008 82.36036 85.127794 84.087285
3013 239.263934 78.903567 80.431184 84.275909
3014 260.251 65.798074 66.108178 85.647758
3015 268.349339 52.024331 52.035881 88.71187
3016 273.874573 38.189817 38.253569 0.0
3017 278.73894 24.442493 24.695509 0.0
3018 283.672222 10.905661 11.215714 0.0
3030 72.594972 2.180522 2.285036 0.0
3031 77.828807 15.345207 15.680894 0.0
3032 82.639008 28.969264 29.170616 0.0
3033 87.543225 42.75965 42.785909 0.0
3034 93.449425 56.603222 56.650935 87.728381
3035 103.251984 70.312607 70.798028 85.311067
3036 139.325805 82.588235 85.153803 84.365358
3037 240.521087 79.042907 80.433362 84.557696
3038 260.907489 65.867992 66.137181 85.950435
3039 268.790622 52.082249 52.088435 89.0581
3040 274.219137 38.24982 38.325403 0.0
3041 279.033912 24.511004 24.782071 0.0
3042 283.94164 10.986977 11.311991 0.0
3054 72.348201 2.293173 2.406363 0.0
3055 77.565871 15.449628 15.802374 0.0
3056 82.344218 29.062357 29.280687 0.0
3057 87.188899 42.845772 42.880143 0.0
3058 92.977135 56.689656 56.72513 88.045234
3059 102.501178 70.41818 70.848242 85.596891
3060 138.042582 82.807536 85.177267 84.63881
3061 241.781949 79.176475 80.437512 84.834605
3062 261.554849 65.935915 66.167632 86.247693
3063 269.224687 52.139535 52.142103 89.397316
3064 274.557717 38.309775 38.398094 0.0
3065 279.323518 24.579727 24.869195 0.0
3066 284.205899 11.06858 11.408723 0.0
3078 72.104866 2.402417 2.524412 0.0
3079 77.306531 15.55002 15.920094 0.0
3080 82.053356 29.151248 29.387063 0.0
3081 86.839053 42.927351 42.970832 0.0
3082 92.510014 56.770857 56.796072 88.35662
3083 101.75399 70.516913 70.89555 85.877837
3084 136.691679 83.017956 85.198258 84.907489
3085 243.044888 79.304375 80.44365 85.10659
3086 262.192734 66.001953 66.199555 86.539283
3087 269.651371 52.196251 52.196786 89.729518
3088 274.890201 38.369712 38.471414 0.0
3089 279.607664 24.648667 24.956861 0.0
3090 284.464917 11.150451 11.505898 0.0
3102 71.865045 2.508176 2.639101 0.0
3103 77.050889 15.646368 16.033904 0.0
3104 81.766558 29.235941 29.489605 0.0
3105 86.493885 43.004413 43.057985 0.0
3106 92.048416 56.846874 56.863641 88.662448
3107 101.011351 70.608875 70.939924 86.153811
3108 135.271875 83.219185 85.216786 85.171408
3109 244.308229 79.426724 80.451717 85.373477
3110 262.820805 66.066218 66.232998 86.825145
3111 270.070518 52.252459 52.25248 0.0
3112 275.216476 38.42966 38.545492 0.0
3113 279.886259 24.717825 25.045022 0.0
3114 284.718614 11.23257 11.603505 0.0
3126 71.628816 2.610376 2.750355 0.0
3127 76.799046 15.738661 16.143856 0.0
3128 81.483957 29.316444 29.58844 0.0
3129 86.153593 43.076989 43.141443 0.0
3130 91.592691 56.917765 56.927905 88.962702
3131 100.274197 70.694145 70.981279 86.424781
3132 133.78249 83.410917 85.232802 85.430354
3133 245.570256 79.543652 80.461779 85.635273
3134 263.438735 66.128823 66.267858 87.105215
3135 270.481971 52.308217 52.309187 0.0
3136 275.536433 38.489643 38.620225 0.0
3137 280.159213 24.787201 25.13358 0.0
3138 284.966911 11.314914 11.701451 0.0
3150 71.396261 2.708953 2.858095 0.0
3151 76.551105 15.826892 16.249903 0.0
3152 81.205689 29.392769 29.683401 0.0
3153 85.818373 43.145111 43.221294 0.0
3154 91.143188 56.983592 56.988804 89.257226
3155 99.543464 70.772816 71.01975 86.690588
3156 132.223496 83.592854 85.246369 85.684391
3157 246.829228 79.6553 80.473796 85.891871
3158 264.046204 66.189875 66.304135 87.379365
3159 270.885579 52.363582 52.366889 0.0
3160 275.849965 38.549685 38.69558 0.0
3161 280.426438 24.856792 25.222616 0.0
3162 285.20973 11.397457 11.79978 0.0
3174 71.167458 2.803851 2.962173 0.0
3175 76.307166 15.911057 16.351968 0.0
3176 80.931887 29.464931 29.774562 0.0
3177 85.488421 43.208819 43.297539 0.0
3178 90.70025 57.044423 57.046389 89.546064
3179 98.820086 70.844991 71.05525 86.951259
3180 130.595637 83.764708 85.257499 85.933365
3181 248.083384 79.761822 80.487711 86.143157
3182 264.642903 66.249483 66.341797 87.64754
3183 271.281192 52.418607 52.425556 0.0
3184 276.156965 38.609804 38.771525 0.0
3185 280.687846 24.926593 25.311977 0.0
3186 285.446997 11.480174 11.898364 0.0
3198 70.942489 2.895019 3.062574 0.0
3199 76.06733 15.991155 16.450041 0.0
3200 80.662684 29.532949 29.861834 0.0
3201 85.163927 43.268155 43.370142 0.0
3202 90.264215 57.100332 57.1006 89.82906
3203 98.104986 70.910782 71.087858 87.206635
3204 128.900538 83.926209 85.266144 86.177171
3205 249.330954 79.86338 80.503542 86.38908
3206 265.22853 66.307754 66.380874 87.909611
3207 271.668664 52.473344 52.485089 0.0
3208 276.457329 38.67002 38.848034 0.0
3209 280.943352 24.996596 25.40164 0.0
3210 285.678638 11.563033 11.997187 0.0
3222 70.721434 2.982416 3.159214 0.0
3223 75.8317 16.067189 16.544077 0.0
3224 80.398213 29.596848 29.945233 0.0
3225 84.845084 43.323167 43.439103 0.0
3226 89.835417 57.151398 57.151503 0.0
3227 97.399078 70.970314 71.117505 87.456741
3228 127.140813 84.077113 85.272429 86.415769
3229 250.570167 79.960151 80.521232 86.629525
3230 265.802793 66.364793 66.421256 88.165458
3231 272.047851 52.527843 52.545526 0.0
3232 276.750955 38.730347 38.925075 0.0
3233 281.192873 25.066791 25.491631 0.0
3234 285.90458 11.646002 12.09614 0.0
3246 70.504374 3.066003 3.252068 0.0
3247 75.600377 16.139165 16.634104 0.0
3248 80.138605 29.656653 30.024755 0.0
3249 84.532077 43.373904 43.504384 0.0
3250 89.414182 57.197705 57.199051 0.0
3251 96.703257 71.02372 71.144231 87.701473
3252 125.320153 84.217204 85.276238 86.64916
3253 251.799261 80.052317 80.540791 86.86438
3254 266.365407 66.420702 66.462976 88.415139
3255 272.418613 52.582149 52.606778 0.0
3256 277.037742 38.790797 39.002577 0.0
3257 281.436326 25.137166 25.581877 0.0
3258 286.124756 11.729049 12.195278 0.0
3270 70.291391 3.145751 3.341059 0.0
3271 75.373459 16.207095 16.720078 0.0
3272 79.883989 29.712395 30.100405 0.0
3273 84.225093 43.420423 43.565984 0.0
3274 89.000829 57.239341 57.243277 0.0
3275 96.018399 71.071142 71.168095 87.940734
3276 123.443393 84.346305 85.277758 86.877132
3277 253.016492 80.14007 80.562171 87.093651
3278 266.916098 66.475581 66.505945 88.658413
3279 272.780811 52.636305 52.668838 0.0
3280 277.317591 38.85138 39.080461 0.0
3281 281.673632 25.207704 25.672222 0.0
3282 286.339096 11.812136 12.29441 0.0
3294 70.082565 3.221634 3.426092 0.0
3295 75.151048 16.270991 16.801952 0.0
3296 79.634494 29.764107 30.172051 0.0
3297 83.924311 43.46278 43.623948 0.0
3298 88.595671 57.276399 57.284198 0.0
3299 95.345358 71.112731 71.189099 88.174482
3300 121.516537 84.464285 85.276873 87.099687
3301 254.220144 80.22361 80.585334 87.317227
3302 267.454596 66.529526 66.550196 88.895279
3303 273.134309 52.690352 52.731663 0.0
3304 277.590405 38.912102 39.158782 0.0
3305 281.904713 25.278389 25.762741 0.0
3306 286.547534 11.895224 12.393622 0.0
3318 69.877978 3.293632 3.507215 0.0
3319 74.933243 16.330869 16.879713 0.0
3320 79.390246 29.811828 30.239863 0.0
3321 83.62991 43.501039 43.678275 0.0
3322 88.19901 57.308978 57.321815 0.0
3323 94.684958 71.148647 71.207228 88.402615
3324 119.546752 84.571067 85.273655 87.316726
3325 255.408532 80.303144 80.610225 87.535052
3326 267.980641 66.582634 66.595619 89.125678
3327 273.478975 52.744327 52.795244 0.0
3328 277.856089 38.972969 39.237431 0.0
3329 282.12949 25.3492 25.85328 0.0
3330 286.750008 11.978273 12.492697 0.0
3342 69.677712 3.361731 3.584336 0.0
3343 74.720142 16.386751 16.953389 0.0
3344 79.15137 29.855596 30.303721 0.0
3345 83.342064 43.535265 43.728883 0.0
3346 87.81114 57.337178 57.35619 0.0
3347 94.037997 71.179055 71.222484 88.625089
3348 117.542307 84.66663 85.268167 87.528198
3349 256.580013 80.378885 80.636854 87.747011
3350 268.493981 66.634994 66.642215 89.349488
3351 273.814678 52.798265 52.859446 0.0
3352 278.114548 39.033981 39.316321 0.0
3353 282.347891 25.420114 25.943837 0.0
3354 286.946455 12.06124 12.59164 0.0
3366 69.481846 3.42592 3.657372 0.0
3367 74.511842 16.438658 17.022915 0.0
3368 78.917988 29.895457 30.363645 0.0
3369 83.060943 43.565526 43.775932 0.0
3370 87.432348 57.361104 57.387227 0.0
3371 93.405236 71.204128 71.23496 88.841862
3372 115.512459 84.75102 85.26041 87.73405
3373 257.73299 80.451047 80.665164 87.95305
3374 268.994369 66.686696 66.689904 89.56665
3375 274.14129 52.852196 52.924237 0.0
3376 278.365692 39.095137 39.395431 0.0
3377 282.559841 25.491106 26.034332 0.0
3378 287.136815 12.14408 12.690408 0.0
3390 69.290463 3.486196 3.726357 0.0
3391 74.308441 16.486618 17.088261 0.0
3392 78.690222 29.931457 30.419699 0.0
3393 82.786712 43.591895 43.819301 0.0
3394 87.062906 57.380866 57.415037 0.0
3395 92.787404 71.224045 71.244675 89.052826
3396 113.467293 84.824353 85.25039 87.934176
3397 258.86592 80.519853 80.695127 88.153058
3398 269.481566 66.737823 66.738665 89.777106
3399 274.458685 52.906148 52.989676 0.0
3400 278.609431 39.156431 39.474718 0.0
3401 282.76527 25.562148 26.124686 0.0
3402 287.321031 12.226745 12.788862 0.0
3414 69.103642 3.542558 3.791268 0.0
3415 74.110032 16.53066 17.149527 0.0
3416 78.468189 29.963645 30.471769 0.0
3417 82.519533 43.614446 43.859069 0.0
3418 86.70308 57.396574 57.439651 0.0
3419 92.185193 71.238989 71.251648 89.257997
3420 111.417514 84.886814 85.238229 88.128583
3421 259.977314 80.585523 80.726679 88.347093
3422 269.955338 66.788456 66.788462 89.980861
3423 274.766739 52.960147 53.055559 0.0
3424 278.845677 39.217858 39.55407 0.0
3425 282.964109 25.63321 26.214841 0.0
3426 287.499047 12.309186 12.88697 0.0
3438 68.921463 3.595008 3.852083 0.0
3439 73.916711 16.570817 17.206649 0.0
