Hoy,Azimuth,Altitude,Hor_Angle,Ver_Angle,I_direct,I_diffuse,sky_cover
2437,213.164246,73.771624,80.953064,76.306622,17.0,421.0,1.0
2438,242.799151,63.247823,65.851322,77.024096,5.0,383.0,1.0
2439,256.070419,50.259108,51.097418,78.681943,34.0,340.0,1.0
2440,264.134788,36.624926,36.769004,82.172519,28.0,354.0,1.0
2441,270.316146,22.813006,22.813329,0.0,22.0,243.0,0.9
2442,275.897541,9.048291,9.095643,0.0,0.0,113.0,0.9
2455,84.969,11.730272,11.7744,0.0,5.0,37.0,0.8
2456,90.553389,25.532258,25.533279,88.841664,180.0,112.0,0.7
2457,96.888468,39.346329,39.549954,81.677036,150.0,222.0,0.7
2458,105.45572,52.938346,53.947988,78.620245,178.0,300.0,0.7
2459,120.357954,65.747975,68.75701,77.173116,141.0,498.0,0.8
2460,155.747516,75.35673,83.874119,76.600366,171.0,550.0,0.9
2461,214.036417,74.050052,80.911485,76.675703,57.0,386.0,0.9
2462,243.55114,63.395711,65.846981,77.424337,3.0,297.0,1.0
2463,256.627933,50.353841,51.125466,79.151341,59.0,284.0,1.0
2464,264.584441,36.699613,36.822516,82.783577,40.0,189.0,1.0
2465,270.70842,22.883103,22.884651,0.0,5.0,233.0,1.0
2466,276.26246,9.122957,9.176817,0.0,1.0,76.0,1.0
2479,84.647844,11.917926,11.968589,0.0,0.0,42.0,0.9
2480,90.20261,25.717332,25.717495,89.579333,7.0,130.0,0.9
2481,96.483289,39.536918,39.717461,82.210596,30.0,229.0,0.9
2482,104.957398,53.149094,54.09213,79.051819,16.0,308.0,0.9
2483,119.730689,66.009482,68.871016,77.554295,81.0,411.0,0.9
2484,155.415476,75.713297,83.952442,76.962068,52.0,483.0,0.9
2485,214.929017,74.323511,80.871401,77.042357,43.0,313.0,0.9
2486,244.304287,63.539487,65.843714,77.821901,39.0,304.0,1.0
2487,257.18309,50.446207,51.154246,79.617537,62.0,360.0,1.0
2488,265.031357,36.773066,36.876549,83.389594,238.0,338.0,0.7
2489,271.097963,22.952725,22.956475,0.0,235.0,224.0,0.4
2490,276.624597,9.197712,9.258479,0.0,75.0,117.0,0.2
2503,84.328154,12.10293,12.160726,0.0,0.0,35.0,0.1
2504,89.852852,25.899255,25.899337,0.0,47.0,150.0,0.1
2505,96.078317,39.723747,39.882613,82.737661,172.0,280.0,0.2
2506,104.457069,53.355279,54.233955,79.4793,283.0,388.0,0.2
2507,119.093623,66.265653,68.982829,77.932333,328.0,469.0,0.2
2508,155.065293,76.066388,84.028877,77.321155,366.0,520.0,0.2
2509,215.842113,74.591882,80.8328,77.406424,341.0,583.0,0.2
2510,245.058142,63.679194,65.841518,78.216664,363.0,488.0,0.2
2511,257.735653,50.536271,51.183851,80.08036,250.0,453.0,0.3
2512,265.47538,36.845341,36.9312,83.990218,208.0,356.0,0.3
2513,271.484652,23.021918,23.028839,0.0,64.0,317.0,0.4
2514,276.983839,9.272583,9.340706,0.0,8.0,123.0,0.5
2527,84.010002,12.28519,12.350576,0.0,1.0,35.0,0.9
2528,89.504213,26.077944,26.078774,0.0,29.0,123.0,0.9
2529,95.673689,39.906734,40.045268,83.258302,63.0,224.0,0.9
2530,103.95493,53.556807,54.373346,79.902738,119.0,316.0,0.9
2531,118.446878,66.516337,69.092405,78.307225,294.0,407.0,0.9
2532,154.695731,76.415849,84.103389,77.677435,182.0,369.0,0.9
2533,216.775731,74.855052,80.795737,77.767757,147.0,471.0,0.9
2534,245.812254,63.814878,65.840512,78.608598,13.0,561.0,0.9
2535,258.285386,50.6241,51.214272,80.539505,366.0,346.0,0.9
2536,265.916357,36.916496,36.986443,84.58517,174.0,316.0,0.8
2537,271.868364,23.090725,23.101707,0.0,173.0,219.0,0.7
2538,277.340076,9.347598,9.423478,0.0,38.0,135.0,0.7
2551,83.693462,12.464617,12.538127,0.0,3.0,38.0,0.0
2552,89.156792,26.253317,26.255799,0.0,133.0,143.0,0.0
2553,95.269545,40.0858,40.205375,83.772531,279.0,249.0,0.0
2554,103.451186,53.753588,54.510267,80.321917,351.0,330.0,0.0
2555,117.790611,66.761389,69.199726,78.678856,495.0,386.0,0.0
2556,154.305473,76.76152,84.175935,78.030857,519.0,415.0,0.0
2557,217.729851,75.11291,80.760267,78.126375,539.0,417.0,0.1
2558,246.566167,63.946592,65.840722,78.997502,532.0,405.0,0.1
2559,258.832056,50.709764,51.24554,80.994968,478.0,370.0,0.2
2560,266.354135,36.986591,37.042375,85.1741,397.0,315.0,0.1
2561,272.248977,23.159188,23.17514,0.0,272.0,227.0,0.1
2562,277.693198,9.422784,9.506794,0.0,91.0,119.0,0.0
2575,83.378609,12.641122,12.72328,0.0,36.0,36.0,0.7
2576,88.810693,26.425296,26.430248,0.0,330.0,105.0,0.4
2577,94.866033,40.26087,40.362955,84.280181,512.0,178.0,0.2
2578,102.946058,53.945537,54.644627,80.736866,552.0,265.0,0.2
2579,117.125015,67.000667,69.304595,79.047139,664.0,243.0,0.2
2580,153.893121,77.10324,84.246426,78.381353,754.0,238.0,0.3
2581,218.704406,75.365351,80.726388,78.482072,475.0,309.0,0.2
2582,247.319421,64.074395,65.842167,79.38326,658.0,303.0,0.2
2583,259.375434,50.793334,51.277747,81.446431,648.0,253.0,0.2
2584,266.788563,37.055682,37.099001,85.756926,557.0,210.0,0.2
2585,272.626372,23.22735,23.2492,0.0,457.0,175.0,0.2
2586,278.043096,9.498164,9.590779,0.0,147.0,122.0,0.2
2599,83.065522,12.81462,12.905881,0.0,0.0,37.0,1.0
2600,88.466021,26.593805,26.602011,0.0,17.0,131.0,0.9
2601,94.463303,40.431872,40.517792,84.781341,57.0,220.0,0.9
2602,102.439773,54.132574,54.776434,81.147509,87.0,296.0,0.9
2603,116.450319,67.234036,69.407186,79.412068,111.0,486.0,0.9
2604,153.457193,77.440842,84.314818,78.728759,253.0,561.0,0.9
2605,219.699274,75.612274,80.694253,78.834787,465.0,438.0,0.8
2606,248.071559,64.198349,65.844838,79.765767,407.0,427.0,0.6
2607,259.915292,50.874881,51.310886,81.893877,221.0,341.0,0.5
2608,267.219493,37.123827,37.15634,86.333106,87.0,389.0,0.6
2609,273.000428,23.295252,23.323795,0.0,58.0,200.0,0.8
2610,278.389662,9.573763,9.675363,0.0,42.0,112.0,0.9
2623,82.754277,12.98503,13.085953,0.0,20.0,39.0,0.6
2624,88.122883,26.758773,26.771127,0.0,297.0,111.0,0.4
2625,94.06151,40.598741,40.669953,85.275868,299.0,191.0,0.3
2626,101.932572,54.314626,54.905535,81.553751,265.0,323.0,0.4
2627,115.76679,67.461365,69.507225,79.773482,513.0,339.0,0.5
2628,152.996114,77.774154,84.381132,79.073104,325.0,410.0,0.7
2629,220.714274,75.853585,80.66382,79.184391,253.0,478.0,0.7
2630,248.822119,64.318522,65.848838,80.144893,185.0,461.0,0.8
2631,260.451405,50.954479,51.344996,82.336927,115.0,384.0,0.9
2632,267.646777,37.191083,37.214363,86.902665,75.0,414.0,0.9
2633,273.371028,23.362933,23.399071,0.0,46.0,149.0,0.9
2634,278.732789,9.6496,9.760604,0.0,14.0,90.0,0.9
2646,76.949804,0.0214,0.021938,0.0,0.0,0.0,0.9
2647,82.444957,13.152273,13.263398,0.0,1.0,50.0,0.9
2648,87.781389,26.920132,26.937482,0.0,15.0,122.0,0.9
2649,93.660813,40.761414,40.819329,85.76376,38.0,204.0,0.9
2650,101.424708,54.491623,55.032017,81.955527,45.0,249.0,0.9
2651,115.074734,67.682529,69.604863,80.131362,34.0,285.0,0.9
2652,152.508217,78.103002,84.445224,79.414203,101.0,668.0,0.9
2653,221.749166,76.089194,80.635081,79.530833,179.0,440.0,0.9
2654,249.570641,64.434988,65.854186,80.520458,81.0,298.0,0.9
2655,260.983552,51.032201,51.380071,82.775636,4.0,404.0,0.9
2656,268.070271,37.257507,37.273168,87.465074,105.0,284.0,0.9
2657,273.738054,23.430431,23.474958,0.0,5.0,141.0,1.0
2658,279.072372,9.725695,9.84648,0.0,19.0,80.0,1.0
2670,76.658016,0.168633,0.173299,0.0,0.0,0.0,0.9
2671,82.137643,13.316273,13.438067,0.0,2.0,37.0,0.9
2672,87.441652,27.077817,27.100961,0.0,4.0,80.0,1.0
2673,93.261378,40.919831,40.965785,86.245044,55.0,210.0,1.0
2674,100.916441,54.663502,55.155659,82.352792,58.0,162.0,1.0
2675,114.3745,67.897412,69.699902,80.485559,9.0,315.0,0.9
2676,151.991736,78.427204,84.507162,79.75206,65.0,440.0,0.9
2677,222.80364,76.31902,80.608149,79.874014,26.0,309.0,0.9
2678,250.316666,64.547822,65.860904,80.892341,12.0,338.0,1.0
2679,261.511515,51.108123,51.416157,83.209615,63.0,140.0,1.0
2680,268.489831,37.323155,37.332771,88.020275,4.0,166.0,1.0
2681,274.101392,23.497784,23.551571,0.0,28.0,169.0,1.0
2682,279.408305,9.802067,9.933066,0.0,17.0,61.0,1.0
2694,76.368534,0.315347,0.324498,0.0,0.0,0.0,0.8
2695,81.832419,13.476957,13.609927,0.0,4.0,40.0,0.8
2696,87.103786,27.231766,27.261576,0.0,26.0,104.0,0.9
2697,92.863371,41.07394,41.109382,86.719576,39.0,195.0,0.9
2698,100.408043,54.830206,55.276533,82.745423,15.0,197.0,0.9
2699,113.666474,68.105903,69.792415,80.836104,125.0,288.0,0.9
2700,151.444808,78.746572,84.566908,80.086477,244.0,372.0,0.9
2701,223.877319,76.542986,80.583072,80.21377,29.0,373.0,0.9
2702,251.059738,64.657107,65.86896,81.260545,0.0,397.0,1.0
2703,262.035079,51.18232,51.453321,83.638865,6.0,393.0,1.0
2704,268.905315,37.388082,37.393144,88.568024,9.0,293.0,1.0
2705,274.460926,23.565027,23.628819,0.0,1.0,138.0,1.0
2706,279.740484,9.878731,10.020293,0.0,1.0,70.0,1.0
2718,76.081421,0.461248,0.475188,0.0,0.0,0.0,0.9
2719,81.529369,13.634254,13.778915,0.0,0.0,36.0,0.9
2720,86.767909,27.381921,27.41921,0.0,2.0,100.0,1.0
2721,92.466965,41.22369,41.250061,87.187469,20.0,160.0,1.0
2722,99.899797,54.991683,55.394543,83.133456,52.0,257.0,1.0
2723,112.951089,68.307898,69.882277,81.182795,77.0,292.0,0.9
2724,150.865464,79.060915,84.624361,80.417472,245.0,439.0,0.9
2725,224.969748,76.761026,80.559795,80.550001,193.0,404.0,0.9
2726,251.799402,64.762928,65.878481,81.624765,435.0,378.0,0.8
2727,262.554032,51.254868,51.491484,84.063133,113.0,381.0,0.8
2728,269.316584,37.452344,37.454294,89.107895,77.0,245.0,0.8
2729,274.816543,23.632195,23.706737,0.0,32.0,183.0,0.9
2730,280.068808,9.955701,10.108263,0.0,14.0,172.0,0.9
2742,75.796742,0.60606,0.625196,0.0,0.0,0.0,1.0
2743,81.228581,13.788099,13.944953,0.0,0.0,41.0,1.0
2744,86.43414,27.528229,27.573794,0.0,21.0,151.0,0.9
2745,92.072335,41.369037,41.387594,87.648652,50.0,237.0,0.9
2746,99.391994,55.147887,55.509645,83.516748,80.0,195.0,0.9
2747,112.228815,68.503302,69.969507,81.525664,144.0,306.0,0.9
2748,150.251635,79.370031,84.679495,80.744917,56.0,418.0,0.9
2749,226.080397,76.97308,80.538384,80.882674,21.0,530.0,0.9
2750,252.535208,64.865375,65.889434,81.985,1.0,325.0,1.0
2751,263.068165,51.325843,51.53073,84.482332,1.0,342.0,1.0
2752,269.7235,37.515993,37.516327,89.63985,4.0,149.0,1.0
2753,275.168132,23.69932,23.785341,0.0,26.0,124.0,1.0
2754,280.393174,10.03299,10.196858,0.0,2.0,87.0,1.0
2766,75.514559,0.749527,0.774113,0.0,0.0,0.0,1.0
2767,80.930141,13.938428,14.107903,0.0,0.0,52.0,1.0
2768,86.102599,27.67064,27.725209,0.0,2.0,116.0,1.0
2769,91.67966,41.50994,41.522162,88.103081,16.0,197.0,1.0
2770,98.884934,55.29878,55.621809,83.895353,3.0,261.0,1.0
2771,111.50017,68.692031,70.053976,81.864508,13.0,345.0,1.0
2772,149.601148,79.673715,84.732317,81.068706,2.0,512.0,1.0
2773,227.208655,77.179097,80.518831,81.211621,0.0,403.0,1.0
2774,253.266709,64.964539,65.90179,82.341129,6.0,320.0,1.0
2775,263.577273,51.395321,51.571124,84.896242,5.0,293.0,1.0
2776,270.125925,37.579083,37.57917,0.0,5.0,288.0,1.0
2777,275.515581,23.766434,23.864637,0.0,3.0,176.0,1.0
2778,280.713483,10.110608,10.28618,0.0,1.0,92.0,1.0
2790,75.234939,0.891406,0.921821,0.0,0.0,0.0,1.0
2791,80.634141,14.08518,14.267754,0.0,0.0,36.0,1.0
2792,85.773409,27.809105,27.87354,0.0,1.0,126.0,1.0
2793,91.289122,41.646362,41.653579,88.550781,4.0,185.0,1.0
2794,98.378927,55.444328,55.731003,84.269053,4.0,240.0,1.0
2795,110.76571,68.874005,70.135811,82.199417,1.0,360.0,1.0
2796,148.911729,79.971752,84.782788,81.388749,26.0,374.0,1.0
2797,228.353826,77.379037,80.501263,81.536749,55.0,377.0,1.0
2798,253.993463,65.060518,65.915675,82.692905,1.0,368.0,0.9
2799,264.081156,51.46338,51.612554,85.304683,62.0,487.0,0.9
2800,270.523727,37.641664,37.642804,0.0,126.0,281.0,0.9
2801,275.858781,23.833565,23.944662,0.0,25.0,208.0,0.9
2802,281.029635,10.188563,10.376156,0.0,6.0,151.0,0.9
2814,74.957948,1.031473,1.068084,0.0,0.0,0.0,0.9
2815,80.340669,14.2283,14.424424,0.0,9.0,44.0,0.9
2816,85.446695,27.943582,28.018638,0.0,96.0,105.0,0.8
2817,90.900907,41.778274,41.781785,88.991784,112.0,374.0,0.8
2818,97.874288,55.584505,55.837165,84.637916,113.0,322.0,0.8
2819,110.026034,69.049158,70.214849,82.530197,85.0,438.0,0.9
2820,148.181012,80.263919,84.830868,81.704955,181.0,216.0,0.9
2821,229.515128,77.572868,80.485548,81.857996,219.0,391.0,0.9
2822,254.715035,65.15341,65.930983,83.040381,339.0,287.0,0.8
2823,264.579613,51.530094,51.655084,85.707581,252.0,226.0,0.8
2824,270.916772,37.703788,37.707315,0.0,122.0,296.0,0.8
2825,276.197624,23.900743,24.025375,0.0,89.0,239.0,0.9
2826,281.341532,10.266862,10.466862,0.0,80.0,90.0,0.9
2838,74.683656,1.169518,1.212602,0.0,0.0,0.0,0.7
2839,80.049819,14.367733,14.577843,0.0,0.0,50.0,0.7
2840,85.122584,28.074033,28.160431,0.0,15.0,162.0,0.8
2841,90.515203,41.905647,41.906788,89.425951,91.0,310.0,0.9
2842,97.371342,55.719291,55.940245,85.001846,103.0,389.0,0.9
2843,109.281783,69.217432,70.291083,82.856867,111.0,608.0,0.9
2844,147.406539,80.549986,84.876573,82.017291,136.0,494.0,0.9
2845,230.691695,77.760571,80.471824,82.175275,60.0,609.0,0.9
2846,255.430995,65.243318,65.947865,83.383256,50.0,479.0,0.9
2847,265.072451,51.595539,51.698763,86.104698,103.0,530.0,0.9
2848,271.304929,37.765502,37.772685,0.0,78.0,422.0,0.8
2849,276.532002,23.967992,24.106789,0.0,21.0,252.0,0.7
2850,281.649078,10.345508,10.55826,0.0,8.0,126.0,0.7
2862,74.412131,1.305345,1.355195,0.0,0.0,0.0,0.9
2863,79.761684,14.503429,14.727982,0.0,0.0,49.0,0.9
2864,84.801204,28.200422,28.298872,0.0,16.0,152.0,0.9
2865,90.1322,42.028461,42.028565,89.853316,25.0,257.0,0.9
2866,96.870419,55.848671,56.040272,85.360705,43.0,337.0,0.9
2867,108.533636,69.378778,70.364494,83.179224,208.0,383.0,0.9
2868,146.58578,80.829712,84.919805,82.325664,71.0,419.0,0.9
2869,231.88257,77.942134,80.460083,82.488474,105.0,425.0,0.9
2870,256.14092,65.330345,65.966186,83.721592,69.0,419.0,0.9
2871,265.559479,51.659791,51.74354,86.49595,40.0,531.0,0.9
2872,271.68807,37.826855,37.838883,0.0,31.0,250.0,0.9
2873,276.86181,24.035336,24.188909,0.0,0.0,180.0,1.0
2874,281.952176,10.424504,10.650288,0.0,1.0,95.0,1.0
2886,74.143443,1.438775,1.49568,0.0,0.0,0.0,0.8
2887,79.476358,14.635343,14.874698,0.0,0.0,40.0,1.0
2888,84.482683,28.322717,28.433965,0.0,7.0,165.0,1.0
2889,89.752092,42.146697,42.146968,0.0,51.0,285.0,0.9
2890,96.371855,55.972639,56.137086,85.714542,55.0,390.0,0.9
2891,107.78231,69.533162,70.435133,83.497309,65.0,624.0,0.9
2892,145.716141,81.10285,84.960636,82.629923,302.0,527.0,0.8
2893,233.086709,78.117561,80.450273,82.797429,285.0,576.0,0.3
2894,256.844393,65.414597,65.986074,84.055139,62.0,685.0,0.5
2895,266.040508,51.722924,51.789498,86.881107,195.0,511.0,0.9
2896,272.066067,37.887892,37.905926,0.0,70.0,393.0,0.5
2897,277.186944,24.102797,24.271719,0.0,15.0,249.0,0.9
2898,282.250735,10.503849,10.742999,0.0,3.0,125.0,0.9
2910,73.877664,1.569641,1.633867,0.0,0.0,1.0,0.9
2911,79.193936,14.76343,15.018031,0.0,14.0,47.0,0.9
2912,84.167154,28.440891,28.565632,0.0,0.0,85.0,0.9
2913,89.375073,42.260345,42.262011,0.0,26.0,222.0,1.0
2914,95.875994,56.091195,56.230841,86.063289,76.0,267.0,1.0
2915,107.028559,69.680557,70.50283,83.810962,66.0,400.0,0.9
2916,144.79499,81.369141,84.999019,82.930025,11.0,361.0,1.0
2917,234.302984,78.286864,80.442456,83.102094,21.0,589.0,0.9
2918,257.541008,65.496183,66.007448,84.383835,1.0,299.0,0.9
2919,266.515354,51.785011,51.836542,87.26016,161.0,302.0,1.0
2920,272.438796,37.948657,37.973829,0.0,89.0,210.0,0.9
2921,277.507301,24.170397,24.355204,0.0,14.0,194.0,0.9
2922,282.54466,10.583541,10.836327,0.0,21.0,110.0,1.0
2934,73.614866,1.697787,1.769635,0.0,0.0,0.0,1.0
2935,78.914516,14.887651,15.157779,0.0,0.0,46.0,1.0
2936,83.854746,28.554921,28.693773,0.0,2.0,95.0,1.0
2937,89.001339,42.369396,42.373743,0.0,3.0,152.0,1.0
2938,95.383179,56.204344,56.321342,86.406853,3.0,233.0,1.0
2939,106.273169,69.820948,70.567689,84.120224,2.0,289.0,1.0
2940,143.819684,81.628318,85.034968,83.225933,1.0,285.0,1.0
2941,235.530179,78.450072,80.436645,83.402369,10.0,340.0,1.0
2942,258.230363,65.575212,66.030359,84.707549,39.0,296.0,1.0
2943,266.983836,51.846125,51.884675,87.632877,8.0,318.0,1.0
2944,272.806131,38.009193,38.042562,0.0,6.0,278.0,1.0
2945,277.822778,24.238151,24.439295,0.0,11.0,162.0,1.0
2946,282.83386,10.663577,10.930303,0.0,1.0,90.0,1.0
2958,73.355123,1.823073,1.90273,0.0,0.0,0.0,1.0
2959,78.638194,15.00797,15.294021,0.0,0.0,41.0,0.9
2960,83.545594,28.664786,28.818361,0.0,2.0,170.0,1.0
2961,88.631088,42.473848,42.482014,0.0,149.0,256.0,1.0
2962,94.893762,56.312098,56.408583,86.745224,66.0,316.0,0.9
2963,105.516959,69.954334,70.629632,84.424886,0.0,270.0,0.9
2964,142.787602,81.880105,85.06839,83.517507,131.0,519.0,1.0
2965,236.766998,78.607221,80.432827,83.698192,241.0,572.0,0.9
2966,258.912067,65.651796,66.054803,85.026161,137.0,476.0,0.9
2967,267.445776,51.906336,51.933972,87.999182,70.0,488.0,0.9
2968,273.167952,38.069539,38.11206,0.0,30.0,283.0,0.9
2969,278.133276,24.306076,24.524078,0.0,182.0,262.0,0.9
2970,283.118246,10.743948,11.024861,0.0,87.0,112.0,0.9
2982,73.098509,1.945368,2.033143,0.0,0.0,1.0,1.0
2983,78.365069,15.124354,15.42668,0.0,0.0,42.0,1.0
2984,83.239831,28.770473,28.939421,0.0,1.0,108.0,1.0
2985,88.26452,42.573702,42.586793,0.0,18.0,208.0,1.0
2986,94.408094,56.414478,56.492638,87.078326,44.0,299.0,1.0
2987,104.760775,70.080722,70.688723,84.724974,99.0,404.0,0.9
2988,141.696189,82.124217,85.099342,83.804631,38.0,440.0,0.9
2989,238.012065,78.758365,80.431027,83.98941,35.0,326.0,0.9
2990,259.585738,65.726046,66.080727,85.339605,155.0,524.0,0.9
2991,267.901001,51.965716,51.984391,88.358848,100.0,555.0,0.9
2992,273.524139,38.129735,38.182418,0.0,133.0,309.0,0.9
2993,278.438696,24.374187,24.609479,0.0,94.0,209.0,0.8
2994,283.397728,10.824647,11.120039,0.0,62.0,113.0,0.8
3006,72.8451,2.064554,2.160563,0.0,0.0,0.0,0.9
3007,78.09524,15.236775,15.555663,0.0,0.0,55.0,0.9
3008,82.93759,28.871968,29.056849,0.0,1.0,158.0,0.9
3009,87.901832,42.668966,42.688131,0.0,10.0,261.0,0.9
3010,93.92653,56.511509,56.573467,87.406005,25.0,354.0,0.9
3011,104.005485,70.200136,70.744828,85.020397,196.0,420.0,0.9
3012,140.543008,82.36036,85.127794,84.087285,145.0,450.0,0.9
3013,239.263934,78.903567,80.431184,84.275909,217.0,565.0,0.9
3014,260.251,65.798074,66.108178,85.647758,51.0,466.0,0.9
3015,268.349339,52.024331,52.035881,88.71187,83.0,438.0,0.9
3016,273.874573,38.189817,38.253569,0.0,122.0,356.0,0.9
3017,278.73894,24.442493,24.695509,0.0,54.0,276.0,0.8
3018,283.672222,10.905661,11.215714,0.0,10.0,124.0,0.8
3030,72.594972,2.180522,2.285036,0.0,0.0,1.0,0.7
3031,77.828807,15.345207,15.680894,0.0,0.0,56.0,0.9
3032,82.639008,28.969264,29.170616,0.0,1.0,168.0,0.9
3033,87.543225,42.75965,42.785909,0.0,5.0,305.0,1.0
3034,93.449425,56.603222,56.650935,87.728381,97.0,435.0,0.9
3035,103.251984,70.312607,70.798028,85.311067,54.0,629.0,0.9
3036,139.325805,82.588235,85.153803,84.365358,221.0,557.0,0.9
3037,240.521087,79.042907,80.433362,84.557696,191.0,556.0,0.7
3038,260.907489,65.867992,66.137181,85.950435,112.0,524.0,0.5
3039,268.790622,52.082249,52.088435,89.0581,143.0,588.0,0.9
3040,274.219137,38.24982,38.325403,0.0,114.0,397.0,0.7
3041,279.033912,24.511004,24.782071,0.0,94.0,279.0,0.5
3042,283.94164,10.986977,11.311991,0.0,11.0,137.0,0.3
3054,72.348201,2.293173,2.406363,0.0,0.0,1.0,0.9
3055,77.565871,15.449628,15.802374,0.0,1.0,55.0,0.9
3056,82.344218,29.062357,29.280687,0.0,29.0,218.0,0.9
3057,87.188899,42.845772,42.880143,0.0,102.0,207.0,0.9
3058,92.977135,56.689656,56.72513,88.045234,7.0,251.0,1.0
3059,102.501178,70.41818,70.848242,85.596891,72.0,317.0,1.0
3060,138.042582,82.807536,85.177267,84.63881,79.0,383.0,0.9
3061,241.781949,79.176475,80.437512,84.834605,171.0,433.0,0.9
3062,261.554849,65.935915,66.167632,86.247693,162.0,334.0,0.9
3063,269.224687,52.139535,52.142103,89.397316,181.0,325.0,0.9
3064,274.557717,38.309775,38.398094,0.0,254.0,274.0,0.9
3065,279.323518,24.579727,24.869195,0.0,78.0,277.0,0.9
3066,284.205899,11.06858,11.408723,0.0,68.0,121.0,0.9
3078,72.104866,2.402417,2.524412,0.0,0.0,1.0,0.9
3079,77.306531,15.55002,15.920094,0.0,0.0,57.0,0.9
3080,82.053356,29.151248,29.387063,0.0,11.0,167.0,0.9
3081,86.839053,42.927351,42.970832,0.0,36.0,281.0,0.9
3082,92.510014,56.770857,56.796072,88.35662,47.0,371.0,0.9
3083,101.75399,70.516913,70.89555,85.877837,180.0,491.0,0.9
3084,136.691679,83.017956,85.198258,84.907489,87.0,463.0,0.9
3085,243.044888,79.304375,80.44365,85.10659,91.0,585.0,0.9
3086,262.192734,66.001953,66.199555,86.539283,50.0,457.0,0.9
3087,269.651371,52.196251,52.196786,89.729518,35.0,416.0,0.9
3088,274.890201,38.369712,38.471414,0.0,38.0,378.0,0.9
3089,279.607664,24.648667,24.956861,0.0,68.0,250.0,0.9
3090,284.464917,11.150451,11.505898,0.0,2.0,128.0,0.9
3102,71.865045,2.508176,2.639101,0.0,0.0,1.0,1.0
3103,77.050889,15.646368,16.033904,0.0,12.0,50.0,1.0
3104,81.766558,29.235941,29.489605,0.0,4.0,82.0,0.9
3105,86.493885,43.004413,43.057985,0.0,4.0,193.0,1.0
3106,92.048416,56.846874,56.863641,88.662448,1.0,160.0,1.0
3107,101.011351,70.608875,70.939924,86.153811,12.0,158.0,1.0
3108,135.271875,83.219185,85.216786,85.171408,126.0,364.0,1.0
3109,244.308229,79.426724,80.451717,85.373477,5.0,279.0,0.9
3110,262.820805,66.066218,66.232998,86.825145,8.0,165.0,1.0
3111,270.070518,52.252459,52.25248,0.0,8.0,129.0,1.0
3112,275.216476,38.42966,38.545492,0.0,5.0,181.0,1.0
3113,279.886259,24.717825,25.045022,0.0,68.0,89.0,1.0
3114,284.718614,11.23257,11.603505,0.0,2.0,68.0,1.0
3126,71.628816,2.610376,2.750355,0.0,0.0,1.0,1.0
3127,76.799046,15.738661,16.143856,0.0,1.0,58.0,1.0
3128,81.483957,29.316444,29.58844,0.0,0.0,152.0,0.9
3129,86.153593,43.076989,43.141443,0.0,48.0,239.0,0.9
3130,91.592691,56.917765,56.927905,88.962702,158.0,403.0,0.9
3131,100.274197,70.694145,70.981279,86.424781,140.0,353.0,0.9
3132,133.78249,83.410917,85.232802,85.430354,132.0,603.0,0.9
3133,245.570256,79.543652,80.461779,85.635273,112.0,506.0,0.9
3134,263.438735,66.128823,66.267858,87.105215,163.0,561.0,0.9
3135,270.481971,52.308217,52.309187,0.0,121.0,368.0,0.9
3136,275.536433,38.489643,38.620225,0.0,55.0,424.0,0.9
3137,280.159213,24.787201,25.13358,0.0,4.0,223.0,0.9
3138,284.966911,11.314914,11.701451,0.0,11.0,120.0,0.9
3150,71.396261,2.708953,2.858095,0.0,0.0,1.0,0.9
3151,76.551105,15.826892,16.249903,0.0,4.0,55.0,0.9
3152,81.205689,29.392769,29.683401,0.0,80.0,192.0,0.9
3153,85.818373,43.145111,43.221294,0.0,89.0,261.0,0.9
3154,91.143188,56.983592,56.988804,89.257226,90.0,314.0,0.9
3155,99.543464,70.772816,71.01975,86.690588,98.0,273.0,0.9
3156,132.223496,83.592854,85.246369,85.684391,163.0,422.0,0.9
3157,246.829228,79.6553,80.473796,85.891871,513.0,386.0,0.9
3158,264.046204,66.189875,66.304135,87.379365,115.0,576.0,0.5
3159,270.885579,52.363582,52.366889,0.0,227.0,337.0,0.9
3160,275.849965,38.549685,38.69558,0.0,84.0,350.0,0.9
3161,280.426438,24.856792,25.222616,0.0,127.0,163.0,0.9
3162,285.20973,11.397457,11.79978,0.0,34.0,120.0,0.9
3174,71.167458,2.803851,2.962173,0.0,0.0,1.0,0.9
3175,76.307166,15.911057,16.351968,0.0,2.0,61.0,0.9
3176,80.931887,29.464931,29.774562,0.0,14.0,192.0,0.9
3177,85.488421,43.208819,43.297539,0.0,189.0,299.0,0.9
3178,90.70025,57.044423,57.046389,89.546064,288.0,403.0,0.7
3179,98.820086,70.844991,71.05525,86.951259,416.0,445.0,0.5
3180,130.595637,83.764708,85.257499,85.933365,337.0,480.0,0.3
3181,248.083384,79.761822,80.487711,86.143157,174.0,493.0,0.5
3182,264.642903,66.249483,66.341797,87.64754,201.0,556.0,0.7
3183,271.281192,52.418607,52.425556,0.0,88.0,356.0,0.9
3184,276.156965,38.609804,38.771525,0.0,99.0,385.0,0.9
3185,280.687846,24.926593,25.311977,0.0,61.0,293.0,0.9
3186,285.446997,11.480174,11.898364,0.0,8.0,123.0,0.9
3198,70.942489,2.895019,3.062574,0.0,0.0,1.0,0.9
3199,76.06733,15.991155,16.450041,0.0,19.0,71.0,0.8
