Hoy,Azimuth,Altitude,Hor_Angle,Ver_Angle,I_direct,I_diffuse,sky_cover
4723,292.488474,1.798487,1.946375,0.0,22.0,50.0,0.7
4734,67.634495,1.879917,2.032721,0.0,1.0,0.0,0.2
4735,72.75161,14.658641,15.31718,0.0,143.0,43.0,0.2
4736,77.130377,28.002436,28.610977,0.0,364.0,117.0,0.2
4737,81.095963,41.589552,41.934672,0.0,382.0,179.0,0.3
4738,84.984174,55.328637,55.431405,0.0,477.0,198.0,0.4
4739,89.50949,69.154138,69.154838,0.0,369.0,358.0,0.5
4740,99.928218,82.960036,83.06444,88.78027,581.0,351.0,0.7
4741,260.213253,82.851049,82.954042,88.778654,334.0,418.0,0.7
4742,270.476581,69.042192,69.042853,0.0,503.0,272.0,0.8
4743,274.985309,55.214279,55.315934,0.0,150.0,304.0,0.9
4744,278.8697,41.471728,41.814007,0.0,231.0,290.0,0.9
4745,282.831236,27.879239,28.482392,0.0,77.0,171.0,0.9
4746,287.208642,14.529376,15.179493,0.0,64.0,132.0,0.9
4747,292.325345,1.752795,1.894711,0.0,18.0,45.0,0.9
4758,67.784525,1.800255,1.944486,0.0,0.0,0.0,0.9
4759,72.913634,14.585118,15.227957,0.0,11.0,40.0,0.9
4760,77.313356,27.939331,28.52954,0.0,37.0,137.0,0.9
4761,81.316663,41.535389,41.863495,0.0,128.0,184.0,0.9
4762,85.278554,55.281666,55.372786,0.0,88.0,254.0,0.9
4763,89.983487,69.111055,69.111035,0.0,94.0,371.0,0.9
4764,101.26499,82.901891,83.037291,88.60653,288.0,444.0,0.9
4765,258.822673,82.829061,82.963715,88.602903,341.0,370.0,0.9
4766,269.987942,69.035435,69.035464,89.995398,365.0,293.0,0.8
4767,274.678824,55.203345,55.29293,0.0,108.0,460.0,0.8
4768,278.636898,41.453158,41.777618,0.0,151.0,239.0,0.8
4769,282.635105,27.851036,28.435198,0.0,55.0,210.0,0.9
4770,287.031675,14.489667,15.124436,0.0,45.0,135.0,0.9
4771,292.157584,1.703276,1.838978,0.0,10.0,49.0,0.9
4782,67.940794,1.720358,1.856125,0.0,0.0,0.0,0.9
4783,73.082021,14.511499,15.1384,0.0,3.0,46.0,0.9
4784,77.50319,27.876409,28.44801,0.0,37.0,103.0,0.9
4785,81.545287,41.481566,41.792454,0.0,52.0,151.0,0.9
4786,85.583065,55.235001,55.314814,0.0,213.0,241.0,0.9
4787,90.472822,69.067795,69.068443,89.819158,93.0,428.0,0.9
4788,102.629535,82.840407,83.011902,88.426759,288.0,474.0,0.9
4789,257.40028,82.799367,82.970995,88.421365,334.0,386.0,0.9
4790,269.484243,69.024333,69.025115,89.802292,74.0,485.0,0.8
4791,274.362961,55.18859,55.26649,0.0,242.0,368.0,0.8
4792,278.397133,41.430847,41.737454,0.0,269.0,339.0,0.8
4793,282.433267,27.819009,28.383972,0.0,238.0,242.0,0.9
4794,286.84972,14.445963,15.065116,0.0,86.0,102.0,0.9
4795,291.985268,1.649938,1.779258,0.0,11.0,45.0,0.9
4806,68.103262,1.640301,1.767776,0.0,0.0,0.0,0.7
4807,73.256718,14.437836,15.048574,0.0,86.0,38.0,0.6
4808,77.699813,27.813705,28.366395,0.0,398.0,91.0,0.6
4809,81.78175,41.428092,41.721711,0.0,354.0,213.0,0.5
4810,85.897586,55.188622,55.257489,0.0,547.0,199.0,0.6
4811,90.977261,69.024275,69.027074,89.62539,556.0,182.0,0.6
4812,104.019536,82.775307,82.988324,88.241011,133.0,350.0,0.7
4813,255.950816,82.761613,82.975938,88.233976,199.0,375.0,0.7
4814,268.965974,69.008717,69.011816,89.603259,12.0,145.0,0.8
4815,274.037941,55.169908,55.236629,0.0,66.0,252.0,0.9
4816,278.150548,41.404723,41.69348,0.0,293.0,313.0,0.8
4817,282.225832,27.783107,28.328674,0.0,218.0,234.0,0.7
4818,286.662867,14.398231,15.001447,0.0,243.0,127.0,0.7
4819,291.808478,1.592796,1.715511,0.0,42.0,40.0,0.7
4830,68.271884,1.560158,1.679446,0.0,1.0,0.0,0.2
4831,73.43767,14.364177,14.958589,0.0,191.0,39.0,0.2
4832,77.903155,27.751248,28.284802,0.0,529.0,83.0,0.2
4833,82.025966,41.374976,41.65126,0.0,619.0,132.0,0.2
4834,86.221996,55.142503,55.20095,0.0,715.0,127.0,0.2
4835,91.496566,68.980407,68.986945,89.42501,774.0,139.0,0.2
4836,105.432572,82.706319,82.966598,88.04934,609.0,237.0,0.2
4837,254.479275,82.715473,82.97841,88.040958,559.0,265.0,0.4
4838,268.433655,68.988422,68.995568,89.398468,462.0,314.0,0.7
4839,273.703994,55.147196,55.203382,0.0,348.0,343.0,0.9
4840,277.897292,41.374714,41.645695,0.0,282.0,265.0,0.9
4841,282.012911,27.743281,28.269262,0.0,342.0,184.0,0.9
4842,286.471209,14.346444,14.933459,0.0,196.0,106.0,0.9
4843,291.62729,1.531868,1.647818,0.0,60.0,43.0,0.9
4854,68.446618,1.480002,1.591214,0.0,0.0,0.0,1.0
4855,73.62482,14.290569,14.868526,0.0,2.0,46.0,1.0
4856,78.113148,27.689066,28.203235,0.0,33.0,115.0,0.9
4857,82.277846,41.32222,41.581223,0.0,117.0,284.0,0.9
4858,86.556171,55.096616,55.145197,0.0,76.0,217.0,0.9
4859,92.030493,68.9361,68.948177,89.218201,109.0,244.0,0.9
4860,106.866125,82.633177,82.946796,87.85175,103.0,427.0,0.9
4861,252.990832,82.660651,82.978408,87.842248,174.0,522.0,0.9
4862,267.887835,68.963288,68.976349,89.187902,80.0,464.0,0.9
4863,273.361359,55.120353,55.166604,0.0,184.0,437.0,0.9
4864,277.637517,41.340753,41.594097,0.0,14.0,222.0,0.9
4865,281.794619,27.699487,28.205719,0.0,76.0,293.0,0.9
4866,286.274838,14.290574,14.861239,0.0,67.0,146.0,0.9
4867,291.441783,1.467182,1.576202,0.0,2.0,48.0,0.9
4878,68.627415,1.399901,1.503208,0.0,0.0,0.0,0.9
4879,73.818109,14.217056,14.778347,0.0,0.0,48.0,0.9
4880,78.329719,27.627185,28.121805,0.0,40.0,139.0,0.9
4881,82.5373,41.269828,41.511595,0.0,32.0,282.0,0.9
4882,86.899984,55.050928,55.090321,0.0,186.0,435.0,0.9
4883,92.578787,68.891256,68.910787,89.0049,112.0,600.0,0.9
4884,108.317595,82.555621,82.92889,87.648404,84.0,367.0,0.9
4885,251.490772,82.596886,82.975926,87.638012,56.0,482.0,0.9
4886,267.329089,68.933158,68.954063,88.971667,4.0,294.0,1.0
4887,273.010284,55.089282,55.126389,0.0,6.0,273.0,1.0
4888,277.371378,41.302774,41.538648,0.0,4.0,310.0,1.0
4889,281.571072,27.651683,28.13811,0.0,5.0,181.0,1.0
4890,286.073848,14.230601,14.784674,0.0,3.0,120.0,1.0
4891,291.252038,1.398772,1.500807,0.0,1.0,47.0,1.0
4902,68.814226,1.319924,1.415563,0.0,0.0,0.0,0.9
4903,74.017475,14.143682,14.688218,0.0,22.0,44.0,0.8
4904,78.552795,27.565627,28.040591,0.0,244.0,119.0,0.7
4905,82.804237,41.217798,41.442453,0.0,285.0,213.0,0.7
4906,87.253307,55.005403,55.036351,0.0,427.0,305.0,0.7
4907,93.14119,68.845777,68.874766,88.785289,179.0,301.0,0.7
4908,109.784314,82.473402,82.912999,87.439363,193.0,390.0,0.8
4909,249.984417,82.523952,82.970841,87.428241,210.0,538.0,0.8
4910,266.758019,68.89788,68.928689,88.749744,397.0,382.0,0.9
4911,272.651023,55.053888,55.082671,0.0,232.0,406.0,0.9
4912,277.099037,41.260715,41.479384,0.0,210.0,337.0,0.9
4913,281.342388,27.599829,28.066391,0.0,292.0,233.0,0.9
4914,285.868334,14.166504,14.703878,0.0,132.0,103.0,0.9
4915,291.058132,1.326677,1.421592,0.0,82.0,46.0,0.7
4926,69.006999,1.240138,1.328286,0.0,0.0,0.0,0.9
4927,74.222855,14.070486,14.598186,0.0,27.0,34.0,0.9
4928,78.7823,27.504413,27.959623,0.0,43.0,187.0,0.9
4929,83.078562,41.166124,41.373871,0.0,191.0,165.0,0.9
4930,87.616008,54.960001,54.983316,0.0,158.0,279.0,0.9
4931,93.717432,68.799559,68.840207,88.559368,323.0,198.0,0.8
4932,111.263564,82.386281,82.899117,87.224624,310.0,333.0,0.8
4933,248.477041,82.441662,82.963202,87.213043,644.0,273.0,0.6
4934,266.17525,68.857307,68.900224,88.522298,623.0,185.0,0.4
4935,272.283841,55.014081,55.035451,0.0,510.0,224.0,0.3
4936,276.820655,41.214518,41.416307,0.0,717.0,140.0,0.2
4937,281.108686,27.543891,27.990625,0.0,648.0,114.0,0.2
4938,285.65839,14.098267,14.618796,0.0,451.0,97.0,0.2
4939,290.860145,1.250947,1.338639,0.0,200.0,36.0,0.2
4950,69.20568,1.160606,1.24145,0.0,1.0,0.0,0.3
4951,74.434184,13.997505,14.508359,0.0,167.0,38.0,0.2
4952,79.018157,27.443559,27.878984,0.0,404.0,79.0,0.2
4953,83.36018,41.1148,41.30593,0.0,669.0,113.0,0.2
4954,87.987956,54.914681,54.931309,0.0,632.0,175.0,0.2
4955,94.307237,68.752493,68.807176,88.32726,661.0,236.0,0.2
4956,112.752592,82.294031,82.887288,87.004352,661.0,195.0,0.3
4957,246.973801,82.349868,82.953,86.992465,674.0,206.0,0.3
4958,265.581431,68.811299,68.868732,88.289369,729.0,211.0,0.3
4959,271.909008,54.969774,54.984708,0.0,762.0,181.0,0.3
4960,276.5364,41.164128,41.349335,0.0,289.0,340.0,0.5
4961,280.870087,27.483836,27.910743,0.0,78.0,160.0,0.7
4962,285.444114,14.025877,14.529441,0.0,101.0,104.0,0.9
4963,290.658155,1.171638,1.252154,0.0,6.0,36.0,0.9
4974,69.410213,1.081391,1.155179,0.0,0.0,0.0,0.9
4975,74.651395,13.924776,14.418696,0.0,7.0,42.0,0.9
4976,79.260287,27.38308,27.798701,0.0,56.0,111.0,0.9
4977,83.648995,41.063815,41.23858,0.0,17.0,139.0,0.9
4978,88.369014,54.869396,54.880308,0.0,51.0,285.0,0.9
4979,94.910317,68.704471,68.775649,88.089025,8.0,320.0,1.0
4980,114.248635,82.196438,82.87751,86.778549,211.0,370.0,1.0
4981,245.479662,82.248459,82.940112,86.766671,147.0,467.0,1.0
4982,264.977231,68.759721,68.834031,88.050996,0.0,397.0,0.9
4983,271.526801,54.920883,54.930442,0.0,35.0,178.0,1.0
4984,276.246441,41.109493,41.278583,0.0,99.0,261.0,1.0
4985,280.626714,27.419635,27.826804,0.0,29.0,324.0,0.9
4986,285.225601,13.949324,14.43593,0.0,27.0,94.0,0.9
4987,290.452242,1.088817,1.162031,0.0,2.0,33.0,0.9
4998,69.620539,1.002553,1.069484,0.0,0.0,0.0,1.0
4999,74.874421,13.852332,14.329289,0.0,1.0,32.0,1.0
5000,79.508611,27.322988,27.7188,0.0,4.0,72.0,1.0
5001,83.944909,41.013155,41.171937,0.0,89.0,158.0,1.0
5002,88.759045,54.824097,54.830439,0.0,22.0,352.0,1.0
5003,95.526376,68.655379,68.745713,87.844785,8.0,221.0,1.0
5004,115.748938,82.093303,82.869893,86.547325,12.0,396.0,1.0
5005,243.999327,82.137367,82.924642,86.535592,3.0,391.0,1.0
5006,264.363337,68.702445,68.796276,87.80722,35.0,366.0,1.0
5007,271.137504,54.86733,54.872666,0.0,1.0,208.0,1.0
5008,275.950948,41.050564,41.203972,0.0,11.0,324.0,1.0
5009,280.378689,27.351261,27.738795,0.0,85.0,152.0,1.0
5010,285.002948,13.868603,14.338174,0.0,15.0,102.0,1.0
5011,290.242484,1.002557,1.068538,0.0,0.0,40.0,1.0
5022,69.836597,0.924148,0.984489,0.0,0.0,0.0,0.9
5023,75.103189,13.780203,14.240283,0.0,7.0,40.0,0.9
5024,79.763047,27.263293,27.639416,0.0,187.0,142.0,0.8
5025,84.247821,40.962805,41.106038,0.0,222.0,230.0,0.8
5026,89.157909,54.778733,54.781666,0.0,205.0,357.0,0.8
5027,96.155108,68.6051,68.717365,87.594542,108.0,368.0,0.9
5028,117.250775,81.984443,82.864373,86.310735,152.0,347.0,0.9
5029,242.537189,82.016558,82.90646,86.299386,304.0,578.0,0.9
5030,263.740454,68.639352,68.755296,87.558196,146.0,294.0,0.8
5031,270.741405,54.809041,54.811311,0.0,631.0,299.0,0.8
5032,275.650097,40.987297,41.125499,0.0,539.0,197.0,0.6
5033,280.126138,27.278694,27.646773,0.0,537.0,140.0,0.4
5034,284.776252,13.78371,14.236246,0.0,250.0,118.0,0.3
5035,290.028959,0.912944,0.971691,0.0,32.0,46.0,0.4
5046,70.058327,0.846232,0.9002,0.0,0.0,0.0,0.9
5047,75.337628,13.708418,14.151624,0.0,84.0,35.0,0.7
5048,80.023511,27.204001,27.560519,0.0,416.0,97.0,0.5
5049,84.55763,40.912746,41.040913,0.0,365.0,182.0,0.3
5050,89.565461,54.733248,54.734048,0.0,428.0,249.0,0.5
5051,96.796195,68.553517,68.690637,87.338419,78.0,454.0,0.7
5052,118.751469,81.869691,82.861001,86.068947,123.0,623.0,0.9
5053,241.097276,81.886038,82.885619,86.058103,225.0,432.0,0.9
5054,263.109299,68.570329,68.711214,87.303966,173.0,271.0,0.9
5055,270.3388,54.745946,54.746422,0.0,214.0,525.0,0.9
5056,275.344064,40.919652,41.043234,0.0,208.0,235.0,0.9
5057,279.869185,27.201914,27.550747,0.0,358.0,244.0,0.9
5058,284.54561,13.694646,14.130216,0.0,108.0,127.0,0.9
