0.414634,0.585366
0.920732,0.079268
0.169207,0.830793
0.5625,0.4375
0.920224,0.079776
0.166667,0.833333
0.147358,0.852642
0.1875,0.8125
0.668699,0.331301
0.880081,0.119919
0.660569,0.339431
0.798272,0.201728
0.400915,0.599085
0.186992,0.813008
0.860772,0.139228
0.674797,0.325203
0.325711,0.674289
0.745935,0.254065
0.511179,0.488821
0.867378,0.132622
0.560467,0.439533
0.547256,0.452744
0.400407,0.599593
0.285569,0.714431
0.74187,0.25813
0.695122,0.304878
0.979675,0.020325
0.457825,0.542175
0.903455,0.096545
0.873984,0.126016
0.636687,0.363313
0.739837,0.260163
0.74187,0.25813
0.502541,0.497459
0.385163,0.614837
0.349593,0.650407
0.206809,0.793191
0.92124,0.07876
0.511179,0.488821
0.488821,0.511179
0.682927,0.317073
0.935976,0.064024
0.360772,0.639228
0.662093,0.337907
0.801321,0.198679
0.857724,0.142276
0.206809,0.793191
0.972053,0.027947
0.399898,0.600102
0.98374,0.01626
0.505589,0.494411
0.434959,0.565041
0.169207,0.830793
0.5625,0.4375
0.563516,0.436484
0.53252,0.46748
0.325711,0.674289
0.612805,0.387195
0.748476,0.251524
0.71748,0.28252
0.817581,0.182419
0.850102,0.149898
0.875508,0.124492
0.385671,0.614329
0.959858,0.040142
0.126016,0.873984
0.166667,0.833333
0.245427,0.754573
0.285061,0.714939
0.806911,0.193089
0.231199,0.768801
0.942581,0.057419
0.627541,0.372459
0.722561,0.277439
0.305894,0.694106
0.837398,0.162602
0.761179,0.238821
0.959858,0.040142
0.735772,0.264228
0.716972,0.283028
0.558435,0.441565
0.690041,0.309959
0.972561,0.027439
0.73628,0.26372
0.186992,0.813008
0.674797,0.325203
0.186992,0.813008
0.92124,0.07876
0.477642,0.522358
0.676829,0.323171
0.284553,0.715447
0.472053,0.527947
0.226626,0.773374
0.809959,0.190041
0.305894,0.694106
0.49187,0.50813
0.186484,0.813516
0.935976,0.064024
0.735772,0.264228
0.322663,0.677337
0.633638,0.366362
0.41565,0.58435
0.956809,0.043191
0.502541,0.497459
0.979675,0.020325
0.95935,0.04065
0.801321,0.198679
0.805386,0.194614
0.168191,0.831809
0.548272,0.451728
0.686992,0.313008
0.433435,0.566565
0.629065,0.370935
0.830793,0.169207
0.26626,0.73374
0.776423,0.223577
0.622967,0.377033
0.612805,0.387195
0.514736,0.485264
0.623476,0.376524
0.340447,0.659553
0.641768,0.358232
0.922256,0.077744
0.26626,0.73374
0.444614,0.555386
0.654472,0.345528
0.801321,0.198679
0.747459,0.252541
0.700711,0.299289
0.765752,0.234248
0.321646,0.678354
0.790142,0.209858
0.516768,0.483232
0.972561,0.027439
0.583333,0.416667
0.126016,0.873984
0.345528,0.654472
0.264736,0.735264
0.227134,0.772866
0.381606,0.618394
0.555386,0.444614
0.583333,0.416667
0.964431,0.035569
0.266768,0.733232
0.979675,0.020325
0.674797,0.325203
0.34502,0.65498
0.958333,0.041667
0.587398,0.412602
0.621443,0.378557
0.579268,0.420732
0.303354,0.696646
0.244919,0.755081
0.147866,0.852134
0.979675,0.020325
0.471545,0.528455
0.147358,0.852642
0.631606,0.368394
