Hoy,Gen,Ind,Sd_A,Sd_L,SDGP,Val_SDGP,SUDI,Val_SUDI,Vis,Val_Vis,Pvg,shade_percent,shade_rad,Val_Pvg,Optimizer
1932,0,0,54,0.02,0.973,0.0,0.722,0.722,0.174,0.0,628.438,0.661,220.984,0.0,-0.722
1932,0,1,44,-0.12,0.973,0.0,0.722,0.722,0.783,0.0,154.626,0.917,221.32,0.0,-0.722
1932,1,0,80,-0.06,0.973,0.0,0.722,0.722,0.435,0.0,430.951,0.767,220.066,0.0,-0.722
1932,1,1,60,-0.12,0.973,0.0,0.722,0.722,0.783,0.0,142.845,0.923,220.76,0.0,-0.722
1932,2,0,48,-0.02,0.973,0.0,0.722,0.722,0.13,0.0,648.482,0.651,221.189,0.0,-0.722
1932,2,1,54,-0.03,0.973,0.0,0.722,0.722,0.174,0.0,579.918,0.688,220.976,0.0,-0.722
