Unnamed: 0,Hoy,SD_Angle,SD_Position,vis,Shaded_Ratio,Unshaded_Ratio,PVG
2028,3968,72,-0.02,0.34782609,0.0163,0.9837,212.12519790191473
2029,3969,0,-0.05,0.30434783,0.7779,0.2221,101.87676476862468
2030,3970,3,-0.04,0.26086957,0.7993,0.2007,135.93872624429815
2031,3971,0,0.11,0.69565217,0.2988,0.7012,150.46796572516442
2032,3972,30,0.1,0.60869565,0.3252,0.6748,251.30492933555428
2033,3973,24,-0.07,0.43478261,0.6611,0.3389,257.0805999524372
2034,3974,30,0.14,0.86956522,0.1291,0.8709,187.3803145537613
2035,3975,21,-0.07,0.43478261,0.753,0.247,142.60944688625784
2036,3976,41,-0.1,0.65217391,0.6535,0.3465,155.34155778512172
2037,3977,28,0.07,0.39130435,0.0112,0.9888,72.75490967580402
2038,3978,35,-0.04,0.26086957,0.0056,0.9944,26.965467240469806
2039,3979,25,-0.02,0.13043478,0.0061,0.9939,4.957482544740249
2040,3989,82,-0.04,0.34782609,0.0041,0.9959,17.420365944159553
2041,3990,58,0.04,0.30434783,0.0147,0.9853,45.093966777071486
2042,3991,90,-0.01,0.69565217,0.0132,0.9868,79.94480645710867
2043,3992,76,-0.03,0.39130435,0.0015,0.9985,103.0792570112754
2044,3993,58,-0.03,0.2173913,0.8232,0.1768,115.90148351626773
2045,3994,43,-0.02,0.17391304,0.9029,0.0971,117.007168178254
2046,3995,53,0.1,0.65217391,0.3552,0.6448,239.84740356823224
2047,3996,20,0.09,0.56521739,0.3847,0.6153,161.06218045567059
2048,3997,53,0.05,0.30434783,0.6214,0.3786,153.12672313421893
2049,3998,28,0.1,0.60869565,0.3547,0.6453,141.92235686709458
2050,3999,45,-0.01,0.13043478,0.8841,0.1159,233.43252730186282
2051,4000,48,-0.06,0.39130435,0.6499,0.3501,116.6962394062759
2052,4001,40,-0.03,0.2173913,0.0183,0.9817,64.1967576162593
2053,4002,0,-0.03,0.17391304,0.0137,0.9863,24.04353988301792
2054,4003,0,0.04,0.2173913,0.0173,0.9827,4.348641382594167
2055,4013,66,-0.07,0.47826087,0.0117,0.9883,12.516145163852629
2056,4014,66,0.03,0.30434783,0.0173,0.9827,46.24094208892884
2057,4015,53,-0.04,0.26086957,0.0158,0.9842,97.90282747789821
2058,4016,16,-0.04,0.26086957,0.002,0.998,94.47484758888717
2059,4017,8,-0.13,0.82608696,0.531,0.469,99.09017994086476
2060,4018,12,0.02,0.08695652,0.7962,0.2038,160.05789399582088
2061,4019,35,-0.06,0.39130435,0.7698,0.2302,239.38441134269374
2062,4020,34,-0.07,0.43478261,0.6819,0.3181,318.5336271123002
2063,4021,19,-0.08,0.52173913,0.5818,0.4182,276.7983006339652
2064,4022,14,-0.08,0.52173913,0.6189,0.3811,227.68453599336976
2065,4023,15,0.05,0.26086957,0.6357,0.3643,164.02930824794203
2066,4024,40,-0.07,0.47826087,0.6494,0.3506,172.19701763900363
2067,4025,42,0.04,0.2173913,0.0137,0.9863,92.75559490206086
2068,4026,57,0.06,0.39130435,0.0046,0.9954,37.14926879630511
2069,4027,47,-0.06,0.39130435,0.0203,0.9797,4.630424619163343
2070,4037,66,0.01,0.26086957,0.0147,0.9853,21.389435677220046
2071,4038,31,0.03,0.13043478,0.0152,0.9848,44.56667819667752
2072,4039,31,-0.13,0.82608696,0.0183,0.9817,75.88857095349934
2073,4040,55,-0.07,0.47826087,0.0152,0.9848,201.15415190161124
2074,4041,27,0.12,0.73913043,0.3882,0.6118,183.27470749834637
2075,4042,5,0.04,0.2173913,0.6926,0.3074,139.99117301442408
2076,4043,11,0.03,0.13043478,0.75,0.25,206.70547579541457
2077,4044,29,0.02,0.08695652,0.8008,0.1992,307.83104386819537
2078,4045,22,-0.05,0.30434783,0.78,0.22,258.23563631348753
2079,4046,45,-0.09,0.56521739,0.6138,0.3862,312.80405164067
2080,4047,10,-0.05,0.30434783,0.8028,0.1972,144.7966036073078
2081,4048,71,0.04,0.30434783,0.6413,0.3587,205.90239561296428
2082,4049,77,-0.02,0.34782609,0.0117,0.9883,101.48655568161898
2083,4050,44,0.0,0.17391304,0.003,0.997,34.55957742943943
2084,4051,37,-0.08,0.52173913,0.0076,0.9924,5.530878021932345
2085,4061,33,-0.06,0.39130435,0.0005,0.9995,11.506566565662544
2086,4062,48,-0.03,0.2173913,0.0132,0.9868,26.85651789137298
2087,4063,6,-0.08,0.52173913,0.0117,0.9883,12.311331904292832
2088,4064,77,-0.03,0.39130435,0.0127,0.9873,227.24157844666044
2089,4065,30,-0.07,0.43478261,0.8186,0.1814,203.68413631009236
2090,4066,8,-0.09,0.56521739,0.5574,0.4426,169.60146969512823
2091,4067,27,-0.07,0.43478261,0.6956,0.3044,307.49796492637967
2092,4068,24,-0.03,0.2173913,0.8999,0.1001,311.46355086527296
2093,4069,10,-0.06,0.39130435,0.6809,0.3191,223.02387518416793
2094,4070,51,-0.05,0.34782609,0.8567,0.1433,338.03784912205344
2095,4071,54,0.0,0.2173913,0.8841,0.1159,259.7039641094539
2096,4072,15,-0.09,0.56521739,0.6504,0.3496,75.98554935357181
2097,4073,55,-0.02,0.17391304,0.0127,0.9873,109.74608222654265
2098,4074,29,0.05,0.26086957,0.0091,0.9909,27.193454582951826
2099,4075,42,-0.09,0.56521739,0.0183,0.9817,5.9857752894005
2100,4085,68,0.01,0.30434783,0.0147,0.9853,12.087169433334164
2101,4086,7,0.06,0.34782609,0.0046,0.9954,2.730551263656572
2102,4087,16,0.04,0.2173913,0.0046,0.9954,42.52937471498734
2103,4088,76,0.0,0.39130435,0.0188,0.9812,158.12719089001652
2104,4089,33,0.07,0.39130435,0.5635,0.4365,95.68774440325345
2105,4090,9,-0.02,0.13043478,0.9029,0.0971,150.08332852037523
2106,4091,60,-0.03,0.2173913,0.9207,0.0793,201.153460427929
2107,4092,43,0.0,0.17391304,0.9197,0.0803,208.7841734548492
2108,4093,39,-0.06,0.39130435,0.7597,0.2403,184.04835379521893
2109,4094,49,-0.07,0.47826087,0.7439,0.2561,192.81218714183873
2110,4095,37,-0.06,0.39130435,0.8445,0.1555,129.0814440865594
2111,4096,68,0.04,0.30434783,0.6392,0.3608,128.67891344473506
2112,4097,83,-0.08,0.56521739,0.0152,0.9848,64.36354344577059
2113,4098,63,0.03,0.30434783,0.0097,0.9903,26.076047563238767
2114,4099,70,-0.01,0.26086957,0.0168,0.9832,5.411939906065165
2115,4109,13,0.06,0.34782609,0.0142,0.9858,11.119164531274137
2116,4110,63,0.0,0.30434783,0.0137,0.9863,44.77907677413292
2117,4111,62,-0.01,0.26086957,0.0152,0.9848,111.65156000813704
2118,4112,19,0.04,0.2173913,0.0158,0.9842,97.48526861217879
2119,4113,32,-0.04,0.26086957,0.8232,0.1768,191.43759919957114
2120,4114,37,0.14,0.86956522,0.1743,0.8257,269.6768006619176
2121,4115,32,0.03,0.13043478,0.7505,0.2495,276.66373934316505
2122,4116,44,0.02,0.13043478,0.8008,0.1992,300.68534428256254
2123,4117,50,0.05,0.26086957,0.6214,0.3786,284.7583848858176
2124,4118,42,-0.08,0.52173913,0.6712,0.3288,176.09673727278022
2125,4119,45,-0.05,0.34782609,0.8786,0.1214,229.75981525014694
2126,4120,54,0.0,0.2173913,0.6504,0.3496,174.10737480838947
2127,4121,43,-0.06,0.39130435,0.0168,0.9832,91.30912477300231
2128,4122,48,0.01,0.08695652,0.0,1.0,38.10210323009158
2129,4123,20,0.07,0.39130435,0.0076,0.9924,5.18941423657195
2130,4133,86,-0.02,0.52173913,0.0076,0.9924,19.342292766853504
2131,4134,25,0.05,0.26086957,0.0025,0.9975,44.055831934194735
2132,4135,19,-0.04,0.26086957,0.0178,0.9822,95.36602227818992
2133,4136,41,-0.11,0.69565217,0.0198,0.9802,134.3960000290224
2134,4137,50,0.14,0.86956522,0.3653,0.6347,126.1490902067473
2135,4138,43,0.13,0.82608696,0.2266,0.7734,151.30392319569233
2136,4139,32,-0.05,0.34782609,0.8267,0.1733,155.26156572017638
2137,4140,66,-0.03,0.26086957,0.9197,0.0803,316.8531085839072
2138,4141,0,0.03,0.13043478,0.7403,0.2597,111.30389140015166
2139,4142,59,0.01,0.17391304,0.8435,0.1565,235.83758298182454
2140,4143,5,-0.13,0.82608696,0.3801,0.6199,100.1168772077713
2141,4144,70,-0.05,0.34782609,0.6499,0.3501,68.12005086880791
2142,4145,18,0.04,0.2173913,0.0183,0.9817,36.340131043567915
2143,4146,1,-0.05,0.30434783,0.0005,0.9995,18.684003035701437
2144,4147,6,0.05,0.26086957,0.0117,0.9883,3.9174647214799263
2145,4157,64,-0.01,0.26086957,0.0147,0.9853,16.980910176073323
2146,4158,49,0.01,0.13043478,0.0005,0.9995,40.75695615909828
2147,4159,44,-0.07,0.47826087,0.0117,0.9883,85.14021054575544
2148,4160,10,-0.05,0.30434783,0.0163,0.9837,75.22430831925183
2149,4161,26,-0.04,0.26086957,0.8237,0.1763,156.39128939991946
2150,4162,47,0.14,0.86956522,0.1748,0.8252,163.05081960495903
2151,4163,6,0.1,0.60869565,0.3557,0.6443,195.48006580253903
2152,4164,46,0.08,0.47826087,0.4441,0.5559,182.32041279906602
2153,4165,53,-0.02,0.17391304,0.9187,0.0813,112.19218957922001
2154,4166,62,-0.02,0.26086957,0.9004,0.0996,115.81603600730162
2155,4167,37,-0.07,0.43478261,0.7957,0.2043,108.97187462278464
2156,4168,18,-0.09,0.56521739,0.6585,0.3415,89.02244641934509
2157,4169,54,-0.05,0.34782609,0.0025,0.9975,103.9268354086615
2158,4170,17,0.04,0.2173913,0.0122,0.9878,24.651994805812258
2159,4171,4,0.06,0.34782609,0.0112,0.9888,4.496280275733544
2160,4181,33,-0.03,0.2173913,0.0036,0.9964,17.65187452492673
2161,4182,36,-0.04,0.26086957,0.001,0.999,52.22216088247296
2162,4183,87,-0.02,0.52173913,0.001,0.999,138.28929819503685
2163,4184,73,-0.04,0.34782609,0.0178,0.9822,191.24233987748693
2164,4185,36,-0.07,0.43478261,0.8201,0.1799,213.7284859890068
2165,4186,50,0.11,0.69565217,0.3308,0.6692,318.7865389395504
2166,4187,53,-0.03,0.2173913,0.9207,0.0793,351.37467615204923
2167,4188,11,0.05,0.26086957,0.6225,0.3775,230.48833345165713
2168,4189,45,-0.06,0.39130435,0.779,0.221,336.66733293815776
2169,4190,72,-0.03,0.30434783,0.8984,0.1016,320.2453786169573
2170,4191,50,0.0,0.17391304,0.8841,0.1159,244.15192545434945
2171,4192,17,0.01,0.0,0.6494,0.3506,113.6520413752569
2172,4193,77,-0.04,0.34782609,0.0173,0.9827,104.61900670762236
2173,4194,45,0.07,0.39130435,0.0147,0.9853,37.56438312363243
2174,4195,11,0.08,0.47826087,0.003,0.997,5.029605387188953
2175,4205,5,0.08,0.47826087,0.0036,0.9964,13.814778000357883
2176,4206,69,-0.02,0.26086957,0.0168,0.9832,52.641062259102725
2177,4207,10,0.06,0.34782609,0.0137,0.9863,39.39167599721484
2178,4208,15,-0.11,0.69565217,0.0051,0.9949,91.49983284017966
2179,4209,26,-0.11,0.69565217,0.6966,0.3034,193.87573408657784
2180,4210,50,-0.07,0.47826087,0.7917,0.2083,333.1567890930818
2181,4211,16,0.03,0.13043478,0.7505,0.2495,245.6228484372322
2182,4212,13,0.05,0.26086957,0.6225,0.3775,250.19141735081718
2183,4213,9,0.09,0.52173913,0.3836,0.6164,202.39181957952127
2184,4214,49,-0.05,0.34782609,0.8572,0.1428,336.2480507117278
2185,4215,79,-0.11,0.73913043,0.6301,0.3699,282.1106664459843
2186,4216,44,0.0,0.17391304,0.6631,0.3369,171.70814669740565
2187,4217,5,0.05,0.26086957,0.0025,0.9975,42.16378001514558
2188,4218,66,0.01,0.26086957,0.0132,0.9868,43.183439518962494
2189,4219,60,0.07,0.43478261,0.0015,0.9985,6.929496645538289
2190,4229,40,0.07,0.39130435,0.0152,0.9848,11.167922327842605
2191,4230,69,0.0,0.34782609,0.0117,0.9883,45.17401326259139
2192,4231,65,0.01,0.26086957,0.0152,0.9848,113.81435356794027
2193,4232,25,0.03,0.13043478,0.0183,0.9817,110.85553470278279
2194,4233,17,-0.11,0.69565217,0.6677,0.3323,148.43684818483908
2195,4234,47,0.03,0.17391304,0.7454,0.2546,335.83741152563147
2196,4235,3,-0.07,0.43478261,0.6204,0.3796,168.27594440627539
2197,4236,57,0.07,0.43478261,0.5036,0.4964,425.73474146474484
2198,4237,55,-0.03,0.2173913,0.9182,0.0818,408.1657987866931
2199,4238,13,-0.07,0.43478261,0.6565,0.3435,209.89118390430033
2200,4239,27,-0.05,0.30434783,0.8659,0.1341,204.72138045506262
2201,4240,2,-0.08,0.52173913,0.6748,0.3252,71.39850130184915
2202,4241,28,-0.1,0.65217391,0.0132,0.9868,77.4336264572839
2203,4242,63,0.02,0.2173913,0.002,0.998,35.354813592680344
2204,4243,52,-0.08,0.52173913,0.0046,0.9954,6.695411660762621
2205,4253,52,0.05,0.30434783,0.0142,0.9858,16.813644862973476
2206,4254,14,0.06,0.34782609,0.0168,0.9832,32.20275424113466
2207,4255,44,-0.06,0.39130435,0.0173,0.9827,104.29698058519624
2208,4256,0,0.03,0.13043478,0.0,1.0,82.83256066066254
2209,4257,47,-0.04,0.26086957,0.8242,0.1758,174.74092764444327
2210,4258,25,-0.04,0.26086957,0.8852,0.1148,161.96803639001706
2211,4259,9,-0.06,0.39130435,0.6956,0.3044,131.50824232283628
2212,4260,40,-0.04,0.26086957,0.8806,0.1194,312.36889114713057
2213,4261,44,-0.01,0.13043478,0.9187,0.0813,294.71719762063157
2214,4262,55,-0.01,0.13043478,0.9004,0.0996,177.99575519461445
2215,4263,56,-0.02,0.17391304,0.8841,0.1159,232.8136859565936
2216,4264,19,-0.12,0.7826087,0.6748,0.3252,67.14494764308671
2217,4265,45,-0.1,0.65217391,0.0188,0.9812,87.81101583068316
2218,4266,3,-0.04,0.26086957,0.0127,0.9873,23.159989968431386
2219,4267,52,0.06,0.39130435,0.002,0.998,6.417838906999597
2220,4277,2,0.04,0.2173913,0.0091,0.9909,13.411840978946579
2221,4278,52,0.03,0.2173913,0.0041,0.9959,49.65227179070701
2222,4279,75,-0.05,0.34782609,0.0193,0.9807,127.01170796163714
2223,4280,56,0.0,0.2173913,0.0178,0.9822,189.25423012152652
2224,4281,36,0.03,0.13043478,0.7058,0.2942,213.7670346667384
2225,4282,0,0.07,0.39130435,0.5381,0.4619,136.6758745249297
2226,4283,47,-0.07,0.47826087,0.7317,0.2683,354.9424180258846
2227,4284,6,-0.06,0.39130435,0.6626,0.3374,200.91398769464158
2228,4285,42,0.13,0.82608696,0.1458,0.8542,349.4023658629915
2229,4286,33,0.01,0.04347826,0.8623,0.1377,255.9419337007203
2230,4287,9,0.05,0.26086957,0.6357,0.3643,136.8796199944216
2231,4288,33,-0.05,0.34782609,0.6819,0.3181,114.93435465631448
2232,4289,40,-0.01,0.08695652,0.0142,0.9858,79.9539185469039
2233,4290,48,0.09,0.56521739,0.0,1.0,38.539351679368174
2234,4291,29,0.1,0.60869565,0.0061,0.9939,6.182739257728564
2235,4301,14,0.0,0.0,0.0198,0.9802,14.608940473224925
2236,4302,28,0.04,0.2173913,0.0036,0.9964,47.263449873751696
2237,4303,69,0.0,0.34782609,0.0102,0.9898,114.88719310402071
2238,4304,8,-0.09,0.56521739,0.003,0.997,90.02187497380264
2239,4305,79,-0.06,0.47826087,0.8064,0.1936,286.52591918085517
2240,4306,69,-0.05,0.34782609,0.8933,0.1067,344.9365507879067
2241,4307,15,0.14,0.86956522,0.1306,0.8694,223.96522891832018
2242,4308,3,0.11,0.69565217,0.2663,0.7337,181.64050452175127
2243,4309,51,0.0,0.17391304,0.9187,0.0813,336.9126773373298
2244,4310,57,0.03,0.26086957,0.7307,0.2693,274.2392096634001
2245,4311,46,0.01,0.08695652,0.8313,0.1687,232.59880671875538
2246,4312,60,-0.09,0.60869565,0.6819,0.3181,171.39242033637785
2247,4313,41,0.01,0.04347826,0.0076,0.9924,84.3194216947679
2248,4314,73,0.03,0.34782609,0.0117,0.9883,44.146355859705906
2249,4315,48,0.06,0.34782609,0.0193,0.9807,6.681997789004239
2250,4325,41,-0.03,0.2173913,0.0,1.0,17.02882168966136
2251,4326,5,-0.05,0.30434783,0.0122,0.9878,34.046796570602524
2252,4327,25,-0.08,0.52173913,0.0122,0.9878,52.56225210540379
2253,4328,55,0.03,0.26086957,0.001,0.999,181.40831781281702
2254,4329,45,-0.08,0.52173913,0.8074,0.1926,267.4205373839215
2255,4330,21,0.03,0.13043478,0.7454,0.2546,229.6420379498272
2256,4331,47,0.1,0.60869565,0.3562,0.6438,346.0381879858539
2257,4332,67,0.11,0.73913043,0.2663,0.7337,369.5281248941782
2258,4333,0,-0.06,0.39130435,0.6413,0.3587,179.26525957254034
2259,4334,51,0.1,0.60869565,0.3547,0.6453,280.5256467955094
2260,4335,48,0.03,0.17391304,0.7332,0.2668,197.18547225333364
2261,4336,46,-0.07,0.47826087,0.6895,0.3105,139.9484505134868
2262,4337,46,0.0,0.17391304,0.0142,0.9858,109.08974781838438
2263,4338,74,0.01,0.30434783,0.0163,0.9837,54.338714503709
2264,4339,41,0.08,0.47826087,0.0168,0.9832,6.580547897432018
2265,4349,32,0.07,0.39130435,0.0127,0.9873,12.357109980453338
2266,4350,64,0.02,0.30434783,0.0061,0.9939,35.44325765569302
2267,4351,14,0.06,0.34782609,0.0152,0.9848,54.44600615110588
2268,4352,24,0.05,0.26086957,0.0005,0.9995,104.8315342336967
2269,4353,14,-0.04,0.26086957,0.8247,0.1753,127.27177256317964
2270,4354,28,-0.06,0.39130435,0.7815,0.2185,200.22979924949524
2271,4355,16,0.1,0.60869565,0.3562,0.6438,201.7413501495538
2272,4356,49,0.07,0.39130435,0.5041,0.4959,206.5787689550477
2273,4357,0,0.11,0.69565217,0.2647,0.7353,106.29020353561357
2274,4358,0,0.02,0.08695652,0.8059,0.1941,91.19094554640483
2275,4359,47,0.04,0.2173913,0.6845,0.3155,214.20484062746564
2276,4360,52,-0.03,0.2173913,0.6977,0.3023,125.64453136250752
2277,4361,44,-0.08,0.52173913,0.0193,0.9807,69.46768150056312
2278,4362,12,0.07,0.39130435,0.0005,0.9995,25.537407303579386
2279,4363,1,-0.07,0.43478261,0.002,0.998,4.55922269517908
2280,4373,72,0.03,0.34782609,0.0127,0.9873,18.33646133708973
2281,4374,66,-0.06,0.39130435,0.0168,0.9832,44.85330832967222
2282,4375,39,-0.08,0.52173913,0.003,0.997,66.71507087057832
2283,4376,45,0.02,0.13043478,0.0173,0.9827,88.69587660586645
2284,4377,75,-0.07,0.47826087,0.814,0.186,187.11231102024178
2285,4378,33,0.05,0.26086957,0.6418,0.3582,111.24174332025153
2286,4379,21,0.1,0.60869565,0.3562,0.6438,108.34815645825975
2287,4380,44,0.12,0.73913043,0.2068,0.7932,242.24559016554736
2288,4381,9,-0.08,0.52173913,0.562,0.438,146.30370214074344
2289,4382,60,0.01,0.17391304,0.8623,0.1377,208.61460251527865
2290,4383,0,-0.07,0.43478261,0.6326,0.3674,84.69071722839867
2291,4384,11,-0.06,0.39130435,0.7063,0.2937,86.96370028744109
2292,4385,44,-0.04,0.26086957,0.0158,0.9842,59.0853018039873
2293,4386,0,0.07,0.39130435,0.0112,0.9888,30.301336626559756
2294,4387,51,-0.07,0.47826087,0.0173,0.9827,5.212367391677959
2295,4397,42,0.02,0.13043478,0.0137,0.9863,3.497176818158552
2296,4398,66,0.01,0.26086957,0.0137,0.9863,34.8709389208917
2297,4399,70,-0.07,0.47826087,0.0097,0.9903,126.0219790115954
2298,4400,44,-0.03,0.2173913,0.0163,0.9837,159.0066414967705
2299,4401,4,0.07,0.39130435,0.5783,0.4217,97.56057396324512
2300,4402,25,-0.07,0.43478261,0.7297,0.2703,256.70320977146423
2301,4403,4,-0.06,0.39130435,0.6768,0.3232,179.8875108776168
2302,4404,9,-0.05,0.30434783,0.7221,0.2779,227.1284654883705
2303,4405,25,0.05,0.26086957,0.6214,0.3786,294.52296204204316
2304,4406,37,-0.04,0.26086957,0.8984,0.1016,293.6519078524643
2305,4407,55,-0.07,0.47826087,0.815,0.185,292.8992957276629
2306,4408,27,-0.05,0.30434783,0.7154,0.2846,133.11530679891194
2307,4409,53,-0.04,0.26086957,0.0005,0.9995,115.69877157940954
2308,4410,40,0.04,0.2173913,0.0219,0.9782,27.635090807176336
2309,4411,10,-0.04,0.26086957,0.0183,0.9817,4.839397912523932
2310,4421,48,-0.06,0.39130435,0.0,1.0,16.989805918493403
2311,4422,58,0.08,0.52173913,0.0041,0.9959,50.48299673285039
2312,4423,3,-0.08,0.52173913,0.0193,0.9807,56.9761712157795
2313,4424,44,-0.02,0.17391304,0.0005,0.9995,164.061299753043
2314,4425,46,-0.05,0.34782609,0.8247,0.1753,243.3706999808301
2315,4426,14,0.11,0.69565217,0.3308,0.6692,200.59030063061516
2316,4427,31,0.14,0.86956522,0.1306,0.8694,286.488548266562
2317,4428,40,0.08,0.47826087,0.4446,0.5554,339.4476466167046
2318,4429,50,-0.09,0.60869565,0.6006,0.3994,270.40019268032586
2319,4430,13,-0.08,0.52173913,0.6001,0.3999,195.1691149692298
2320,4431,72,-0.03,0.30434783,0.8836,0.1164,289.9514984649674
2321,4432,53,-0.06,0.39130435,0.7154,0.2846,171.65399578461415
2322,4433,57,-0.03,0.2173913,0.0127,0.9873,94.99629369195212
2323,4434,50,-0.06,0.39130435,0.0081,0.9919,40.25557496115936
2324,4435,50,0.09,0.56521739,0.0147,0.9853,7.477825733922575
2325,4445,60,0.06,0.43478261,0.0183,0.9817,16.942280224129984
2326,4446,50,-0.05,0.34782609,0.0152,0.9848,48.1061794836725
2327,4447,49,0.03,0.17391304,0.0036,0.9964,85.04269501415408
2328,4448,67,-0.04,0.34782609,0.0163,0.9837,130.94005897537883
2329,4449,31,-0.05,0.34782609,0.8399,0.1601,103.98132688015798
2330,4450,57,-0.02,0.26086957,0.9035,0.0965,170.03582991645146
2331,4451,7,-0.08,0.52173913,0.564,0.436,138.00349449621746
2332,4452,60,0.1,0.65217391,0.3257,0.6743,185.26194661783694
2333,4453,46,0.02,0.13043478,0.7998,0.2002,251.33846815322573
2334,4454,29,-0.06,0.39130435,0.75,0.25,141.67664932669254
2335,4455,29,-0.11,0.69565217,0.5457,0.4543,132.85435695217953
2336,4456,3,-0.1,0.65217391,0.7124,0.2876,68.92912434013459
2337,4457,50,0.05,0.26086957,0.0178,0.9822,60.48367758968356
2338,4458,58,0.09,0.60869565,0.0127,0.9873,31.349908174179646
2339,4459,55,0.02,0.2173913,0.0147,0.9853,5.771161654393966
2340,4469,23,0.04,0.2173913,0.0137,0.9863,10.96807752994813
2341,4470,66,0.07,0.47826087,0.0,1.0,37.11654515458347
2342,4471,7,-0.04,0.26086957,0.0188,0.9812,37.4370829660379
2343,4472,50,-0.09,0.60869565,0.0178,0.9822,76.8155913843475
2344,4473,34,-0.02,0.13043478,0.8399,0.1601,176.65615066766838
2345,4474,19,-0.07,0.43478261,0.6961,0.3039,182.73943786772065
2346,4475,23,0.04,0.2173913,0.6946,0.3054,159.48011245193257
2347,4476,45,-0.08,0.52173913,0.6428,0.3572,106.63632036159802
2348,4477,0,0.05,0.26086957,0.6214,0.3786,79.08064799772872
2349,4478,0,0.03,0.13043478,0.7495,0.2505,62.245062993644105
2350,4479,42,-0.06,0.39130435,0.8262,0.1738,84.45657433785563
2351,4480,63,-0.1,0.65217391,0.7337,0.2663,73.89445876593106
2352,4481,59,-0.02,0.26086957,0.0183,0.9817,52.016164428723265
2353,4482,8,-0.04,0.26086957,0.0015,0.9985,21.155259856739022
2354,4483,56,0.03,0.26086957,0.0117,0.9883,5.33103195223416
2355,4493,15,0.08,0.47826087,0.0117,0.9883,12.605094330995755
2356,4494,41,0.07,0.39130435,0.0025,0.9975,46.988105328168665
2357,4495,67,-0.03,0.26086957,0.0168,0.9832,104.99122671815518
2358,4496,34,-0.04,0.26086957,0.0168,0.9832,149.47771940875884
2359,4497,23,0.02,0.08695652,0.7561,0.2439,142.80383019833494
2360,4498,34,-0.03,0.2173913,0.9035,0.0965,260.0932553742859
2361,4499,85,0.03,0.56521739,0.751,0.249,317.00812297925717
2362,4500,42,-0.04,0.26086957,0.8806,0.1194,235.7997734378956
2363,4501,32,0.03,0.13043478,0.7403,0.2597,184.20440446595524
2364,4502,3,0.05,0.26086957,0.6367,0.3633,143.58628552422687
2365,4503,43,-0.07,0.47826087,0.7759,0.2241,230.53644108157627
2366,4504,14,-0.11,0.69565217,0.7221,0.2779,109.85435382678735
2367,4505,72,-0.09,0.60869565,0.0081,0.9919,111.74788462213003
2368,4506,29,0.04,0.2173913,0.0112,0.9888,33.24528098830974
2369,4507,7,-0.03,0.17391304,0.0147,0.9853,4.828891843335371
2370,4517,63,-0.06,0.39130435,0.0025,0.9975,15.511851949737359
2371,4518,45,-0.04,0.26086957,0.002,0.998,34.05872639796332
2372,4519,41,0.04,0.2173913,0.0071,0.9929,74.14401134688326
2373,4520,52,-0.02,0.17391304,0.0041,0.9959,181.71565005158044
2374,4521,14,0.06,0.34782609,0.6098,0.3902,141.10486676095303
2375,4522,65,-0.06,0.39130435,0.841,0.159,351.9560065531434
2376,4523,3,0.11,0.69565217,0.2998,0.7002,172.72313878929458
2377,4524,11,0.06,0.34782609,0.5635,0.4365,235.77598385136872
2378,4525,14,0.04,0.2173913,0.6809,0.3191,250.59812889870523
2379,4526,53,-0.03,0.2173913,0.9187,0.0813,357.1588607171854
2380,4527,23,-0.04,0.26086957,0.8852,0.1148,205.5518945810142
2381,4528,36,-0.05,0.34782609,0.7581,0.2419,159.624522111787
2382,4529,21,-0.08,0.52173913,0.0137,0.9863,61.95166382639295
2383,4530,47,-0.03,0.2173913,0.0137,0.9863,34.488236090947964
2384,4531,64,-0.05,0.34782609,0.0163,0.9837,6.47288254809855
2385,4541,22,0.02,0.08695652,0.0183,0.9817,8.940382212541683
2386,4542,49,-0.06,0.39130435,0.002,0.998,25.1734742393442
2387,4543,28,-0.06,0.39130435,0.0193,0.9807,43.15550605847213
2388,4544,46,0.05,0.26086957,0.0051,0.9949,163.54711716996974
2389,4545,9,0.07,0.39130435,0.5732,0.4268,123.4614905468473
2390,4546,43,-0.01,0.13043478,0.9035,0.0965,315.73005481578315
2391,4547,8,0.1,0.60869565,0.3562,0.6438,203.13042269043711
2392,4548,78,-0.06,0.47826087,0.7815,0.2185,366.76080786023687
2393,4549,59,-0.03,0.2173913,0.9187,0.0813,419.48690864940426
2394,4550,7,-0.08,0.52173913,0.5813,0.4187,180.7664145082619
2395,4551,21,-0.11,0.69565217,0.533,0.467,192.84934181275165
2396,4552,2,-0.05,0.30434783,0.7703,0.2297,80.03303616964433
2397,4553,58,0.02,0.2173913,0.0066,0.9934,119.76079795767208
2398,4554,65,0.08,0.52173913,0.0122,0.9878,48.96479256946743
2399,4555,0,0.04,0.2173913,0.0,1.0,4.2048451099444035
2400,4565,0,-0.01,0.04347826,0.0152,0.9848,5.149636923939235
2401,4566,66,0.05,0.60869565,0.0188,0.9812,41.86932392436732
2402,4567,55,-0.05,0.34782609,0.001,0.999,104.16562820548597
2403,4568,12,0.02,0.08695652,0.0193,0.9807,109.8508273775227
2404,4569,15,0.04,0.2173913,0.6951,0.3049,109.95423158924422
2405,4570,75,0.08,0.56521739,0.4863,0.5137,291.00532575816675
2406,4571,32,-0.08,0.52173913,0.6392,0.3608,207.88036885135608
2407,4572,47,-0.01,0.13043478,0.9202,0.0798,190.12000473588344
2408,4573,47,0.0,0.17391304,0.9187,0.0813,274.5012020785043
2409,4574,21,-0.08,0.52173913,0.6189,0.3811,186.1813553080533
2410,4575,53,0.11,0.73913043,0.345,0.655,290.0483736739508
