Unnamed: 0,Hoy,SD_Angle,SD_Position,vis,Shaded_Ratio,Unshaded_Ratio,PVG
1013,2243,29,-0.03,0.2173913,0.8638,0.1362,206.69016647979166
1014,2244,13,0.07,0.39130435,0.5437,0.4563,212.7484320149764
1015,2245,27,0.09,0.56521739,0.4106,0.5894,220.53711554167822
1016,2246,0,-0.07,0.43478261,0.5833,0.4167,189.47175354226667
1017,2247,62,-0.07,0.47826087,0.656,0.344,236.76405172028075
1018,2248,41,-0.08,0.52173913,0.6199,0.3801,146.7159292022897
1019,2249,73,-0.01,0.30434783,0.9416,0.0584,60.04150850145798
1020,2250,23,-0.01,0.08695652,0.0127,0.9873,5.815403671640941
1021,2262,16,-0.02,0.13043478,0.0091,0.9909,8.632618314039114
1022,2263,44,0.02,0.13043478,0.9131,0.0869,79.90793391413376
1023,2264,53,0.03,0.2173913,0.8181,0.1819,205.32341575859257
1024,2265,53,0.01,0.17391304,0.907,0.093,311.6705482574053
1025,2266,33,-0.05,0.34782609,0.7536,0.2464,376.9349842052128
1026,2267,19,0.1,0.60869565,0.3806,0.6194,399.506018616465
1027,2268,55,-0.01,0.13043478,0.9599,0.0401,515.9396193383665
1028,2269,39,0.1,0.60869565,0.3496,0.6504,428.78921629095015
1029,2270,56,0.13,0.86956522,0.187,0.813,445.15444103751344
1030,2271,13,0.12,0.73913043,0.2825,0.7175,264.0730408791197
1031,2272,25,-0.06,0.39130435,0.719,0.281,183.35529930278696
1032,2273,60,0.04,0.30434783,0.784,0.216,86.03190098303834
1033,2274,42,0.04,0.2173913,0.0183,0.9817,7.2142921239497735
1034,2286,57,0.07,0.43478261,0.0066,0.9934,13.775810001999654
1035,2287,19,0.07,0.39130435,0.9106,0.0894,62.66827531752888
1036,2288,53,0.01,0.17391304,0.9131,0.0869,201.58965827129558
1037,2289,24,-0.06,0.39130435,0.7119,0.2881,274.64479747679735
1038,2290,55,-0.05,0.34782609,0.7708,0.2292,420.0098653183518
1039,2291,46,0.12,0.73913043,0.2647,0.7353,484.9105384044383
1040,2292,54,-0.02,0.17391304,0.9202,0.0798,517.7395059890484
1041,2293,47,0.12,0.73913043,0.2276,0.7724,504.4824482515228
1042,2294,34,0.02,0.08695652,0.8435,0.1565,421.71539975765705
1043,2295,48,-0.09,0.60869565,0.5442,0.4558,349.7955553186904
1044,2296,0,0.07,0.39130435,0.5965,0.4035,138.1612711940524
1045,2297,9,-0.02,0.13043478,0.9197,0.0803,65.61331860683306
1046,2298,18,-0.09,0.56521739,0.0158,0.9842,5.968095091885072
1047,2310,40,0.0,0.17391304,0.0097,0.9903,15.720892692136225
1048,2311,19,0.07,0.39130435,0.9085,0.0915,58.004694630037875
1049,2312,48,-0.04,0.26086957,0.8603,0.1397,192.8478775801577
1050,2313,53,-0.07,0.47826087,0.6733,0.3267,308.06605636270086
1051,2314,0,-0.06,0.39130435,0.6601,0.3399,245.94790162597585
1052,2315,41,-0.02,0.13043478,0.9217,0.0783,432.0694856791595
1053,2316,28,0.11,0.69565217,0.3059,0.6941,386.91968969063237
1054,2317,60,0.12,0.7826087,0.2276,0.7724,422.77858480114867
1055,2318,7,0.02,0.08695652,0.8435,0.1565,267.1426661486322
1056,2319,5,-0.09,0.56521739,0.4898,0.5102,201.24559270505756
1057,2320,16,0.04,0.2173913,0.752,0.248,154.61075891455894
1058,2321,84,-0.01,0.47826087,0.9421,0.0579,85.04755344820713
1059,2322,18,-0.07,0.43478261,0.0168,0.9832,6.19348672135664
1060,2334,15,0.04,0.2173913,0.0213,0.9787,17.108070816238026
1061,2335,66,0.04,0.30434783,0.907,0.093,85.30127760377265
1062,2336,38,-0.02,0.13043478,0.9411,0.0589,169.93815416967323
1063,2337,54,-0.05,0.34782609,0.78,0.22,291.81104820182776
1064,2338,40,0.01,0.04347826,0.904,0.096,367.05203322511323
1065,2339,85,-0.13,0.86956522,0.284,0.716,380.6355068957398
1066,2340,25,0.07,0.39130435,0.5437,0.4563,268.23462287090035
1067,2341,86,0.14,0.91304348,0.1057,0.8943,231.23899337499518
1068,2342,63,-0.06,0.39130435,0.7078,0.2922,187.74611954634912
1069,2343,68,-0.02,0.26086957,0.936,0.064,121.36198882124962
1070,2344,49,-0.01,0.13043478,0.9604,0.0396,108.6206223952117
1071,2345,12,-0.02,0.13043478,0.9329,0.0671,41.758585921991155
1072,2346,59,-0.07,0.47826087,0.0178,0.9822,7.9618193544368925
1073,2358,62,-0.05,0.34782609,0.002,0.998,29.833623115598026
1074,2359,9,0.07,0.39130435,0.9045,0.0955,52.05327359503235
1075,2360,77,0.01,0.34782609,0.8948,0.1052,131.10002983053698
1076,2361,63,0.14,0.91304348,0.2134,0.7866,181.20554678338343
1077,2362,16,0.03,0.13043478,0.7912,0.2088,137.70149598184284
1078,2363,79,0.1,0.7826087,0.3806,0.6194,323.76898029651477
1079,2364,36,-0.03,0.2173913,0.8608,0.1392,359.9327248091323
1080,2365,48,0.14,0.86956522,0.1057,0.8943,300.0620892768476
1081,2366,47,-0.04,0.26086957,0.8242,0.1758,285.86873433691477
1082,2367,57,-0.01,0.17391304,0.9578,0.0422,252.00309131327944
1083,2368,30,0.02,0.08695652,0.8557,0.1443,127.83912401308659
1084,2369,69,0.07,0.47826087,0.6804,0.3196,60.884124344289894
1085,2370,37,0.02,0.13043478,0.0061,0.9939,8.38027367042807
1086,2382,38,0.06,0.34782609,0.0005,0.9995,24.39663872257941
1087,2383,88,-0.05,0.39130435,0.9024,0.0976,89.19866772249907
1088,2384,36,-0.09,0.56521739,0.6331,0.3669,161.41456564081517
1089,2385,46,-0.06,0.39130435,0.7271,0.2729,273.58839291482525
1090,2386,44,-0.03,0.2173913,0.8847,0.1153,346.09211344356027
1091,2387,39,-0.06,0.39130435,0.69,0.31,403.52847097617143
1092,2388,45,-0.05,0.34782609,0.7419,0.2581,426.88927991138297
1093,2389,55,-0.06,0.39130435,0.6931,0.3069,423.30550332336765
1094,2390,66,0.14,0.91304348,0.1484,0.8516,351.6053177508661
1095,2391,41,-0.07,0.47826087,0.657,0.343,254.22281740542616
1096,2392,72,-0.09,0.60869565,0.5904,0.4096,159.44913889202678
1097,2393,24,-0.03,0.2173913,0.9162,0.0838,49.91092526643472
1098,2394,6,-0.03,0.17391304,0.0025,0.9975,6.607596802049893
1099,2406,18,-0.08,0.52173913,0.0183,0.9817,18.432433947540726
1100,2407,40,-0.06,0.39130435,0.8984,0.1016,76.37274240181603
1101,2408,90,-0.08,0.56521739,0.6911,0.3089,184.21826987742122
1102,2409,47,-0.01,0.13043478,0.9604,0.0396,291.40897682168014
1103,2410,23,0.02,0.08695652,0.8476,0.1524,324.145074418586
1104,2411,49,-0.05,0.34782609,0.7668,0.2332,449.3283149241905
1105,2412,5,0.12,0.73913043,0.2464,0.7536,312.5204832251619
1106,2413,44,0.14,0.86956522,0.1265,0.8735,439.65856357168724
1107,2414,47,0.0,0.17391304,0.9599,0.0401,355.17693687284816
1108,2415,22,0.04,0.2173913,0.7337,0.2663,199.9323216888255
1109,2416,0,0.08,0.47826087,0.5447,0.4553,97.47705369573015
1110,2417,68,0.04,0.30434783,0.7937,0.2063,53.910570436707644
1111,2418,11,0.03,0.13043478,0.0122,0.9878,7.173852435070599
1112,2430,32,0.05,0.26086957,0.0107,0.9893,21.597967775571153
1113,2431,47,0.01,0.08695652,0.8974,0.1026,79.19835580835053
1114,2432,35,-0.03,0.2173913,0.9101,0.0899,166.84357850072266
1115,2433,54,-0.08,0.52173913,0.6357,0.3643,289.90618198285534
1116,2434,25,-0.07,0.43478261,0.6413,0.3587,321.1752530907942
1117,2435,51,-0.06,0.39130435,0.7088,0.2912,432.16383940535735
1118,2436,0,0.08,0.47826087,0.4842,0.5158,269.0351680871112
1119,2437,40,-0.01,0.08695652,0.9594,0.0407,411.74518473723396
1120,2438,1,-0.07,0.43478261,0.593,0.407,191.83416342303124
1121,2439,33,0.05,0.26086957,0.6773,0.3227,232.43271959168592
1122,2440,42,-0.05,0.34782609,0.7886,0.2114,139.299266220579
1123,2441,60,-0.04,0.30434783,0.8872,0.1128,67.93539375404684
1124,2442,75,-0.05,0.34782609,0.0015,0.9985,10.828002723485065
1125,2454,55,0.0,0.2173913,0.0173,0.9827,26.354867724659027
1126,2455,30,-0.03,0.2173913,0.8958,0.1042,51.47677527934176
1127,2456,19,0.02,0.08695652,0.8521,0.1479,125.98309307483932
1128,2457,34,-0.02,0.13043478,0.9416,0.0584,127.64758904580755
1129,2458,33,0.01,0.04347826,0.9035,0.0965,212.3893745953568
1130,2459,68,0.09,0.60869565,0.4385,0.5615,300.57549330202283
1131,2460,30,0.13,0.82608696,0.187,0.813,212.4630487003
1132,2461,72,0.11,0.73913043,0.3049,0.6951,351.9583103340449
1133,2462,1,0.03,0.13043478,0.7856,0.2144,134.5956641954041
1134,2463,59,-0.01,0.17391304,0.9563,0.0437,144.91599316075795
1135,2464,73,0.04,0.34782609,0.7403,0.2597,79.49411492688242
1136,2465,8,0.08,0.47826087,0.687,0.313,38.23932697442994
1137,2466,66,0.0,0.30434783,0.0071,0.9929,11.33733586314803
1138,2478,72,0.02,0.30434783,0.0051,0.9949,34.71798749748641
1139,2479,22,0.05,0.26086957,0.0198,0.9802,66.10261771862838
1140,2480,7,-0.07,0.43478261,0.7017,0.2983,110.93615610650235
1141,2481,1,-0.11,0.73913043,0.4273,0.5727,165.5449347428265
1142,2482,47,-0.02,0.17391304,0.94,0.06,331.76536396622686
1143,2483,17,0.05,0.26086957,0.6702,0.3298,300.66150463660824
1144,2484,26,0.07,0.39130435,0.5437,0.4563,339.73589508652
1145,2485,39,0.0,0.17391304,0.9594,0.0407,394.3052301444517
1146,2486,0,-0.08,0.52173913,0.5351,0.4649,153.50739334539168
1147,2487,73,-0.05,0.34782609,0.7851,0.2149,229.77589331011097
1148,2488,56,0.05,0.39130435,0.69,0.31,97.23405461917577
1149,2489,55,0.0,0.2173913,0.9141,0.0859,76.7912280531208
1150,2490,45,-0.01,0.13043478,0.0147,0.9853,9.863482629387345
1151,2502,66,-0.08,0.52173913,0.0112,0.9888,31.374755195729644
1152,2503,47,0.0,0.17391304,0.0183,0.9817,83.91711302438044
1153,2504,27,0.02,0.08695652,0.8537,0.1463,145.7893078860659
1154,2505,36,0.13,0.82608696,0.2663,0.7337,239.56266167253423
1155,2506,24,0.11,0.69565217,0.3394,0.6606,294.52868547897185
1156,2507,13,0.11,0.69565217,0.3227,0.6773,290.0835928757381
1157,2508,13,-0.07,0.43478261,0.6026,0.3974,271.52197367665354
1158,2509,47,-0.07,0.47826087,0.6423,0.3577,356.37425704548747
1159,2510,8,-0.09,0.56521739,0.4964,0.5036,223.31537765477893
1160,2511,28,0.02,0.08695652,0.8465,0.1535,180.6818263167714
1161,2512,80,-0.01,0.47826087,0.9405,0.0595,157.50805306222142
1162,2513,48,-0.04,0.26086957,0.8908,0.1092,60.99433993820688
1163,2514,13,0.05,0.26086957,0.0147,0.9853,8.727124896249741
1164,2526,11,0.06,0.34782609,0.0091,0.9909,20.945566104220354
1165,2527,56,-0.02,0.17391304,0.0122,0.9878,68.32275765959096
1166,2528,35,-0.04,0.26086957,0.8653,0.1347,167.0211011198706
1167,2529,10,-0.04,0.26086957,0.8227,0.1773,170.31941293600977
1168,2530,90,-0.14,0.95652174,0.2612,0.7388,354.02191421443575
1169,2531,90,0.14,0.91304348,0.1489,0.8511,399.5458701499127
1170,2532,33,0.11,0.69565217,0.3054,0.6946,322.0813787680238
1171,2533,49,0.02,0.13043478,0.8399,0.1601,396.34679966596605
1172,2534,31,0.11,0.69565217,0.3222,0.6778,368.5614458129324
1173,2535,69,0.13,0.86956522,0.2449,0.7551,325.8479939656473
1174,2536,34,0.05,0.26086957,0.69,0.31,196.1451514958418
1175,2537,72,0.02,0.30434783,0.8471,0.1529,107.36889819250788
1176,2538,15,-0.02,0.13043478,0.0015,0.9985,8.217001660022975
1177,2550,32,0.03,0.13043478,0.0097,0.9903,21.656401799052652
1178,2551,7,0.02,0.08695652,0.0152,0.9848,47.202676012694766
1179,2552,47,0.03,0.17391304,0.8003,0.1997,190.28770611204357
1180,2553,15,-0.11,0.69565217,0.4599,0.5401,218.50355791816668
1181,2554,42,0.14,0.86956522,0.1702,0.8298,306.6581147432559
1182,2555,38,0.08,0.47826087,0.4964,0.5036,358.1454884610533
1183,2556,55,0.0,0.2173913,0.9594,0.0407,398.5453190349131
1184,2557,5,-0.06,0.39130435,0.6621,0.3379,243.331194005412
1185,2558,6,0.01,0.0,0.9014,0.0986,207.25519258551296
1186,2559,26,-0.07,0.43478261,0.6672,0.3328,232.35047932996193
1187,2560,54,-0.08,0.52173913,0.6651,0.3349,158.32051506936511
1188,2561,30,0.03,0.13043478,0.8272,0.1728,64.20053729145874
1189,2562,31,0.12,0.73913043,0.0168,0.9832,13.440321503355898
1190,2574,62,-0.06,0.39130435,0.001,0.999,28.03116561464958
1191,2575,60,-0.04,0.30434783,0.0132,0.9868,54.68996123342901
1192,2576,49,0.05,0.26086957,0.718,0.282,70.25601408823319
1193,2577,54,0.12,0.7826087,0.3191,0.6809,88.39957151194993
1194,2578,59,-0.08,0.52173913,0.6189,0.3811,96.48508841597638
1195,2579,53,-0.07,0.47826087,0.6509,0.3491,87.95637192090615
1196,2580,54,0.13,0.86956522,0.1865,0.8135,203.22886681808288
1197,2581,77,0.08,0.56521739,0.4832,0.5168,188.5679942915928
1198,2582,49,0.13,0.82608696,0.2063,0.7937,116.24322459583311
1199,2583,70,-0.04,0.34782609,0.8277,0.1723,97.92532497631474
1200,2584,22,0.03,0.13043478,0.7932,0.2068,97.65613346037527
1201,2585,67,0.02,0.30434783,0.8394,0.1606,34.98023552208015
1202,2586,30,0.06,0.34782609,0.0152,0.9848,8.861334907506702
1203,2598,26,-0.08,0.52173913,0.0107,0.9893,6.179631346209754
1204,2599,73,-0.06,0.43478261,0.0097,0.9903,41.48216713185895
1205,2600,4,0.03,0.13043478,0.7998,0.2002,41.40922179062195
1206,2601,67,-0.07,0.47826087,0.6951,0.3049,150.6651372864795
1207,2602,66,-0.06,0.39130435,0.7312,0.2688,107.86830769480456
1208,2603,27,0.12,0.73913043,0.2647,0.7353,176.79369007197283
1209,2604,29,-0.07,0.43478261,0.6225,0.3775,71.84895310824201
1210,2605,71,-0.05,0.34782609,0.7612,0.2388,111.44910653870416
1211,2606,58,-0.01,0.17391304,0.9599,0.0401,160.86803615263332
1212,2607,14,-0.08,0.52173913,0.594,0.406,69.3230437204794
1213,2608,25,-0.06,0.39130435,0.7464,0.2536,103.14052272962175
1214,2609,69,-0.04,0.34782609,0.8669,0.1331,49.6320947262321
1215,2610,75,0.01,0.30434783,0.0152,0.9848,10.393944891352934
1216,2622,19,-0.01,0.08695652,0.0041,0.9959,21.955381333937417
1217,2623,54,-0.07,0.47826087,0.0025,0.9975,85.56031826125853
1218,2624,86,-0.07,0.47826087,0.782,0.218,132.58403922582193
1219,2625,25,0.02,0.08695652,0.8374,0.1626,150.14851950815242
1220,2626,54,-0.06,0.39130435,0.7317,0.2683,312.90752175667444
1221,2627,56,0.07,0.43478261,0.5544,0.4456,264.4087777734881
1222,2628,18,-0.04,0.26086957,0.8008,0.1992,335.6178105635068
1223,2629,58,0.13,0.86956522,0.186,0.814,421.6404208268152
1224,2630,56,-0.04,0.26086957,0.8425,0.1575,222.39559710854485
1225,2631,46,0.01,0.08695652,0.8852,0.1148,235.0631752725276
1226,2632,57,0.01,0.17391304,0.8908,0.1092,121.18397045231781
1227,2633,3,-0.05,0.30434783,0.8664,0.1336,36.27971998242246
1228,2634,47,-0.07,0.47826087,0.0163,0.9837,13.37425414506631
1229,2646,19,0.05,0.26086957,0.0071,0.9929,17.674288562415136
1230,2647,55,0.07,0.43478261,0.0168,0.9832,97.96616962525074
1231,2648,68,-0.02,0.26086957,0.9263,0.0737,207.39029462841486
1232,2649,33,-0.1,0.65217391,0.5264,0.4736,259.4263163603618
1233,2650,67,0.07,0.47826087,0.565,0.435,305.2071630787071
1234,2651,21,0.02,0.08695652,0.844,0.156,338.90269346600473
1235,2652,28,-0.03,0.2173913,0.8801,0.1199,403.2212442204502
1236,2653,69,0.06,0.47826087,0.6021,0.3979,447.4573769613586
1237,2654,10,-0.09,0.56521739,0.4964,0.5036,256.16087928754325
1238,2655,4,-0.07,0.43478261,0.6306,0.3694,172.08116062861922
1239,2656,31,-0.09,0.56521739,0.6301,0.3699,150.9075352827143
1240,2657,67,-0.08,0.52173913,0.8501,0.1499,87.43860557262465
1241,2658,43,-0.04,0.26086957,0.0183,0.9817,13.380987002455814
1242,2670,22,0.05,0.26086957,0.0173,0.9827,19.93334816101999
1243,2671,10,0.05,0.26086957,0.0102,0.9898,48.20186115093825
1244,2672,62,0.0,0.26086957,0.9111,0.0889,186.9028478349238
1245,2673,67,0.12,0.7826087,0.3186,0.6814,322.7223105665784
1246,2674,32,-0.05,0.34782609,0.7713,0.2287,330.8994265422823
1247,2675,36,-0.03,0.2173913,0.8831,0.1169,404.39189987513663
1248,2676,45,0.09,0.56521739,0.4243,0.5757,413.5468693395488
1249,2677,10,0.03,0.13043478,0.7805,0.2195,244.98802912809973
1250,2678,46,-0.04,0.26086957,0.843,0.157,194.10185490486177
1251,2679,59,-0.06,0.39130435,0.7353,0.2647,264.22125050019616
1252,2680,55,-0.08,0.52173913,0.6936,0.3064,197.63658546002793
1253,2681,18,-0.04,0.26086957,0.8435,0.1565,58.46657194697748
1254,2682,8,0.01,0.0,0.0046,0.9954,10.984171706272479
1255,2694,84,0.03,0.52173913,0.0117,0.9883,39.21508634334354
1256,2695,20,0.08,0.47826087,0.0132,0.9868,63.01824011429174
1257,2696,14,-0.07,0.43478261,0.7454,0.2546,127.15205781505794
1258,2697,76,0.14,0.91304348,0.2149,0.7851,303.0859285698349
1259,2698,35,-0.03,0.2173913,0.9019,0.0981,355.3033438587139
1260,2699,50,0.12,0.73913043,0.2647,0.7353,449.86987218500894
1261,2700,33,0.11,0.69565217,0.3054,0.6946,425.9668334683934
1262,2701,56,-0.02,0.17391304,0.9594,0.0407,432.81008734653545
1263,2702,14,0.06,0.34782609,0.6118,0.3882,277.2458658635795
1264,2703,65,-0.05,0.34782609,0.7896,0.2104,293.5209560128296
1265,2704,64,-0.07,0.47826087,0.751,0.249,195.69174681165458
1266,2705,65,0.02,0.30434783,0.8288,0.1712,81.04719596279085
1267,2706,63,0.07,0.47826087,0.0168,0.9832,16.824122831670284
1268,2718,81,0.03,0.47826087,0.0193,0.9807,37.93967315530968
1269,2719,15,0.04,0.2173913,0.0173,0.9827,50.1896471082446
1270,2720,50,-0.03,0.2173913,0.9085,0.0915,201.9332512627453
1271,2721,52,-0.02,0.17391304,0.94,0.06,308.55153926832224
1272,2722,24,-0.05,0.30434783,0.7719,0.2282,325.5045350975087
1273,2723,71,0.12,0.7826087,0.2647,0.7353,446.298118795027
1274,2724,50,-0.06,0.39130435,0.7215,0.2785,457.68950750266174
1275,2725,16,-0.1,0.65217391,0.4441,0.5559,132.98812579274116
1276,2726,30,0.07,0.39130435,0.5539,0.4461,103.23933462998276
1277,2727,3,-0.13,0.82608696,0.282,0.718,60.36203739586903
1278,2728,42,0.0,0.17391304,0.9238,0.0762,68.4222652669995
1279,2729,67,-0.04,0.34782609,0.8277,0.1723,54.23108389412309
1280,2730,46,0.04,0.2173913,0.002,0.998,14.8656605619073
1281,2731,72,-0.02,0.34782609,0.0142,0.9858,0.0
1282,2742,90,-0.05,0.43478261,0.0168,0.9832,37.27477017659421
1283,2743,55,-0.05,0.34782609,0.0076,0.9924,69.0840835551535
1284,2744,45,-0.08,0.52173913,0.7698,0.2302,108.67599905226102
1285,2745,54,-0.04,0.26086957,0.8669,0.1331,258.48596693545824
1286,2746,41,-0.03,0.2173913,0.8826,0.1174,308.7319365730301
1287,2747,84,0.08,0.73913043,0.4964,0.5036,436.14804576431874
1288,2748,11,0.03,0.13043478,0.781,0.219,310.0529970534213
1289,2749,60,0.04,0.30434783,0.721,0.279,197.7132392384233
1290,2750,51,0.0,0.17391304,0.94,0.06,386.4158569554116
1291,2751,0,0.11,0.69565217,0.3364,0.6636,136.26415665270036
1292,2752,61,-0.07,0.47826087,0.7505,0.2495,176.3388415572339
1293,2753,59,-0.07,0.47826087,0.8262,0.1738,106.32012461399889
1294,2754,49,0.07,0.39130435,0.0137,0.9863,16.160805702720364
1295,2755,25,0.07,0.39130435,0.0015,0.9985,0.0
1296,2766,29,0.05,0.26086957,0.0122,0.9878,16.663394140835084
1297,2767,23,-0.07,0.43478261,0.0142,0.9858,56.31104953337327
1298,2768,51,-0.04,0.26086957,0.9019,0.0981,209.34949565512474
1299,2769,74,-0.02,0.34782609,0.939,0.061,306.87752901190976
1300,2770,62,0.08,0.52173913,0.4898,0.5102,246.49309908393965
1301,2771,43,0.08,0.47826087,0.4964,0.5036,118.91471800991285
1302,2772,52,-0.03,0.2173913,0.8999,0.1001,166.03650190264042
1303,2773,46,-0.06,0.39130435,0.7215,0.2785,294.09966793005435
1304,2774,26,0.1,0.60869565,0.3801,0.6199,208.92322174067468
1305,2775,25,-0.09,0.56521739,0.5554,0.4446,182.6223951463959
1306,2776,86,0.01,0.52173913,0.8745,0.1255,198.09952215321837
1307,2777,17,-0.07,0.43478261,0.8242,0.1758,43.89048910660703
1308,2778,7,0.02,0.08695652,0.0168,0.9832,11.016625169772913
1309,2779,61,0.06,0.43478261,0.0147,0.9853,0.0
1310,2790,61,-0.05,0.34782609,0.0168,0.9832,38.92769612714708
1311,2791,46,-0.05,0.34782609,0.003,0.997,93.79510878832357
1312,2792,12,0.03,0.13043478,0.7866,0.2134,119.01460563687773
1313,2793,64,-0.04,0.34782609,0.8801,0.1199,300.0258234661374
1314,2794,39,0.14,0.86956522,0.1514,0.8486,343.40324973096284
1315,2795,10,-0.04,0.26086957,0.8059,0.1941,279.79559651927457
1316,2796,6,0.08,0.47826087,0.4837,0.5163,270.94087469354116
1317,2797,58,-0.05,0.34782609,0.781,0.219,423.1980457849373
1318,2798,12,-0.08,0.52173913,0.5737,0.4263,246.3535451930581
1319,2799,60,-0.03,0.2173913,0.9162,0.0838,274.5883269525268
1320,2800,7,-0.07,0.43478261,0.6951,0.3049,100.82268176667434
1321,2801,43,0.06,0.34782609,0.8242,0.1758,66.64864225464665
1322,2802,16,0.07,0.39130435,0.0183,0.9817,17.064839492679422
1323,2803,73,0.08,0.56521739,0.0198,0.9802,0.0
1324,2814,36,-0.04,0.26086957,0.0168,0.9832,26.122466329497925
1325,2815,61,0.06,0.43478261,0.003,0.997,108.4050258512277
1326,2816,45,-0.08,0.52173913,0.7886,0.2114,183.87169432776247
1327,2817,0,0.03,0.13043478,0.7881,0.2119,146.4813954526602
1328,2818,90,0.14,0.91304348,0.1514,0.8486,326.71198425348445
1329,2819,1,-0.02,0.13043478,0.9024,0.0976,197.26279275313541
1330,2820,57,-0.07,0.47826087,0.6621,0.3379,412.2270130671105
1331,2821,49,0.11,0.69565217,0.3049,0.6951,438.748732816574
1332,2822,48,-0.03,0.2173913,0.8989,0.1011,303.49999112907426
1333,2823,17,-0.08,0.52173913,0.593,0.407,149.09370573536768
1334,2824,60,-0.02,0.26086957,0.9233,0.0767,175.99197800533662
1335,2825,9,0.05,0.26086957,0.8222,0.1778,42.34809375427388
1336,2826,60,-0.07,0.47826087,0.0132,0.9868,19.346506527470293
1337,2827,73,-0.05,0.34782609,0.0005,0.9995,0.0
1338,2838,41,-0.05,0.34782609,0.001,0.999,38.05479879127042
1339,2839,37,0.0,0.13043478,0.0015,0.9985,66.84397331506521
1340,2840,24,-0.1,0.65217391,0.7104,0.2896,95.298869513357
1341,2841,15,-0.03,0.17391304,0.8918,0.1082,115.81286631601112
1342,2842,32,0.03,0.13043478,0.7754,0.2246,153.48503352648012
1343,2843,67,0.09,0.60869565,0.4192,0.5808,312.6352280457742
1344,2844,41,0.12,0.73913043,0.2459,0.7541,378.6764436958906
1345,2845,61,0.08,0.52173913,0.4634,0.5366,385.8557260654854
1346,2846,27,0.1,0.60869565,0.3608,0.6392,281.17533482098975
1347,2847,76,-0.05,0.34782609,0.8211,0.1789,270.2186422465189
1348,2848,79,-0.08,0.56521739,0.7332,0.2668,171.63733637591343
1349,2849,76,0.04,0.39130435,0.0081,0.9919,78.62250824643074
1350,2850,44,-0.1,0.65217391,0.0132,0.9868,17.86146323269427
1351,2851,80,-0.04,0.34782609,0.0178,0.9822,0.0
1352,2862,55,-0.07,0.47826087,0.0025,0.9975,39.968604638764624
1353,2863,0,-0.06,0.39130435,0.002,0.998,49.573171041121896
1354,2864,47,0.01,0.08695652,0.8415,0.1585,181.5260560636645
1355,2865,67,-0.03,0.26086957,0.9167,0.0833,299.14747106267964
1356,2866,3,0.12,0.73913043,0.2815,0.7185,204.18114886678987
1357,2867,51,-0.05,0.34782609,0.7851,0.2149,410.2419096849296
1358,2868,47,-0.06,0.39130435,0.7215,0.2785,396.8689012831675
1359,2869,53,-0.03,0.2173913,0.8994,0.1006,395.54093391528306
1360,2870,27,0.06,0.34782609,0.5925,0.4075,290.1717046292313
1361,2871,0,0.04,0.2173913,0.7256,0.2744,135.89199678473582
1362,2872,61,-0.05,0.34782609,0.8699,0.1301,170.7186613349867
1363,2873,46,0.04,0.2173913,0.0142,0.9858,71.15879444182568
1364,2874,1,0.08,0.47826087,0.0041,0.9959,12.866345270196467
1365,2875,0,0.04,0.2173913,0.0137,0.9863,0.0
1366,2886,31,-0.05,0.34782609,0.0081,0.9919,16.38731500804111
1367,2887,19,-0.07,0.43478261,0.0097,0.9903,49.684352261303495
1368,2888,39,-0.11,0.69565217,0.7154,0.2846,169.80957486205065
1369,2889,54,-0.03,0.2173913,0.9187,0.0813,311.914617867769
1370,2890,21,0.01,0.0,0.8852,0.1148,291.27037268903933
1371,2891,29,-0.08,0.52173913,0.593,0.407,360.87432965903474
1372,2892,73,0.04,0.34782609,0.7017,0.2983,458.12916623688784
1373,2893,5,0.1,0.60869565,0.3643,0.6357,256.45519210158915
1374,2894,58,-0.04,0.26086957,0.8404,0.1596,344.75837968528555
1375,2895,3,0.03,0.13043478,0.779,0.221,130.2995755301019
1376,2896,49,-0.08,0.52173913,0.7297,0.2703,113.93285288655716
1377,2897,74,-0.01,0.34782609,0.0117,0.9883,88.58291737215939
1378,2898,40,0.09,0.56521739,0.0,1.0,16.14893766296691
1379,2899,57,0.07,0.43478261,0.0163,0.9837,0.0
1380,2910,60,0.02,0.2173913,0.0178,0.9822,39.99293864225294
1381,2911,61,-0.06,0.39130435,0.0137,0.9863,88.8981626319759
1382,2912,26,-0.05,0.30434783,0.8765,0.1235,131.73662409712068
1383,2913,63,-0.04,0.34782609,0.8953,0.1047,221.06373451987844
1384,2914,29,0.03,0.13043478,0.7754,0.2246,277.69726200990215
1385,2915,11,0.07,0.39130435,0.5351,0.4649,264.4877196698883
1386,2916,27,0.07,0.39130435,0.5432,0.4568,282.8203522603748
1387,2917,33,0.11,0.69565217,0.2851,0.7149,312.6558269714461
1388,2918,28,-0.1,0.65217391,0.4756,0.5244,211.31076774694955
1389,2919,26,0.03,0.13043478,0.779,0.221,208.53924278449279
1390,2920,4,0.02,0.08695652,0.8155,0.1845,90.83703221712368
1391,2921,70,-0.02,0.30434783,0.0163,0.9837,94.37741596960821
1392,2922,36,-0.07,0.43478261,0.0178,0.9822,19.790622584868316
1393,2923,89,-0.02,0.52173913,0.0046,0.9954,0.0
1394,2934,77,-0.08,0.56521739,0.0051,0.9949,46.98645234585878
1395,2935,36,0.03,0.13043478,0.0173,0.9827,88.56192730452327
1396,2936,22,-0.04,0.26086957,0.8653,0.1347,132.54333651005823
1397,2937,26,-0.07,0.43478261,0.7043,0.2957,241.23036118114177
