Hoy,Gen,Ind,Sd_A,Sd_L,SDGP,SUDI,Vis,Pvg,Val_SDGP,Val_SUDI,Val_Vis,Val_Pvg,shade_percent,shade_rad,Optimizer
8,0,0,7,0.08,0.938,0.225,47.826,8876.932,0.922,0.225,47.826,0.66,0.528,2237.832,-49.633
8,0,1,58,0.14,0.945,0.368,91.304,1345.036,0.931,0.368,91.304,0.1,0.928,2217.833,-92.704
8,0,2,2,-0.11,0.717,0.193,73.913,5450.838,0.647,0.193,73.913,0.405,0.71,2240.073,-75.158
8,1,0,52,0.14,0.945,0.368,91.304,1294.161,0.931,0.368,91.304,0.096,0.931,2220.194,-92.7
8,1,1,53,0.13,0.945,0.376,86.957,2577.378,0.931,0.376,86.957,0.192,0.862,2219.894,-88.456
8,1,2,28,-0.02,1.0,0.0,13.043,14397.202,1.0,0.0,13.043,1.071,0.231,2229.871,-15.114
8,2,0,67,0.14,0.941,0.367,91.304,1455.774,0.926,0.367,91.304,0.108,0.922,2214.377,-92.706
8,2,1,38,0.14,0.944,0.355,86.957,1233.006,0.93,0.355,86.957,0.092,0.934,2225.712,-88.334
8,2,2,36,0.03,1.0,0.0,13.043,13399.362,1.0,0.0,13.043,0.997,0.284,2226.478,-15.04
8,3,0,77,0.14,0.946,0.369,91.304,1657.901,0.933,0.369,91.304,0.123,0.911,2210.459,-92.73
8,3,1,90,0.1,0.891,0.351,100.0,10223.828,0.864,0.351,100.0,0.76,0.448,2205.608,-101.975
8,3,2,47,0.03,1.0,0.0,17.391,13725.609,1.0,0.0,17.391,1.021,0.265,2222.435,-19.412
9,0,0,64,0.02,0.974,0.54,30.435,59238.534,0.967,0.54,30.435,1.382,0.0,7052.206,-33.325
9,0,1,72,-0.02,0.995,0.468,34.783,59148.74,0.994,0.468,34.783,1.38,0.0,7041.517,-37.625
9,0,2,45,0.12,0.724,0.571,73.913,15957.366,0.655,0.571,73.913,0.372,0.732,7079.119,-75.511
9,1,0,75,0.05,0.888,0.676,78.261,59112.981,0.86,0.676,78.261,1.38,0.0,7037.26,-81.176
