Hoy,Gen,Ind,Sd_A,Sd_L,SDGP,Val_SDGP,SUDI,Val_SUDI,Vis,Val_Vis,Pvg,shade_percent,shade_rad,Val_Pvg,Optimizer
1932,0,0,76,-0.08,0.973,0.0,0.722,0.722,0.522,0.0,331.862,0.821,220.205,0.0,-0.722
1932,0,1,82,0.12,0.983,0.0,0.724,0.724,0.783,0.0,145.382,0.921,219.993,0.0,-0.724
1932,1,0,60,0.04,0.975,0.0,0.724,0.724,0.217,0.0,521.502,0.719,220.775,0.0,-0.724
1932,1,1,90,0.03,0.975,0.0,0.724,0.724,0.652,0.0,602.46,0.674,219.722,0.0,-0.724
1932,2,0,60,0.12,0.983,0.0,0.724,0.724,0.783,0.0,142.961,0.923,220.772,0.0,-0.724
1932,2,1,65,0.07,0.973,0.0,0.719,0.719,0.435,0.0,376.306,0.797,220.575,0.0,-0.719
