,Hoy,SD_Angle,SD_Position
0,1423.0,59.0,-0.04
1,1424.0,50.0,-0.09
2,1425.0,88.0,0.01
3,1426.0,65.0,0.08
4,1427.0,30.0,0.14
5,1428.0,2.0,-0.05
6,1429.0,15.0,-0.03
7,1430.0,10.0,-0.06
8,1431.0,58.0,-0.03
9,1432.0,64.0,-0.05
10,1433.0,57.0,0.04
11,1434.0,7.0,0.05
12,1447.0,12.0,-0.05
13,1448.0,21.0,-0.09
14,1449.0,17.0,0.03
15,1450.0,5.0,0.12
16,1451.0,18.0,0.09
17,1452.0,1.0,-0.1
18,1453.0,48.0,0.14
19,1454.0,47.0,-0.05
20,1455.0,13.0,-0.06
21,1456.0,38.0,-0.08
22,1457.0,5.0,0.07
23,1458.0,51.0,-0.02
24,1471.0,52.0,0.01
25,1472.0,9.0,-0.07
26,1473.0,3.0,0.04
27,1474.0,38.0,0.1
28,1475.0,25.0,-0.03
29,1476.0,0.0,-0.02
30,1477.0,37.0,0.0
31,1478.0,36.0,0.01
32,1479.0,74.0,0.14
33,1480.0,45.0,0.04
34,1481.0,33.0,-0.05
35,1482.0,75.0,0.01
36,1495.0,0.0,-0.05
37,1496.0,19.0,-0.03
38,1497.0,23.0,-0.08
39,1498.0,51.0,0.05
40,1499.0,31.0,-0.02
41,1500.0,1.0,0.14
42,1501.0,15.0,0.02
43,1502.0,49.0,-0.03
44,1503.0,51.0,-0.0
45,1504.0,32.0,0.04
46,1505.0,23.0,0.02
47,1506.0,8.0,0.08
48,1519.0,42.0,0.07
49,1520.0,55.0,-0.06
50,1521.0,28.0,0.02
51,1522.0,47.0,-0.01
52,1523.0,32.0,-0.04
53,1524.0,40.0,0.1
54,1525.0,50.0,0.13
55,1526.0,7.0,-0.07
56,1527.0,78.0,0.11
57,1528.0,26.0,0.04
58,1529.0,65.0,-0.07
59,1530.0,83.0,-0.01
60,1543.0,57.0,-0.06
61,1544.0,0.0,-0.04
62,1545.0,18.0,0.01
63,1546.0,83.0,-0.13
64,1547.0,17.0,-0.08
65,1548.0,41.0,-0.05
66,1549.0,23.0,0.13
67,1550.0,20.0,0.1
68,1551.0,70.0,-0.04
69,1552.0,90.0,-0.1
70,1553.0,63.0,-0.02
71,1554.0,66.0,0.06
72,1567.0,63.0,-0.08
73,1568.0,19.0,-0.02
74,1569.0,62.0,0.02
75,1570.0,57.0,-0.01
76,1571.0,12.0,-0.14
77,1572.0,70.0,0.1
78,1573.0,33.0,0.01
79,1574.0,77.0,0.03
80,1575.0,5.0,-0.05
81,1576.0,68.0,-0.05
82,1577.0,31.0,-0.05
83,1578.0,58.0,-0.02
84,1591.0,53.0,-0.04
85,1592.0,79.0,-0.02
86,1593.0,23.0,0.14
87,1594.0,3.0,-0.04
88,1595.0,55.0,0.13
89,1596.0,45.0,-0.13
90,1597.0,54.0,0.09
91,1598.0,38.0,-0.03
92,1599.0,47.0,0.14
93,1600.0,52.0,-0.02
94,1601.0,18.0,0.04
95,1602.0,33.0,-0.03
96,1615.0,56.0,0.02
97,1616.0,27.0,-0.03
98,1617.0,59.0,0.13
99,1618.0,65.0,0.09
100,1619.0,81.0,-0.14
101,1620.0,49.0,-0.02
102,1621.0,47.0,0.14
103,1622.0,59.0,-0.05
104,1623.0,18.0,-0.07
105,1624.0,37.0,-0.02
106,1625.0,22.0,-0.05
107,1626.0,25.0,0.05
108,1639.0,54.0,0.08
109,1640.0,41.0,-0.03
110,1641.0,32.0,-0.05
111,1642.0,60.0,-0.14
112,1643.0,23.0,-0.01
113,1644.0,70.0,-0.12
114,1645.0,59.0,0.09
115,1646.0,28.0,0.13
116,1647.0,59.0,-0.05
117,1648.0,3.0,0.04
