Unnamed: 0,Hoy,SD_Angle,SD_Position,Shaded_Ratio,Unshaded_Ratio
113,274,35,0.03,0.806402,0.193598
114,275,85,0.11,0.325711,0.674289
115,276,50,0.13,0.206809,0.793191
116,277,76,0.03,0.796748,0.203252
117,278,76,-0.14,0.186484,0.813516
118,279,3,-0.13,0.245935,0.754065
119,280,39,-0.01,0.934959,0.065041
120,281,12,0.07,0.604675,0.395325
121,296,27,0,1,0
122,297,1,-0.01,0.942581,0.057419
123,298,46,0.09,0.458841,0.541159
124,299,59,0.09,0.445122,0.554878
125,300,29,0.12,0.26626,0.73374
126,301,31,-0.1,0.410569,0.589431
127,302,78,-0.14,0.186484,0.813516
128,303,87,0.13,0.226118,0.773882
129,304,39,-0.12,0.322154,0.677846
130,305,86,-0.07,0.568598,0.431402
131,320,24,0.05,0.725102,0.274898
132,321,44,-0.1,0.434451,0.565549
133,322,20,0.01,0.922256,0.077744
134,323,36,0.01,0.916159,0.083841
135,324,34,0.09,0.444614,0.555386
136,325,16,0.09,0.430894,0.569106
137,326,77,0.13,0.206809,0.793191
138,327,45,-0.01,0.960366,0.039634
139,328,46,-0.02,0.877033,0.122967
140,329,15,-0.05,0.736789,0.263211
141,344,42,-0.03,0.847561,0.152439
142,345,38,0.08,0.528963,0.471037
143,346,42,-0.06,0.670224,0.329776
144,347,18,0.1,0.385671,0.614329
145,348,19,0.09,0.444614,0.555386
146,349,24,0.1,0.369919,0.630081
147,350,10,0.13,0.206809,0.793191
148,351,33,0.03,0.805386,0.194614
149,352,44,-0.01,0.951728,0.048272
150,353,72,0,0.666159,0.333841
151,368,47,0.05,0.724593,0.275407
152,369,7,-0.02,0.886179,0.113821
153,370,31,-0.02,0.902439,0.097561
154,371,72,0.14,0.147358,0.852642
155,372,22,-0.11,0.365346,0.634654
156,373,7,-0.01,0.95935,0.04065
157,374,2,0.04,0.74187,0.25813
158,375,49,-0.08,0.554878,0.445122
159,376,52,-0.03,0.818598,0.181402
160,377,32,0.06,0.642276,0.357724
161,392,73,-0.04,0.755081,0.244919
162,393,89,-0.04,0.736789,0.263211
163,394,12,0.05,0.690549,0.309451
164,395,65,-0.08,0.541159,0.458841
165,396,64,-0.06,0.662602,0.337398
166,397,35,-0.04,0.796748,0.203252
167,398,15,-0.03,0.840955,0.159045
168,399,0,0.01,0.92124,0.07876
169,400,50,0.11,0.34248,0.65752
170,401,43,-0.04,0.76626,0.23374
171,402,1,-0.02,0.893293,0.106707
172,416,37,0.06,0.669715,0.330285
173,417,32,0.1,0.416159,0.583841
174,418,29,0,0.980183,0.019817
175,419,34,-0.11,0.381606,0.618394
176,420,78,-0.1,0.424797,0.575203
177,421,35,-0.12,0.308943,0.691057
178,422,39,-0.01,0.959858,0.040142
179,423,37,-0.02,0.902439,0.097561
180,424,21,0.1,0.400915,0.599085
181,425,67,0.04,0.733232,0.266768
182,426,41,0.05,0.715447,0.284553
183,440,64,-0.1,0.449187,0.550813
184,441,90,0.14,0.189533,0.810467
185,442,35,-0.01,0.958841,0.041159
186,443,23,-0.12,0.323679,0.676321
187,444,35,0.09,0.444614,0.555386
188,445,46,0.01,0.918699,0.081301
189,446,90,0.08,0.504065,0.495935
190,447,19,-0.01,0.960366,0.039634
191,448,47,0.03,0.798272,0.201728
192,449,28,-0.07,0.604167,0.395833
193,450,80,0.04,0.318089,0.681911
194,464,43,-0.09,0.522866,0.477134
195,465,47,0.1,0.416159,0.583841
196,466,51,0,0.972561,0.027439
197,467,45,0.14,0.168699,0.831301
198,468,53,0.11,0.325711,0.674289
199,469,13,0.14,0.126016,0.873984
200,470,88,0.04,0.74187,0.25813
201,471,31,-0.02,0.902439,0.097561
202,472,5,-0.04,0.767785,0.232215
203,473,35,0.06,0.641768,0.358232
204,474,17,-0.05,0.733232,0.266768
205,488,5,0.05,0.725102,0.274898
206,489,86,0.14,0.189533,0.810467
207,490,46,0.14,0.169207,0.830793
208,491,23,0.05,0.690041,0.309959
209,492,66,-0.04,0.801321,0.198679
210,493,39,-0.01,0.979675,0.020325
211,494,27,-0.12,0.305894,0.694106
212,495,64,-0.08,0.55437,0.44563
213,496,53,0.1,0.400407,0.599593
214,497,64,-0.02,0.837398,0.162602
215,498,36,-0.04,0.78252,0.21748
216,512,47,-0.07,0.610264,0.389736
217,513,5,-0.06,0.660569,0.339431
218,514,63,-0.12,0.322154,0.677846
219,515,74,0.11,0.34248,0.65752
220,516,28,0.06,0.622967,0.377033
221,517,5,0.09,0.430894,0.569106
222,518,48,0.04,0.74187,0.25813
223,519,50,0.12,0.284045,0.715955
224,520,36,0.05,0.690549,0.309451
225,521,8,0.04,0.755081,0.244919
226,522,51,0.06,0.651931,0.348069
227,536,1,-0.01,0.963415,0.036585
228,537,32,-0.03,0.847561,0.152439
229,538,26,-0.05,0.728659,0.271341
230,539,50,0.01,0.921748,0.078252
231,540,23,0.1,0.385163,0.614837
232,541,0,0.04,0.735772,0.264228
233,542,32,0.02,0.860772,0.139228
234,543,2,0.03,0.805386,0.194614
235,544,2,0.05,0.690549,0.309451
236,545,78,-0.05,0.681911,0.318089
237,546,63,-0.02,0.591463,0.408537
238,560,12,0.04,0.761687,0.238313
239,561,42,0.14,0.190549,0.809451
240,562,27,0.02,0.864329,0.135671
241,563,25,0.04,0.747967,0.252033
242,564,32,0.14,0.147358,0.852642
243,565,42,-0.09,0.49187,0.50813
244,566,27,0.03,0.801321,0.198679
245,567,80,0.11,0.341972,0.658028
246,568,60,0.01,0.90498,0.09502
247,569,9,-0.02,0.889228,0.110772
248,570,13,0.05,0.733232,0.266768
249,584,39,-0.07,0.613821,0.386179
250,585,32,0.06,0.641768,0.358232
251,586,43,0.03,0.803354,0.196646
252,587,60,0.09,0.458333,0.541667
253,588,54,0.14,0.147358,0.852642
254,589,59,-0.14,0.186992,0.813008
255,590,7,0,0.979675,0.020325
256,591,30,0.1,0.399898,0.600102
257,592,34,-0.07,0.622967,0.377033
258,593,29,0.03,0.816057,0.183943
259,594,90,-0.08,0.246951,0.753049
260,608,14,0.03,0.816565,0.183435
261,609,64,0.12,0.302846,0.697154
262,610,23,-0.1,0.439024,0.560976
263,611,38,0.1,0.400407,0.599593
264,612,0,-0.07,0.583333,0.416667
265,613,18,0.11,0.308943,0.691057
266,614,70,0.02,0.860264,0.139736
267,615,35,0.02,0.863313,0.136687
268,616,69,-0.11,0.378049,0.621951
269,617,59,-0.05,0.714939,0.285061
270,618,39,-0.09,0.518801,0.481199
271,632,40,-0.07,0.612297,0.387703
272,633,9,0.12,0.303354,0.696646
273,634,56,0.13,0.227134,0.772866
274,635,67,-0.14,0.226626,0.773374
275,636,3,0.04,0.74187,0.25813
276,637,9,0.01,0.918699,0.081301
277,638,84,0.11,0.325203,0.674797
278,639,83,-0.05,0.727134,0.272866
279,640,35,0.02,0.86687,0.13313
280,641,76,-0.08,0.539126,0.460874
281,642,40,0.07,0.622967,0.377033
282,656,11,0.05,0.714431,0.285569
283,657,45,0.02,0.859756,0.140244
284,658,29,-0.07,0.612805,0.387195
285,659,52,0.02,0.863821,0.136179
286,660,18,0.1,0.385163,0.614837
287,661,32,0.14,0.126016,0.873984
288,662,7,-0.06,0.662602,0.337398
289,663,43,0.14,0.168191,0.831809
290,664,36,-0.07,0.622459,0.377541
291,665,31,-0.07,0.614837,0.385163
292,666,54,0.04,0.743394,0.256606
293,680,15,-0.02,0.892276,0.107724
294,681,3,0.14,0.190549,0.809451
295,682,21,0.01,0.922256,0.077744
296,683,41,-0.13,0.285061,0.714939
297,684,61,0.1,0.385163,0.614837
298,685,2,0.12,0.247967,0.752033
299,686,58,-0.08,0.563008,0.436992
300,687,17,-0.14,0.207317,0.792683
301,688,26,-0.01,0.961382,0.038618
302,689,47,0,0.965447,0.034553
303,690,74,-0.03,0.417175,0.582825
304,704,56,0.1,0.447154,0.552846
305,705,6,-0.03,0.829776,0.170224
306,706,17,-0.14,0.207825,0.792175
307,707,79,0.13,0.226626,0.773374
308,708,6,0.1,0.385163,0.614837
309,709,50,0.11,0.308943,0.691057
310,710,72,-0.07,0.621951,0.378049
311,711,5,0.02,0.863313,0.136687
312,712,5,-0.11,0.378557,0.621443
313,713,22,0.06,0.651423,0.348577
314,714,6,-0.06,0.679878,0.320122
315,728,53,-0.01,0.929878,0.070122
316,729,27,0.04,0.754573,0.245427
317,730,15,-0.05,0.729167,0.270833
318,731,2,0.13,0.226626,0.773374
319,732,12,0,0.979675,0.020325
320,733,73,0.01,0.918699,0.081301
321,734,27,0.02,0.860264,0.139736
322,735,57,0.03,0.805386,0.194614
323,736,15,0.14,0.190041,0.809959
324,737,14,0.05,0.705793,0.294207
325,738,43,0.08,0.568089,0.431911
326,752,24,-0.05,0.732215,0.267785
327,753,59,0.04,0.760163,0.239837
328,754,7,0.13,0.246443,0.753557
329,755,84,0.12,0.284553,0.715447
330,756,38,0.03,0.801321,0.198679
331,757,27,0.02,0.857724,0.142276
332,758,77,0.04,0.741362,0.258638
333,759,3,-0.1,0.419715,0.580285
334,760,43,-0.09,0.509654,0.490346
335,761,52,-0.03,0.824695,0.175305
336,762,35,-0.03,0.828252,0.171748
337,776,53,-0.01,0.929878,0.070122
338,777,27,0.04,0.760163,0.239837
339,778,48,0.09,0.472053,0.527947
340,779,32,0.1,0.400407,0.599593
341,780,21,0.14,0.147358,0.852642
342,781,50,-0.14,0.186992,0.813008
343,782,23,0.14,0.14685,0.85315
344,783,48,-0.05,0.747459,0.252541
345,784,22,0.14,0.190041,0.809959
346,785,8,-0.03,0.833841,0.166159
347,786,45,0.06,0.668191,0.331809
348,800,68,0.03,0.801829,0.198171
349,801,52,-0.01,0.957317,0.042683
350,802,37,0.11,0.359248,0.640752
351,803,3,0.14,0.168699,0.831301
352,804,55,0.03,0.801321,0.198679
353,805,58,0.13,0.186992,0.813008
354,806,57,-0.12,0.325203,0.674797
355,807,18,0.05,0.689533,0.310467
356,808,90,-0.11,0.377033,0.622967
357,809,24,-0.04,0.778963,0.221037
358,810,65,-0.01,0.60315,0.39685
359,824,80,-0.09,0.495427,0.504573
360,825,0,0.11,0.376016,0.623984
361,826,57,0.01,0.923272,0.076728
362,827,41,0.08,0.51626,0.48374
363,828,62,0,0.979675,0.020325
364,829,81,-0.08,0.552846,0.447154
365,830,7,0.03,0.800813,0.199187
366,831,87,0.13,0.226118,0.773882
367,832,25,-0.01,0.961382,0.038618
368,833,49,-0.02,0.878049,0.121951
369,834,72,-0.04,0.545732,0.454268
370,848,65,-0.05,0.697663,0.302337
371,849,47,0.03,0.815041,0.184959
372,850,4,0.14,0.190041,0.809959
373,851,18,0.08,0.51626,0.48374
374,852,74,0.11,0.305894,0.694106
375,853,0,-0.06,0.654472,0.345528
376,854,44,0.09,0.444106,0.555894
377,855,90,-0.12,0.321646,0.678354
378,856,5,0.02,0.86687,0.13313
379,857,23,-0.06,0.669207,0.330793
380,858,75,-0.09,0.48374,0.51626
381,872,29,-0.03,0.837907,0.162093
382,873,21,-0.1,0.467988,0.532012
383,874,30,-0.02,0.92378,0.07622
384,875,5,0.13,0.226626,0.773374
385,876,72,-0.04,0.781504,0.218496
386,877,47,0.09,0.410569,0.589431
387,878,40,0.02,0.860264,0.139736
388,879,29,0.09,0.457825,0.542175
389,880,52,-0.05,0.734756,0.265244
390,881,16,0.08,0.541159,0.458841
391,882,36,0.06,0.688008,0.311992
392,896,49,0.06,0.658537,0.341463
393,897,10,-0.02,0.907012,0.092988
394,898,25,-0.1,0.45376,0.54624
395,899,64,0,0.980183,0.019817
396,900,90,-0.08,0.523882,0.476118
397,901,88,0.11,0.288618,0.711382
398,902,48,0.14,0.14685,0.85315
399,903,58,0.14,0.168191,0.831809
400,904,64,0.03,0.805894,0.194106
401,905,78,-0.06,0.656504,0.343496
402,906,73,0.04,0.545732,0.454268
403,920,12,-0.05,0.731707,0.268293
404,921,34,0.14,0.211382,0.788618
405,922,26,0,0.980183,0.019817
406,923,57,0,0.980183,0.019817
407,924,0,0.1,0.385163,0.614837
408,925,48,0.01,0.898374,0.101626
409,926,64,-0.14,0.185976,0.814024
410,927,79,0.13,0.226118,0.773882
411,928,13,-0.08,0.566565,0.433435
412,929,20,-0.05,0.724085,0.275915
413,930,67,-0.05,0.691057,0.308943
414,944,41,0.04,0.762195,0.237805
415,945,90,-0.14,0.22815,0.77185
416,946,52,0.01,0.923272,0.076728
417,947,32,0.13,0.226626,0.773374
418,948,1,0.13,0.206809,0.793191
419,949,54,-0.09,0.49187,0.50813
420,950,41,0.02,0.840447,0.159553
421,951,41,-0.01,0.979167,0.020833
422,952,52,-0.03,0.846037,0.153963
423,953,55,-0.02,0.875,0.125
424,954,36,0.07,0.636179,0.363821
425,967,40,0,0.715447,0.284553
426,968,54,0,0.949695,0.050305
427,969,49,0.01,0.920224,0.079776
428,970,44,0.12,0.302846,0.697154
429,971,20,0.13,0.226626,0.773374
430,972,31,0,0.959858,0.040142
431,973,58,0.08,0.471545,0.528455
432,974,68,0.04,0.721545,0.278455
433,975,4,0.09,0.457825,0.542175
434,976,37,0,0.980183,0.019817
435,977,63,0,0.949187,0.050813
436,978,13,0.06,0.689024,0.310976
437,991,0,0.06,0.707317,0.292683
438,992,69,0.04,0.747967,0.252033
439,993,43,0.04,0.760163,0.239837
440,994,67,0.14,0.190041,0.809959
441,995,38,0.14,0.14939,0.85061
442,996,23,-0.06,0.662602,0.337398
443,997,47,-0.07,0.613821,0.386179
444,998,9,0.03,0.800813,0.199187
445,999,14,0.05,0.689533,0.310467
446,1000,2,-0.03,0.829776,0.170224
447,1001,63,0.04,0.749492,0.250508
448,1002,13,0.09,0.533537,0.466463
449,1015,72,-0.03,0.465447,0.534553
450,1016,42,0.07,0.606707,0.393293
451,1017,42,0.11,0.376016,0.623984
452,1018,0,0.04,0.754065,0.245935
453,1019,11,0.1,0.400407,0.599593
454,1020,17,0.13,0.186992,0.813008
455,1021,76,0.01,0.898374,0.101626
456,1022,63,0.02,0.840447,0.159553
457,1023,46,-0.01,0.979167,0.020833
458,1024,37,0.03,0.810467,0.189533
459,1025,53,0.05,0.697663,0.302337
460,1026,72,0.07,0.609248,0.390752
461,1039,44,-0.06,0.682419,0.317581
462,1040,63,-0.06,0.681911,0.318089
463,1041,11,-0.13,0.303354,0.696646
464,1042,8,0.14,0.190041,0.809959
465,1043,0,0.01,0.921748,0.078252
466,1044,12,0.12,0.246443,0.753557
467,1045,60,-0.06,0.674797,0.325203
468,1046,42,0.01,0.899898,0.100102
469,1047,4,-0.12,0.323171,0.676829
470,1048,3,-0.09,0.491362,0.508638
471,1049,66,-0.04,0.777439,0.222561
472,1050,52,-0.07,0.642276,0.357724
473,1063,54,-0.01,0.705793,0.294207
474,1064,32,-0.01,0.946138,0.053862
475,1065,62,0.12,0.321138,0.678862
476,1066,32,0.11,0.359248,0.640752
477,1067,10,-0.12,0.323679,0.676321
478,1068,52,-0.06,0.682419,0.317581
479,1069,49,0.13,0.166667,0.833333
480,1070,28,-0.01,0.95935,0.04065
481,1071,49,0,0.952236,0.047764
482,1072,32,0,0.980183,0.019817
483,1073,17,-0.04,0.802337,0.197663
484,1074,71,-0.07,0.610772,0.389228
485,1087,1,0.05,0.756098,0.243902
486,1088,13,-0.06,0.686992,0.313008
487,1089,61,-0.06,0.702744,0.297256
488,1090,80,-0.06,0.696138,0.303862
489,1091,84,0.14,0.14939,0.85061
490,1092,37,0.12,0.246443,0.753557
491,1093,60,0.13,0.166667,0.833333
492,1094,45,0.04,0.721545,0.278455
493,1095,1,-0.03,0.844512,0.155488
494,1096,15,0.05,0.697663,0.302337
495,1097,59,-0.04,0.79624,0.20376
496,1098,22,0.04,0.79878,0.20122
497,1111,71,-0.05,0.495935,0.504065
498,1112,32,-0.09,0.547256,0.452744
499,1113,61,-0.03,0.862805,0.137195
500,1114,22,-0.01,0.980183,0.019817
501,1115,57,0.13,0.207317,0.792683
502,1116,21,0.12,0.246443,0.753557
503,1117,67,0.02,0.837398,0.162602
504,1118,9,-0.01,0.939533,0.060467
505,1119,57,0.11,0.322663,0.677337
506,1120,25,0.05,0.697663,0.302337
507,1121,10,0.1,0.446138,0.553862
508,1122,30,-0.06,0.697663,0.302337
509,1135,38,0.08,0.620427,0.379573
510,1136,47,0.04,0.77185,0.22815
511,1137,61,-0.06,0.70122,0.29878
512,1138,24,-0.13,0.303354,0.696646
513,1139,40,0.1,0.381098,0.618902
514,1140,90,-0.09,0.484248,0.515752
515,1141,33,0.11,0.288618,0.711382
516,1142,40,-0.01,0.95935,0.04065
517,1143,12,0.12,0.284045,0.715955
518,1144,31,-0.11,0.415142,0.584858
519,1145,75,0.03,0.805386,0.194614
520,1146,45,0.03,0.825711,0.174289
521,1159,61,-0.08,0.592988,0.407012
522,1160,58,-0.09,0.529472,0.470528
523,1161,34,0.04,0.760163,0.239837
524,1162,0,0.14,0.190041,0.809959
525,1163,27,0.11,0.323171,0.676829
526,1164,84,-0.08,0.563008,0.436992
527,1165,58,0.1,0.349593,0.650407
528,1166,10,0.14,0.127033,0.872967
529,1167,45,0.14,0.148882,0.851118
530,1168,58,-0.09,0.525915,0.474085
531,1169,56,0.03,0.815041,0.184959
532,1170,45,0.04,0.77998,0.22002
533,1183,62,0.08,0.581809,0.418191
534,1184,73,-0.04,0.769309,0.230691
535,1185,0,-0.06,0.669207,0.330793
536,1186,46,0.14,0.17124,0.82876
537,1187,59,0.02,0.844512,0.155488
538,1188,45,0.12,0.246443,0.753557
539,1189,47,-0.08,0.552846,0.447154
540,1190,36,0.01,0.899898,0.100102
541,1191,39,0.14,0.148882,0.851118
542,1192,34,-0.09,0.527947,0.472053
543,1193,3,-0.03,0.837907,0.162093
544,1194,45,0.11,0.461382,0.538618
545,1207,82,-0.07,0.423272,0.576728
546,1208,66,-0.05,0.728659,0.271341
547,1209,5,-0.02,0.907012,0.092988
548,1210,5,0.13,0.246443,0.753557
549,1211,56,0.13,0.207317,0.792683
550,1212,65,0.11,0.305894,0.694106
551,1213,13,-0.12,0.288618,0.711382
552,1214,34,0.13,0.186484,0.813516
553,1215,29,0.14,0.148882,0.851118
554,1216,58,-0.06,0.695122,0.304878
555,1217,10,-0.1,0.482215,0.517785
556,1218,76,0.03,0.648374,0.351626
557,1231,0,0.06,0.72561,0.27439
558,1232,55,0.05,0.713415,0.286585
559,1233,3,-0.06,0.6875,0.3125
560,1234,52,-0.06,0.69563,0.30437
561,1235,66,0.13,0.207317,0.792683
562,1236,51,0.14,0.127541,0.872459
563,1237,33,-0.01,0.95935,0.04065
564,1238,56,0.13,0.186484,0.813516
565,1239,5,0.11,0.322663,0.677337
566,1240,52,-0.06,0.69563,0.30437
567,1241,59,-0.04,0.791667,0.208333
568,1242,11,-0.09,0.577236,0.422764
569,1255,0,0.07,0.679878,0.320122
570,1256,40,0.07,0.617886,0.382114
571,1257,45,-0.04,0.811484,0.188516
572,1258,32,0.07,0.566057,0.433943
573,1259,47,0.14,0.14939,0.85061
574,1260,55,-0.05,0.74187,0.25813
575,1261,44,0.09,0.410569,0.589431
576,1262,3,-0.02,0.880081,0.119919
577,1263,10,0.08,0.496443,0.503557
578,1264,58,-0.06,0.674289,0.325711
579,1265,73,-0.05,0.736789,0.263211
580,1266,52,0.06,0.695122,0.304878
581,1279,5,-0.04,0.817073,0.182927
582,1280,65,0.07,0.628049,0.371951
583,1281,32,-0.06,0.712907,0.287093
584,1282,45,0.04,0.735264,0.264736
585,1283,28,0.07,0.554878,0.445122
586,1284,38,0.07,0.543699,0.456301
587,1285,75,0.08,0.471545,0.528455
588,1286,19,-0.05,0.721545,0.278455
589,1287,20,-0.13,0.264736,0.735264
590,1288,48,-0.08,0.57622,0.42378
591,1289,60,0.07,0.604675,0.395325
592,1290,58,0.02,0.864837,0.135163
593,1303,32,-0.05,0.770325,0.229675
594,1304,40,-0.01,0.95935,0.04065
595,1305,75,-0.1,0.478659,0.521341
596,1306,50,0.05,0.678862,0.321138
597,1307,23,0.1,0.381098,0.618902
598,1308,34,0.12,0.246443,0.753557
599,1309,44,0.11,0.288618,0.711382
600,1310,27,-0.13,0.265752,0.734248
601,1311,48,0,0.952236,0.047764
602,1312,16,0.12,0.320122,0.679878
603,1313,13,0.03,0.823679,0.176321
604,1314,67,-0.01,0.810467,0.189533
605,1327,15,0.06,0.734756,0.265244
606,1328,35,0.08,0.577236,0.422764
607,1329,38,0.09,0.481199,0.518801
608,1330,14,-0.08,0.566057,0.433943
609,1331,43,-0.06,0.689533,0.310467
610,1332,46,0.01,0.900407,0.099593
611,1333,62,0,0.95935,0.04065
612,1334,39,-0.09,0.503049,0.496951
613,1335,52,-0.05,0.745427,0.254573
614,1336,77,-0.05,0.738821,0.261179
615,1337,27,-0.1,0.496443,0.503557
616,1338,12,0.07,0.667175,0.332825
617,1351,17,-0.06,0.734756,0.265244
618,1352,55,-0.06,0.70935,0.29065
619,1353,75,-0.04,0.797256,0.202744
620,1354,76,0.11,0.340447,0.659553
621,1355,6,0.1,0.381098,0.618902
622,1356,51,0,0.959858,0.040142
623,1357,69,-0.01,0.95935,0.04065
624,1358,57,0.13,0.186484,0.813516
625,1359,10,-0.13,0.264736,0.735264
626,1360,42,-0.07,0.648374,0.351626
627,1361,48,-0.08,0.613821,0.386179
628,1362,56,0.02,0.83689,0.16311
629,1375,23,0.01,0.952744,0.047256
630,1376,7,-0.04,0.813008,0.186992
631,1377,37,0.07,0.587398,0.412602
632,1378,17,-0.1,0.453252,0.546748
633,1379,1,-0.06,0.651423,0.348577
634,1380,4,0.1,0.365346,0.634654
635,1381,45,0.02,0.837398,0.162602
636,1382,1,-0.02,0.880081,0.119919
637,1383,37,-0.03,0.862297,0.137703
638,1384,68,0.08,0.520833,0.479167
639,1385,72,0.02,0.860264,0.139736
640,1386,49,0.06,0.702236,0.297764
641,1399,39,-0.04,0.817073,0.182927
642,1400,21,-0.08,0.611789,0.388211
643,1401,70,0.08,0.534045,0.465955
644,1402,36,0.07,0.566057,0.433943
645,1403,18,0.13,0.207317,0.792683
646,1404,61,-0.05,0.761687,0.238313
647,1405,86,0.09,0.410569,0.589431
648,1406,19,-0.02,0.899898,0.100102
649,1407,45,0.09,0.438516,0.561484
650,1408,46,-0.03,0.86687,0.13313
651,1409,68,0.03,0.814533,0.185467
652,1410,59,0.02,0.846037,0.153963
653,1423,72,0.03,0.67124,0.32876
654,1424,64,-0.01,0.955285,0.044715
655,1425,64,0.03,0.799289,0.200711
656,1426,28,0.12,0.284045,0.715955
657,1427,53,-0.02,0.939533,0.060467
658,1428,15,0.09,0.424797,0.575203
659,1429,3,-0.03,0.817073,0.182927
660,1430,57,-0.08,0.581301,0.418699
661,1431,56,0.01,0.895833,0.104167
662,1432,52,0.05,0.685467,0.314533
663,1433,29,-0.01,0.978659,0.021341
664,1434,25,-0.08,0.631098,0.368902
665,1447,70,0,0.747967,0.252033
666,1448,74,0.04,0.777947,0.222053
667,1449,52,0.12,0.32063,0.67937
668,1450,61,0.14,0.17124,0.82876
669,1451,6,-0.07,0.612805,0.387195
670,1452,4,-0.02,0.880589,0.119411
671,1453,7,-0.05,0.715447,0.284553
672,1454,0,0.07,0.543191,0.456809
673,1455,73,-0.01,0.949187,0.050813
674,1456,2,-0.04,0.777439,0.222561
675,1457,29,-0.07,0.667683,0.332317
676,1458,2,0.07,0.672764,0.327236
677,1471,58,0.08,0.659553,0.340447
678,1472,34,0.05,0.735264,0.264736
679,1473,90,-0.06,0.689533,0.310467
680,1474,0,0.02,0.848069,0.151931
681,1475,90,0.14,0.14939,0.85061
682,1476,33,0.06,0.60315,0.39685
683,1477,58,-0.01,0.95935,0.04065
684,1478,26,-0.01,0.95935,0.04065
685,1479,30,-0.06,0.696646,0.303354
686,1480,9,0.05,0.685467,0.314533
687,1481,80,-0.02,0.892276,0.107724
688,1482,52,0,0.904472,0.095528
689,1495,61,-0.04,0.800813,0.199187
690,1496,0,-0.07,0.655488,0.344512
691,1497,9,-0.01,0.961382,0.038618
692,1498,40,-0.01,0.958841,0.041159
693,1499,36,-0.02,0.940041,0.059959
694,1500,0,-0.01,0.940041,0.059959
695,1501,46,-0.04,0.817073,0.182927
696,1502,40,0,0.95935,0.04065
697,1503,58,-0.01,0.959858,0.040142
698,1504,27,-0.05,0.75813,0.24187
699,1505,0,-0.06,0.71189,0.28811
700,1506,50,-0.04,0.809451,0.190549
701,1519,26,0.04,0.825203,0.174797
702,1520,2,0.05,0.735264,0.264736
703,1521,41,0.13,0.267276,0.732724
704,1522,0,0,0.960874,0.039126
705,1523,22,-0.06,0.690041,0.309959
706,1524,78,0.04,0.722053,0.277947
707,1525,43,-0.08,0.573171,0.426829
708,1526,12,0.02,0.840447,0.159553
709,1527,35,-0.01,0.959858,0.040142
710,1528,43,0.08,0.520833,0.479167
711,1529,64,0.03,0.805894,0.194106
712,1530,63,-0.02,0.849085,0.150915
713,1543,59,0.03,0.816057,0.183943
714,1544,26,0.08,0.588923,0.411077
715,1545,50,0.07,0.587398,0.412602
716,1546,56,0.08,0.521341,0.478659
717,1547,67,-0.06,0.707317,0.292683
718,1548,13,-0.01,0.959858,0.040142
719,1549,9,-0.03,0.837398,0.162602
720,1550,13,0.06,0.602642,0.397358
721,1551,55,0.12,0.28252,0.71748
722,1552,39,-0.08,0.592988,0.407012
723,1553,11,-0.09,0.542683,0.457317
724,1554,66,0,0.88872,0.11128
725,1567,58,0,0.85874,0.14126
726,1568,52,0.02,0.857724,0.142276
727,1569,67,-0.05,0.776931,0.223069
728,1570,7,0.02,0.85061,0.14939
729,1571,29,0.11,0.323171,0.676829
730,1572,34,0.03,0.781504,0.218496
731,1573,0,-0.01,0.939024,0.060976
732,1574,14,-0.08,0.563008,0.436992
733,1575,5,0.04,0.73374,0.26626
734,1576,43,-0.02,0.941057,0.058943
735,1577,32,0.08,0.558943,0.441057
736,1578,3,0.06,0.743394,0.256606
737,1591,0,-0.07,0.739329,0.260671
738,1592,30,0.07,0.631606,0.368394
739,1593,62,-0.04,0.836382,0.163618
740,1594,47,0.06,0.630589,0.369411
741,1595,25,0.02,0.844512,0.155488
742,1596,29,0.05,0.662602,0.337398
743,1597,25,0.07,0.53252,0.46748
744,1598,66,-0.01,0.955793,0.044207
745,1599,17,-0.03,0.865854,0.134146
746,1600,25,-0.04,0.818089,0.181911
747,1601,0,-0.07,0.652947,0.347053
748,1602,79,-0.05,0.75,0.25
749,1615,0,-0.08,0.714431,0.285569
750,1616,40,-0.06,0.738821,0.261179
751,1617,55,0.02,0.856707,0.143293
752,1618,51,-0.02,0.941565,0.058435
753,1619,63,-0.05,0.784045,0.215955
754,1620,4,-0.03,0.840955,0.159045
755,1621,25,-0.08,0.573171,0.426829
756,1622,52,-0.07,0.659553,0.340447
757,1623,83,-0.07,0.655996,0.344004
758,1624,68,-0.07,0.671748,0.328252
759,1625,44,-0.07,0.681911,0.318089
760,1626,27,-0.08,0.700711,0.299289
761,1639,71,-0.04,0.807419,0.192581
762,1640,48,0.03,0.819106,0.180894
763,1641,41,0,0.961382,0.038618
764,1642,45,-0.04,0.831809,0.168191
765,1643,23,-0.06,0.690041,0.309959
766,1644,18,0.11,0.305894,0.694106
767,1645,45,0.06,0.593496,0.406504
768,1646,3,-0.05,0.721545,0.278455
769,1647,57,-0.07,0.674797,0.325203
770,1648,13,-0.03,0.853659,0.146341
771,1649,74,-0.06,0.727134,0.272866
772,1650,10,-0.07,0.75,0.25
773,1663,1,0.08,0.726118,0.273882
774,1664,40,0.04,0.773374,0.226626
775,1665,31,-0.03,0.890752,0.109248
776,1666,1,-0.07,0.613313,0.386687
777,1667,83,-0.08,0.609756,0.390244
778,1668,45,0,0.959858,0.040142
779,1669,50,-0.07,0.653455,0.346545
780,1670,23,0.07,0.552846,0.447154
781,1671,64,-0.02,0.956301,0.043699
