Unnamed: 0,Hoy,SD_Angle,SD_Position,Shaded_Ratio,Unshaded_Ratio
782,1672,53,0.08,0.53252,0.46748
783,1673,12,0.02,0.863313,0.136687
784,1674,66,0.08,0.699187,0.300813
785,1687,78,0.01,0.841972,0.158028
786,1688,29,-0.07,0.702744,0.297256
787,1689,66,0,0.961382,0.038618
788,1690,4,0.1,0.411077,0.588923
789,1691,28,0.03,0.786585,0.213415
790,1692,52,-0.03,0.900407,0.099593
791,1693,47,-0.08,0.59248,0.40752
792,1694,0,-0.01,0.940041,0.059959
793,1695,74,0.02,0.846545,0.153455
794,1696,15,0.01,0.905996,0.094004
795,1697,6,-0.06,0.72561,0.27439
796,1698,61,0.04,0.835366,0.164634
797,1711,2,0,0.982724,0.017276
798,1712,45,-0.05,0.80437,0.19563
799,1713,73,0.04,0.753049,0.246951
800,1714,18,0.04,0.740346,0.259654
801,1715,0,-0.04,0.767276,0.232724
802,1716,35,0.04,0.722053,0.277947
803,1717,69,0.03,0.756098,0.243902
804,1718,36,0.04,0.726626,0.273374
805,1719,79,0.06,0.620935,0.379065
806,1720,19,0.07,0.585874,0.414126
807,1721,30,-0.08,0.645833,0.354167
808,1722,51,-0.08,0.746951,0.253049
809,1735,45,0.09,0.745935,0.254065
810,1736,14,0.05,0.732724,0.267276
811,1737,15,0.03,0.80437,0.19563
812,1738,11,-0.06,0.704776,0.295224
813,1739,31,-0.05,0.76626,0.23374
814,1740,42,0.04,0.722053,0.277947
815,1741,4,0.07,0.53252,0.46748
816,1742,1,0.07,0.552846,0.447154
817,1743,21,0.12,0.28252,0.71748
818,1744,68,0,0.960366,0.039634
819,1745,56,0.07,0.629573,0.370427
820,1746,29,0.07,0.773882,0.226118
821,1759,31,-0.07,0.830793,0.169207
822,1760,26,0.06,0.695122,0.304878
823,1761,4,0.05,0.700711,0.299289
824,1762,24,0.1,0.411077,0.588923
825,1763,34,0.01,0.902439,0.097561
826,1764,67,-0.01,0.940041,0.059959
827,1765,45,-0.01,0.939024,0.060976
