,Hoy,SD_Angle,SD_Position
0,2886.0,54.0,0.05
1,2887.0,49.0,0.0
2,2888.0,48.0,0.03
3,2889.0,70.0,-0.0
4,2890.0,40.0,-0.06
5,2891.0,37.0,-0.09
6,2892.0,61.0,-0.03
7,2893.0,78.0,-0.08
8,2894.0,90.0,-0.04
9,2895.0,26.0,0.06
10,2896.0,83.0,-0.1
11,2897.0,43.0,0.06
12,2898.0,22.0,0.06
13,2910.0,16.0,-0.05
14,2911.0,7.0,0.07
15,2912.0,73.0,-0.05
16,2913.0,9.0,-0.01
17,2914.0,62.0,-0.07
18,2915.0,64.0,0.04
19,2916.0,22.0,0.05
20,2917.0,79.0,-0.07
21,2918.0,70.0,-0.04
22,2919.0,75.0,-0.06
23,2920.0,46.0,-0.05
24,2921.0,44.0,-0.07
25,2922.0,46.0,0.05
26,2934.0,52.0,0.04
27,2935.0,10.0,0.04
28,2936.0,90.0,-0.09
29,2937.0,30.0,0.04
30,2938.0,14.0,0.03
31,2939.0,51.0,0.04
32,2940.0,50.0,-0.01
33,2941.0,24.0,-0.04
34,2942.0,20.0,0.06
35,2943.0,35.0,0.02
36,2944.0,86.0,-0.05
37,2945.0,29.0,-0.07
38,2946.0,64.0,-0.04
39,2958.0,33.0,0.06
40,2959.0,52.0,0.04
41,2960.0,49.0,-0.03
42,2961.0,15.0,-0.06
43,2962.0,19.0,-0.06
44,2963.0,53.0,0.03
45,2964.0,33.0,-0.05
46,2965.0,61.0,0.02
47,2966.0,69.0,-0.01
48,2967.0,34.0,-0.06
49,2968.0,20.0,-0.11
50,2969.0,55.0,0.05
51,2970.0,63.0,0.06
52,2982.0,53.0,0.05
53,2983.0,3.0,0.06
54,2984.0,57.0,0.02
55,2985.0,51.0,0.03
56,2986.0,24.0,0.06
57,2987.0,67.0,-0.07
58,2988.0,20.0,-0.08
59,2989.0,12.0,-0.06
60,2990.0,66.0,0.03
61,2991.0,43.0,-0.07
62,2992.0,38.0,0.06
63,2993.0,28.0,0.01
64,2994.0,54.0,0.01
65,3006.0,9.0,-0.08
66,3007.0,58.0,-0.02
67,3008.0,48.0,-0.05
68,3009.0,0.0,0.03
69,3010.0,33.0,0.02
70,3011.0,41.0,-0.1
71,3012.0,55.0,0.06
72,3013.0,14.0,0.05
73,3014.0,18.0,-0.04
74,3015.0,42.0,-0.08
75,3016.0,54.0,-0.09
76,3017.0,55.0,0.02
77,3018.0,46.0,0.02
78,3030.0,1.0,0.03
79,3031.0,6.0,-0.06
80,3032.0,67.0,-0.01
81,3033.0,56.0,-0.05
82,3034.0,11.0,-0.04
83,3035.0,7.0,0.03
84,3036.0,33.0,-0.03
85,3037.0,32.0,-0.07
86,3038.0,28.0,-0.02
87,3039.0,12.0,0.03
88,3040.0,70.0,-0.05
89,3041.0,7.0,0.07
90,3042.0,50.0,0.02
91,3054.0,51.0,0.07
92,3055.0,1.0,-0.07
93,3056.0,32.0,-0.07
94,3057.0,28.0,-0.01
95,3058.0,54.0,0.01
96,3059.0,42.0,0.05
97,3060.0,61.0,0.03
98,3061.0,23.0,0.05
99,3062.0,13.0,0.05
100,3063.0,19.0,0.02
101,3064.0,2.0,0.04
102,3065.0,23.0,0.04
103,3066.0,52.0,0.04
104,3078.0,64.0,0.07
105,3079.0,65.0,-0.04
106,3080.0,75.0,0.03
