,Hoy,SD_Angle,SD_Position
0,5094.0,61.0,-0.03
1,5095.0,26.0,-0.11
2,5096.0,3.0,0.01
3,5097.0,21.0,0.01
4,5098.0,26.0,0.14
5,5099.0,18.0,0.0
6,5100.0,87.0,-0.1
7,5101.0,38.0,-0.02
8,5102.0,66.0,-0.05
9,5103.0,59.0,-0.13
10,5104.0,0.0,-0.04
11,5105.0,43.0,-0.02
12,5106.0,39.0,-0.04
13,5107.0,16.0,0.0
14,5118.0,10.0,0.08
15,5119.0,68.0,0.04
16,5120.0,17.0,-0.08
17,5121.0,13.0,-0.12
18,5122.0,0.0,-0.03
19,5123.0,46.0,0.13
20,5124.0,75.0,0.12
21,5125.0,10.0,0.01
22,5126.0,63.0,0.11
23,5127.0,15.0,0.02
24,5128.0,47.0,0.02
25,5129.0,47.0,0.04
26,5130.0,18.0,0.03
27,5131.0,0.0,-0.06
28,5142.0,47.0,0.0
29,5143.0,68.0,-0.03
30,5144.0,34.0,0.04
31,5145.0,55.0,0.12
32,5146.0,39.0,0.12
33,5147.0,16.0,-0.07
34,5148.0,10.0,-0.01
35,5149.0,1.0,-0.02
36,5150.0,46.0,-0.05
37,5151.0,33.0,-0.14
38,5152.0,76.0,-0.06
39,5153.0,50.0,0.03
40,5154.0,0.0,0.07
41,5155.0,0.0,-0.14
42,5166.0,66.0,0.01
43,5167.0,88.0,-0.03
44,5168.0,17.0,-0.04
45,5169.0,30.0,-0.14
46,5170.0,14.0,-0.03
47,5171.0,16.0,0.01
48,5172.0,55.0,-0.12
49,5173.0,0.0,-0.11
50,5174.0,27.0,-0.09
51,5175.0,79.0,-0.11
52,5176.0,50.0,0.12
53,5177.0,75.0,0.01
54,5178.0,17.0,-0.02
55,5179.0,20.0,0.11
56,5190.0,56.0,-0.11
57,5191.0,5.0,-0.01
58,5192.0,54.0,0.0
59,5193.0,16.0,-0.04
60,5194.0,50.0,-0.06
61,5195.0,8.0,0.12
62,5196.0,2.0,-0.03
63,5197.0,55.0,0.13
64,5198.0,61.0,0.13
65,5199.0,64.0,-0.12
66,5200.0,49.0,-0.04
67,5201.0,0.0,-0.02
68,5202.0,0.0,-0.04
69,5203.0,8.0,0.08
70,5214.0,34.0,-0.06
71,5215.0,26.0,-0.05
72,5216.0,9.0,0.01
73,5217.0,83.0,-0.05
74,5218.0,5.0,-0.06
75,5219.0,44.0,0.09
76,5220.0,77.0,-0.1
77,5221.0,87.0,0.13
78,5222.0,33.0,0.11
79,5223.0,31.0,-0.08
80,5224.0,54.0,0.02
81,5225.0,12.0,-0.02
82,5226.0,9.0,-0.03
83,5227.0,0.0,-0.08
84,5238.0,52.0,0.05
85,5239.0,22.0,0.06
86,5240.0,65.0,-0.01
87,5241.0,2.0,-0.13
88,5242.0,53.0,0.14
89,5243.0,46.0,0.13
90,5244.0,17.0,0.11
91,5245.0,81.0,0.12
92,5246.0,80.0,-0.1
93,5247.0,59.0,0.1
94,5248.0,21.0,-0.04
95,5249.0,78.0,-0.02
96,5250.0,59.0,-0.02
97,5251.0,0.0,0.08
98,5262.0,25.0,0.06
99,5263.0,65.0,-0.03
100,5264.0,63.0,-0.0
101,5265.0,39.0,0.14
102,5266.0,2.0,0.11
103,5267.0,28.0,-0.14
104,5268.0,26.0,0.12
105,5269.0,31.0,-0.0
106,5270.0,44.0,0.13
107,5271.0,61.0,0.0
108,5272.0,13.0,-0.14
109,5273.0,84.0,0.0
110,5274.0,30.0,-0.02
111,5275.0,0.0,-0.11
112,5286.0,37.0,-0.05
113,5287.0,61.0,0.02
114,5288.0,22.0,-0.03
115,5289.0,46.0,-0.0
116,5290.0,5.0,-0.05
117,5291.0,76.0,0.11
118,5292.0,27.0,-0.03
119,5293.0,21.0,0.13
120,5294.0,70.0,0.14
