Hoy,Gen,Ind,Sd_A,Sd_L,SDGP,Val_SDGP,SUDI,Val_SUDI,Vis,Val_Vis,Pvg,shade_percent,shade_rad,Val_Pvg,Optimizer
1932,0,0,42,-0.11,0.973,0.0,0.722,0.0,0.696,0.696,209.789,0.887,221.399,0.0,-0.696
1932,0,1,78,-0.08,0.973,0.0,0.722,0.0,0.522,0.522,333.599,0.82,220.134,0.0,-0.522
1932,1,0,55,-0.12,0.973,0.0,0.722,0.0,0.783,0.783,145.04,0.922,220.928,0.0,-0.783
1932,1,1,54,-0.1,0.973,0.0,0.722,0.0,0.652,0.652,242.466,0.869,220.965,0.0,-0.652
1932,2,0,36,-0.05,0.973,0.0,0.722,0.0,0.304,0.304,551.377,0.704,221.598,0.0,-0.304
1932,2,1,37,-0.12,0.973,0.0,0.722,0.0,0.783,0.783,165.373,0.911,221.581,0.0,-0.783
