,Hoy,SD_Angle,SD_Position,vis,Shaded_Ratio,Unshaded_Ratio
3332,6186,74,-0.06,0.43478261,0.0117,0.9883
3333,6198,10,0.05,0.26086957,0.0056,0.9944
3334,6199,86,-0.07,0.47826087,0.7754,0.2246
3335,6200,71,-0.03,0.30434783,0.8679,0.1321
3336,6201,42,0.14,0.86956522,0.1926,0.8074
3337,6202,41,-0.01,0.08695652,0.9553,0.0447
3338,6203,30,0.02,0.08695652,0.8415,0.1585
3339,6204,28,0.12,0.73913043,0.2459,0.7541
3340,6205,61,0.14,0.91304348,0.1057,0.8943
3341,6206,13,0.01,0,0.9202,0.0798
3342,6207,32,-0.05,0.34782609,0.7342,0.2658
3343,6208,19,-0.12,0.7826087,0.3745,0.6255
3344,6209,49,-0.04,0.26086957,0.8552,0.1448
3345,6210,37,0.05,0.26086957,0.0208,0.9792
3346,6222,51,-0.03,0.2173913,0.0178,0.9822
3347,6223,30,-0.08,0.52173913,0.7393,0.2607
3348,6224,86,-0.06,0.56521739,0.7048,0.2952
3349,6225,15,-0.09,0.56521739,0.5219,0.4782
3350,6226,4,-0.04,0.26086957,0.7871,0.2129
3351,6227,40,0.09,0.56521739,0.4253,0.5747
3352,6228,81,0.13,0.86956522,0.1865,0.8135
3353,6229,5,0.09,0.52173913,0.4309,0.5691
3354,6230,36,-0.08,0.52173913,0.5427,0.4573
3355,6231,79,-0.05,0.34782609,0.7327,0.2673
3356,6232,42,0.06,0.34782609,0.6413,0.3587
3357,6233,61,-0.04,0.30434783,0.8359,0.1641
3358,6234,65,-0.05,0.34782609,0.0076,0.9924
3359,6246,9,0.04,0.2173913,0.0025,0.9975
3360,6247,19,0.08,0.47826087,0.6824,0.3176
3361,6248,67,0.02,0.30434783,0.8567,0.1433
3362,6249,48,0.01,0.08695652,0.9045,0.0955
3363,6250,25,0.01,0,0.9223,0.0777
3364,6251,5,0.12,0.73913043,0.2668,0.7332
3365,6252,48,0.14,0.86956522,0.127,0.873
3366,6253,61,-0.13,0.82608696,0.2261,0.7739
3367,6254,28,0.11,0.69565217,0.3257,0.6743
3368,6255,60,0,0.26086957,0.9522,0.0478
3369,6256,67,-0.09,0.60869565,0.5473,0.4527
3370,6257,53,0.06,0.39130435,0.6966,0.3034
3371,6258,29,0.09,0.56521739,0.9776,0.0224
3372,6271,24,0.05,0.26086957,0.7805,0.2195
3373,6272,20,-0.07,0.43478261,0.6606,0.3394
3374,6273,13,-0.11,0.69565217,0.4131,0.5869
3375,6274,12,-0.08,0.52173913,0.5554,0.4446
3376,6275,62,0.14,0.91304348,0.128,0.872
3377,6276,77,0.01,0.34782609,0.8999,0.1001
3378,6277,88,0.13,0.91304348,0.1667,0.8333
3379,6278,58,-0.04,0.26086957,0.7754,0.2246
3380,6279,60,0.02,0.2173913,0.8476,0.1524
3381,6280,29,-0.06,0.39130435,0.6941,0.3059
3382,6281,34,0.03,0.13043478,0.8298,0.1702
3383,6282,63,-0.04,0.34782609,0.9797,0.0203
3384,6295,69,-0.02,0.26086957,0.9055,0.0945
3385,6296,26,-0.04,0.26086957,0.8247,0.1753
3386,6297,50,-0.07,0.47826087,0.6301,0.3699
3387,6298,49,0.08,0.47826087,0.5168,0.4832
3388,6299,12,0.01,0,0.9207,0.0793
3389,6300,37,-0.04,0.26086957,0.8013,0.1987
3390,6301,40,-0.03,0.2173913,0.8552,0.1448
3391,6302,45,0.14,0.86956522,0.1474,0.8526
3392,6303,9,-0.04,0.26086957,0.7917,0.2083
3393,6304,2,0.05,0.26086957,0.7124,0.2876
3394,6305,71,0.03,0.34782609,0.814,0.186
3395,6306,74,-0.04,0.34782609,0.9822,0.0178
3396,6319,69,-0.03,0.26086957,0.878,0.122
3397,6320,60,0.03,0.26086957,0.7993,0.2007
3398,6321,29,-0.04,0.26086957,0.8155,0.1845
3399,6322,19,0.12,0.73913043,0.2851,0.7149
3400,6323,70,0.13,0.86956522,0.2073,0.7927
3401,6324,30,0.11,0.69565217,0.3089,0.6911
3402,6325,22,-0.08,0.52173913,0.5523,0.4477
3403,6326,2,0.01,0,0.9202,0.0798
3404,6327,30,-0.09,0.56521739,0.5285,0.4715
3405,6328,51,0.02,0.17391304,0.8709,0.1291
3406,6329,43,-0.02,0.17391304,0.9116,0.0884
3407,6330,66,0.02,0.30434783,0.9853,0.0147
3408,6343,54,0.03,0.2173913,0.8399,0.1601
3409,6344,23,-0.01,0.08695652,0.9802,0.0198
3410,6345,19,0.12,0.73913043,0.3206,0.6794
3411,6346,84,0.06,0.69565217,0.6296,0.3704
3412,6347,60,0.09,0.60869565,0.4451,0.5549
3413,6348,38,0.13,0.82608696,0.187,0.813
3414,6349,49,0.14,0.86956522,0.126,0.874
3415,6350,75,0.11,0.73913043,0.3257,0.6743
3416,6351,73,-0.03,0.30434783,0.8638,0.1362
3417,6352,15,-0.07,0.43478261,0.6423,0.3577
3418,6353,60,-0.07,0.47826087,0.7002,0.2998
3419,6354,59,-0.05,0.34782609,0.9873,0.0127
3420,6367,47,-0.03,0.2173913,0.8882,0.1118
3421,6368,8,-0.06,0.39130435,0.7043,0.2957
3422,6369,66,-0.14,0.91304348,0.2652,0.7348
3423,6370,31,-0.06,0.39130435,0.69,0.31
3424,6371,46,0.01,0.08695652,0.9207,0.0793
3425,6372,0,-0.02,0.13043478,0.878,0.122
3426,6373,25,0.03,0.13043478,0.7967,0.2033
3427,6374,53,-0.04,0.26086957,0.7983,0.2017
3428,6375,84,-0.05,0.34782609,0.7337,0.2663
3429,6376,6,-0.09,0.56521739,0.5356,0.4644
3430,6377,81,0.02,0.47826087,0.8613,0.1387
3431,6378,9,-0.09,0.56521739,0.9883,0.0117
3432,6391,61,0.02,0.2173913,0.8786,0.1214
3433,6392,27,0.05,0.26086957,0.7205,0.2795
3434,6393,52,-0.04,0.26086957,0.814,0.186
3435,6394,10,0.12,0.73913043,0.2851,0.7149
3436,6395,0,0.08,0.47826087,0.5046,0.4954
3437,6396,16,0,0,0.9797,0.0203
3438,6397,86,0.08,0.73913043,0.4903,0.5097
3439,6398,84,0.11,0.82608696,0.3257,0.6743
3440,6399,32,-0.01,0.08695652,0.9797,0.0203
3441,6400,27,0.05,0.26086957,0.7124,0.2876
3442,6401,22,-0.05,0.30434783,0.7754,0.2246
3443,6402,61,-0.02,0.26086957,0.9903,0.0097
3444,6415,23,-0.05,0.30434783,0.7957,0.2043
3445,6416,87,-0.03,0.56521739,0.841,0.159
3446,6417,30,-0.05,0.30434783,0.7607,0.2393
3447,6418,73,0.09,0.65217391,0.4588,0.5412
3448,6419,61,-0.03,0.2173913,0.8603,0.1397
3449,6420,74,0.06,0.52173913,0.6138,0.3862
3450,6421,70,-0.13,0.86956522,0.2464,0.7536
3451,6422,20,0.11,0.69565217,0.3257,0.6743
3452,6423,68,0.14,0.91304348,0.1895,0.8105
3453,6424,68,0,0.30434783,0.9726,0.0274
3454,6425,28,0.05,0.26086957,0.7429,0.2571
3455,6426,75,0.06,0.56521739,0.9934,0.0066
3456,6439,45,0.03,0.17391304,0.8486,0.1514
3457,6440,6,-0.1,0.65217391,0.497,0.503
3458,6441,20,-0.07,0.43478261,0.623,0.377
3459,6442,57,0.14,0.91304348,0.1692,0.8308
3460,6443,5,0.01,0,0.9207,0.0793
3461,6444,23,-0.03,0.17391304,0.8374,0.1626
3462,6445,32,0.14,0.86956522,0.126,0.874
3463,6446,11,0.04,0.2173913,0.7419,0.2581
3464,6447,26,0.01,0,0.9228,0.0772
3465,6448,25,-0.04,0.26086957,0.7967,0.2033
3466,6449,50,0.04,0.26086957,0.7876,0.2124
3467,6450,13,-0.05,0.30434783,1,0
3468,6463,37,0.07,0.39130435,0.6707,0.3293
3469,6464,12,0.02,0.08695652,0.876,0.124
3470,6465,42,0.12,0.73913043,0.3028,0.6972
3471,6466,10,0.14,0.86956522,0.1692,0.8308
3472,6467,34,0,0.13043478,0.9802,0.0198
3473,6468,84,0.04,0.56521739,0.7358,0.2642
3474,6469,16,0.04,0.2173913,0.7358,0.2642
3475,6470,24,0.1,0.60869565,0.3852,0.6148
3476,6471,29,0.12,0.73913043,0.3023,0.6977
3477,6472,66,-0.07,0.47826087,0.6286,0.3714
3478,6473,68,-0.01,0.26086957,0.9273,0.0727
3479,6474,25,-0.05,0.30434783,1,0
3480,6487,62,0,0.26086957,0.9426,0.0574
3481,6488,7,-0.06,0.39130435,0.7043,0.2957
3482,6489,29,-0.08,0.52173913,0.5661,0.4339
3483,6490,32,0.02,0.08695652,0.8643,0.1357
3484,6491,13,0.09,0.56521739,0.4451,0.5549
3485,6492,5,-0.04,0.26086957,0.7764,0.2236
3486,6493,2,-0.04,0.26086957,0.7561,0.2439
3487,6494,71,0.09,0.60869565,0.4446,0.5554
3488,6495,56,-0.03,0.2173913,0.8653,0.1347
3489,6496,53,0.06,0.39130435,0.6489,0.3511
3490,6497,11,-0.05,0.30434783,0.7759,0.2241
3491,6498,5,0.08,0.47826087,1,0
3492,6511,22,-0.07,0.43478261,0.7007,0.2993
3493,6512,40,0.02,0.13043478,0.8689,0.1311
3494,6513,59,0.1,0.65217391,0.4157,0.5844
3495,6514,5,-0.07,0.43478261,0.6133,0.3867
3496,6515,58,0.09,0.60869565,0.4451,0.5549
3497,6516,89,0.11,0.91304348,0.3089,0.6911
3498,6517,8,0.12,0.73913043,0.248,0.752
3499,6518,21,0.03,0.13043478,0.8013,0.1987
3500,6519,52,-0.05,0.34782609,0.7454,0.2546
3501,6520,54,0.03,0.2173913,0.8089,0.1911
3502,6521,6,-0.05,0.30434783,0.7602,0.2398
3503,6535,24,0.08,0.47826087,0.6153,0.3847
3504,6536,65,-0.04,0.34782609,0.7922,0.2078
3505,6537,19,-0.06,0.39130435,0.6794,0.3206
3506,6538,27,0.13,0.82608696,0.2271,0.7729
3507,6539,0,-0.04,0.26086957,0.7622,0.2378
3508,6540,11,0.08,0.47826087,0.4919,0.5081
3509,6541,34,0,0.13043478,0.9797,0.0203
3510,6542,72,0.09,0.65217391,0.4446,0.5554
3511,6543,10,-0.07,0.43478261,0.6128,0.3872
3512,6544,12,-0.1,0.65217391,0.468,0.532
3513,6545,73,-0.07,0.47826087,0.6453,0.3547
3514,6559,77,-0.04,0.34782609,0.7764,0.2236
3515,6560,63,0,0.30434783,0.9654,0.0346
3516,6561,52,-0.05,0.34782609,0.7342,0.2658
3517,6562,90,0.1,1,0.4009,0.5991
3518,6563,55,0.13,0.86956522,0.2073,0.7927
3519,6564,39,0.11,0.69565217,0.3089,0.6911
3520,6565,7,0.04,0.2173913,0.7358,0.2642
3521,6566,42,-0.04,0.26086957,0.8003,0.1997
3522,6567,24,-0.04,0.26086957,0.7861,0.2139
3523,6568,68,0.04,0.30434783,0.7525,0.2475
3524,6569,0,0.04,0.2173913,0.7856,0.2144
3525,6583,51,0,0.17391304,0.9431,0.0569
3526,6584,0,-0.05,0.30434783,0.7317,0.2683
3527,6585,48,0.07,0.39130435,0.5854,0.4146
3528,6586,76,0.12,0.7826087,0.2851,0.7149
3529,6587,16,-0.12,0.7826087,0.3064,0.6936
3530,6588,45,0.02,0.13043478,0.8577,0.1423
3531,6589,36,-0.06,0.39130435,0.6733,0.3267
3532,6590,54,-0.04,0.26086957,0.7978,0.2022
3533,6591,2,-0.06,0.39130435,0.6514,0.3486
3534,6592,23,0.06,0.34782609,0.6504,0.3496
3535,6593,45,0.05,0.26086957,0.7373,0.2627
3536,6607,68,-0.07,0.47826087,0.6677,0.3323
3537,6608,27,-0.1,0.65217391,0.4822,0.5178
3538,6609,31,-0.05,0.34782609,0.7353,0.2647
3539,6610,70,0.1,0.65217391,0.4009,0.5991
3540,6611,7,0.14,0.86956522,0.1479,0.8521
3541,6612,86,0.13,0.86956522,0.187,0.813
3542,6613,46,-0.02,0.17391304,0.9111,0.0889
3543,6614,47,0.01,0.08695652,0.9157,0.0844
3544,6615,41,-0.09,0.56521739,0.4959,0.5041
3545,6616,62,-0.01,0.26086957,0.9456,0.0544
3546,6617,60,0.07,0.43478261,0.6377,0.3623
3547,6631,83,-0.01,0.47826087,0.7729,0.2271
3548,6632,3,0.04,0.2173913,0.7668,0.2332
3549,6633,42,0.11,0.69565217,0.3598,0.6402
3550,6634,35,-0.04,0.26086957,0.7871,0.2129
3551,6635,84,0.09,0.7826087,0.4451,0.5549
3552,6636,53,0.14,0.91304348,0.126,0.874
3553,6637,49,-0.1,0.65217391,0.4294,0.5706
3554,6638,56,0.11,0.73913043,0.3257,0.6743
3555,6639,59,-0.06,0.39130435,0.6662,0.3338
3556,6640,36,0.06,0.34782609,0.6504,0.3496
3557,6641,65,-0.03,0.26086957,0.8262,0.1738
3558,6655,46,0.02,0.13043478,0.8714,0.1286
3559,6656,86,-0.04,0.43478261,0.7688,0.2312
3560,6657,68,0.13,0.86956522,0.247,0.753
3561,6658,40,-0.07,0.47826087,0.6128,0.3872
3562,6659,24,-0.02,0.13043478,0.9009,0.0991
3563,6660,83,0.1,0.86956522,0.3699,0.6301
3564,6661,84,0.02,0.47826087,0.845,0.155
3565,6662,2,-0.04,0.26086957,0.7617,0.2383
3566,6663,69,-0.09,0.60869565,0.4939,0.5061
3567,6664,60,-0.1,0.65217391,0.4654,0.5346
3568,6665,50,0.08,0.47826087,0.5904,0.4096
3569,6679,81,-0.02,0.47826087,0.7378,0.2622
3570,6680,4,-0.03,0.17391304,0.8384,0.1616
3571,6681,56,-0.07,0.47826087,0.6214,0.3786
3572,6682,84,0.09,0.7826087,0.4588,0.5412
3573,6683,47,0.09,0.56521739,0.4451,0.5549
3574,6684,63,-0.14,0.91304348,0.1667,0.8333
3575,6685,0,0.13,0.82608696,0.187,0.813
3576,6686,17,0.12,0.73913043,0.2663,0.7337
3577,6687,71,-0.03,0.30434783,0.8308,0.1692
3578,6688,65,-0.06,0.39130435,0.6809,0.3191
3579,6689,63,-0.02,0.26086957,0.8516,0.1484
3580,6703,57,0.05,0.43478261,0.7292,0.2708
3581,6704,43,-0.04,0.26086957,0.8013,0.1987
3582,6705,7,-0.07,0.43478261,0.6042,0.3958
3583,6706,73,-0.14,0.91304348,0.2068,0.7932
3584,6707,0,-0.03,0.17391304,0.8216,0.1784
3585,6708,21,-0.01,0.08695652,0.9594,0.0407
3586,6709,39,0,0.17391304,0.9721,0.0279
3587,6710,71,0.11,0.73913043,0.3257,0.6743
3588,6711,29,0.05,0.26086957,0.69,0.31
3589,6712,64,0.02,0.30434783,0.8577,0.1423
3590,6713,24,0.03,0.13043478,0.8303,0.1697
3591,6727,53,-0.04,0.26086957,0.783,0.217
3592,6728,49,0.08,0.47826087,0.5534,0.4466
3593,6729,43,0.01,0.08695652,0.9207,0.0793
3594,6730,85,-0.09,0.60869565,0.4776,0.5224
3595,6731,68,0.08,0.56521739,0.5046,0.4954
3596,6732,83,0.13,0.86956522,0.187,0.813
3597,6733,67,0.14,0.91304348,0.1255,0.8745
3598,6734,16,0.03,0.13043478,0.8013,0.1987
3599,6735,24,-0.03,0.2173913,0.844,0.156
3600,6736,66,-0.01,0.26086957,0.9238,0.0762
3601,6737,2,0.02,0.08695652,0.8806,0.1194
3602,6751,14,-0.01,0.04347826,0.9492,0.0508
3603,6752,36,-0.05,0.34782609,0.749,0.251
3604,6753,34,-0.01,0.08695652,0.9609,0.0391
3605,6754,15,-0.03,0.17391304,0.845,0.155
3606,6755,47,0.12,0.73913043,0.2668,0.7332
3607,6756,1,-0.02,0.13043478,0.878,0.122
3608,6757,11,0.09,0.56521739,0.4309,0.5691
3609,6758,73,0.1,0.65217391,0.3852,0.6148
3610,6759,34,-0.07,0.43478261,0.6118,0.3882
3611,6760,42,0.06,0.34782609,0.6509,0.3491
3612,6761,73,0.06,0.52173913,0.6596,0.3404
3613,6775,52,-0.06,0.39130435,0.6956,0.3044
3614,6776,64,0.02,0.30434783,0.8633,0.1367
3615,6777,15,-0.07,0.43478261,0.623,0.377
3616,6778,29,-0.11,0.69565217,0.3816,0.6184
3617,6779,75,0.04,0.39130435,0.7424,0.2576
3618,6780,55,0.14,0.91304348,0.126,0.874
3619,6781,9,0.11,0.69565217,0.3089,0.6911
3620,6782,22,-0.06,0.39130435,0.6626,0.3374
3621,6783,37,-0.1,0.65217391,0.4385,0.5615
3622,6784,62,-0.02,0.26086957,0.875,0.125
3623,6785,70,0.08,0.56521739,0.5716,0.4284
3624,6799,3,-0.05,0.30434783,0.7541,0.2459
3625,6800,54,-0.04,0.26086957,0.783,0.217
3626,6801,19,-0.09,0.56521739,0.5102,0.4898
3627,6802,54,0.11,0.73913043,0.343,0.657
3628,6803,90,0.02,0.65217391,0.8552,0.1448
3629,6804,59,-0.03,0.2173913,0.8374,0.1626
3630,6805,38,-0.03,0.2173913,0.8349,0.1651
3631,6806,10,-0.04,0.26086957,0.7815,0.2185
3632,6807,14,-0.03,0.17391304,0.845,0.155
3633,6808,67,-0.08,0.52173913,0.5574,0.4426
3634,6809,9,-0.03,0.17391304,0.8476,0.1524
3635,6823,73,0.01,0.30434783,0.7409,0.2591
3636,6824,37,-0.11,0.69565217,0.4121,0.5879
3637,6825,6,0.14,0.86956522,0.1905,0.8095
3638,6826,15,0.14,0.86956522,0.1692,0.8308
3639,6827,23,0.05,0.26086957,0.6829,0.3171
3640,6828,38,-0.13,0.82608696,0.2276,0.7724
3641,6829,48,0.14,0.86956522,0.126,0.874
3642,6830,86,0,0.56521739,0.9639,0.0361
3643,6831,82,-0.07,0.47826087,0.5879,0.4121
3644,6832,46,-0.05,0.34782609,0.7409,0.2591
3645,6833,3,-0.04,0.26086957,0.8155,0.1845
3646,6847,75,0.03,0.39130435,0.747,0.253
3647,6848,38,0.04,0.2173913,0.7581,0.2419
3648,6849,75,0.12,0.7826087,0.3028,0.6972
3649,6850,28,0.14,0.86956522,0.1692,0.8308
3650,6851,25,0.13,0.82608696,0.2073,0.7927
3651,6852,43,-0.14,0.91304348,0.1667,0.8333
3652,6853,31,0.14,0.86956522,0.126,0.874
3653,6854,2,0.09,0.52173913,0.4446,0.5554
3654,6855,40,-0.1,0.65217391,0.4385,0.5615
3655,6856,79,-0.03,0.39130435,0.814,0.186
3656,6857,47,-0.04,0.26086957,0.7851,0.2149
3657,6871,39,0,0.17391304,0.9837,0.0163
3658,6872,47,-0.09,0.56521739,0.5036,0.4964
3659,6873,87,-0.02,0.52173913,0.8679,0.1321
3660,6874,72,0.11,0.73913043,0.343,0.657
3661,6875,19,0.08,0.47826087,0.5046,0.4954
3662,6876,59,0.14,0.91304348,0.126,0.874
3663,6877,16,-0.04,0.26086957,0.7764,0.2236
3664,6878,62,0.1,0.65217391,0.3852,0.6148
3665,6879,76,-0.1,0.65217391,0.4187,0.5813
3666,6880,29,-0.04,0.26086957,0.779,0.221
3667,6881,80,0.01,0.47826087,0.6529,0.3471
3668,6895,65,0.04,0.30434783,0.7642,0.2358
3669,6896,36,-0.03,0.2173913,0.8308,0.1692
3670,6897,75,-0.04,0.34782609,0.7658,0.2342
3671,6898,23,-0.03,0.17391304,0.845,0.155
3672,6899,45,-0.05,0.34782609,0.7226,0.2774
3673,6900,27,0.1,0.60869565,0.3699,0.6301
3674,6901,8,-0.1,0.65217391,0.3902,0.6098
3675,6902,42,-0.13,0.82608696,0.2454,0.7546
3676,6903,0,0.03,0.13043478,0.8064,0.1936
3677,6904,30,0.06,0.34782609,0.6509,0.3491
3678,6905,32,-0.04,0.26086957,0.8049,0.1951
3679,6919,28,-0.06,0.39130435,0.7139,0.2861
3680,6920,34,0.12,0.73913043,0.3222,0.6778
3681,6921,77,0.11,0.73913043,0.3592,0.6408
3682,6922,2,-0.06,0.39130435,0.6519,0.3481
3683,6923,26,-0.02,0.13043478,0.9009,0.0991
3684,6924,31,0.07,0.39130435,0.5528,0.4472
3685,6925,66,-0.11,0.73913043,0.3481,0.6519
3686,6926,51,-0.03,0.2173913,0.8369,0.1631
3687,6927,29,0.12,0.73913043,0.2851,0.7149
3688,6928,33,0.04,0.2173913,0.7607,0.2393
3689,6929,46,0.03,0.17391304,0.8237,0.1763
3690,6943,40,-0.06,0.39130435,0.6961,0.3039
3691,6944,53,-0.03,0.2173913,0.8237,0.1763
3692,6945,62,0.02,0.2173913,0.8613,0.1387
3693,6946,39,-0.04,0.26086957,0.7871,0.2129
3694,6947,65,0.09,0.60869565,0.4451,0.5549
3695,6948,6,0.02,0.08695652,0.8577,0.1423
3696,6949,39,-0.14,0.91304348,0.1657,0.8344
3697,6950,37,-0.07,0.43478261,0.6026,0.3974
3698,6951,23,-0.08,0.52173913,0.5554,0.4446
3699,6952,68,-0.06,0.39130435,0.6641,0.3359
3700,6953,49,-0.02,0.17391304,0.8704,0.1296
3701,6967,42,0.07,0.39130435,0.6458,0.3542
3702,6968,1,0.03,0.13043478,0.8161,0.1839
3703,6969,30,-0.04,0.26086957,0.7922,0.2078
3704,6970,48,0.07,0.39130435,0.5747,0.4253
3705,6971,4,0.09,0.52173913,0.4451,0.5549
3706,6972,20,-0.04,0.26086957,0.7764,0.2236
3707,6973,86,0.13,0.86956522,0.1865,0.8135
3708,6974,69,0.11,0.73913043,0.3257,0.6743
3709,6975,51,-0.06,0.39130435,0.6697,0.3303
3710,6976,22,-0.06,0.39130435,0.6692,0.3308
3711,6977,64,-0.02,0.26086957,0.7536,0.2464
3712,6991,17,-0.07,0.43478261,0.6479,0.3521
3713,6992,28,-0.02,0.13043478,0.8887,0.1113
3714,6993,5,0.03,0.13043478,0.811,0.189
3715,6994,52,0.13,0.86956522,0.2271,0.7729
3716,6995,89,0.14,0.91304348,0.1479,0.8521
3717,6996,23,-0.1,0.65217391,0.4106,0.5894
3718,6997,1,0.1,0.60869565,0.3699,0.6301
3719,6998,86,-0.12,0.82608696,0.2846,0.7154
3720,6999,14,-0.04,0.26086957,0.7678,0.2322
3721,7000,45,-0.05,0.34782609,0.7078,0.2922
3722,7001,25,0.03,0.13043478,0.844,0.156
3723,7015,6,0.03,0.13043478,0.8486,0.1514
3724,7016,82,-0.04,0.34782609,0.7414,0.2586
3725,7017,2,-0.06,0.39130435,0.6606,0.3394
3726,7018,22,0.13,0.82608696,0.2271,0.7729
3727,7019,52,0.1,0.65217391,0.3857,0.6143
3728,7020,24,-0.12,0.7826087,0.2886,0.7114
3729,7021,28,-0.05,0.30434783,0.7149,0.2851
3730,7022,1,-0.04,0.26086957,0.7617,0.2383
3731,7023,53,-0.06,0.39130435,0.6514,0.3486
3732,7024,30,0.05,0.26086957,0.6982,0.3018
3733,7025,90,-0.05,0.43478261,0.4472,0.5528
3734,7039,57,-0.05,0.34782609,0.7221,0.2779
3735,7040,90,-0.07,0.52173913,0.5671,0.4329
3736,7041,58,-0.01,0.17391304,0.9375,0.0625
3737,7042,56,0.09,0.60869565,0.4588,0.5412
3738,7043,0,-0.07,0.43478261,0.5838,0.4162
3739,7044,86,0.13,0.86956522,0.187,0.813
3740,7045,36,0.05,0.26086957,0.6748,0.3252
3741,7046,34,0.12,0.73913043,0.2663,0.7337
3742,7047,65,-0.03,0.26086957,0.8166,0.1834
3743,7048,47,-0.05,0.34782609,0.7078,0.2922
3744,7049,31,0.01,0.04347826,0.9431,0.0569
3745,7063,24,-0.04,0.26086957,0.7927,0.2073
3746,7064,30,0.02,0.08695652,0.8709,0.1291
3747,7065,52,-0.03,0.2173913,0.8293,0.1707
3748,7066,21,0.11,0.69565217,0.343,0.657
3749,7067,0,0.01,0,0.9207,0.0793
3750,7068,46,0.08,0.47826087,0.4919,0.5081
3751,7069,51,0.06,0.34782609,0.6123,0.3877
3752,7070,49,0.02,0.13043478,0.8577,0.1423
3753,7071,50,-0.1,0.65217391,0.4197,0.5803
3754,7072,5,0.04,0.2173913,0.7546,0.2454
3755,7073,21,-0.07,0.43478261,0.6372,0.3628
3756,7087,6,0.02,0.08695652,0.8963,0.1037
3757,7088,54,-0.09,0.60869565,0.5036,0.4964
3758,7089,29,-0.06,0.39130435,0.6606,0.3394
3759,7090,52,0.14,0.91304348,0.1692,0.8308
3760,7091,90,0.11,0.91304348,0.3262,0.6738
3761,7092,31,-0.03,0.2173913,0.8374,0.1626
3762,7093,35,0.14,0.86956522,0.126,0.874
3763,7094,48,-0.12,0.7826087,0.3049,0.6951
3764,7095,25,0.03,0.13043478,0.8064,0.1936
3765,7096,42,0.05,0.26086957,0.69,0.31
3766,7097,49,0.03,0.17391304,0.8277,0.1723
3767,7111,45,-0.05,0.34782609,0.7393,0.2607
3768,7112,42,-0.08,0.52173913,0.5595,0.4405
3769,7113,82,0.14,0.91304348,0.19,0.81
3770,7114,55,0.08,0.52173913,0.5168,0.4832
3771,7115,36,0.14,0.86956522,0.1479,0.8521
3772,7116,61,0.11,0.73913043,0.3089,0.6911
3773,7117,86,0.12,0.82608696,0.2475,0.7525
3774,7118,81,0.12,0.7826087,0.2658,0.7342
3775,7119,38,-0.05,0.34782609,0.7094,0.2907
3776,7120,66,-0.09,0.60869565,0.47,0.53
3777,7121,67,-0.01,0.26086957,0.6474,0.3526
3778,7135,64,0,0.30434783,0.7073,0.2927
3779,7136,44,-0.06,0.39130435,0.6687,0.3313
3780,7137,68,-0.05,0.34782609,0.7165,0.2835
3781,7138,78,0,0.43478261,0.9726,0.0274
3782,7139,87,0.12,0.82608696,0.2668,0.7332
3783,7140,34,-0.02,0.13043478,0.8984,0.1016
3784,7141,18,-0.03,0.17391304,0.8171,0.1829
3785,7142,26,-0.11,0.69565217,0.3653,0.6347
3786,7143,29,-0.04,0.26086957,0.7678,0.2322
3787,7144,0,0.07,0.39130435,0.5859,0.4141
3788,7145,37,-0.01,0.08695652,0.9385,0.0615
3789,7159,27,-0.03,0.2173913,0.8445,0.1555
3790,7160,58,0,0.26086957,0.9497,0.0503
3791,7161,38,-0.02,0.13043478,0.8862,0.1138
3792,7162,34,0.1,0.60869565,0.4009,0.5991
3793,7163,54,0.07,0.43478261,0.564,0.436
3794,7164,33,-0.05,0.34782609,0.7154,0.2846
3795,7165,58,0.1,0.65217391,0.3694,0.6306
3796,7166,41,0.04,0.2173913,0.7419,0.2581
3797,7167,43,0.06,0.34782609,0.6326,0.3674
3798,7168,5,0.03,0.13043478,0.8115,0.1885
3799,7169,53,-0.06,0.39130435,0.6474,0.3526
3800,7183,30,-0.04,0.26086957,0.7922,0.2078
3801,7184,16,-0.07,0.43478261,0.6148,0.3852
3802,7185,36,-0.08,0.52173913,0.5478,0.4522
3803,7186,73,0.14,0.91304348,0.1692,0.8308
3804,7187,45,-0.11,0.69565217,0.3659,0.6341
3805,7188,68,-0.12,0.7826087,0.2683,0.7317
3806,7189,43,-0.05,0.34782609,0.7144,0.2856
3807,7190,38,0,0.13043478,0.9797,0.0203
3808,7191,34,0.05,0.26086957,0.6905,0.3095
3809,7192,24,0.03,0.13043478,0.8115,0.1885
3810,7193,62,-0.06,0.39130435,0.6362,0.3638
3811,7207,61,-0.08,0.52173913,0.561,0.439
3812,7208,5,-0.09,0.56521739,0.5051,0.4949
3813,7209,47,-0.01,0.13043478,0.9405,0.0595
3814,7210,82,-0.14,0.91304348,0.1692,0.8308
3815,7211,17,0.13,0.82608696,0.2073,0.7927
3816,7212,75,-0.13,0.86956522,0.2073,0.7927
3817,7213,47,0.07,0.39130435,0.5528,0.4472
3818,7214,87,0.01,0.52173913,0.7901,0.2099
3819,7215,4,-0.03,0.17391304,0.8257,0.1743
3820,7216,38,0.04,0.2173913,0.7515,0.2485
3821,7217,78,0.01,0.39130435,0.4172,0.5828
3822,7231,56,0.03,0.26086957,0.7536,0.2464
3823,7232,41,-0.09,0.56521739,0.5046,0.4954
3824,7233,60,-0.05,0.34782609,0.7165,0.2835
3825,7234,28,-0.03,0.2173913,0.8257,0.1743
3826,7235,86,0.03,0.56521739,0.8003,0.1997
3827,7236,24,-0.05,0.30434783,0.7154,0.2846
