,Hoy,SD_Angle,SD_Position,vis,Shaded_Ratio,Unshaded_Ratio
1103,2410,23,0.02,0.08695652,0.8476,0.1524
1104,2411,49,-0.05,0.34782609,0.7668,0.2332
1105,2412,5,0.12,0.73913043,0.2464,0.7536
1106,2413,44,0.14,0.86956522,0.1265,0.8735
1107,2414,47,0,0.17391304,0.9599,0.0401
1108,2415,22,0.04,0.2173913,0.7337,0.2663
1109,2416,0,0.08,0.47826087,0.5447,0.4553
1110,2417,68,0.04,0.30434783,0.7937,0.2063
1111,2418,11,0.03,0.13043478,0.0122,0.9878
1112,2430,32,0.05,0.26086957,0.0107,0.9893
1113,2431,47,0.01,0.08695652,0.8974,0.1026
1114,2432,35,-0.03,0.2173913,0.9101,0.0899
1115,2433,54,-0.08,0.52173913,0.6357,0.3643
1116,2434,25,-0.07,0.43478261,0.6413,0.3587
1117,2435,51,-0.06,0.39130435,0.7088,0.2912
1118,2436,0,0.08,0.47826087,0.4842,0.5158
1119,2437,40,-0.01,0.08695652,0.9594,0.0407
1120,2438,1,-0.07,0.43478261,0.593,0.407
1121,2439,33,0.05,0.26086957,0.6773,0.3227
1122,2440,42,-0.05,0.34782609,0.7886,0.2114
1123,2441,60,-0.04,0.30434783,0.8872,0.1128
1124,2442,75,-0.05,0.34782609,0.0015,0.9985
1125,2454,55,0,0.2173913,0.0173,0.9827
1126,2455,30,-0.03,0.2173913,0.8958,0.1042
1127,2456,19,0.02,0.08695652,0.8521,0.1479
1128,2457,34,-0.02,0.13043478,0.9416,0.0584
1129,2458,33,0.01,0.04347826,0.9035,0.0965
1130,2459,68,0.09,0.60869565,0.4385,0.5615
1131,2460,30,0.13,0.82608696,0.187,0.813
1132,2461,72,0.11,0.73913043,0.3049,0.6951
1133,2462,1,0.03,0.13043478,0.7856,0.2144
1134,2463,59,-0.01,0.17391304,0.9563,0.0437
1135,2464,73,0.04,0.34782609,0.7403,0.2597
1136,2465,8,0.08,0.47826087,0.687,0.313
1137,2466,66,0,0.30434783,0.0071,0.9929
1138,2478,72,0.02,0.30434783,0.0051,0.9949
1139,2479,22,0.05,0.26086957,0.0198,0.9802
1140,2480,7,-0.07,0.43478261,0.7017,0.2983
1141,2481,1,-0.11,0.73913043,0.4273,0.5727
1142,2482,47,-0.02,0.17391304,0.94,0.06
1143,2483,17,0.05,0.26086957,0.6702,0.3298
1144,2484,26,0.07,0.39130435,0.5437,0.4563
1145,2485,39,0,0.17391304,0.9594,0.0407
1146,2486,0,-0.08,0.52173913,0.5351,0.4649
1147,2487,73,-0.05,0.34782609,0.7851,0.2149
1148,2488,56,0.05,0.39130435,0.69,0.31
1149,2489,55,0,0.2173913,0.9141,0.0859
1150,2490,45,-0.01,0.13043478,0.0147,0.9853
1151,2502,66,-0.08,0.52173913,0.0112,0.9888
1152,2503,47,0,0.17391304,0.0183,0.9817
1153,2504,27,0.02,0.08695652,0.8537,0.1463
1154,2505,36,0.13,0.82608696,0.2663,0.7337
1155,2506,24,0.11,0.69565217,0.3394,0.6606
1156,2507,13,0.11,0.69565217,0.3227,0.6773
1157,2508,13,-0.07,0.43478261,0.6026,0.3974
1158,2509,47,-0.07,0.47826087,0.6423,0.3577
1159,2510,8,-0.09,0.56521739,0.4964,0.5036
1160,2511,28,0.02,0.08695652,0.8465,0.1535
1161,2512,80,-0.01,0.47826087,0.9405,0.0595
1162,2513,48,-0.04,0.26086957,0.8908,0.1092
1163,2514,13,0.05,0.26086957,0.0147,0.9853
1164,2526,11,0.06,0.34782609,0.0091,0.9909
1165,2527,56,-0.02,0.17391304,0.0122,0.9878
1166,2528,35,-0.04,0.26086957,0.8653,0.1347
1167,2529,10,-0.04,0.26086957,0.8227,0.1773
1168,2530,90,-0.14,0.95652174,0.2612,0.7388
1169,2531,90,0.14,0.91304348,0.1489,0.8511
1170,2532,33,0.11,0.69565217,0.3054,0.6946
1171,2533,49,0.02,0.13043478,0.8399,0.1601
1172,2534,31,0.11,0.69565217,0.3222,0.6778
1173,2535,69,0.13,0.86956522,0.2449,0.7551
1174,2536,34,0.05,0.26086957,0.69,0.31
1175,2537,72,0.02,0.30434783,0.8471,0.1529
1176,2538,15,-0.02,0.13043478,0.0015,0.9985
1177,2550,32,0.03,0.13043478,0.0097,0.9903
1178,2551,7,0.02,0.08695652,0.0152,0.9848
1179,2552,47,0.03,0.17391304,0.8003,0.1997
1180,2553,15,-0.11,0.69565217,0.4599,0.5401
1181,2554,42,0.14,0.86956522,0.1702,0.8298
1182,2555,38,0.08,0.47826087,0.4964,0.5036
1183,2556,55,0,0.2173913,0.9594,0.0407
1184,2557,5,-0.06,0.39130435,0.6621,0.3379
1185,2558,6,0.01,0,0.9014,0.0986
1186,2559,26,-0.07,0.43478261,0.6672,0.3328
1187,2560,54,-0.08,0.52173913,0.6651,0.3349
1188,2561,30,0.03,0.13043478,0.8272,0.1728
1189,2562,31,0.12,0.73913043,0.0168,0.9832
1190,2574,62,-0.06,0.39130435,0.001,0.999
1191,2575,60,-0.04,0.30434783,0.0132,0.9868
1192,2576,49,0.05,0.26086957,0.718,0.282
1193,2577,54,0.12,0.7826087,0.3191,0.6809
1194,2578,59,-0.08,0.52173913,0.6189,0.3811
1195,2579,53,-0.07,0.47826087,0.6509,0.3491
1196,2580,54,0.13,0.86956522,0.1865,0.8135
1197,2581,77,0.08,0.56521739,0.4832,0.5168
1198,2582,49,0.13,0.82608696,0.2063,0.7937
1199,2583,70,-0.04,0.34782609,0.8277,0.1723
1200,2584,22,0.03,0.13043478,0.7932,0.2068
1201,2585,67,0.02,0.30434783,0.8394,0.1606
1202,2586,30,0.06,0.34782609,0.0152,0.9848
1203,2598,26,-0.08,0.52173913,0.0107,0.9893
1204,2599,73,-0.06,0.43478261,0.0097,0.9903
1205,2600,4,0.03,0.13043478,0.7998,0.2002
1206,2601,67,-0.07,0.47826087,0.6951,0.3049
1207,2602,66,-0.06,0.39130435,0.7312,0.2688
1208,2603,27,0.12,0.73913043,0.2647,0.7353
1209,2604,29,-0.07,0.43478261,0.6225,0.3775
1210,2605,71,-0.05,0.34782609,0.7612,0.2388
1211,2606,58,-0.01,0.17391304,0.9599,0.0401
1212,2607,14,-0.08,0.52173913,0.594,0.406
1213,2608,25,-0.06,0.39130435,0.7464,0.2536
1214,2609,69,-0.04,0.34782609,0.8669,0.1331
1215,2610,75,0.01,0.30434783,0.0152,0.9848
1216,2622,19,-0.01,0.08695652,0.0041,0.9959
1217,2623,54,-0.07,0.47826087,0.0025,0.9975
1218,2624,86,-0.07,0.47826087,0.782,0.218
1219,2625,25,0.02,0.08695652,0.8374,0.1626
1220,2626,54,-0.06,0.39130435,0.7317,0.2683
1221,2627,56,0.07,0.43478261,0.5544,0.4456
1222,2628,18,-0.04,0.26086957,0.8008,0.1992
1223,2629,58,0.13,0.86956522,0.186,0.814
1224,2630,56,-0.04,0.26086957,0.8425,0.1575
1225,2631,46,0.01,0.08695652,0.8852,0.1148
1226,2632,57,0.01,0.17391304,0.8908,0.1092
1227,2633,3,-0.05,0.30434783,0.8664,0.1336
1228,2634,47,-0.07,0.47826087,0.0163,0.9837
1229,2646,19,0.05,0.26086957,0.0071,0.9929
1230,2647,55,0.07,0.43478261,0.0168,0.9832
1231,2648,68,-0.02,0.26086957,0.9263,0.0737
1232,2649,33,-0.1,0.65217391,0.5264,0.4736
1233,2650,67,0.07,0.47826087,0.565,0.435
1234,2651,21,0.02,0.08695652,0.844,0.156
1235,2652,28,-0.03,0.2173913,0.8801,0.1199
1236,2653,69,0.06,0.47826087,0.6021,0.3979
1237,2654,10,-0.09,0.56521739,0.4964,0.5036
1238,2655,4,-0.07,0.43478261,0.6306,0.3694
1239,2656,31,-0.09,0.56521739,0.6301,0.3699
1240,2657,67,-0.08,0.52173913,0.8501,0.1499
1241,2658,43,-0.04,0.26086957,0.0183,0.9817
1242,2670,22,0.05,0.26086957,0.0173,0.9827
1243,2671,10,0.05,0.26086957,0.0102,0.9898
1244,2672,62,0,0.26086957,0.9111,0.0889
1245,2673,67,0.12,0.7826087,0.3186,0.6814
1246,2674,32,-0.05,0.34782609,0.7713,0.2287
1247,2675,36,-0.03,0.2173913,0.8831,0.1169
1248,2676,45,0.09,0.56521739,0.4243,0.5757
1249,2677,10,0.03,0.13043478,0.7805,0.2195
1250,2678,46,-0.04,0.26086957,0.843,0.157
1251,2679,59,-0.06,0.39130435,0.7353,0.2647
1252,2680,55,-0.08,0.52173913,0.6936,0.3064
1253,2681,18,-0.04,0.26086957,0.8435,0.1565
1254,2682,8,0.01,0,0.0046,0.9954
1255,2694,84,0.03,0.52173913,0.0117,0.9883
1256,2695,20,0.08,0.47826087,0.0132,0.9868
1257,2696,14,-0.07,0.43478261,0.7454,0.2546
1258,2697,76,0.14,0.91304348,0.2149,0.7851
1259,2698,35,-0.03,0.2173913,0.9019,0.0981
1260,2699,50,0.12,0.73913043,0.2647,0.7353
1261,2700,33,0.11,0.69565217,0.3054,0.6946
1262,2701,56,-0.02,0.17391304,0.9594,0.0407
1263,2702,14,0.06,0.34782609,0.6118,0.3882
1264,2703,65,-0.05,0.34782609,0.7896,0.2104
1265,2704,64,-0.07,0.47826087,0.751,0.249
1266,2705,65,0.02,0.30434783,0.8288,0.1712
1267,2706,63,0.07,0.47826087,0.0168,0.9832
1268,2718,81,0.03,0.47826087,0.0193,0.9807
1269,2719,15,0.04,0.2173913,0.0173,0.9827
1270,2720,50,-0.03,0.2173913,0.9085,0.0915
1271,2721,52,-0.02,0.17391304,0.94,0.06
1272,2722,24,-0.05,0.30434783,0.7719,0.2282
1273,2723,71,0.12,0.7826087,0.2647,0.7353
1274,2724,50,-0.06,0.39130435,0.7215,0.2785
1275,2725,16,-0.1,0.65217391,0.4441,0.5559
1276,2726,30,0.07,0.39130435,0.5539,0.4461
1277,2727,3,-0.13,0.82608696,0.282,0.718
1278,2728,42,0,0.17391304,0.9238,0.0762
1279,2729,67,-0.04,0.34782609,0.8277,0.1723
1280,2730,46,0.04,0.2173913,0.002,0.998
1281,2731,72,-0.02,0.34782609,0.0142,0.9858
1282,2742,90,-0.05,0.43478261,0.0168,0.9832
1283,2743,55,-0.05,0.34782609,0.0076,0.9924
1284,2744,45,-0.08,0.52173913,0.7698,0.2302
1285,2745,54,-0.04,0.26086957,0.8669,0.1331
1286,2746,41,-0.03,0.2173913,0.8826,0.1174
1287,2747,84,0.08,0.73913043,0.4964,0.5036
1288,2748,11,0.03,0.13043478,0.781,0.219
1289,2749,60,0.04,0.30434783,0.721,0.279
1290,2750,51,0,0.17391304,0.94,0.06
1291,2751,0,0.11,0.69565217,0.3364,0.6636
1292,2752,61,-0.07,0.47826087,0.7505,0.2495
1293,2753,59,-0.07,0.47826087,0.8262,0.1738
1294,2754,49,0.07,0.39130435,0.0137,0.9863
1295,2755,25,0.07,0.39130435,0.0015,0.9985
1296,2766,29,0.05,0.26086957,0.0122,0.9878
1297,2767,23,-0.07,0.43478261,0.0142,0.9858
1298,2768,51,-0.04,0.26086957,0.9019,0.0981
1299,2769,74,-0.02,0.34782609,0.939,0.061
1300,2770,62,0.08,0.52173913,0.4898,0.5102
1301,2771,43,0.08,0.47826087,0.4964,0.5036
1302,2772,52,-0.03,0.2173913,0.8999,0.1001
1303,2773,46,-0.06,0.39130435,0.7215,0.2785
1304,2774,26,0.1,0.60869565,0.3801,0.6199
1305,2775,25,-0.09,0.56521739,0.5554,0.4446
1306,2776,86,0.01,0.52173913,0.8745,0.1255
1307,2777,17,-0.07,0.43478261,0.8242,0.1758
1308,2778,7,0.02,0.08695652,0.0168,0.9832
1309,2779,61,0.06,0.43478261,0.0147,0.9853
1310,2790,61,-0.05,0.34782609,0.0168,0.9832
1311,2791,46,-0.05,0.34782609,0.003,0.997
1312,2792,12,0.03,0.13043478,0.7866,0.2134
1313,2793,64,-0.04,0.34782609,0.8801,0.1199
1314,2794,39,0.14,0.86956522,0.1514,0.8486
1315,2795,10,-0.04,0.26086957,0.8059,0.1941
1316,2796,6,0.08,0.47826087,0.4837,0.5163
1317,2797,58,-0.05,0.34782609,0.781,0.219
1318,2798,12,-0.08,0.52173913,0.5737,0.4263
1319,2799,60,-0.03,0.2173913,0.9162,0.0838
1320,2800,7,-0.07,0.43478261,0.6951,0.3049
1321,2801,43,0.06,0.34782609,0.8242,0.1758
1322,2802,16,0.07,0.39130435,0.0183,0.9817
1323,2803,73,0.08,0.56521739,0.0198,0.9802
1324,2814,36,-0.04,0.26086957,0.0168,0.9832
1325,2815,61,0.06,0.43478261,0.003,0.997
1326,2816,45,-0.08,0.52173913,0.7886,0.2114
1327,2817,0,0.03,0.13043478,0.7881,0.2119
1328,2818,90,0.14,0.91304348,0.1514,0.8486
1329,2819,1,-0.02,0.13043478,0.9024,0.0976
1330,2820,57,-0.07,0.47826087,0.6621,0.3379
1331,2821,49,0.11,0.69565217,0.3049,0.6951
1332,2822,48,-0.03,0.2173913,0.8989,0.1011
1333,2823,17,-0.08,0.52173913,0.593,0.407
1334,2824,60,-0.02,0.26086957,0.9233,0.0767
1335,2825,9,0.05,0.26086957,0.8222,0.1778
1336,2826,60,-0.07,0.47826087,0.0132,0.9868
1337,2827,73,-0.05,0.34782609,0.0005,0.9995
1338,2838,41,-0.05,0.34782609,0.001,0.999
1339,2839,37,0,0.13043478,0.0015,0.9985
1340,2840,24,-0.1,0.65217391,0.7104,0.2896
1341,2841,15,-0.03,0.17391304,0.8918,0.1082
1342,2842,32,0.03,0.13043478,0.7754,0.2246
1343,2843,67,0.09,0.60869565,0.4192,0.5808
1344,2844,41,0.12,0.73913043,0.2459,0.7541
1345,2845,61,0.08,0.52173913,0.4634,0.5366
1346,2846,27,0.1,0.60869565,0.3608,0.6392
1347,2847,76,-0.05,0.34782609,0.8211,0.1789
1348,2848,79,-0.08,0.56521739,0.7332,0.2668
1349,2849,76,0.04,0.39130435,0.0081,0.9919
1350,2850,44,-0.1,0.65217391,0.0132,0.9868
1351,2851,80,-0.04,0.34782609,0.0178,0.9822
1352,2862,55,-0.07,0.47826087,0.0025,0.9975
1353,2863,0,-0.06,0.39130435,0.002,0.998
1354,2864,47,0.01,0.08695652,0.8415,0.1585
1355,2865,67,-0.03,0.26086957,0.9167,0.0833
1356,2866,3,0.12,0.73913043,0.2815,0.7185
1357,2867,51,-0.05,0.34782609,0.7851,0.2149
1358,2868,47,-0.06,0.39130435,0.7215,0.2785
1359,2869,53,-0.03,0.2173913,0.8994,0.1006
1360,2870,27,0.06,0.34782609,0.5925,0.4075
1361,2871,0,0.04,0.2173913,0.7256,0.2744
1362,2872,61,-0.05,0.34782609,0.8699,0.1301
1363,2873,46,0.04,0.2173913,0.0142,0.9858
1364,2874,1,0.08,0.47826087,0.0041,0.9959
1365,2875,0,0.04,0.2173913,0.0137,0.9863
1366,2886,31,-0.05,0.34782609,0.0081,0.9919
1367,2887,19,-0.07,0.43478261,0.0097,0.9903
1368,2888,39,-0.11,0.69565217,0.7154,0.2846
1369,2889,54,-0.03,0.2173913,0.9187,0.0813
1370,2890,21,0.01,0,0.8852,0.1148
1371,2891,29,-0.08,0.52173913,0.593,0.407
1372,2892,73,0.04,0.34782609,0.7017,0.2983
1373,2893,5,0.1,0.60869565,0.3643,0.6357
1374,2894,58,-0.04,0.26086957,0.8404,0.1596
1375,2895,3,0.03,0.13043478,0.779,0.221
1376,2896,49,-0.08,0.52173913,0.7297,0.2703
1377,2897,74,-0.01,0.34782609,0.0117,0.9883
1378,2898,40,0.09,0.56521739,0,1
1379,2899,57,0.07,0.43478261,0.0163,0.9837
1380,2910,60,0.02,0.2173913,0.0178,0.9822
1381,2911,61,-0.06,0.39130435,0.0137,0.9863
1382,2912,26,-0.05,0.30434783,0.8765,0.1235
1383,2913,63,-0.04,0.34782609,0.8953,0.1047
1384,2914,29,0.03,0.13043478,0.7754,0.2246
1385,2915,11,0.07,0.39130435,0.5351,0.4649
1386,2916,27,0.07,0.39130435,0.5432,0.4568
1387,2917,33,0.11,0.69565217,0.2851,0.7149
1388,2918,28,-0.1,0.65217391,0.4756,0.5244
1389,2919,26,0.03,0.13043478,0.779,0.221
1390,2920,4,0.02,0.08695652,0.8155,0.1845
1391,2921,70,-0.02,0.30434783,0.0163,0.9837
1392,2922,36,-0.07,0.43478261,0.0178,0.9822
1393,2923,89,-0.02,0.52173913,0.0046,0.9954
1394,2934,77,-0.08,0.56521739,0.0051,0.9949
1395,2935,36,0.03,0.13043478,0.0173,0.9827
1396,2936,22,-0.04,0.26086957,0.8653,0.1347
1397,2937,26,-0.07,0.43478261,0.7043,0.2957
1398,2938,41,0.1,0.60869565,0.3913,0.6087
1399,2939,12,0.02,0.08695652,0.8247,0.1753
1400,2940,73,-0.06,0.43478261,0.7215,0.2785
1401,2941,21,0.04,0.2173913,0.7012,0.2988
1402,2942,20,0.05,0.26086957,0.6504,0.3496
1403,2943,7,-0.05,0.30434783,0.7449,0.2551
1404,2944,1,-0.06,0.39130435,0.7358,0.2642
1405,2945,50,-0.02,0.17391304,0.002,0.998
1406,2946,33,0.06,0.34782609,0.0208,0.9792
1407,2947,25,0.08,0.47826087,0.0163,0.9837
1408,2958,18,-0.06,0.39130435,0.0178,0.9822
1409,2959,37,0.02,0.13043478,0.0061,0.9939
1410,2960,13,-0.08,0.52173913,0.784,0.216
1411,2961,3,-0.13,0.82608696,0.3369,0.6631
1412,2962,66,0.11,0.73913043,0.3364,0.6636
1413,2963,31,-0.05,0.34782609,0.7668,0.2332
1414,2964,39,0.05,0.26086957,0.6423,0.3577
1415,2965,54,-0.01,0.13043478,0.939,0.061
1416,2966,53,-0.05,0.34782609,0.8013,0.1987
1417,2967,35,-0.08,0.52173913,0.654,0.346
1418,2968,11,-0.03,0.17391304,0.8928,0.1072
1419,2969,30,0.05,0.26086957,0.0152,0.9848
1420,2970,22,-0.02,0.13043478,0.0097,0.9903
1421,2971,43,-0.05,0.34782609,0.0041,0.9959
1422,2982,14,-0.03,0.17391304,0.0147,0.9853
1423,2983,64,-0.06,0.39130435,0.0005,0.9995
1424,2984,39,-0.02,0.13043478,0.8521,0.1479
1425,2985,46,-0.06,0.39130435,0.783,0.217
1426,2986,8,0.09,0.52173913,0.4461,0.5539
1427,2987,19,-0.04,0.26086957,0.8054,0.1946
1428,2988,54,-0.05,0.34782609,0.781,0.219
1429,2989,34,-0.08,0.52173913,0.5823,0.4177
1430,2990,49,-0.02,0.17391304,0.9385,0.0615
1431,2991,28,0.11,0.69565217,0.3521,0.6479
1432,2992,0,-0.1,0.65217391,0.5772,0.4228
1433,2993,34,-0.07,0.43478261,0.0097,0.9903
1434,2994,6,0.08,0.47826087,0.0178,0.9822
1435,2995,41,0.08,0.47826087,0.0173,0.9827
1436,3006,77,-0.01,0.47826087,0.0178,0.9822
1437,3007,12,0.05,0.26086957,0.0086,0.9914
1438,3008,35,0,0.13043478,0.8516,0.1484
1439,3009,43,0.04,0.2173913,0.7256,0.2744
1440,3010,84,0.11,0.82608696,0.3364,0.6636
1441,3011,43,0.12,0.73913043,0.2454,0.7546
1442,3012,29,-0.06,0.39130435,0.7017,0.2983
1443,3013,14,0.1,0.60869565,0.3445,0.6555
1444,3014,38,-0.09,0.56521739,0.5523,0.4477
1445,3015,41,-0.06,0.39130435,0.7576,0.2424
1446,3016,55,0.06,0.39130435,0.6448,0.3552
1447,3017,55,-0.06,0.39130435,0.0071,0.9929
1448,3018,47,-0.09,0.56521739,0.0137,0.9863
1449,3019,82,-0.07,0.47826087,0.0056,0.9944
1450,3030,0,-0.05,0.30434783,0.0158,0.9842
1451,3031,75,-0.04,0.34782609,0.0046,0.9954
1452,3032,40,0.03,0.13043478,0.7637,0.2363
1453,3033,36,-0.01,0.08695652,0.9238,0.0762
1454,3034,47,-0.06,0.39130435,0.7561,0.2439
1455,3035,18,0.1,0.60869565,0.3613,0.6387
1456,3036,26,0.06,0.34782609,0.5828,0.4172
1457,3037,60,-0.05,0.34782609,0.7993,0.2007
1458,3038,49,-0.07,0.47826087,0.6855,0.3145
1459,3039,27,-0.08,0.52173913,0.6362,0.3638
1460,3040,43,0,0.17391304,0.8892,0.1108
1461,3041,77,0.01,0.34782609,0.0198,0.9802
1462,3042,60,-0.04,0.30434783,0.0086,0.9914
1463,3043,74,-0.02,0.34782609,0.0183,0.9817
1464,3054,75,0.07,0.56521739,0.0076,0.9924
1465,3055,70,-0.08,0.52173913,0.0081,0.9919
1466,3056,62,0.02,0.2173913,0.7744,0.2256
1467,3057,52,0,0.2173913,0.9238,0.0762
1468,3058,52,0.14,0.91304348,0.1717,0.8283
1469,3059,1,0.12,0.73913043,0.2454,0.7546
1470,3060,2,-0.1,0.65217391,0.4045,0.5955
1471,3061,47,0,0.17391304,0.939,0.061
1472,3062,32,0.04,0.2173913,0.7083,0.2917
1473,3063,14,-0.1,0.65217391,0.4949,0.5051
1474,3064,42,-0.09,0.56521739,0.7464,0.2536
1475,3065,0,0.05,0.26086957,0.0132,0.9868
1476,3066,21,0.06,0.34782609,0.0137,0.9863
1477,3067,68,0.04,0.30434783,0.0066,0.9934
1478,3078,11,0.04,0.2173913,0.0132,0.9868
1479,3079,72,-0.02,0.34782609,0.0168,0.9832
1480,3080,14,-0.05,0.30434783,0.8267,0.1733
1481,3081,57,0.02,0.2173913,0.8232,0.1768
1482,3082,14,-0.12,0.7826087,0.374,0.626
1483,3083,9,-0.08,0.52173913,0.5544,0.4456
1484,3084,40,-0.07,0.47826087,0.6621,0.3379
1485,3085,2,-0.01,0.04347826,0.939,0.061
1486,3086,49,-0.04,0.26086957,0.8592,0.1408
1487,3087,47,0.03,0.17391304,0.7607,0.2393
1488,3088,70,-0.04,0.34782609,0.8699,0.1301
1489,3089,8,-0.03,0.17391304,0.0163,0.9837
1490,3090,25,-0.04,0.26086957,0.0152,0.9848
1491,3091,48,0,0.17391304,0.0147,0.9853
1492,3102,12,0.03,0.13043478,0.0168,0.9832
1493,3103,31,-0.03,0.2173913,0.0051,0.9949
1494,3104,12,-0.11,0.69565217,0.7825,0.2175
1495,3105,54,0.02,0.2173913,0.8232,0.1768
1496,3106,32,0.12,0.73913043,0.2815,0.7185
1497,3107,47,-0.09,0.56521739,0.5722,0.4278
1498,3108,62,0.12,0.7826087,0.2261,0.7739
1499,3109,9,-0.03,0.17391304,0.8399,0.1601
1500,3110,9,0.04,0.2173913,0.7134,0.2866
1501,3111,56,0.01,0.17391304,0.8674,0.1326
1502,3112,30,-0.03,0.2173913,0.873,0.127
1503,3113,72,0.03,0.34782609,0.0142,0.9858
1504,3114,70,0.07,0.52173913,0.0081,0.9919
1505,3115,69,-0.06,0.43478261,0.0086,0.9914
1506,3126,70,0.04,0.30434783,0.0097,0.9903
1507,3127,30,0.07,0.39130435,0.0147,0.9853
1508,3128,44,-0.01,0.13043478,0.7957,0.2043
1509,3129,59,-0.04,0.26086957,0.8953,0.1047
1510,3130,33,-0.07,0.43478261,0.7017,0.2983
1511,3131,52,-0.05,0.34782609,0.8039,0.1961
1512,3132,5,0.05,0.26086957,0.6423,0.3577
1513,3133,74,0.08,0.56521739,0.4634,0.5366
1514,3134,47,-0.06,0.39130435,0.751,0.249
1515,3135,3,-0.09,0.56521739,0.5417,0.4583
1516,3136,65,-0.04,0.34782609,0.8714,0.1286
1517,3137,0,0.02,0.08695652,0.0005,0.9995
1518,3138,77,0.01,0.34782609,0.0178,0.9822
1519,3139,24,-0.03,0.2173913,0.0188,0.9812
1520,3150,17,-0.05,0.30434783,0.0168,0.9832
1521,3151,2,0.04,0.2173913,0.0163,0.9837
1522,3152,20,0.07,0.39130435,0.7424,0.2576
1523,3153,74,-0.08,0.56521739,0.7246,0.2754
1524,3154,54,-0.09,0.60869565,0.6255,0.3745
1525,3155,73,-0.05,0.34782609,0.8216,0.1784
1526,3156,19,0.03,0.13043478,0.7612,0.2388
1527,3157,43,0,0.17391304,0.939,0.061
1528,3158,7,0.06,0.34782609,0.6006,0.3994
1529,3159,7,-0.1,0.65217391,0.4898,0.5102
1530,3160,53,-0.02,0.17391304,0.8577,0.1423
1531,3161,56,0.06,0.39130435,0.0213,0.9787
1532,3162,55,0.01,0.17391304,0.0066,0.9934
1533,3163,55,0.08,0.52173913,0.002,0.998
1534,3174,57,0,0.26086957,0.0091,0.9909
1535,3175,64,-0.04,0.34782609,0.0097,0.9903
1536,3176,90,-0.07,0.52173913,0.7642,0.2358
1537,3177,29,-0.09,0.56521739,0.6519,0.3481
1538,3178,38,0.1,0.60869565,0.3913,0.6087
1539,3179,40,0.1,0.60869565,0.3608,0.6392
1540,3180,69,-0.01,0.26086957,0.9395,0.0605
1541,3181,82,0.12,0.7826087,0.2256,0.7744
1542,3182,19,-0.02,0.13043478,0.94,0.06
1543,3183,19,0.05,0.26086957,0.6601,0.3399
1544,3184,55,-0.05,0.34782609,0.8547,0.1453
1545,3185,3,-0.01,0.04347826,0.0005,0.9995
1546,3186,1,-0.07,0.43478261,0.0102,0.9898
1547,3187,15,0.03,0.13043478,0.0046,0.9954
1548,3198,72,0,0.34782609,0.0132,0.9868
1549,3199,43,0.08,0.47826087,0.0163,0.9837
1550,3200,2,-0.11,0.73913043,0.7637,0.2363
1551,3201,14,0.02,0.08695652,0.8084,0.1916
1552,3202,2,-0.12,0.7826087,0.3557,0.6443
1553,3203,22,0.03,0.13043478,0.7663,0.2337
1554,3204,23,-0.04,0.26086957,0.8206,0.1794
1555,3205,69,0.06,0.47826087,0.5823,0.4177
1556,3206,23,-0.08,0.52173913,0.6204,0.3796
1557,3207,72,0.14,0.91304348,0.1936,0.8064
1558,3208,0,-0.02,0.13043478,0.8572,0.1428
1559,3209,44,0.06,0.34782609,0.0015,0.9985
1560,3210,48,0,0.17391304,0.0158,0.9842
1561,3211,46,-0.02,0.17391304,0.0152,0.9848
1562,3222,63,0.03,0.30434783,0.0122,0.9878
1563,3223,48,-0.07,0.47826087,0.0122,0.9878
1564,3224,5,0.03,0.13043478,0.7383,0.2617
1565,3225,22,-0.02,0.13043478,0.906,0.094
1566,3226,5,-0.06,0.39130435,0.7033,0.2967
1567,3227,23,-0.07,0.43478261,0.6509,0.3491
1568,3228,21,-0.07,0.43478261,0.6423,0.3577
1569,3229,71,0.1,0.65217391,0.3445,0.6555
1570,3230,39,-0.04,0.26086957,0.8638,0.1362
1571,3231,79,-0.02,0.34782609,0.9212,0.0788
1572,3232,52,0.01,0.17391304,0.8018,0.1982
1573,3233,28,0.07,0.39130435,0.0158,0.9842
1574,3234,84,-0.04,0.39130435,0.0051,0.9949
1575,3235,11,0.03,0.13043478,0.0015,0.9985
1576,3246,37,-0.01,0.08695652,0.0117,0.9883
1577,3247,0,-0.05,0.30434783,0.0178,0.9822
1578,3248,14,-0.05,0.30434783,0.7398,0.2602
1579,3249,37,-0.09,0.56521739,0.6789,0.3211
1580,3250,4,0.02,0.08695652,0.8303,0.1697
1581,3251,41,0.03,0.13043478,0.7663,0.2337
1582,3252,42,0.05,0.26086957,0.6423,0.3577
1583,3253,11,-0.07,0.43478261,0.622,0.378
1584,3254,58,-0.03,0.2173913,0.938,0.062
1585,3255,5,-0.07,0.43478261,0.6626,0.3374
1586,3256,61,-0.04,0.30434783,0.8425,0.1575
1587,3257,64,0,0.30434783,0.0122,0.9878
1588,3258,52,0.03,0.2173913,0,1
1589,3259,0,0.03,0.13043478,0.0173,0.9827
1590,3269,70,-0.05,0.34782609,0.0046,0.9954
1591,3270,35,-0.05,0.34782609,0.0102,0.9898
1592,3271,60,0.02,0.2173913,0.0158,0.9842
1593,3272,28,-0.09,0.56521739,0.7358,0.2642
1594,3273,51,0.02,0.17391304,0.8084,0.1916
1595,3274,27,0.01,0,0.8669,0.1331
1596,3275,47,0.12,0.73913043,0.2449,0.7551
1597,3276,54,-0.05,0.34782609,0.8008,0.1992
