Hoy,Gen,Ind,Sd_A,Sd_L,SDGP,SUDI,Vis,Pvg,Val_SDGP,Val_SUDI,Val_Vis,Val_Pvg,shade_percent,shade_rad,Optimizer
4349.0,0,0,32,0.07,1.0,0.018,0.391,0.17,1.0,0.018,0.391,0.006,0.382,19.573,-1.415
4349.0,0,1,76,0.07,1.0,0.042,0.565,0.277,1.0,0.042,0.565,0.01,0.0,19.725,-1.616
4349.0,0,2,53,0.09,1.0,0.051,0.609,0.176,1.0,0.051,0.609,0.006,0.363,19.645,-1.666
4349.0,0,3,1,0.07,1.0,0.018,0.391,0.146,1.0,0.018,0.391,0.005,0.467,19.464,-1.414
4349.0,0,4,22,0.08,1.0,0.041,0.478,0.136,1.0,0.041,0.478,0.005,0.504,19.537,-1.524
4349.0,0,5,15,0.01,1.0,0.0,0.0,0.262,1.0,0.0,0.0,0.009,0.044,19.511,-1.009
4349.0,0,6,84,0.02,1.0,0.01,0.478,0.278,1.0,0.01,0.478,0.01,0.0,19.753,-1.498
4349.0,0,7,61,0.03,1.0,0.0,0.261,0.276,1.0,0.0,0.261,0.01,0.0,19.67,-1.27
4349.0,0,8,56,0.07,1.0,0.02,0.435,0.249,1.0,0.02,0.435,0.009,0.097,19.654,-1.464
4349.0,0,9,55,0.0,1.0,0.0,0.217,0.276,1.0,0.0,0.217,0.01,0.0,19.652,-1.227
4349.0,1,0,28,0.07,1.0,0.018,0.391,0.163,1.0,0.018,0.391,0.006,0.408,19.557,-1.415
4349.0,1,1,75,0.14,1.0,0.221,0.913,0.064,1.0,0.221,0.913,0.002,0.768,19.721,-2.137
4349.0,1,2,90,0.07,1.0,0.044,0.783,0.278,1.0,0.044,0.783,0.01,0.0,19.77,-1.837
4349.0,1,3,0,0.13,1.0,0.22,0.826,0.036,1.0,0.22,0.826,0.001,0.867,19.461,-2.048
4349.0,1,4,0,0.08,1.0,0.041,0.478,0.128,1.0,0.041,0.478,0.004,0.533,19.459,-1.523
4349.0,1,5,0,0.14,1.0,0.213,0.87,0.018,1.0,0.213,0.87,0.001,0.933,19.459,-2.083
4349.0,1,6,64,0.14,1.0,0.213,0.913,0.039,1.0,0.213,0.913,0.001,0.858,19.682,-2.127
4349.0,1,7,33,0.14,1.0,0.211,0.87,0.021,1.0,0.211,0.87,0.001,0.922,19.574,-2.082
