Hoy,Gen,Ind,Sd_A,Sd_L,SDGP,SUDI,Vis,Pvg,Val_SDGP,Val_SUDI,Val_Vis,Val_Pvg,shade_percent,shade_rad,Optimizer
1423.0,0,0,14,0.05,1.0,0.015,0.261,0.458,1.0,0.015,0.261,0.009,0.283,40.572,-1.285
1423.0,0,1,71,0.04,0.988,0.031,0.304,0.643,0.985,0.031,0.304,0.013,0.0,40.852,-1.333
1423.0,0,2,20,-0.05,0.962,0.079,0.304,0.481,0.953,0.079,0.304,0.01,0.248,40.6,-1.347
1423.0,0,3,7,0.11,0.996,0.218,0.696,0.175,0.995,0.218,0.696,0.004,0.726,40.536,-1.912
1423.0,0,4,79,0.12,0.996,0.218,0.783,0.644,0.995,0.218,0.783,0.013,0.0,40.892,-2.009
1423.0,0,5,59,-0.04,1.0,0.076,0.261,0.642,1.0,0.076,0.261,0.013,0.0,40.794,-1.35
1423.0,0,6,45,-0.05,0.972,0.07,0.348,0.641,0.965,0.07,0.348,0.013,0.0,40.724,-1.396
1423.0,0,7,89,-0.11,0.996,0.172,0.739,0.0,0.995,0.172,0.739,0.0,1.0,40.941,-1.906
1423.0,0,8,21,0.07,1.0,0.063,0.391,0.391,1.0,0.063,0.391,0.008,0.389,40.607,-1.463
1423.0,0,9,85,-0.12,0.996,0.156,0.826,0.0,0.995,0.156,0.826,0.0,1.0,40.922,-1.977
1423.0,1,0,25,-0.09,0.996,0.147,0.565,0.305,0.995,0.147,0.565,0.006,0.524,40.625,-1.714
1423.0,1,1,79,-0.04,0.999,0.092,0.348,0.644,0.998,0.092,0.348,0.013,0.0,40.894,-1.451
1423.0,1,2,36,0.09,1.0,0.177,0.565,0.36,1.0,0.177,0.565,0.007,0.438,40.682,-1.75
1423.0,1,3,52,0.14,0.996,0.213,0.913,0.087,0.995,0.213,0.913,0.002,0.864,40.759,-2.123
1423.0,1,4,45,0.1,1.0,0.216,0.609,0.36,1.0,0.216,0.609,0.007,0.439,40.725,-1.833
1423.0,1,5,40,-0.02,1.0,0.017,0.13,0.641,1.0,0.017,0.13,0.013,0.0,40.703,-1.161
1423.0,1,6,45,0.09,1.0,0.177,0.565,0.435,1.0,0.177,0.565,0.009,0.322,40.727,-1.752
1423.0,1,7,77,-0.12,0.996,0.156,0.783,0.644,0.995,0.156,0.783,0.013,0.0,40.882,-1.947
1423.0,1,8,66,0.02,0.997,0.018,0.304,0.643,0.996,0.018,0.304,0.013,0.0,40.83,-1.332
1423.0,1,9,90,-0.02,0.995,0.003,0.565,0.0,0.993,0.003,0.565,0.0,1.0,40.945,-1.561
1423.0,2,0,70,-0.14,0.996,0.199,0.913,0.22,0.995,0.199,0.913,0.005,0.658,40.848,-2.111
1423.0,2,1,40,0.1,1.0,0.216,0.609,0.325,1.0,0.216,0.609,0.007,0.493,40.702,-1.832
1423.0,2,2,47,0.14,0.996,0.213,0.87,0.075,0.995,0.213,0.87,0.002,0.883,40.734,-2.079
1423.0,2,3,70,0.14,0.996,0.223,0.913,0.217,0.995,0.223,0.913,0.004,0.663,40.847,-2.135
1423.0,2,4,80,0.14,0.996,0.221,0.913,0.644,0.995,0.221,0.913,0.013,0.0,40.896,-2.142
1423.0,2,5,52,-0.0,0.999,0.014,0.217,0.642,0.999,0.014,0.217,0.013,0.0,40.76,-1.244
1423.0,2,6,90,0.14,0.996,0.218,0.913,0.0,0.995,0.218,0.913,0.0,1.0,40.945,-2.126
1423.0,2,7,71,0.02,0.997,0.018,0.304,0.643,0.996,0.018,0.304,0.013,0.0,40.856,-1.332
1423.0,2,8,66,0.14,0.996,0.223,0.913,0.167,0.995,0.223,0.913,0.003,0.74,40.83,-2.134
1423.0,2,9,82,0.02,0.99,0.008,0.478,0.0,0.987,0.008,0.478,0.0,1.0,40.909,-1.474
1423.0,3,0,89,-0.09,0.996,0.177,0.609,0.0,0.995,0.177,0.609,0.0,1.0,40.941,-1.781
1423.0,3,1,33,0.11,0.996,0.218,0.696,0.228,0.995,0.218,0.696,0.005,0.644,40.666,-1.914
1423.0,3,2,29,0.14,0.996,0.213,0.87,0.053,0.995,0.213,0.87,0.001,0.917,40.644,-2.078
1423.0,3,3,90,0.09,0.981,0.186,0.87,0.0,0.977,0.186,0.87,0.0,1.0,40.945,-2.032
1423.0,3,4,79,0.11,0.996,0.218,0.783,0.644,0.995,0.218,0.783,0.013,0.0,40.892,-2.009
1423.0,3,5,90,0.02,0.988,0.006,0.652,0.0,0.986,0.006,0.652,0.0,1.0,40.945,-1.644
1423.0,3,6,72,0.1,1.0,0.216,0.652,0.643,1.0,0.216,0.652,0.013,0.0,40.859,-1.882
1423.0,3,7,66,0.02,0.997,0.018,0.304,0.643,0.996,0.018,0.304,0.013,0.0,40.831,-1.332
1423.0,3,8,87,0.14,0.996,0.218,0.913,0.0,0.995,0.218,0.913,0.0,1.0,40.934,-2.126
1423.0,3,9,51,0.02,0.997,0.001,0.174,0.642,0.996,0.001,0.174,0.013,0.0,40.758,-1.184
1423.0,4,0,89,0.0,0.995,0.002,0.609,0.0,0.993,0.002,0.609,0.0,1.0,40.941,-1.604
1423.0,4,1,78,0.05,0.994,0.102,0.783,0.644,0.992,0.102,0.783,0.013,0.0,40.889,-1.89
1423.0,4,2,74,0.14,0.996,0.221,0.913,0.354,0.995,0.221,0.913,0.007,0.45,40.869,-2.136
1423.0,4,3,65,0.14,0.996,0.223,0.913,0.151,0.995,0.223,0.913,0.003,0.765,40.823,-2.134
1423.0,4,4,86,0.14,0.996,0.218,0.913,0.0,0.995,0.218,0.913,0.0,1.0,40.925,-2.126
1423.0,4,5,54,0.05,1.0,0.046,0.348,0.642,1.0,0.046,0.348,0.013,0.0,40.768,-1.407
1423.0,4,6,58,0.12,0.996,0.217,0.783,0.32,0.995,0.217,0.783,0.007,0.501,40.788,-2.001
1423.0,4,7,70,0.02,0.997,0.018,0.304,0.643,0.996,0.018,0.304,0.013,0.0,40.848,-1.332
1423.0,4,8,90,0.1,0.981,0.218,1.0,0.0,0.977,0.218,1.0,0.0,1.0,40.945,-2.194
1423.0,4,9,90,-0.09,0.996,0.177,0.609,0.0,0.995,0.177,0.609,0.0,1.0,40.945,-1.781
1423.0,5,0,60,0.0,0.999,0.014,0.261,0.643,0.999,0.014,0.261,0.013,0.0,40.799,-1.287
1423.0,5,1,62,0.14,0.996,0.223,0.913,0.131,0.995,0.223,0.913,0.003,0.797,40.81,-2.133
1423.0,5,2,80,0.14,0.996,0.221,0.913,0.644,0.995,0.221,0.913,0.013,0.0,40.897,-2.142
1423.0,5,3,74,0.14,0.996,0.221,0.913,0.33,0.995,0.221,0.913,0.007,0.488,40.866,-2.136
1423.0,5,4,84,0.14,0.996,0.221,0.913,0.0,0.995,0.221,0.913,0.0,1.0,40.916,-2.129
