Hoy,Azimuth,Altitude,Hor_Angle,Ver_Angle,I_direct,I_diffuse,sky_cover,max_irradiance,max_pv_generation
2073,103.306743,35.865951,36.60942,72.340718,193.0,283.0,0.4,2877.516832796336,13812.080797422414
2074,113.038944,49.038434,51.379733,71.235275,375.0,246.0,0.6,18328.999679696157,87979.19846254155
2075,129.062515,60.971207,66.688382,70.724176,85.0,371.0,0.7,1397.5384343982903,6708.184485111793
2076,159.362327,69.296162,82.412318,70.521751,177.0,525.0,0.9,2108.0080148733578,10118.438471392117
2077,202.404078,69.086434,81.713416,70.542154,187.0,320.0,0.8,5228.4540868036165,25096.57961665736
2078,231.941669,60.52525,66.009891,70.790644,552.0,332.0,0.7,27521.9231371492,132105.23105831616
2079,247.591498,48.516437,50.735829,71.372626,162.0,214.0,0.7,3248.8376475883815,15594.42070842423
2080,257.172085,35.318821,36.004766,72.601237,92.0,348.0,0.7,2837.541588633349,13620.199625440075
2081,264.191843,21.673015,21.774404,75.713357,47.0,188.0,0.8,1419.3993057984721,6813.116667832666
2082,270.168402,7.915817,7.915854,0.0,2.0,77.0,0.9,56.27410808615783,270.1157188135576
2095,89.917556,8.668313,8.668318,0.0,0.0,16.0,0.5,1.92,9.216
2096,95.879192,22.444008,22.5508,76.072993,3.0,114.0,0.5,81.29674532392805,390.22437755485464
2097,102.912901,36.1028,36.804188,72.963772,51.0,228.0,0.9,930.4285812120306,4466.057189817747
2098,112.590483,49.306187,51.551573,71.719438,36.0,333.0,0.9,1632.0937483376972,7834.049992020946
2099,128.588428,61.295632,66.828307,71.14292,170.0,479.0,0.9,2128.7835240829495,10218.160915598157
2100,159.200785,69.689104,82.512536,70.914039,306.0,451.0,0.8,4670.666212198274,22419.19781855171
2101,202.995,69.423728,81.656951,70.936242,354.0,519.0,0.6,4826.644970745089,23167.895859576427
2102,232.627584,60.735917,65.995934,71.215364,48.0,598.0,0.5,2365.2063672408676,11352.990562756164
2103,248.154837,48.652922,50.758404,71.869512,288.0,463.0,0.9,3029.640112947516,14542.272542148077
2104,257.643096,35.418536,36.055211,73.252289,259.0,344.0,0.3,8531.104948245991,40949.30375158076
2105,264.609497,21.755829,21.843404,76.753656,135.0,234.0,0.3,2905.0890337852707,13944.4273621693
2106,270.561084,7.993355,7.993717,0.0,20.0,123.0,0.3,352.23127670895593,1690.7101282029885
2119,89.582099,8.882898,8.8831,0.0,0.0,17.0,0.6,2.04,9.792
2120,95.523053,22.664364,22.75931,77.02074,5.0,107.0,0.7,148.18036752957903,711.2657641419793
2121,102.517729,36.337636,36.997857,73.582257,28.0,216.0,0.9,601.0165398288602,2884.879391178529
2122,112.138323,49.571382,51.722239,72.201097,234.0,292.0,0.9,8181.43209449851,39270.874053592845
2123,128.105681,61.617415,66.967118,71.560089,214.0,389.0,0.5,3349.545192107389,16077.816922115468
2124,159.033363,70.080772,82.611884,71.305159,414.0,472.0,0.5,6115.406341759035,29353.95044044337
2125,203.602711,69.758059,81.60103,71.329357,396.0,483.0,0.4,5744.540427943833,27573.794054130394
2126,233.320393,60.942535,65.982174,71.639275,432.0,411.0,0.4,17270.26884982173,82897.2904791443
2127,248.719531,48.786362,50.780916,72.365703,330.0,378.0,0.3,5048.3767141615635,24232.208227975505
2128,258.113877,35.516241,36.105491,73.902821,326.0,331.0,0.3,10772.685835968527,51708.892012648925
2129,265.026403,21.837467,21.912197,77.792325,210.0,213.0,0.2,4379.222326936857,21020.267169296912
2130,270.952758,8.070429,8.071519,0.0,61.0,108.0,0.2,977.4271511551021,4691.65032554449
2143,89.247194,9.096511,9.097288,0.0,8.0,18.0,1.0,220.6071462843083,1058.9143021646798
2144,95.166776,22.883148,22.966848,77.955636,3.0,83.0,0.3,109.16419217937464,523.9881224609983
2145,102.121289,36.57033,37.190454,74.195989,48.0,138.0,1.0,1094.6510715813329,5254.325143590398
2146,111.682501,49.833875,51.891787,72.680109,78.0,239.0,0.9,1924.7029749066362,9238.574279551853
2147,127.614098,61.936383,67.104867,71.975489,85.0,278.0,0.9,1680.0829812074182,8064.398309795607
2148,158.859589,70.471039,82.710322,71.694912,649.0,283.0,0.9,12383.065533259864,59438.71455964734
2149,204.22752,70.089286,81.545689,71.72139,675.0,268.0,0.3,13791.448971241338,66198.95506195842
2150,234.019791,61.145062,65.968717,72.062268,75.0,307.0,0.3,1489.2066404938266,7148.191874370367
2151,249.285332,48.916781,50.803487,72.861164,176.0,466.0,0.9,1887.9286751698123,9062.0576408151
2152,258.584253,35.611979,36.155651,74.552472,537.0,228.0,0.6,16914.544179250057,81189.81206040028
2153,265.442421,21.917974,21.980887,78.828691,205.0,230.0,0.3,3030.2395673707993,14545.149923379837
2154,271.343301,8.147081,8.149311,0.0,93.0,86.0,0.7,1822.5563525863702,8748.270492414576
2167,88.912893,9.309026,9.310653,0.0,0.0,15.0,1.0,1.7999999999999998,8.639999999999999
2168,94.810423,23.10024,23.173289,78.877396,4.0,87.0,1.0,155.5992335339883,746.8763209631438
2169,101.723649,36.800756,37.381799,74.804804,12.0,185.0,1.0,384.6528478709956,1846.3336697807786
2170,111.223062,50.093521,52.060007,73.156408,33.0,288.0,1.0,699.4841208176778,3357.523779924853
2171,127.113508,62.252361,67.241369,72.388987,101.0,397.0,0.9,2048.7059454527703,9833.788538173298
2172,158.678965,70.859774,82.807806,72.083302,54.0,596.0,0.9,787.890614147021,3781.8749479057005
2173,204.869732,70.417269,81.491054,72.112285,36.0,302.0,0.9,809.1201705344764,3883.776818565487
2174,234.725461,61.343459,65.955584,72.484313,21.0,450.0,1.0,399.5919648513753,1918.0414312866012
2175,249.851991,49.044205,50.826168,73.355604,41.0,406.0,1.0,817.6679244469473,3924.806037345347
2176,259.054049,35.705793,36.205778,75.200904,136.0,307.0,1.0,2281.6846248783045,10952.08619941586
2177,265.857414,21.997398,22.049486,79.861458,14.0,212.0,1.0,253.13292096003997,1215.0380206081918
2178,271.732588,8.22335,8.22704,0.0,12.0,103.0,1.0,207.8481548026818,997.6711430528726
2191,88.579251,9.52032,9.523171,0.0,0.0,15.0,1.0,1.7999999999999998,8.639999999999999
2192,94.454056,23.315522,23.378555,79.785499,1.0,106.0,1.0,49.88487119651589,239.44738174327625
2193,101.324878,37.028791,37.571839,75.408511,2.0,180.0,1.0,97.4319848575925,467.67352731644394
2194,110.760056,50.350181,52.226837,73.629812,5.0,253.0,1.0,137.3711359528077,659.3814525734768
2195,126.603749,62.565175,67.376541,72.800606,52.0,455.0,1.0,2062.726891102752,9901.089077293209
2196,158.490961,71.246847,82.904178,72.470131,5.0,331.0,1.0,177.27114795516772,850.901510184805
2197,205.529651,70.741869,81.437143,72.501893,8.0,340.0,1.0,204.38427981549452,981.0445431143737
2198,235.437074,61.537692,65.942824,72.905181,3.0,330.0,1.0,99.90065114686463,479.5231255049502
2199,250.419258,49.168664,50.848961,73.848939,16.0,409.0,1.0,594.27216734639,2852.506403262672
2200,259.523094,35.79773,36.25594,75.848068,41.0,311.0,1.0,712.2659447950355,3418.8765350161702
2201,266.271245,22.075784,22.11812,80.890145,16.0,217.0,0.9,283.3586396651569,1360.121470392753
2202,272.120499,8.299279,8.304901,0.0,8.0,106.0,0.9,141.5379141000043,679.3819876800205
2215,88.24632,9.730269,9.734733,0.0,0.0,16.0,1.0,1.92,9.216
2216,94.097741,23.528877,23.582595,80.679917,3.0,70.0,1.0,115.91027888421564,556.3693386442351
2217,100.925052,37.254312,37.760486,76.007013,7.0,152.0,1.0,327.8360162141786,1573.6128778280572
2218,110.293546,50.603713,52.392176,74.100326,9.0,143.0,1.0,243.5539302386242,1169.058865145396
2219,126.08467,62.87465,67.510366,73.210099,3.0,336.0,1.0,203.7791772619637,978.1400508574256
2220,158.295017,71.632128,82.999409,72.855438,204.0,421.0,1.0,6242.92905551337,29966.059466464176
2221,206.207577,71.062946,81.384029,72.89012,280.0,362.0,0.8,9909.338307836095,47564.82387761326
2222,236.154287,61.727734,65.930597,73.324758,555.0,323.0,0.5,10386.391131311382,49854.677430294636
2223,250.986883,49.290192,50.871951,74.340964,541.0,310.0,0.3,25232.4621405277,121115.81827453295
2224,259.991213,35.887837,36.306119,76.493362,397.0,268.0,0.4,6711.305763440026,32214.26766451212
2225,266.683777,22.15318,22.186735,81.913553,204.0,207.0,0.6,3274.2751079144514,15716.520517989366
2226,272.506911,8.374906,8.382833,0.0,64.0,109.0,0.8,882.8064328482708,4237.4708776717
2239,87.914157,9.938752,9.945193,0.0,4.0,21.0,0.9,111.8264255909011,536.7668428363253
2240,93.741544,23.740189,23.785285,81.560353,14.0,86.0,0.9,532.6607630279867,2556.771662534336
2241,100.52425,37.477201,37.947606,76.600025,10.0,149.0,0.9,480.4502886664637,2306.1613855990254
2242,109.8236,50.853982,52.556017,74.567683,31.0,287.0,0.9,666.3587221035004,3198.521866096802
2243,125.55613,63.180613,67.642782,73.617509,105.0,406.0,0.9,5603.133611622998,26895.04133579039
2244,158.090537,72.015485,83.093445,73.238989,166.0,363.0,0.9,6727.221220456227,32290.661858189887
2245,206.903804,71.380362,81.331798,73.276946,129.0,522.0,0.9,6628.9917041807785,31819.160180067734
2246,236.876745,61.913563,65.918842,73.742933,192.0,433.0,0.9,2770.389372673876,13297.868988834605
2247,251.554616,49.408824,50.895224,74.83154,308.0,296.0,0.9,14391.852442032732,69080.89172175711
2248,260.458235,35.976163,36.356475,77.136683,422.0,213.0,0.8,8325.77681544884,39963.72871415443
2249,267.094875,22.229633,22.255479,82.93091,415.0,174.0,0.6,8190.546915641432,39314.62519507887
2250,272.891704,8.450272,8.460894,0.0,127.0,84.0,0.5,2359.93052614763,11327.666525508625
2263,87.582818,10.145652,10.154497,0.0,1.0,23.0,0.9,30.089482067627138,144.42951392461026
2264,93.385535,23.949347,23.986498,82.426696,54.0,93.0,0.8,1769.8075342512896,8495.07616440619
2265,100.122555,37.69734,38.133098,77.187626,126.0,180.0,0.8,5248.035846755466,25190.572064426236
2266,109.350297,51.100853,52.718215,75.031963,374.0,262.0,0.8,7226.425841079736,34686.84403718273
2267,125.018002,63.48289,67.773631,74.022667,299.0,313.0,0.9,14581.163373144062,69989.58419109149
2268,157.876888,72.396784,83.186198,73.620822,113.0,233.0,0.9,5887.277384671995,28258.931446425573
