Hoy,Azimuth,Altitude,Hor_Angle,Ver_Angle,I_direct,I_diffuse,sky_cover,max_irradiance,max_pv_generation
88,232.233444,21.549448,26.544818,32.814115,460.0,138.0,0.7,13935.130043350873,66888.62420808419
89,240.197357,10.074529,11.571262,19.670518,268.0,93.0,0.4,1890.6148584027987,9074.951320333434
104,120.037795,10.61051,12.210448,20.518005,3.0,29.0,0.9,61.39193367001109,294.68128161605324
105,128.085382,22.056449,27.23811,33.299198,69.0,162.0,0.9,316.5783333685743,1519.5760001691567
106,138.746517,32.133309,43.608176,39.877871,11.0,146.0,0.9,408.62471675935757,1961.3986404449163
107,152.897506,39.954107,61.461428,43.261147,128.0,212.0,0.9,1966.640329924994,9439.87358363997
108,170.644734,44.328993,80.552105,44.712504,66.0,353.0,0.9,1752.882252238193,8413.834810743325
109,190.018141,44.252615,79.876064,44.692693,38.0,283.0,0.9,659.5156774918313,3165.6752519607903
110,207.666467,39.745199,60.82176,43.195013,68.0,311.0,0.9,2363.289851994686,11343.791289574494
111,221.69568,31.833722,43.025644,39.74218,82.0,270.0,0.9,449.6073831542291,2158.1154391402997
112,232.260095,21.698855,26.711308,33.028761,53.0,102.0,0.9,1393.7749144598572,6690.119589407314
113,240.243698,10.218247,11.729927,19.960668,51.0,67.0,1.0,26.66501054588068,127.99205062022726
128,119.883565,10.580141,12.157441,20.550673,0.0,30.0,0.9,3.5999999999999996,17.279999999999998
129,127.918543,22.047679,27.174878,33.385696,52.0,146.0,0.9,378.2890884470209,1815.7876245457003
130,138.564947,32.153517,43.527522,39.978629,212.0,189.0,0.7,7064.365339511445,33908.953629654934
