,vis,sd_angle,sd_position
624,56.521739,78.0,-0.08
625,56.521739,79.0,-0.08
626,56.521739,80.0,-0.08
627,56.521739,81.0,-0.08
628,56.521739,82.0,-0.08
629,56.521739,83.0,-0.08
630,56.521739,84.0,-0.08
631,56.521739,85.0,-0.08
632,56.521739,86.0,-0.08
633,56.521739,87.0,-0.08
634,56.521739,88.0,-0.08
635,56.521739,89.0,-0.08
636,56.521739,90.0,-0.08
637,43.478261,0.0,-0.07
638,43.478261,1.0,-0.07
639,43.478261,2.0,-0.07
640,43.478261,3.0,-0.07
641,43.478261,4.0,-0.07
642,43.478261,5.0,-0.07
643,43.478261,6.0,-0.07
644,43.478261,7.0,-0.07
645,43.478261,8.0,-0.07
646,43.478261,9.0,-0.07
647,43.478261,10.0,-0.07
648,43.478261,11.0,-0.07
649,43.478261,12.0,-0.07
650,43.478261,13.0,-0.07
651,43.478261,14.0,-0.07
652,43.478261,15.0,-0.07
653,43.478261,16.0,-0.07
654,43.478261,17.0,-0.07
655,43.478261,18.0,-0.07
656,43.478261,19.0,-0.07
657,43.478261,20.0,-0.07
658,43.478261,21.0,-0.07
659,43.478261,22.0,-0.07
660,43.478261,23.0,-0.07
661,43.478261,24.0,-0.07
662,43.478261,25.0,-0.07
663,43.478261,26.0,-0.07
664,43.478261,27.0,-0.07
665,43.478261,28.0,-0.07
666,43.478261,29.0,-0.07
667,43.478261,30.0,-0.07
668,43.478261,31.0,-0.07
669,43.478261,32.0,-0.07
670,43.478261,33.0,-0.07
671,43.478261,34.0,-0.07
672,43.478261,35.0,-0.07
673,43.478261,36.0,-0.07
674,43.478261,37.0,-0.07
675,43.478261,38.0,-0.07
676,47.826087,39.0,-0.07
677,47.826087,40.0,-0.07
678,47.826087,41.0,-0.07
679,47.826087,42.0,-0.07
680,47.826087,43.0,-0.07
681,47.826087,44.0,-0.07
682,47.826087,45.0,-0.07
683,47.826087,46.0,-0.07
684,47.826087,47.0,-0.07
685,47.826087,48.0,-0.07
686,47.826087,49.0,-0.07
687,47.826087,50.0,-0.07
688,47.826087,51.0,-0.07
689,47.826087,52.0,-0.07
690,47.826087,53.0,-0.07
691,47.826087,54.0,-0.07
692,47.826087,55.0,-0.07
693,47.826087,56.0,-0.07
694,47.826087,57.0,-0.07
695,47.826087,58.0,-0.07
696,47.826087,59.0,-0.07
697,47.826087,60.0,-0.07
698,47.826087,61.0,-0.07
699,47.826087,62.0,-0.07
700,47.826087,63.0,-0.07
701,47.826087,64.0,-0.07
702,47.826087,65.0,-0.07
703,47.826087,66.0,-0.07
704,47.826087,67.0,-0.07
705,47.826087,68.0,-0.07
706,47.826087,69.0,-0.07
707,47.826087,70.0,-0.07
708,47.826087,71.0,-0.07
709,47.826087,72.0,-0.07
710,47.826087,73.0,-0.07
711,47.826087,74.0,-0.07
712,47.826087,75.0,-0.07
713,47.826087,76.0,-0.07
714,47.826087,77.0,-0.07
715,47.826087,78.0,-0.07
716,47.826087,79.0,-0.07
717,47.826087,80.0,-0.07
718,47.826087,81.0,-0.07
719,47.826087,82.0,-0.07
720,47.826087,83.0,-0.07
721,47.826087,84.0,-0.07
722,47.826087,85.0,-0.07
723,47.826087,86.0,-0.07
724,47.826087,87.0,-0.07
725,47.826087,88.0,-0.07
726,47.826087,89.0,-0.07
727,52.173913,90.0,-0.07
728,39.130435,0.0,-0.06
729,39.130435,1.0,-0.06
730,39.130435,2.0,-0.06
731,39.130435,3.0,-0.06
732,39.130435,4.0,-0.06
733,39.130435,5.0,-0.06
734,39.130435,6.0,-0.06
735,39.130435,7.0,-0.06
736,39.130435,8.0,-0.06
737,39.130435,9.0,-0.06
738,39.130435,10.0,-0.06
739,39.130435,11.0,-0.06
740,39.130435,12.0,-0.06
741,39.130435,13.0,-0.06
742,39.130435,14.0,-0.06
743,39.130435,15.0,-0.06
744,39.130435,16.0,-0.06
745,39.130435,17.0,-0.06
746,39.130435,18.0,-0.06
747,39.130435,19.0,-0.06
748,39.130435,20.0,-0.06
749,39.130435,21.0,-0.06
750,39.130435,22.0,-0.06
751,39.130435,23.0,-0.06
752,39.130435,24.0,-0.06
753,39.130435,25.0,-0.06
754,39.130435,26.0,-0.06
755,39.130435,27.0,-0.06
756,39.130435,28.0,-0.06
757,39.130435,29.0,-0.06
758,39.130435,30.0,-0.06
759,39.130435,31.0,-0.06
760,39.130435,32.0,-0.06
761,39.130435,33.0,-0.06
762,39.130435,34.0,-0.06
763,39.130435,35.0,-0.06
764,39.130435,36.0,-0.06
765,39.130435,37.0,-0.06
766,39.130435,38.0,-0.06
767,39.130435,39.0,-0.06
768,39.130435,40.0,-0.06
769,39.130435,41.0,-0.06
770,39.130435,42.0,-0.06
771,39.130435,43.0,-0.06
772,39.130435,44.0,-0.06
773,39.130435,45.0,-0.06
774,39.130435,46.0,-0.06
775,39.130435,47.0,-0.06
776,39.130435,48.0,-0.06
777,39.130435,49.0,-0.06
778,39.130435,50.0,-0.06
779,39.130435,51.0,-0.06
780,39.130435,52.0,-0.06
781,39.130435,53.0,-0.06
782,39.130435,54.0,-0.06
783,39.130435,55.0,-0.06
784,39.130435,56.0,-0.06
785,39.130435,57.0,-0.06
786,39.130435,58.0,-0.06
787,39.130435,59.0,-0.06
788,39.130435,60.0,-0.06
789,39.130435,61.0,-0.06
790,39.130435,62.0,-0.06
791,39.130435,63.0,-0.06
792,39.130435,64.0,-0.06
793,39.130435,65.0,-0.06
794,39.130435,66.0,-0.06
795,39.130435,67.0,-0.06
796,39.130435,68.0,-0.06
797,43.478261,69.0,-0.06
798,43.478261,70.0,-0.06
799,43.478261,71.0,-0.06
800,43.478261,72.0,-0.06
801,43.478261,73.0,-0.06
802,43.478261,74.0,-0.06
803,47.826087,75.0,-0.06
804,47.826087,76.0,-0.06
805,47.826087,77.0,-0.06
806,47.826087,78.0,-0.06
807,47.826087,79.0,-0.06
808,52.173913,80.0,-0.06
809,52.173913,81.0,-0.06
810,52.173913,82.0,-0.06
811,52.173913,83.0,-0.06
812,52.173913,84.0,-0.06
813,52.173913,85.0,-0.06
814,56.521739,86.0,-0.06
815,56.521739,87.0,-0.06
816,56.521739,88.0,-0.06
817,56.521739,89.0,-0.06
818,56.521739,90.0,-0.06
819,30.434783,0.0,-0.05
820,30.434783,1.0,-0.05
821,30.434783,2.0,-0.05
822,30.434783,3.0,-0.05
823,30.434783,4.0,-0.05
824,30.434783,5.0,-0.05
825,30.434783,6.0,-0.05
826,30.434783,7.0,-0.05
827,30.434783,8.0,-0.05
828,30.434783,9.0,-0.05
829,30.434783,10.0,-0.05
830,30.434783,11.0,-0.05
831,30.434783,12.0,-0.05
832,30.434783,13.0,-0.05
833,30.434783,14.0,-0.05
834,30.434783,15.0,-0.05
835,30.434783,16.0,-0.05
836,30.434783,17.0,-0.05
837,30.434783,18.0,-0.05
838,30.434783,19.0,-0.05
839,30.434783,20.0,-0.05
840,30.434783,21.0,-0.05
841,30.434783,22.0,-0.05
842,30.434783,23.0,-0.05
843,30.434783,24.0,-0.05
844,30.434783,25.0,-0.05
845,30.434783,26.0,-0.05
846,30.434783,27.0,-0.05
847,30.434783,28.0,-0.05
848,30.434783,29.0,-0.05
849,30.434783,30.0,-0.05
850,34.782609,31.0,-0.05
851,34.782609,32.0,-0.05
852,34.782609,33.0,-0.05
853,34.782609,34.0,-0.05
854,34.782609,35.0,-0.05
855,34.782609,36.0,-0.05
856,34.782609,37.0,-0.05
857,34.782609,38.0,-0.05
858,34.782609,39.0,-0.05
859,34.782609,40.0,-0.05
860,34.782609,41.0,-0.05
861,34.782609,42.0,-0.05
862,34.782609,43.0,-0.05
863,34.782609,44.0,-0.05
864,34.782609,45.0,-0.05
865,34.782609,46.0,-0.05
866,34.782609,47.0,-0.05
867,34.782609,48.0,-0.05
868,34.782609,49.0,-0.05
869,34.782609,50.0,-0.05
