,vis,sd_angle,sd_position
870,34.782609,51.0,-0.05
871,34.782609,52.0,-0.05
872,34.782609,53.0,-0.05
873,34.782609,54.0,-0.05
874,34.782609,55.0,-0.05
875,34.782609,56.0,-0.05
876,34.782609,57.0,-0.05
877,34.782609,58.0,-0.05
878,34.782609,59.0,-0.05
879,34.782609,60.0,-0.05
880,34.782609,61.0,-0.05
881,34.782609,62.0,-0.05
882,34.782609,63.0,-0.05
883,34.782609,64.0,-0.05
884,34.782609,65.0,-0.05
885,34.782609,66.0,-0.05
886,34.782609,67.0,-0.05
887,34.782609,68.0,-0.05
888,34.782609,69.0,-0.05
889,34.782609,70.0,-0.05
890,34.782609,71.0,-0.05
891,34.782609,72.0,-0.05
892,34.782609,73.0,-0.05
893,34.782609,74.0,-0.05
894,34.782609,75.0,-0.05
895,34.782609,76.0,-0.05
896,34.782609,77.0,-0.05
897,34.782609,78.0,-0.05
898,34.782609,79.0,-0.05
899,34.782609,80.0,-0.05
900,34.782609,81.0,-0.05
901,34.782609,82.0,-0.05
902,34.782609,83.0,-0.05
903,34.782609,84.0,-0.05
904,34.782609,85.0,-0.05
905,34.782609,86.0,-0.05
906,39.130435,87.0,-0.05
907,39.130435,88.0,-0.05
908,43.478261,89.0,-0.05
909,43.478261,90.0,-0.05
910,26.086957,0.0,-0.04
911,26.086957,1.0,-0.04
912,26.086957,2.0,-0.04
913,26.086957,3.0,-0.04
914,26.086957,4.0,-0.04
915,26.086957,5.0,-0.04
916,26.086957,6.0,-0.04
917,26.086957,7.0,-0.04
918,26.086957,8.0,-0.04
919,26.086957,9.0,-0.04
920,26.086957,10.0,-0.04
921,26.086957,11.0,-0.04
922,26.086957,12.0,-0.04
923,26.086957,13.0,-0.04
924,26.086957,14.0,-0.04
925,26.086957,15.0,-0.04
926,26.086957,16.0,-0.04
927,26.086957,17.0,-0.04
928,26.086957,18.0,-0.04
929,26.086957,19.0,-0.04
930,26.086957,20.0,-0.04
931,26.086957,21.0,-0.04
932,26.086957,22.0,-0.04
933,26.086957,23.0,-0.04
934,26.086957,24.0,-0.04
935,26.086957,25.0,-0.04
936,26.086957,26.0,-0.04
937,26.086957,27.0,-0.04
938,26.086957,28.0,-0.04
939,26.086957,29.0,-0.04
940,26.086957,30.0,-0.04
941,26.086957,31.0,-0.04
942,26.086957,32.0,-0.04
943,26.086957,33.0,-0.04
944,26.086957,34.0,-0.04
945,26.086957,35.0,-0.04
946,26.086957,36.0,-0.04
947,26.086957,37.0,-0.04
948,26.086957,38.0,-0.04
949,26.086957,39.0,-0.04
950,26.086957,40.0,-0.04
951,26.086957,41.0,-0.04
952,26.086957,42.0,-0.04
953,26.086957,43.0,-0.04
954,26.086957,44.0,-0.04
955,26.086957,45.0,-0.04
956,26.086957,46.0,-0.04
957,26.086957,47.0,-0.04
958,26.086957,48.0,-0.04
959,26.086957,49.0,-0.04
960,26.086957,50.0,-0.04
961,26.086957,51.0,-0.04
962,26.086957,52.0,-0.04
963,26.086957,53.0,-0.04
964,26.086957,54.0,-0.04
965,26.086957,55.0,-0.04
966,26.086957,56.0,-0.04
967,26.086957,57.0,-0.04
968,26.086957,58.0,-0.04
969,26.086957,59.0,-0.04
970,30.434783,60.0,-0.04
971,30.434783,61.0,-0.04
972,30.434783,62.0,-0.04
973,34.782609,63.0,-0.04
974,34.782609,64.0,-0.04
975,34.782609,65.0,-0.04
976,34.782609,66.0,-0.04
977,34.782609,67.0,-0.04
978,34.782609,68.0,-0.04
979,34.782609,69.0,-0.04
980,34.782609,70.0,-0.04
981,34.782609,71.0,-0.04
982,34.782609,72.0,-0.04
983,34.782609,73.0,-0.04
984,34.782609,74.0,-0.04
985,34.782609,75.0,-0.04
986,34.782609,76.0,-0.04
987,34.782609,77.0,-0.04
988,34.782609,78.0,-0.04
989,34.782609,79.0,-0.04
990,34.782609,80.0,-0.04
991,34.782609,81.0,-0.04
992,34.782609,82.0,-0.04
993,39.130435,83.0,-0.04
994,39.130435,84.0,-0.04
995,43.478261,85.0,-0.04
996,43.478261,86.0,-0.04
997,47.826087,87.0,-0.04
998,47.826087,88.0,-0.04
999,47.826087,89.0,-0.04
1000,52.173913,90.0,-0.04
1001,17.391304,0.0,-0.03
1002,17.391304,1.0,-0.03
1003,17.391304,2.0,-0.03
1004,17.391304,3.0,-0.03
1005,17.391304,4.0,-0.03
1006,17.391304,5.0,-0.03
1007,17.391304,6.0,-0.03
1008,17.391304,7.0,-0.03
1009,17.391304,8.0,-0.03
1010,17.391304,9.0,-0.03
1011,17.391304,10.0,-0.03
1012,17.391304,11.0,-0.03
1013,17.391304,12.0,-0.03
1014,17.391304,13.0,-0.03
1015,17.391304,14.0,-0.03
1016,17.391304,15.0,-0.03
1017,17.391304,16.0,-0.03
1018,17.391304,17.0,-0.03
1019,17.391304,18.0,-0.03
1020,17.391304,19.0,-0.03
1021,17.391304,20.0,-0.03
1022,17.391304,21.0,-0.03
1023,17.391304,22.0,-0.03
1024,17.391304,23.0,-0.03
1025,21.73913,24.0,-0.03
1026,21.73913,25.0,-0.03
1027,21.73913,26.0,-0.03
1028,21.73913,27.0,-0.03
1029,21.73913,28.0,-0.03
1030,21.73913,29.0,-0.03
1031,21.73913,30.0,-0.03
1032,21.73913,31.0,-0.03
1033,21.73913,32.0,-0.03
1034,21.73913,33.0,-0.03
1035,21.73913,34.0,-0.03
1036,21.73913,35.0,-0.03
1037,21.73913,36.0,-0.03
1038,21.73913,37.0,-0.03
1039,21.73913,38.0,-0.03
1040,21.73913,39.0,-0.03
1041,21.73913,40.0,-0.03
1042,21.73913,41.0,-0.03
1043,21.73913,42.0,-0.03
1044,21.73913,43.0,-0.03
1045,21.73913,44.0,-0.03
1046,21.73913,45.0,-0.03
1047,21.73913,46.0,-0.03
1048,21.73913,47.0,-0.03
1049,21.73913,48.0,-0.03
1050,21.73913,49.0,-0.03
1051,21.73913,50.0,-0.03
1052,21.73913,51.0,-0.03
1053,21.73913,52.0,-0.03
1054,21.73913,53.0,-0.03
1055,21.73913,54.0,-0.03
1056,21.73913,55.0,-0.03
1057,21.73913,56.0,-0.03
1058,21.73913,57.0,-0.03
1059,21.73913,58.0,-0.03
1060,21.73913,59.0,-0.03
1061,21.73913,60.0,-0.03
1062,21.73913,61.0,-0.03
1063,26.086957,62.0,-0.03
1064,26.086957,63.0,-0.03
1065,26.086957,64.0,-0.03
1066,26.086957,65.0,-0.03
1067,26.086957,66.0,-0.03
1068,26.086957,67.0,-0.03
1069,26.086957,68.0,-0.03
1070,26.086957,69.0,-0.03
1071,30.434783,70.0,-0.03
1072,30.434783,71.0,-0.03
1073,30.434783,72.0,-0.03
1074,30.434783,73.0,-0.03
1075,34.782609,74.0,-0.03
1076,34.782609,75.0,-0.03
1077,39.130435,76.0,-0.03
1078,39.130435,77.0,-0.03
1079,39.130435,78.0,-0.03
1080,39.130435,79.0,-0.03
1081,43.478261,80.0,-0.03
1082,43.478261,81.0,-0.03
1083,47.826087,82.0,-0.03
1084,47.826087,83.0,-0.03
1085,52.173913,84.0,-0.03
1086,52.173913,85.0,-0.03
1087,56.521739,86.0,-0.03
1088,56.521739,87.0,-0.03
1089,56.521739,88.0,-0.03
1090,56.521739,89.0,-0.03
1091,60.869565,90.0,-0.03
1092,13.043478,0.0,-0.02
1093,13.043478,1.0,-0.02
1094,13.043478,2.0,-0.02
1095,13.043478,3.0,-0.02
1096,13.043478,4.0,-0.02
1097,13.043478,5.0,-0.02
1098,13.043478,6.0,-0.02
1099,13.043478,7.0,-0.02
1100,13.043478,8.0,-0.02
1101,13.043478,9.0,-0.02
1102,13.043478,10.0,-0.02
1103,13.043478,11.0,-0.02
1104,13.043478,12.0,-0.02
1105,13.043478,13.0,-0.02
1106,13.043478,14.0,-0.02
1107,13.043478,15.0,-0.02
1108,13.043478,16.0,-0.02
1109,13.043478,17.0,-0.02
1110,13.043478,18.0,-0.02
1111,13.043478,19.0,-0.02
1112,13.043478,20.0,-0.02
1113,13.043478,21.0,-0.02
1114,13.043478,22.0,-0.02
1115,13.043478,23.0,-0.02
1116,13.043478,24.0,-0.02
1117,13.043478,25.0,-0.02
1118,13.043478,26.0,-0.02
1119,13.043478,27.0,-0.02
1120,13.043478,28.0,-0.02
1121,13.043478,29.0,-0.02
1122,13.043478,30.0,-0.02
1123,13.043478,31.0,-0.02
1124,13.043478,32.0,-0.02
1125,13.043478,33.0,-0.02
1126,13.043478,34.0,-0.02
1127,13.043478,35.0,-0.02
1128,13.043478,36.0,-0.02
1129,13.043478,37.0,-0.02
1130,13.043478,38.0,-0.02
1131,13.043478,39.0,-0.02
1132,13.043478,40.0,-0.02
1133,13.043478,41.0,-0.02
1134,17.391304,42.0,-0.02
1135,17.391304,43.0,-0.02
1136,17.391304,44.0,-0.02
1137,17.391304,45.0,-0.02
1138,17.391304,46.0,-0.02
1139,17.391304,47.0,-0.02
1140,17.391304,48.0,-0.02
1141,17.391304,49.0,-0.02
1142,17.391304,50.0,-0.02
1143,17.391304,51.0,-0.02
1144,17.391304,52.0,-0.02
1145,17.391304,53.0,-0.02
1146,17.391304,54.0,-0.02
1147,17.391304,55.0,-0.02
1148,17.391304,56.0,-0.02
1149,26.086957,57.0,-0.02
1150,26.086957,58.0,-0.02
1151,26.086957,59.0,-0.02
1152,26.086957,60.0,-0.02
1153,26.086957,61.0,-0.02
1154,26.086957,62.0,-0.02
1155,26.086957,63.0,-0.02
1156,26.086957,64.0,-0.02
1157,26.086957,65.0,-0.02
1158,26.086957,66.0,-0.02
1159,26.086957,67.0,-0.02
1160,26.086957,68.0,-0.02
1161,26.086957,69.0,-0.02
1162,30.434783,70.0,-0.02
1163,34.782609,71.0,-0.02
1164,34.782609,72.0,-0.02
1165,34.782609,73.0,-0.02
1166,34.782609,74.0,-0.02
1167,34.782609,75.0,-0.02
1168,34.782609,76.0,-0.02
1169,34.782609,77.0,-0.02
1170,34.782609,78.0,-0.02
1171,34.782609,79.0,-0.02
1172,43.478261,80.0,-0.02
1173,47.826087,81.0,-0.02
1174,52.173913,82.0,-0.02
1175,52.173913,83.0,-0.02
1176,52.173913,84.0,-0.02
1177,52.173913,85.0,-0.02
1178,52.173913,86.0,-0.02
1179,52.173913,87.0,-0.02
1180,52.173913,88.0,-0.02
1181,52.173913,89.0,-0.02
1182,56.521739,90.0,-0.02
1183,4.347826,0.0,-0.01
1184,4.347826,1.0,-0.01
1185,4.347826,2.0,-0.01
1186,4.347826,3.0,-0.01
1187,4.347826,4.0,-0.01
1188,4.347826,5.0,-0.01
1189,4.347826,6.0,-0.01
1190,4.347826,7.0,-0.01
1191,4.347826,8.0,-0.01
1192,4.347826,9.0,-0.01
1193,4.347826,10.0,-0.01
1194,4.347826,11.0,-0.01
1195,4.347826,12.0,-0.01
1196,4.347826,13.0,-0.01
1197,4.347826,14.0,-0.01
1198,4.347826,15.0,-0.01
1199,4.347826,16.0,-0.01
1200,4.347826,17.0,-0.01
1201,4.347826,18.0,-0.01
1202,8.695652,19.0,-0.01
1203,8.695652,20.0,-0.01
1204,8.695652,21.0,-0.01
1205,8.695652,22.0,-0.01
1206,8.695652,23.0,-0.01
1207,8.695652,24.0,-0.01
1208,8.695652,25.0,-0.01
1209,8.695652,26.0,-0.01
1210,8.695652,27.0,-0.01
1211,8.695652,28.0,-0.01
1212,8.695652,29.0,-0.01
1213,8.695652,30.0,-0.01
1214,8.695652,31.0,-0.01
1215,8.695652,32.0,-0.01
1216,8.695652,33.0,-0.01
1217,8.695652,34.0,-0.01
1218,8.695652,35.0,-0.01
1219,8.695652,36.0,-0.01
1220,8.695652,37.0,-0.01
1221,8.695652,38.0,-0.01
1222,8.695652,39.0,-0.01
1223,8.695652,40.0,-0.01
1224,8.695652,41.0,-0.01
1225,13.043478,42.0,-0.01
1226,13.043478,43.0,-0.01
1227,13.043478,44.0,-0.01
1228,13.043478,45.0,-0.01
1229,13.043478,46.0,-0.01
1230,13.043478,47.0,-0.01
1231,13.043478,48.0,-0.01
1232,13.043478,49.0,-0.01
1233,13.043478,50.0,-0.01
1234,13.043478,51.0,-0.01
1235,13.043478,52.0,-0.01
1236,13.043478,53.0,-0.01
1237,13.043478,54.0,-0.01
1238,13.043478,55.0,-0.01
1239,13.043478,56.0,-0.01
1240,17.391304,57.0,-0.01
1241,17.391304,58.0,-0.01
1242,17.391304,59.0,-0.01
1243,21.73913,60.0,-0.01
1244,21.73913,61.0,-0.01
1245,26.086957,62.0,-0.01
1246,26.086957,63.0,-0.01
1247,26.086957,64.0,-0.01
1248,26.086957,65.0,-0.01
1249,26.086957,66.0,-0.01
1250,26.086957,67.0,-0.01
1251,26.086957,68.0,-0.01
1252,26.086957,69.0,-0.01
1253,26.086957,70.0,-0.01
1254,26.086957,71.0,-0.01
1255,26.086957,72.0,-0.01
1256,30.434783,73.0,-0.01
1257,34.782609,74.0,-0.01
1258,39.130435,75.0,-0.01
1259,43.478261,76.0,-0.01
1260,47.826087,77.0,-0.01
1261,47.826087,78.0,-0.01
1262,47.826087,79.0,-0.01
1263,47.826087,80.0,-0.01
1264,47.826087,81.0,-0.01
1265,47.826087,82.0,-0.01
1266,47.826087,83.0,-0.01
1267,47.826087,84.0,-0.01
1268,47.826087,85.0,-0.01
1269,52.173913,86.0,-0.01
1270,56.521739,87.0,-0.01
1271,60.869565,88.0,-0.01
1272,65.217391,89.0,-0.01
1273,69.565217,90.0,-0.01
1274,0.0,0.0,0.0
1275,0.0,1.0,0.0
1276,0.0,2.0,0.0
1277,0.0,3.0,0.0
1278,0.0,4.0,0.0
1279,0.0,5.0,0.0
1280,0.0,6.0,0.0
1281,0.0,7.0,0.0
1282,0.0,8.0,0.0
1283,0.0,9.0,0.0
1284,0.0,10.0,0.0
1285,0.0,11.0,0.0
1286,0.0,12.0,0.0
1287,0.0,13.0,0.0
1288,0.0,14.0,0.0
1289,0.0,15.0,0.0
1290,0.0,16.0,0.0
1291,0.0,17.0,0.0
1292,0.0,18.0,0.0
1293,4.347826,19.0,0.0
1294,4.347826,20.0,0.0
1295,4.347826,21.0,0.0
1296,4.347826,22.0,0.0
1297,4.347826,23.0,0.0
1298,8.695652,24.0,0.0
1299,8.695652,25.0,0.0
1300,8.695652,26.0,0.0
1301,8.695652,27.0,0.0
1302,8.695652,28.0,0.0
1303,8.695652,29.0,0.0
1304,8.695652,30.0,0.0
1305,13.043478,31.0,0.0
1306,13.043478,32.0,0.0
1307,13.043478,33.0,0.0
1308,13.043478,34.0,0.0
1309,13.043478,35.0,0.0
1310,13.043478,36.0,0.0
1311,13.043478,37.0,0.0
1312,13.043478,38.0,0.0
1313,17.391304,39.0,0.0
1314,17.391304,40.0,0.0
1315,17.391304,41.0,0.0
1316,17.391304,42.0,0.0
1317,17.391304,43.0,0.0
1318,17.391304,44.0,0.0
1319,17.391304,45.0,0.0
1320,17.391304,46.0,0.0
1321,17.391304,47.0,0.0
1322,17.391304,48.0,0.0
1323,17.391304,49.0,0.0
1324,17.391304,50.0,0.0
1325,17.391304,51.0,0.0
1326,21.73913,52.0,0.0
1327,21.73913,53.0,0.0
1328,21.73913,54.0,0.0
1329,21.73913,55.0,0.0
1330,21.73913,56.0,0.0
1331,26.086957,57.0,0.0
1332,26.086957,58.0,0.0
1333,26.086957,59.0,0.0
1334,26.086957,60.0,0.0
1335,26.086957,61.0,0.0
1336,26.086957,62.0,0.0
1337,30.434783,63.0,0.0
1338,30.434783,64.0,0.0
1339,30.434783,65.0,0.0
1340,30.434783,66.0,0.0
1341,30.434783,67.0,0.0
1342,30.434783,68.0,0.0
1343,34.782609,69.0,0.0
1344,34.782609,70.0,0.0
1345,34.782609,71.0,0.0
1346,34.782609,72.0,0.0
1347,34.782609,73.0,0.0
1348,39.130435,74.0,0.0
1349,39.130435,75.0,0.0
1350,39.130435,76.0,0.0
1351,43.478261,77.0,0.0
1352,43.478261,78.0,0.0
1353,47.826087,79.0,0.0
1354,47.826087,80.0,0.0
1355,47.826087,81.0,0.0
1356,52.173913,82.0,0.0
1357,52.173913,83.0,0.0
1358,52.173913,84.0,0.0
1359,56.521739,85.0,0.0
1360,56.521739,86.0,0.0
1361,60.869565,87.0,0.0
1362,60.869565,88.0,0.0
1363,60.869565,89.0,0.0
1364,65.217391,90.0,0.0
1365,0.0,0.0,0.01
1366,0.0,1.0,0.01
1367,0.0,2.0,0.01
1368,0.0,3.0,0.01
1369,0.0,4.0,0.01
1370,0.0,5.0,0.01
1371,0.0,6.0,0.01
1372,0.0,7.0,0.01
1373,0.0,8.0,0.01
1374,0.0,9.0,0.01
1375,0.0,10.0,0.01
1376,0.0,11.0,0.01
1377,0.0,12.0,0.01
1378,0.0,13.0,0.01
1379,0.0,14.0,0.01
1380,0.0,15.0,0.01
1381,0.0,16.0,0.01
1382,0.0,17.0,0.01
1383,0.0,18.0,0.01
1384,0.0,19.0,0.01
1385,0.0,20.0,0.01
1386,0.0,21.0,0.01
1387,0.0,22.0,0.01
1388,0.0,23.0,0.01
1389,0.0,24.0,0.01
1390,0.0,25.0,0.01
1391,0.0,26.0,0.01
1392,0.0,27.0,0.01
1393,0.0,28.0,0.01
1394,4.347826,29.0,0.01
1395,4.347826,30.0,0.01
1396,4.347826,31.0,0.01
1397,4.347826,32.0,0.01
1398,4.347826,33.0,0.01
1399,4.347826,34.0,0.01
1400,4.347826,35.0,0.01
1401,4.347826,36.0,0.01
1402,4.347826,37.0,0.01
1403,4.347826,38.0,0.01
1404,4.347826,39.0,0.01
1405,4.347826,40.0,0.01
1406,4.347826,41.0,0.01
1407,4.347826,42.0,0.01
1408,8.695652,43.0,0.01
1409,8.695652,44.0,0.01
1410,8.695652,45.0,0.01
1411,8.695652,46.0,0.01
1412,8.695652,47.0,0.01
1413,8.695652,48.0,0.01
1414,13.043478,49.0,0.01
1415,13.043478,50.0,0.01
1416,13.043478,51.0,0.01
1417,17.391304,52.0,0.01
1418,17.391304,53.0,0.01
1419,17.391304,54.0,0.01
1420,17.391304,55.0,0.01
1421,17.391304,56.0,0.01
1422,17.391304,57.0,0.01
1423,17.391304,58.0,0.01
1424,17.391304,59.0,0.01
1425,17.391304,60.0,0.01
1426,17.391304,61.0,0.01
1427,17.391304,62.0,0.01
1428,21.73913,63.0,0.01
1429,21.73913,64.0,0.01
1430,26.086957,65.0,0.01
1431,26.086957,66.0,0.01
1432,30.434783,67.0,0.01
1433,30.434783,68.0,0.01
1434,30.434783,69.0,0.01
1435,30.434783,70.0,0.01
1436,30.434783,71.0,0.01
1437,30.434783,72.0,0.01
1438,30.434783,73.0,0.01
1439,30.434783,74.0,0.01
1440,30.434783,75.0,0.01
1441,30.434783,76.0,0.01
1442,34.782609,77.0,0.01
1443,39.130435,78.0,0.01
1444,43.478261,79.0,0.01
1445,47.826087,80.0,0.01
1446,52.173913,81.0,0.01
1447,52.173913,82.0,0.01
1448,52.173913,83.0,0.01
1449,52.173913,84.0,0.01
1450,52.173913,85.0,0.01
1451,52.173913,86.0,0.01
1452,52.173913,87.0,0.01
1453,52.173913,88.0,0.01
1454,52.173913,89.0,0.01
1455,56.521739,90.0,0.01
1456,8.695652,0.0,0.02
1457,8.695652,1.0,0.02
1458,8.695652,2.0,0.02
1459,8.695652,3.0,0.02
1460,8.695652,4.0,0.02
1461,8.695652,5.0,0.02
1462,8.695652,6.0,0.02
1463,8.695652,7.0,0.02
1464,8.695652,8.0,0.02
1465,8.695652,9.0,0.02
1466,8.695652,10.0,0.02
1467,8.695652,11.0,0.02
1468,8.695652,12.0,0.02
1469,8.695652,13.0,0.02
1470,8.695652,14.0,0.02
1471,8.695652,15.0,0.02
1472,8.695652,16.0,0.02
1473,8.695652,17.0,0.02
1474,8.695652,18.0,0.02
1475,8.695652,19.0,0.02
1476,8.695652,20.0,0.02
1477,8.695652,21.0,0.02
1478,8.695652,22.0,0.02
1479,8.695652,23.0,0.02
1480,8.695652,24.0,0.02
1481,8.695652,25.0,0.02
1482,8.695652,26.0,0.02
1483,8.695652,27.0,0.02
1484,8.695652,28.0,0.02
1485,8.695652,29.0,0.02
1486,8.695652,30.0,0.02
1487,8.695652,31.0,0.02
1488,8.695652,32.0,0.02
1489,8.695652,33.0,0.02
1490,8.695652,34.0,0.02
1491,8.695652,35.0,0.02
1492,8.695652,36.0,0.02
1493,13.043478,37.0,0.02
1494,13.043478,38.0,0.02
1495,13.043478,39.0,0.02
1496,13.043478,40.0,0.02
1497,13.043478,41.0,0.02
1498,13.043478,42.0,0.02
1499,13.043478,43.0,0.02
1500,13.043478,44.0,0.02
1501,13.043478,45.0,0.02
1502,13.043478,46.0,0.02
1503,13.043478,47.0,0.02
1504,13.043478,48.0,0.02
1505,13.043478,49.0,0.02
1506,13.043478,50.0,0.02
1507,17.391304,51.0,0.02
1508,21.73913,52.0,0.02
1509,21.73913,53.0,0.02
1510,21.73913,54.0,0.02
1511,21.73913,55.0,0.02
1512,21.73913,56.0,0.02
1513,21.73913,57.0,0.02
1514,21.73913,58.0,0.02
1515,21.73913,59.0,0.02
1516,21.73913,60.0,0.02
1517,21.73913,61.0,0.02
1518,21.73913,62.0,0.02
1519,21.73913,63.0,0.02
1520,30.434783,64.0,0.02
1521,30.434783,65.0,0.02
1522,30.434783,66.0,0.02
1523,30.434783,67.0,0.02
1524,30.434783,68.0,0.02
1525,30.434783,69.0,0.02
1526,30.434783,70.0,0.02
1527,30.434783,71.0,0.02
1528,30.434783,72.0,0.02
1529,30.434783,73.0,0.02
1530,30.434783,74.0,0.02
1531,39.130435,75.0,0.02
1532,43.478261,76.0,0.02
1533,47.826087,77.0,0.02
1534,47.826087,78.0,0.02
1535,47.826087,79.0,0.02
1536,47.826087,80.0,0.02
1537,47.826087,81.0,0.02
1538,47.826087,82.0,0.02
1539,47.826087,83.0,0.02
1540,47.826087,84.0,0.02
1541,56.521739,85.0,0.02
1542,60.869565,86.0,0.02
1543,65.217391,87.0,0.02
1544,65.217391,88.0,0.02
1545,65.217391,89.0,0.02
1546,65.217391,90.0,0.02
1547,13.043478,0.0,0.03
1548,13.043478,1.0,0.03
1549,13.043478,2.0,0.03
1550,13.043478,3.0,0.03
1551,13.043478,4.0,0.03
1552,13.043478,5.0,0.03
1553,13.043478,6.0,0.03
1554,13.043478,7.0,0.03
1555,13.043478,8.0,0.03
1556,13.043478,9.0,0.03
1557,13.043478,10.0,0.03
1558,13.043478,11.0,0.03
1559,13.043478,12.0,0.03
1560,13.043478,13.0,0.03
1561,13.043478,14.0,0.03
1562,13.043478,15.0,0.03
1563,13.043478,16.0,0.03
1564,13.043478,17.0,0.03
1565,13.043478,18.0,0.03
1566,13.043478,19.0,0.03
1567,13.043478,20.0,0.03
1568,13.043478,21.0,0.03
1569,13.043478,22.0,0.03
1570,13.043478,23.0,0.03
1571,13.043478,24.0,0.03
1572,13.043478,25.0,0.03
1573,13.043478,26.0,0.03
1574,13.043478,27.0,0.03
1575,13.043478,28.0,0.03
1576,13.043478,29.0,0.03
1577,13.043478,30.0,0.03
1578,13.043478,31.0,0.03
1579,13.043478,32.0,0.03
1580,13.043478,33.0,0.03
1581,13.043478,34.0,0.03
1582,13.043478,35.0,0.03
1583,13.043478,36.0,0.03
1584,13.043478,37.0,0.03
1585,13.043478,38.0,0.03
1586,13.043478,39.0,0.03
1587,13.043478,40.0,0.03
1588,13.043478,41.0,0.03
1589,13.043478,42.0,0.03
1590,17.391304,43.0,0.03
1591,17.391304,44.0,0.03
1592,17.391304,45.0,0.03
1593,17.391304,46.0,0.03
1594,17.391304,47.0,0.03
1595,17.391304,48.0,0.03
1596,17.391304,49.0,0.03
1597,17.391304,50.0,0.03
1598,17.391304,51.0,0.03
1599,21.73913,52.0,0.03
1600,21.73913,53.0,0.03
1601,21.73913,54.0,0.03
1602,26.086957,55.0,0.03
1603,26.086957,56.0,0.03
1604,26.086957,57.0,0.03
1605,26.086957,58.0,0.03
1606,26.086957,59.0,0.03
1607,26.086957,60.0,0.03
1608,26.086957,61.0,0.03
1609,26.086957,62.0,0.03
1610,30.434783,63.0,0.03
1611,30.434783,64.0,0.03
1612,30.434783,65.0,0.03
1613,30.434783,66.0,0.03
1614,30.434783,67.0,0.03
1615,30.434783,68.0,0.03
1616,30.434783,69.0,0.03
1617,34.782609,70.0,0.03
1618,34.782609,71.0,0.03
1619,34.782609,72.0,0.03
1620,34.782609,73.0,0.03
1621,39.130435,74.0,0.03
1622,39.130435,75.0,0.03
1623,43.478261,76.0,0.03
1624,43.478261,77.0,0.03
1625,43.478261,78.0,0.03
1626,43.478261,79.0,0.03
1627,47.826087,80.0,0.03
1628,47.826087,81.0,0.03
1629,52.173913,82.0,0.03
1630,52.173913,83.0,0.03
1631,52.173913,84.0,0.03
1632,56.521739,85.0,0.03
1633,56.521739,86.0,0.03
1634,60.869565,87.0,0.03
1635,60.869565,88.0,0.03
1636,65.217391,89.0,0.03
1637,65.217391,90.0,0.03
1638,21.73913,0.0,0.04
1639,21.73913,1.0,0.04
1640,21.73913,2.0,0.04
1641,21.73913,3.0,0.04
1642,21.73913,4.0,0.04
1643,21.73913,5.0,0.04
1644,21.73913,6.0,0.04
1645,21.73913,7.0,0.04
1646,21.73913,8.0,0.04
1647,21.73913,9.0,0.04
1648,21.73913,10.0,0.04
1649,21.73913,11.0,0.04
1650,21.73913,12.0,0.04
1651,21.73913,13.0,0.04
1652,21.73913,14.0,0.04
1653,21.73913,15.0,0.04
1654,21.73913,16.0,0.04
1655,21.73913,17.0,0.04
1656,21.73913,18.0,0.04
1657,21.73913,19.0,0.04
1658,21.73913,20.0,0.04
1659,21.73913,21.0,0.04
1660,21.73913,22.0,0.04
1661,21.73913,23.0,0.04
1662,21.73913,24.0,0.04
1663,21.73913,25.0,0.04
1664,21.73913,26.0,0.04
1665,21.73913,27.0,0.04
1666,21.73913,28.0,0.04
1667,21.73913,29.0,0.04
1668,21.73913,30.0,0.04
1669,21.73913,31.0,0.04
1670,21.73913,32.0,0.04
1671,21.73913,33.0,0.04
1672,21.73913,34.0,0.04
1673,21.73913,35.0,0.04
1674,21.73913,36.0,0.04
1675,21.73913,37.0,0.04
1676,21.73913,38.0,0.04
1677,21.73913,39.0,0.04
1678,21.73913,40.0,0.04
1679,21.73913,41.0,0.04
1680,21.73913,42.0,0.04
1681,21.73913,43.0,0.04
1682,21.73913,44.0,0.04
1683,21.73913,45.0,0.04
1684,21.73913,46.0,0.04
1685,21.73913,47.0,0.04
1686,21.73913,48.0,0.04
1687,26.086957,49.0,0.04
1688,26.086957,50.0,0.04
1689,26.086957,51.0,0.04
1690,30.434783,52.0,0.04
1691,30.434783,53.0,0.04
1692,30.434783,54.0,0.04
1693,30.434783,55.0,0.04
1694,30.434783,56.0,0.04
1695,30.434783,57.0,0.04
1696,30.434783,58.0,0.04
1697,30.434783,59.0,0.04
1698,30.434783,60.0,0.04
1699,30.434783,61.0,0.04
1700,30.434783,62.0,0.04
1701,30.434783,63.0,0.04
1702,30.434783,64.0,0.04
1703,30.434783,65.0,0.04
1704,30.434783,66.0,0.04
1705,30.434783,67.0,0.04
1706,30.434783,68.0,0.04
1707,30.434783,69.0,0.04
1708,30.434783,70.0,0.04
1709,30.434783,71.0,0.04
1710,30.434783,72.0,0.04
1711,34.782609,73.0,0.04
1712,34.782609,74.0,0.04
1713,39.130435,75.0,0.04
1714,39.130435,76.0,0.04
1715,43.478261,77.0,0.04
1716,43.478261,78.0,0.04
1717,47.826087,79.0,0.04
1718,47.826087,80.0,0.04
1719,52.173913,81.0,0.04
1720,52.173913,82.0,0.04
1721,52.173913,83.0,0.04
1722,56.521739,84.0,0.04
1723,56.521739,85.0,0.04
1724,60.869565,86.0,0.04
1725,60.869565,87.0,0.04
1726,65.217391,88.0,0.04
1727,65.217391,89.0,0.04
1728,65.217391,90.0,0.04
