WINDOW_BF23BD9D
0.275
0.486
0.415
0.791
0.056
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.178
0.076
0.77
0.504
0.625
0.81
0.495
0.655
0.755
0.377
0.155
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.54
0.101
0.539
0.323
0.641
0.81
0.613
0.155
0.687
0.079
0.684
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.599
0.664
0.278
0.684
0.625
0.577
0.731
0.486
0.665
0.605
0.062
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.446
0.694
0.27
0.613
0.329
0.601
0.495
0.486
0.103
0.431
0.691
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.666
0.491
0.556
0.441
0.385
0.401
0.503
0.37
0.093
0.067
0.698
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.65
0.658
0.794
0.503
0.449
0.329
0.441
0.024
0.642
0.212
0.777
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.659
0.375
0.447
0.323
0.569
0.625
0.44
0.77
0.491
0.276
0.155
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.318
0.598
0.494
0.441
0.152
0.569
0.495
0.339
0.755
0.07
0.162
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.535
0.687
0.564
0.323
0.657
0.81
0.15
0.778
0.815
0.673
0.58
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.608
0.635
0.601
0.378
0.689
0.633
0.048
0.486
0.642
0.344
0.062
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.225
0.151
0.485
0.74
0.714
0.569
0.731
0.786
0.438
0.781
0.774
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.435
0.441
0.655
0.378
0.393
0.81
0.378
0.778
0.784
0.214
0.699
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.174
0.658
0.378
0.676
0.569
0.329
0.637
0.61
0.337
0.614
0.303
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.287
0.717
0.77
0.441
0.513
0.513
0.676
0.801
0.152
0.213
0.073
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.158
0.487
0.542
0.748
0.393
0.834
0.268
0.663
0.392
0.322
0.573
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.6
0.666
0.823
0.794
0.569
0.513
0.676
0.547
0.583
0.43
0.086
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.269
0.77
0.436
0.613
0.449
0.81
0.323
0.733
0.039
0.07
0.293
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.666
0.687
0.542
0.731
0.633
0.746
0.637
0.679
0.384
0.337
0.336
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.551
0.688
0.153
0.794
0.753
0.273
0.558
0.486
0.643
0.097
0.362
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.1
0.494
0.592
0.595
0.032
0.633
0.633
0.433
0.84
0.48
0.155
0.615
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.798
0.489
0.135
0.717
0.615
0.746
0.754
0.503
0.61
0.188
0.658
0.708
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.197
0.383
0.717
0.602
0.732
0.633
0.513
0.676
0.778
0.501
0.337
0.575
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.198
0.545
0.608
0.214
0.677
0.513
0.633
0.762
0.801
0.091
0.365
0.158
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.345
0.623
0.04
0.717
0.39
0.633
0.802
0.558
0.724
0.532
0.531
0.198
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.41
0.227
0.747
0.428
0.367
0.81
0.69
0.079
0.711
0.6
0.516
0.668
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.193
0.595
0.636
0.656
0.732
0.394
0.457
0.385
0.657
0.365
0.658
0.354
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.098
0.569
0.369
0.712
0.086
0.753
0.433
0.087
0.656
0.085
0.418
0.544
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.38
0.748
0.646
0.603
0.305
0.313
0.457
0.739
0.597
0.135
0.602
0.592
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.487
0.618
0.581
0.65
0.258
0.633
0.577
0.032
0.778
0.586
0.58
0.489
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.276
0.201
0.353
0.53
0.615
0.697
0.754
0.127
0.079
0.643
0.624
0.296
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.619
0.292
0.629
0.823
0.794
0.761
0.249
0.817
0.778
0.194
0.407
0.296
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.185
0.236
0.469
0.597
0.677
0.618
0.737
0.802
0.207
0.585
0.193
0.693
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.366
0.582
0.417
0.537
0.576
0.633
0.617
0.323
0.146
0.323
0.403
0.154
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.295
0.636
0.731
0.77
0.253
0.818
0.818
0.04
0.032
0.251
0.596
0.293
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.216
0.552
0.083
0.484
0.561
0.577
0.433
0.566
0.778
0.733
0.548
0.335
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.274
0.427
0.034
0.35
0.74
0.517
0.73
0.678
0.664
0.798
0.748
0.23
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.21
0.629
0.726
0.412
0.415
0.318
0.705
0.538
0.831
0.034
0.644
0.374
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.481
0.475
0.236
0.771
0.477
0.754
0.738
0.74
0.658
0.688
0.694
0.556
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.569
0.478
0.395
0.073
0.677
0.58
0.281
0.507
0.645
0.345
0.241
0.324
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.396
0.576
0.353
0.718
0.623
0.604
0.546
0.592
0.04
0.479
0.327
0.308
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.346
0.714
0.247
0.711
0.476
0.358
0.826
0.678
0.344
0.454
0.642
0.343
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.458
0.529
0.681
0.512
0.506
0.461
0.882
0.578
0.343
0.256
0.179
0.567
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.289
0.524
0.687
0.547
0.235
0.533
0.649
0.648
0.343
0.504
0.73
0.12
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.513
0.661
0.617
0.572
0.685
0.58
0.313
0.569
0.831
0.09
0.478
0.501
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.281
0.615
0.442
0.659
0.696
0.469
0.289
0.685
0.509
0.231
0.176
0.296
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.534
0.371
0.381
0.339
0.625
0.715
0.77
0.585
0.771
0.543
0.376
0.402
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.406
0.507
0.674
0.059
0.564
0.485
0.297
0.398
0.667
0.547
0.668
0.261
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.014
0.361
0.715
0.171
0.564
0.818
0.585
0.631
0.659
0.374
0.468
0.364
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.421
0.551
0.039
0.499
0.74
0.223
0.529
0.571
0.048
0.561
0.178
0.326
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.392
0.343
0.674
0.612
0.75
0.826
0.834
0.802
0.439
0.731
0.557
0.364
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.426
0.409
0.478
0.542
0.732
0.508
0.658
0.51
0.55
0.075
0.508
0.312
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.212
0.454
0.622
0.712
0.279
0.763
0.409
0.117
0.212
0.209
0.579
0.185
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.266
0.591
0.205
0.446
0.856
0.588
0.643
0.335
0.601
0.209
0.514
0.294
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.153
0.236
0.046
0.748
0.62
0.167
0.282
0.056
0.047
0.723
0.598
0.313
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.175
0.357
0.046
0.696
0.687
0.286
0.898
0.687
0.159
0.206
0.555
0.274
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.217
0.179
0.662
0.262
0.559
0.064
0.628
0.056
0.66
0.047
0.229
0.118
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.084
0.52
0.669
0.763
0.456
0.596
0.715
0.287
0.771
0.058
0.227
0.141
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.077
0.39
0.494
0.596
0.533
0.707
0.319
0.687
0.301
0.339
0.52
0.061
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.044
0.386
0.433
0.442
0.802
0.295
0.565
0.565
0.352
0.661
0.341
0.045
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.047
0.448
0.63
0.114
0.148
0.652
0.596
0.314
0.242
0.655
0.222
0.054
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.053
0.416
0.377
0.228
0.521
0.358
0.152
0.856
0.747
0.239
0.333
0.054
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.055
0.069
0.061
0.349
0.064
0.715
0.256
0.071
0.648
0.118
0.594
0.055
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.056
0.178
0.16
0.814
0.117
0.327
0.826
0.646
0.394
0.116
0.407
0.056
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.058
0.187
0.605
0.342
0.537
0.43
0.12
0.202
0.821
0.124
0.466
0.056
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.06
0.079
0.627
0.72
0.088
0.303
0.542
0.47
0.334
0.353
0.088
0.057
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.061
0.39
0.299
0.763
0.605
0.422
0.12
0.064
0.654
0.109
0.522
0.986
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.98
0.083
0.166
0.706
0.302
0.66
0.81
0.696
0.82
0.075
0.305
0.985
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.99
0.272
0.553
0.763
0.652
0.279
0.723
0.064
0.529
0.075
0.122
0.991
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.982
0.129
0.129
0.106
0.081
0.43
0.064
0.75
0.135
0.075
0.102
0.987
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.988
0.101
0.311
0.574
0.524
0.589
0.114
0.863
0.128
0.266
0.338
0.98
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.982
0.259
0.501
0.07
0.75
0.787
0.786
0.225
0.337
0.223
0.175
0.985
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.981
0.244
0.125
0.665
0.325
0.43
0.073
0.081
0.08
0.62
0.25
0.992
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.984
0.179
0.225
0.659
0.158
0.731
0.273
0.587
0.365
0.573
0.181
0.99
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.982
0.197
0.54
0.578
0.179
0.676
0.08
0.545
0.23
0.27
0.151
0.986
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.986
0.169
0.103
0.511
0.259
0.62
0.725
0.079
0.233
0.187
0.17
0.992
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.987
0.155
0.439
0.638
0.365
0.265
0.803
0.329
0.755
0.176
0.171
0.983
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.995
0.17
0.439
0.142
0.195
0.406
0.435
0.44
0.093
0.195
0.171
0.991
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.979
0.186
0.552
0.661
0.095
0.112
0.088
0.515
0.579
0.2
0.172
0.986
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.983
0.192
0.117
0.41
0.483
0.509
0.505
0.095
0.432
0.62
0.172
0.99
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.985
0.194
0.152
0.716
0.878
0.145
0.35
0.87
0.384
0.224
0.173
0.985
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.985
0.196
0.156
0.282
0.878
0.922
0.096
0.411
0.524
0.146
0.985
0.979
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.987
0.197
0.136
0.663
0.095
0.866
0.128
0.559
0.311
0.158
0.989
0.989
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.983
0.199
0.209
0.515
0.48
0.416
0.218
0.34
0.169
0.317
0.989
0.981
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.991
0.983
0.367
0.342
0.186
0.097
0.338
0.426
0.22
0.291
0.989
0.982
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.981
0.983
0.334
0.573
0.294
0.352
0.127
0.11
0.732
0.195
0.98
0.983
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.987
0.986
0.221
0.351
0.11
0.258
0.634
0.819
0.211
0.317
0.989
0.982
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.981
0.99
0.219
0.465
0.827
0.307
0.112
0.161
0.142
0.331
0.985
0.982
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.986
0.984
0.217
0.223
0.126
0.377
0.625
0.769
0.2
0.255
0.983
0.991
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.986
0.985
0.24
0.712
0.118
0.475
0.344
0.819
0.163
0.313
0.987
0.986
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.987
0.986
0.983
0.241
0.364
0.778
0.121
0.766
0.139
0.191
0.314
0.978
0.982
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.981
0.99
0.986
0.346
0.158
0.52
0.263
0.652
0.191
0.183
0.315
0.99
0.983
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.981
0.988
0.981
0.361
0.218
0.193
0.43
0.66
0.485
0.183
0.315
0.988
0.978
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.982
0.986
0.999
0.325
0.172
0.148
0.899
0.136
0.771
0.202
0.316
0.985
0.988
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.979
0.982
0.99
0.364
0.298
0.843
0.946
0.357
0.827
0.208
0.317
0.983
0.984
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.985
0.989
0.982
0.365
0.192
0.273
0.545
0.144
0.241
0.233
0.983
0.982
0.989
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.984
0.984
0.988
0.367
0.348
0.164
0.239
0.899
0.264
0.251
0.992
0.987
0.983
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.989
0.987
0.981
0.369
0.263
0.852
0.569
0.167
0.827
0.377
0.983
0.982
0.98
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.99
0.987
0.981
0.37
0.264
0.754
0.946
0.159
0.277
0.413
0.989
0.991
0.992
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.985
0.989
0.984
0.372
0.263
0.179
0.169
0.283
0.815
0.311
0.982
0.98
0.99
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.986
0.984
0.984
0.991
0.349
0.197
0.178
0.303
0.34
0.332
0.987
0.986
0.986
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.982
0.983
0.985
0.983
0.307
0.847
0.24
0.184
0.213
0.369
0.985
0.986
0.988
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.983
0.993
0.986
0.993
0.305
0.223
0.33
0.198
0.233
0.421
0.987
0.988
0.987
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.99
0.98
0.98
0.981
0.351
0.529
0.209
0.216
0.241
0.446
0.985
0.991
0.988
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.991
0.979
0.986
0.99
0.376
0.245
0.901
0.887
0.262
0.501
0.995
0.988
0.99
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.983
0.985
0.989
0.987
0.401
0.397
0.216
0.222
0.326
0.525
0.984
0.981
0.98
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.988
0.985
0.993
0.99
0.447
0.266
0.342
0.904
0.302
0.526
0.989
0.979
0.988
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.987
0.981
0.984
0.984
0.485
0.626
0.94
0.268
0.329
0.527
0.987
0.985
0.99
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.979
0.99
0.985
0.987
0.597
0.41
0.248
0.26
0.335
0.528
0.987
0.988
0.992
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.983
0.989
0.986
0.99
0.598
0.336
0.271
0.296
0.38
0.988
0.988
0.987
0.983
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.984
0.985
0.986
0.987
0.599
0.33
0.271
0.894
0.405
0.988
0.997
0.984
0.979
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.984
0.987
0.985
0.99
0.6
0.404
0.311
0.381
0.706
0.985
0.985
0.987
0.989
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.984
0.991
0.983
0.984
0.601
0.404
0.319
0.44
0.481
0.985
0.989
0.982
0.989
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.983
0.982
0.982
0.999
0.602
0.437
0.363
0.366
0.515
0.987
0.987
0.988
0.991
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.987
0.99
0.984
0.988
0.987
0.462
0.373
0.884
0.578
0.988
0.987
0.986
0.991
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.985
0.986
0.988
0.99
0.988
0.776
0.381
0.403
0.646
0.987
0.985
0.986
0.991
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.986
0.983
0.988
0.988
0.986
0.543
0.404
0.418
0.723
0.986
0.981
0.984
0.99
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.986
0.989
0.98
0.991
0.985
0.63
0.435
0.627
0.723
0.987
0.98
0.985
0.986
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.983
0.984
0.982
0.985
0.988
0.747
0.466
0.513
0.725
0.985
0.99
0.986
0.989
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.989
0.987
0.985
0.985
0.985
0.757
0.679
0.577
0.725
0.987
0.985
0.989
0.992
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.983
0.985
0.987
0.987
0.987
0.777
0.573
0.731
0.725
0.985
0.984
0.982
0.99
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.99
0.992
0.984
0.989
0.987
0.777
0.924
0.676
0.726
0.985
0.993
0.984
0.992
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.991
0.99
0.982
0.986
0.985
0.777
0.664
0.772
0.726
0.986
0.986
0.986
0.984
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.98
0.99
0.986
0.991
0.987
0.777
0.858
0.846
0.985
0.988
0.98
0.978
0.985
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.993
0.99
0.981
0.987
0.984
0.777
0.872
0.879
0.984
0.986
0.985
0.98
0.986
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.987
0.983
0.989
0.989
0.986
0.777
0.923
0.879
